,Accel_LN_X_UNCAL,Accel_LN_X_CAL,Accel_LN_Y_UNCAL,Accel_LN_Y_CAL,Accel_LN_Z_UNCAL,Accel_LN_Z_CAL,System_Timestamp_Plot_Zeroed_CAL,GSR_Skin_Resistance_UNCAL,GSR_Skin_Resistance_CAL,Gyro_Z_UNCAL,Gyro_Z_CAL,GSR_Range_UNCAL,GSR_Range_CAL,Timestamp_UNCAL,Timestamp_CAL,Gyro_X_CAL,Gyro_X_UNCAL,Gyro_Y_UNCAL,Gyro_Y_CAL,GSR_Skin_Conductance_CAL,GSR_Skin_Conductance_CAL,GSR_Skin_Conductance_UNCAL,Accel_WR_Z_UNCAL,Accel_WR_Z_CAL,Accel_WR_Y_UNCAL,Accel_WR_Y_CAL,Accel_WR_X_UNCAL,Accel_WR_X_CAL,Resultant_Accel
1028,1505.0,8.293478260869565,1490.0,8.130434782608695,2226.0,0.2934782608695652,14321.2890625,710.0,81899.99999999984,642.0,-19.573170731707318,3.0,3.0,12137383.0,0.0,-22.225609756097562,633.0,729.0,-19.29878048780488,0.012210012210012234,0.012210012210012234,710.0,376.0,-1.7990430622009568,1480.0,6.583732057416268,-1376.0,7.08133971291866,11.61773992252247
1029,1498.0,8.304347826086957,1489.0,8.206521739130434,2218.0,0.3804347826086956,14326.171875,710.0,81899.99999999984,620.0,-18.902439024390247,3.0,3.0,12137543.0,0.004884004884004884,-22.103658536585368,575.0,725.0,-17.53048780487805,0.012210012210012234,0.012210012210012234,710.0,376.0,-1.7990430622009568,1492.0,6.583732057416268,-1376.0,7.1387559808612435,11.681349343944564
1030,1502.0,8.358695652173912,1484.0,8.16304347826087,2211.0,0.45652173913043476,14331.0546875,711.0,79026.31578947355,581.0,-17.713414634146343,3.0,3.0,12137703.0,0.009768009768009768,-21.890243902439025,512.0,718.0,-15.609756097560977,0.012654012654012677,0.012654012654012677,711.0,368.0,-1.7607655502392343,1496.0,6.526315789473684,-1364.0,7.157894736842105,11.692368619400735
1031,1498.0,8.282608695652174,1491.0,8.206521739130434,2212.0,0.44565217391304346,14335.9375,711.0,79026.31578947355,403.0,-12.286585365853659,3.0,3.0,12137863.0,0.014652014652014652,-21.55487804878049,441.0,707.0,-13.445121951219514,0.012654012654012677,0.012654012654012677,711.0,336.0,-1.6076555023923444,1448.0,6.602870813397129,-1380.0,6.92822966507177,11.668213733053864
1032,1497.0,8.26086956521739,1493.0,8.217391304347826,2214.0,0.42391304347826086,14340.8203125,711.0,79026.31578947355,377.0,-11.49390243902439,3.0,3.0,12138023.0,0.019536019536019536,-20.335365853658537,504.0,667.0,-15.365853658536587,0.012654012654012677,0.012654012654012677,711.0,372.0,-1.7799043062200957,1488.0,6.698564593301435,-1400.0,7.119617224880383,11.65963927789952
1033,1492.0,8.315217391304348,1488.0,8.271739130434783,2225.0,0.30434782608695654,14345.703125,711.0,79026.31578947355,526.0,-16.03658536585366,3.0,3.0,12138183.0,0.02442002442002442,-20.54878048780488,459.0,674.0,-13.993902439024392,0.012654012654012677,0.012654012654012677,711.0,388.0,-1.8564593301435406,1500.0,6.794258373205741,-1420.0,7.177033492822966,11.732737792427654
1034,1488.0,8.358695652173912,1484.0,8.315217391304348,2226.0,0.2934782608695652,14350.5859375,711.0,79026.31578947355,631.0,-19.23780487804878,3.0,3.0,12138343.0,0.029304029304029304,-21.493902439024392,355.0,705.0,-10.823170731707318,0.012654012654012677,0.012654012654012677,711.0,368.0,-1.7607655502392343,1484.0,6.832535885167464,-1428.0,7.100478468899521,11.793929063714279
1035,1479.0,8.347826086956522,1485.0,8.41304347826087,2230.0,0.25,14355.46875,711.0,79026.31578947355,663.0,-20.213414634146343,3.0,3.0,12138503.0,0.03418803418803419,-21.128048780487806,269.0,693.0,-8.201219512195122,0.012654012654012677,0.012654012654012677,711.0,388.0,-1.8564593301435406,1484.0,6.813397129186603,-1424.0,7.100478468899521,11.854450680870015
1036,1478.0,8.391304347826086,1481.0,8.42391304347826,2236.0,0.18478260869565216,14360.3515625,710.0,81899.99999999984,619.0,-18.871951219512198,3.0,3.0,12138663.0,0.03907203907203907,-20.152439024390247,198.0,661.0,-6.036585365853659,0.012210012210012234,0.012210012210012234,710.0,416.0,-1.9904306220095693,1484.0,6.851674641148325,-1432.0,7.100478468899521,11.891612347970502
1037,1477.0,8.42391304347826,1478.0,8.434782608695652,2241.0,0.13043478260869565,14365.234375,711.0,79026.31578947355,569.0,-17.347560975609756,3.0,3.0,12138823.0,0.04395604395604395,-19.115853658536587,129.0,627.0,-3.932926829268293,0.012654012654012677,0.012654012654012677,711.0,408.0,-1.9521531100478469,1488.0,6.8708133971291865,-1436.0,7.119617224880383,11.921614062389034
1038,1475.0,8.358695652173912,1484.0,8.456521739130434,2247.0,0.06521739130434782,14370.1171875,709.0,84990.56603773567,550.0,-16.76829268292683,3.0,3.0,12138983.0,0.04884004884004884,-18.323170731707318,36.0,601.0,-1.0975609756097562,0.01176601176601179,0.011766011766011792,709.0,440.0,-2.1052631578947367,1480.0,6.813397129186603,-1424.0,7.08133971291866,11.89053431256078
1039,1475.0,8.380434782608695,1482.0,8.456521739130434,2257.0,-0.043478260869565216,14375.0,710.0,81899.99999999984,568.0,-17.31707317073171,3.0,3.0,12139143.0,0.05372405372405373,-17.012195121951223,-36.0,558.0,1.0975609756097562,0.012210012210012234,0.012210012210012234,710.0,456.0,-2.1818181818181817,1500.0,6.92822966507177,-1448.0,7.177033492822966,11.905727085277553
