,Accel_LN_X_CAL,Accel_LN_X_UNCAL,Accel_LN_Y_CAL,Accel_LN_Y_UNCAL,Accel_LN_Z_CAL,Accel_LN_Z_UNCAL,System_Timestamp_Plot_Zeroed_CAL,GSR_Skin_Resistance_UNCAL,GSR_Skin_Resistance_CAL,Gyro_Z_CAL,Gyro_Z_UNCAL,GSR_Range_UNCAL,GSR_Range_CAL,Timestamp_UNCAL,Timestamp_CAL,Gyro_X_CAL,Gyro_X_UNCAL,Gyro_Y_UNCAL,Gyro_Y_CAL,GSR_Skin_Conductance_UNCAL,GSR_Skin_Conductance_CAL,GSR_Skin_Conductance_CAL,Accel_WR_Z_CAL,Accel_WR_Z_UNCAL,Accel_WR_Y_UNCAL,Accel_WR_Y_CAL,Accel_WR_X_UNCAL,Accel_WR_X_CAL,Resultant_Accel
1847,2.380434782608696,2031.0,2.4130434782608696,2034.0,10.902173913043478,1250.0,23110.3515625,707.0,91928.57142857119,-0.8841463414634148,29.0,3.0,3.0,11019614.0,0.0,-4.664634146341464,-67.0,153.0,2.0426829268292686,707.0,0.010878010878010906,0.010878010878010906,9.473684210526315,-1980.0,144.0,0.1339712918660287,-28.0,0.6889952153110047,11.416945502737429
1848,2.380434782608696,2032.0,2.402173913043478,2034.0,10.902173913043478,1250.0,23115.234375,707.0,91928.57142857119,-0.6402439024390244,21.0,3.0,3.0,11019774.0,0.004884004884004884,-4.5426829268292686,-39.0,149.0,1.1890243902439026,707.0,0.010878010878010906,0.010878010878010906,9.55023923444976,-1996.0,128.0,0.1339712918660287,-28.0,0.6124401913875598,11.414653095605038
1849,2.358695652173913,2034.0,2.380434782608696,2036.0,10.902173913043478,1250.0,23120.1171875,708.0,88323.5294117645,-0.7317073170731708,24.0,3.0,3.0,11019934.0,0.009768009768009768,-4.390243902439025,-9.0,144.0,0.27439024390243905,708.0,0.01132201132201135,0.011322011322011348,9.531100478468899,-1992.0,136.0,0.057416267942583726,-12.0,0.6507177033492823,11.405582447384402
1850,2.402173913043478,2047.0,2.2391304347826084,2032.0,10.891304347826086,1251.0,23125.0,708.0,88323.5294117645,-0.5487804878048781,18.0,3.0,3.0,11020094.0,0.014652014652014652,-4.024390243902439,20.0,132.0,-0.6097560975609757,708.0,0.01132201132201135,0.011322011322011348,9.454545454545455,-1976.0,124.0,0.11483253588516745,-24.0,0.5933014354066986,11.375616686995556
1851,2.380434782608696,2035.0,2.369565217391304,2034.0,10.967391304347826,1244.0,23129.8828125,709.0,84990.56603773567,-0.39634146341463417,13.0,3.0,3.0,11020254.0,0.019536019536019536,-3.810975609756098,46.0,125.0,-1.402439024390244,709.0,0.011766011766011792,0.01176601176601179,9.511961722488039,-1988.0,120.0,-0.03827751196172249,8.0,0.5741626794258373,11.470177901689596
1852,2.4239130434782608,2038.0,2.3369565217391304,2030.0,10.91304347826087,1249.0,23134.765625,707.0,91928.57142857119,-0.2134146341463415,7.0,3.0,3.0,11020414.0,0.02442002442002442,-3.414634146341464,79.0,112.0,-2.408536585365854,707.0,0.010878010878010906,0.010878010878010906,9.511961722488039,-1988.0,144.0,0.057416267942583726,-12.0,0.6889952153110047,11.420649639370572
1853,2.4347826086956523,2035.0,2.369565217391304,2029.0,10.989130434782608,1242.0,23139.6484375,708.0,88323.5294117645,0.1829268292682927,-6.0,3.0,3.0,11020574.0,0.029304029304029304,-3.0182926829268295,88.0,99.0,-2.682926829268293,708.0,0.01132201132201135,0.011322011322011348,9.473684210526315,-1980.0,164.0,0.057416267942583726,-12.0,0.784688995215311,11.502347298866562
1854,2.4891304347826084,2034.0,2.380434782608696,2024.0,10.92391304347826,1248.0,23144.53125,707.0,91928.57142857119,0.5182926829268293,-17.0,3.0,3.0,11020734.0,0.03418803418803419,-2.6219512195121952,84.0,86.0,-2.5609756097560976,707.0,0.010878010878010906,0.010878010878010906,9.492822966507177,-1984.0,164.0,0.057416267942583726,-12.0,0.784688995215311,11.454000011222664
1855,2.5217391304347827,2038.0,2.3369565217391304,2021.0,10.891304347826086,1251.0,23149.4140625,708.0,88323.5294117645,0.3658536585365854,-12.0,3.0,3.0,11020894.0,0.03907203907203907,-2.3170731707317076,94.0,76.0,-2.8658536585365857,708.0,0.01132201132201135,0.011322011322011348,9.492822966507177,-1984.0,164.0,-0.03827751196172249,8.0,0.784688995215311,11.421078951808381
1856,2.7282608695652173,2040.0,2.3152173913043477,2002.0,10.847826086956522,1255.0,23154.296875,707.0,91928.57142857119,0.27439024390243905,-9.0,3.0,3.0,11021054.0,0.04395604395604395,-1.9512195121951221,80.0,64.0,-2.439024390243903,707.0,0.010878010878010906,0.010878010878010906,9.492822966507177,-1984.0,172.0,0.03827751196172249,-8.0,0.8229665071770335,11.422739152858798
1857,2.619565217391304,2043.0,2.282608695652174,2012.0,10.880434782608695,1252.0,23159.1796875,703.0,109865.85365853697,0.09146341463414635,-3.0,3.0,3.0,11021214.0,0.04884004884004884,-1.5243902439024393,68.0,50.0,-2.073170731707317,703.0,0.00910200910200907,0.00910200910200907,9.435406698564593,-1972.0,184.0,0.0,0.0,0.8803827751196172,11.42174616441087
1858,2.5978260869565215,2041.0,2.3043478260869565,2014.0,10.869565217391305,1253.0,23164.0625,707.0,91928.57142857119,0.39634146341463417,-13.0,3.0,3.0,11021374.0,0.05372405372405373,-1.3414634146341464,72.0,44.0,-2.1951219512195124,707.0,0.010878010878010906,0.010878010878010906,9.454545454545455,-1976.0,188.0,0.057416267942583726,-12.0,0.8995215311004784,11.410791703330071
1859,2.619565217391304,2036.0,2.358695652173913,2012.0,10.902173913043478,1250.0,23168.9453125,707.0,91928.57142857119,0.6402439024390244,-21.0,3.0,3.0,11021534.0,0.05860805860805861,-0.9451219512195123,52.0,31.0,-1.5853658536585367,707.0,0.010878010878010906,0.010878010878010906,9.416267942583731,-1968.0,200.0,0.09569377990430622,-20.0,0.9569377990430622,11.457877776359645
1860,2.5978260869565215,2038.0,2.3369565217391304,2014.0,10.891304347826086,1251.0,23173.828125,707.0,91928.57142857119,0.6402439024390244,-21.0,3.0,3.0,11021694.0,0.06349206349206349,-0.6707317073170732,37.0,22.0,-1.128048780487805,707.0,0.010878010878010906,0.010878010878010906,9.435406698564593,-1972.0,168.0,-0.019138755980861243,4.0,0.8038277511961722,11.438119450309404
1861,2.5652173913043477,2037.0,2.3478260869565215,2017.0,10.91304347826087,1249.0,23178.7109375,709.0,84990.56603773567,0.4573170731707317,-15.0,3.0,3.0,11021854.0,0.06837606837606838,-0.2134146341463415,49.0,7.0,-1.4939024390243905,709.0,0.011766011766011792,0.01176601176601179,9.39712918660287,-1964.0,156.0,0.019138755980861243,-4.0,0.7464114832535885,11.453695716128307
1862,2.510869565217391,2035.0,2.369565217391304,2022.0,10.902173913043478,1250.0,23183.59375,705.0,100099.99999999968,0.48780487804878053,-16.0,3.0,3.0,11022014.0,0.07326007326007326,-0.06097560975609757,60.0,2.0,-1.829268292682927,705.0,0.009990009990010023,0.009990009990010021,9.37799043062201,-1960.0,172.0,0.057416267942583726,-12.0,0.8229665071770335,11.43576413377136
1863,2.4456521739130435,2033.0,2.391304347826087,2028.0,10.858695652173912,1254.0,23188.4765625,708.0,88323.5294117645,0.2134146341463415,-7.0,3.0,3.0,11022174.0,0.07814407814407814,0.3658536585365854,83.0,-12.0,-2.530487804878049,708.0,0.01132201132201135,0.011322011322011348,9.454545454545455,-1976.0,148.0,0.07655502392344497,-16.0,0.708133971291866,11.384674888034272
1864,2.4130434782608696,2033.0,2.391304347826087,2031.0,10.956521739130434,1245.0,23193.359375,711.0,79026.31578947355,0.15243902439024393,-5.0,3.0,3.0,11022334.0,0.08302808302808302,0.27439024390243905,99.0,-9.0,-3.0182926829268295,711.0,0.012654012654012677,0.012654012654012677,9.473684210526315,-1980.0,128.0,0.03827751196172249,-8.0,0.6124401913875598,11.471115200012031
1865,2.4130434782608696,2022.0,2.510869565217391,2031.0,10.880434782608695,1252.0,23198.2421875,709.0,84990.56603773567,0.15243902439024393,-5.0,3.0,3.0,11022494.0,0.0879120879120879,0.6097560975609757,127.0,-20.0,-3.8719512195121957,709.0,0.011766011766011792,0.01176601176601179,9.416267942583731,-1968.0,140.0,-0.019138755980861243,4.0,0.6698564593301435,11.42414573874622
1866,2.391304347826087,2032.0,2.402173913043478,2033.0,10.869565217391305,1253.0,23203.125,707.0,91928.57142857119,0.1829268292682927,-6.0,3.0,3.0,11022654.0,0.0927960927960928,0.7926829268292683,158.0,-26.0,-4.817073170731708,707.0,0.010878010878010906,0.010878010878010906,9.435406698564593,-1972.0,132.0,0.03827751196172249,-8.0,0.631578947368421,11.38579044280903
1867,2.358695652173913,2030.0,2.4239130434782608,2036.0,10.967391304347826,1244.0,23208.0078125,710.0,81899.99999999984,-0.030487804878048783,1.0,3.0,3.0,11022814.0,0.09768009768009768,0.9451219512195123,191.0,-31.0,-5.823170731707318,710.0,0.012210012210012234,0.012210012210012234,9.492822966507177,-1984.0,128.0,0.057416267942583726,-12.0,0.6124401913875598,11.47704106660826
1868,2.293478260869565,2030.0,2.4239130434782608,2042.0,10.91304347826087,1249.0,23212.890625,708.0,88323.5294117645,0.426829268292683,-14.0,3.0,3.0,11022974.0,0.10256410256410256,1.1890243902439026,216.0,-39.0,-6.585365853658537,708.0,0.01132201132201135,0.011322011322011348,9.473684210526315,-1980.0,128.0,0.11483253588516745,-24.0,0.6124401913875598,11.411832233863125
1869,2.380434782608696,2028.0,2.4456521739130435,2034.0,10.934782608695652,1247.0,23217.7734375,710.0,81899.99999999984,0.3353658536585366,-11.0,3.0,3.0,11023134.0,0.10744810744810745,1.2804878048780488,239.0,-42.0,-7.286585365853659,710.0,0.012210012210012234,0.012210012210012234,9.454545454545455,-1976.0,156.0,0.15311004784688995,-32.0,0.7464114832535885,11.455005674789158
1870,2.510869565217391,2025.0,2.4782608695652173,2022.0,10.956521739130434,1245.0,23222.65625,708.0,88323.5294117645,0.8231707317073171,-27.0,3.0,3.0,11023294.0,0.11233211233211234,1.3719512195121952,248.0,-45.0,-7.560975609756098,708.0,0.01132201132201135,0.011322011322011348,9.473684210526315,-1980.0,168.0,0.21052631578947367,-44.0,0.8038277511961722,11.510500055653138
