,Accel_LN_X_UNCAL,Accel_LN_X_CAL,Accel_LN_Y_CAL,Accel_LN_Y_UNCAL,Accel_LN_Z_CAL,Accel_LN_Z_UNCAL,System_Timestamp_Plot_Zeroed_CAL,GSR_Skin_Resistance_CAL,GSR_Skin_Resistance_UNCAL,Gyro_Z_UNCAL,Gyro_Z_CAL,GSR_Range_CAL,GSR_Range_UNCAL,Timestamp_UNCAL,Timestamp_CAL,Gyro_X_UNCAL,Gyro_X_CAL,Gyro_Y_CAL,Gyro_Y_UNCAL,GSR_Skin_Conductance_UNCAL,GSR_Skin_Conductance_CAL,GSR_Skin_Conductance_CAL,Accel_WR_Z_CAL,Accel_WR_Z_UNCAL,Accel_WR_Y_UNCAL,Accel_WR_Y_CAL,Accel_WR_X_UNCAL,Accel_WR_X_CAL,Resultant_Accel
3702,1128.0,9.456521739130434,12.228260869565217,1383.0,6.83695652173913,1624.0,30581.0546875,81899.99999999984,710.0,6037.0,-184.0548780487805,3.0,3.0,1574122.0,0.05860805860805861,-775.0,90.57926829268294,23.628048780487806,-2971.0,710.0,0.012210012210012234,0.012210012210012234,5.167464114832535,-1080.0,1724.0,11.157894736842104,-2332.0,8.248803827751196,16.90266670608332
3703,1114.0,9.304347826086957,12.380434782608695,1397.0,6.891304347826087,1619.0,30585.9375,84990.56603773567,709.0,5864.0,-178.78048780487808,3.0,3.0,1574282.0,0.06349206349206349,-892.0,89.26829268292684,27.195121951219516,-2928.0,709.0,0.011766011766011792,0.01176601176601179,5.186602870813397,-1084.0,1704.0,11.272727272727272,-2356.0,8.153110047846889,16.950991991314343
3704,1114.0,9.195652173913043,12.380434782608695,1407.0,7.1521739130434785,1595.0,30590.8203125,81899.99999999984,710.0,5878.0,-179.20731707317074,3.0,3.0,1574442.0,0.06837606837606838,-1033.0,85.54878048780489,31.493902439024392,-2806.0,710.0,0.012210012210012234,0.012210012210012234,5.511961722488038,-1152.0,1704.0,11.062200956937799,-2312.0,8.153110047846889,16.999669878925253
3705,1159.0,9.228260869565217,11.891304347826086,1404.0,7.195652173913043,1591.0,30595.703125,88323.5294117645,708.0,5887.0,-179.4817073170732,3.0,3.0,1574602.0,0.07326007326007326,-1180.0,79.66463414634147,35.97560975609756,-2613.0,708.0,0.01132201132201135,0.011322011322011348,5.358851674641148,-1120.0,1696.0,10.373205741626794,-2168.0,8.114832535885167,16.68356460644174
3706,1211.0,9.119565217391305,11.326086956521738,1414.0,6.891304347826087,1619.0,30600.5859375,79026.31578947355,711.0,5779.0,-176.18902439024393,3.0,3.0,1574762.0,0.07814407814407814,-1396.0,76.76829268292684,42.5609756097561,-2518.0,711.0,0.012654012654012677,0.012654012654012677,4.861244019138756,-1016.0,1640.0,9.799043062200957,-2048.0,7.84688995215311,16.09151301510557
3707,1240.0,8.67391304347826,11.01086956521739,1455.0,6.358695652173913,1668.0,30605.46875,84990.56603773567,709.0,5814.0,-177.25609756097563,3.0,3.0,1574922.0,0.08302808302808302,-1733.0,82.8048780487805,52.835365853658544,-2716.0,709.0,0.011766011766011792,0.01176601176601179,4.497607655502392,-940.0,1544.0,9.588516746411482,-2004.0,7.38755980861244,15.391849351687027
3708,1235.0,8.282608695652174,11.065217391304348,1491.0,6.054347826086956,1696.0,30610.3515625,79026.31578947355,711.0,5939.0,-181.06707317073173,3.0,3.0,1575082.0,0.0879120879120879,-1969.0,93.90243902439025,60.03048780487806,-3080.0,711.0,0.012654012654012677,0.012654012654012677,4.440191387559809,-928.0,1464.0,9.818181818181818,-2052.0,7.0047846889952154,15.089591456409979
3709,1207.0,7.619565217391304,11.369565217391305,1552.0,6.239130434782608,1679.0,30615.234375,79026.31578947355,711.0,6072.0,-185.1219512195122,3.0,3.0,1575242.0,0.0927960927960928,-1690.0,99.42073170731709,51.524390243902445,-3261.0,711.0,0.012654012654012677,0.012654012654012677,4.688995215311005,-980.0,1268.0,10.296650717703349,-2152.0,6.0669856459330145,15.041660012007458
3710,1143.0,7.3478260869565215,12.065217391304348,1577.0,6.282608695652174,1675.0,30620.1171875,84990.56603773567,709.0,5968.0,-181.95121951219514,3.0,3.0,1575402.0,0.09768009768009768,-1544.0,104.51219512195122,47.07317073170732,-3428.0,709.0,0.011766011766011792,0.01176601176601179,4.574162679425837,-956.0,1260.0,11.559808612440191,-2416.0,6.028708133971292,15.460633587478748
3711,1064.0,7.684782608695652,12.92391304347826,1546.0,6.293478260869565,1674.0,30625.0,88323.5294117645,708.0,5391.0,-164.359756097561,3.0,3.0,1575562.0,0.10256410256410256,-1822.0,106.79878048780489,55.54878048780488,-3503.0,708.0,0.01132201132201135,0.011322011322011348,4.535885167464115,-948.0,1300.0,12.057416267942584,-2520.0,6.220095693779904,16.3000392857912
3712,1028.0,7.467391304347826,13.315217391304348,1566.0,6.684782608695652,1638.0,30629.8828125,91928.57142857119,707.0,5086.0,-155.0609756097561,3.0,3.0,1575722.0,0.10744810744810745,-1577.0,89.84756097560977,48.07926829268293,-2947.0,707.0,0.010878010878010906,0.010878010878010906,4.822966507177033,-1008.0,1256.0,12.344497607655502,-2580.0,6.00956937799043,16.665631269035778
3713,1020.0,7.130434782608695,13.402173913043478,1597.0,6.619565217391304,1644.0,30634.765625,84990.56603773567,709.0,5075.0,-154.72560975609758,3.0,3.0,1575882.0,0.11233211233211234,-1239.0,72.7439024390244,37.774390243902445,-2386.0,709.0,0.011766011766011792,0.01176601176601179,4.669856459330143,-976.0,1220.0,12.459330143540669,-2604.0,5.837320574162679,16.5614011922843
3714,1029.0,7.108695652173913,13.304347826086957,1599.0,6.315217391304348,1672.0,30639.6484375,95840.42553191462,706.0,5111.0,-155.82317073170734,3.0,3.0,1576042.0,0.11721611721611722,-1172.0,67.92682926829269,35.73170731707317,-2228.0,706.0,0.010434010434010463,0.010434010434010463,4.574162679425837,-956.0,1216.0,12.191387559808613,-2548.0,5.818181818181818,16.353017937132396
3715,1054.0,7.239130434782608,13.032608695652174,1587.0,6.25,1678.0,30644.53125,81899.99999999984,710.0,5079.0,-154.84756097560978,3.0,3.0,1576202.0,0.1221001221001221,-1211.0,69.81707317073172,36.920731707317074,-2290.0,710.0,0.012210012210012234,0.012210012210012234,4.574162679425837,-956.0,1248.0,11.904306220095693,-2488.0,5.971291866028708,16.16528375457061
3716,1078.0,7.3478260869565215,12.771739130434781,1577.0,6.304347826086956,1673.0,30649.4140625,91928.57142857119,707.0,4982.0,-151.89024390243904,3.0,3.0,1576362.0,0.12698412698412698,-1182.0,70.73170731707317,36.03658536585366,-2320.0,707.0,0.010878010878010906,0.010878010878010906,4.631578947368421,-968.0,1304.0,11.444976076555024,-2392.0,6.239234449760765,16.02662379081524
3717,1116.0,7.478260869565217,12.358695652173912,1565.0,6.423913043478261,1662.0,30654.296875,79026.31578947355,711.0,4883.0,-148.8719512195122,3.0,3.0,1576522.0,0.13186813186813187,-1122.0,68.78048780487805,34.207317073170735,-2256.0,711.0,0.012654012654012677,0.012654012654012677,4.631578947368421,-968.0,1328.0,11.119617224880383,-2324.0,6.354066985645932,15.809124031599689
3718,1130.0,7.5978260869565215,12.206521739130434,1554.0,6.173913043478261,1685.0,30659.1796875,79026.31578947355,711.0,4720.0,-143.90243902439025,3.0,3.0,1576682.0,0.13675213675213677,-1154.0,70.21341463414635,35.1829268292683,-2303.0,711.0,0.012654012654012677,0.012654012654012677,4.4784688995215305,-936.0,1344.0,10.909090909090908,-2280.0,6.430622009569378,15.647470609780097
3719,1129.0,7.804347826086956,12.217391304347826,1535.0,5.858695652173913,1714.0,30664.0625,79026.31578947355,711.0,4452.0,-135.7317073170732,3.0,3.0,1576842.0,0.14163614163614163,-1395.0,75.51829268292684,42.53048780487805,-2477.0,711.0,0.012654012654012677,0.012654012654012677,4.038277511961723,-844.0,1352.0,11.043062200956937,-2308.0,6.4688995215311005,15.636393766431683
3720,1109.0,8.021739130434783,12.434782608695652,1515.0,6.010869565217392,1700.0,30668.9453125,81899.99999999984,710.0,4064.0,-123.90243902439026,3.0,3.0,1577002.0,0.14652014652014653,-1686.0,78.9939024390244,51.40243902439025,-2591.0,710.0,0.012210012210012234,0.012210012210012234,4.4784688995215305,-936.0,1400.0,11.38755980861244,-2380.0,6.698564593301435,15.971933825693279
3721,1073.0,8.23913043478261,12.826086956521738,1495.0,6.663043478260869,1640.0,30673.828125,88323.5294117645,708.0,3802.0,-115.91463414634147,3.0,3.0,1577162.0,0.1514041514041514,-1892.0,72.5609756097561,57.6829268292683,-2380.0,708.0,0.01132201132201135,0.011322011322011348,5.052631578947368,-1056.0,1468.0,12.0,-2508.0,7.023923444976076,16.636944591204625
3722,1039.0,8.271739130434783,13.195652173913043,1492.0,6.782608695652174,1629.0,30678.7109375,76347.45762711852,712.0,3785.0,-115.39634146341464,3.0,3.0,1577322.0,0.1562881562881563,-1972.0,63.07926829268293,60.1219512195122,-2069.0,712.0,0.013098013098013119,0.013098013098013117,4.842105263157895,-1012.0,1484.0,12.248803827751196,-2560.0,7.100478468899521,16.9867797199822
3723,1047.0,7.891304347826087,13.108695652173912,1527.0,6.282608695652174,1675.0,30683.59375,84990.56603773567,709.0,3813.0,-116.25000000000001,3.0,3.0,1577482.0,0.16117216117216118,-1887.0,56.79878048780488,57.53048780487806,-1863.0,709.0,0.011766011766011792,0.01176601176601179,4.325358851674641,-904.0,1356.0,11.961722488038276,-2500.0,6.488038277511961,16.54030707193873
3724,1076.0,7.293478260869565,12.793478260869565,1582.0,5.8478260869565215,1715.0,30688.4765625,84990.56603773567,709.0,3732.0,-113.78048780487806,3.0,3.0,1577642.0,0.16605616605616605,-1870.0,57.804878048780495,57.01219512195122,-1896.0,709.0,0.011766011766011792,0.01176601176601179,4.095693779904306,-856.0,1152.0,11.674641148325358,-2440.0,5.511961722488038,15.845030170258696
3725,1095.0,6.815217391304348,12.58695652173913,1626.0,5.782608695652174,1721.0,30693.359375,88323.5294117645,708.0,3351.0,-102.16463414634147,3.0,3.0,1577802.0,0.17094017094017094,-2013.0,61.768292682926834,61.3719512195122,-2026.0,708.0,0.01132201132201135,0.011322011322011348,4.1913875598086126,-876.0,1068.0,11.253588516746412,-2352.0,5.110047846889952,15.437526547278246
