,Accel_LN_X_UNCAL,Accel_LN_X_CAL,Accel_LN_Y_UNCAL,Accel_LN_Y_CAL,Accel_LN_Z_UNCAL,Accel_LN_Z_CAL,System_Timestamp_Plot_Zeroed_CAL,GSR_Skin_Resistance_CAL,GSR_Skin_Resistance_UNCAL,Gyro_Z_CAL,Gyro_Z_UNCAL,GSR_Range_CAL,GSR_Range_UNCAL,Timestamp_UNCAL,Timestamp_CAL,Gyro_X_UNCAL,Gyro_X_CAL,Gyro_Y_UNCAL,Gyro_Y_CAL,GSR_Skin_Conductance_UNCAL,GSR_Skin_Conductance_CAL,GSR_Skin_Conductance_CAL,Accel_WR_Z_CAL,Accel_WR_Z_UNCAL,Accel_WR_Y_UNCAL,Accel_WR_Y_CAL,Accel_WR_X_CAL,Accel_WR_X_UNCAL,Resultant_Accel
1038,1459.0,6.608695652173913,1645.0,8.630434782608695,1950.0,3.293478260869565,47338.8671875,84990.56603773567,709.0,-38.23170731707317,1254.0,3.0,3.0,3480033.0,0.04884004884004884,1748.0,-28.262195121951223,927.0,-53.29268292682927,709.0,0.011766011766011792,0.01176601176601179,1.0717703349282297,-224.0,1108.0,7.196172248803827,5.301435406698564,-1504.0,11.358092349278763
1039,1431.0,6.771739130434782,1630.0,8.934782608695652,1994.0,2.8152173913043477,47343.75,100099.99999999968,705.0,-40.274390243902445,1321.0,3.0,3.0,3480193.0,0.05372405372405373,1702.0,-30.914634146341466,1014.0,-51.89024390243903,705.0,0.009990009990010023,0.009990009990010021,0.7464114832535885,-156.0,1156.0,7.598086124401914,5.5311004784688995,-1588.0,11.55907609091723
1040,1396.0,7.0,1609.0,9.315217391304348,1945.0,3.3478260869565215,47348.6328125,100099.99999999968,705.0,-39.11585365853659,1283.0,3.0,3.0,3480353.0,0.05860805860805861,2107.0,-34.57317073170732,1134.0,-64.23780487804879,705.0,0.009990009990010023,0.009990009990010021,1.7990430622009568,-376.0,1184.0,8.057416267942584,5.665071770334928,-1684.0,12.123580929567204
1041,1372.0,6.282608695652174,1675.0,9.576086956521738,1923.0,3.5869565217391304,47353.515625,100099.99999999968,705.0,-39.57317073170732,1298.0,3.0,3.0,3480513.0,0.06349206349206349,1757.0,-34.32926829268293,1126.0,-53.56707317073171,705.0,0.009990009990010023,0.009990009990010021,1.7224880382775118,-360.0,968.0,8.325358851674642,4.631578947368421,-1740.0,12.001619495317994
1042,1358.0,5.58695652173913,1739.0,9.728260869565217,1966.0,3.119565217391304,47358.3984375,84990.56603773567,709.0,-42.34756097560976,1389.0,3.0,3.0,3480673.0,0.06837606837606838,1198.0,-32.19512195121951,1056.0,-36.524390243902445,709.0,0.011766011766011792,0.01176601176601179,1.0717703349282297,-224.0,820.0,8.421052631578947,3.923444976076555,-1760.0,11.644089911524853
1043,1353.0,5.771739130434782,1722.0,9.782608695652174,2003.0,2.717391304347826,47363.28125,84990.56603773567,709.0,-43.018292682926834,1411.0,3.0,3.0,3480833.0,0.07326007326007326,1326.0,-30.121951219512198,988.0,-40.426829268292686,709.0,0.011766011766011792,0.01176601176601179,0.7655502392344498,-160.0,948.0,8.363636363636363,4.535885167464115,-1748.0,11.678896394051398
1044,1361.0,6.532608695652174,1652.0,9.695652173913043,1994.0,2.8152173913043477,47368.1640625,81899.99999999984,710.0,-39.207317073170735,1286.0,3.0,3.0,3480993.0,0.07814407814407814,1658.0,-28.50609756097561,935.0,-50.54878048780488,710.0,0.012210012210012234,0.012210012210012234,0.9186602870813396,-192.0,1148.0,8.30622009569378,5.492822966507177,-1736.0,12.025227499233333
1045,1376.0,7.239130434782608,1587.0,9.532608695652174,1984.0,2.9239130434782608,47373.046875,81899.99999999984,710.0,-33.109756097560975,1086.0,3.0,3.0,3481153.0,0.08302808302808302,1761.0,-25.914634146341466,850.0,-53.68902439024391,710.0,0.012210012210012234,0.012210012210012234,1.2248803827751196,-256.0,1300.0,8.0,6.220095693779904,-1672.0,12.321724939392276
1046,1394.0,7.521739130434782,1561.0,9.33695652173913,1940.0,3.402173913043478,47377.9296875,79026.31578947355,711.0,-28.04878048780488,920.0,3.0,3.0,3481313.0,0.0879120879120879,1804.0,-23.628048780487806,775.0,-55.00000000000001,711.0,0.012654012654012677,0.012654012654012677,1.6842105263157894,-352.0,1320.0,7.8086124401913874,6.315789473684211,-1632.0,12.463149841422682
1047,1401.0,7.467391304347826,1566.0,9.26086956521739,1906.0,3.7717391304347827,47382.8125,81899.99999999984,710.0,-26.615853658536587,873.0,3.0,3.0,3481473.0,0.0927960927960928,1806.0,-23.201219512195124,761.0,-55.060975609756106,710.0,0.012210012210012234,0.012210012210012234,2.2583732057416266,-472.0,1288.0,7.8086124401913874,6.162679425837321,-1632.0,12.480050242858487
1048,1402.0,7.3478260869565215,1577.0,9.25,1859.0,4.282608695652174,47387.6953125,84990.56603773567,709.0,-27.77439024390244,911.0,3.0,3.0,3481633.0,0.09768009768009768,1758.0,-22.682926829268293,744.0,-53.59756097560976,709.0,0.011766011766011792,0.01176601176601179,2.7942583732057416,-584.0,1260.0,7.84688995215311,6.028708133971292,-1640.0,12.565579391505764
1049,1401.0,7.304347826086956,1581.0,9.26086956521739,1825.0,4.6521739130434785,47392.578125,84990.56603773567,709.0,-28.780487804878053,944.0,3.0,3.0,3481793.0,0.10256410256410256,1821.0,-21.890243902439025,718.0,-55.518292682926834,709.0,0.011766011766011792,0.01176601176601179,3.1004784688995213,-648.0,1276.0,7.8086124401913874,6.105263157894736,-1632.0,12.679113706629233
1050,1404.0,7.391304347826087,1573.0,9.228260869565217,1812.0,4.793478260869565,47397.4609375,81899.99999999984,710.0,-28.292682926829272,928.0,3.0,3.0,3481953.0,0.10744810744810745,2041.0,-21.79878048780488,715.0,-62.22560975609757,710.0,0.012210012210012234,0.012210012210012234,2.985645933014354,-624.0,1276.0,7.789473684210526,6.105263157894736,-1628.0,12.758119472570026
1051,1386.0,7.413043478260869,1571.0,9.42391304347826,1838.0,4.510869565217392,47402.34375,84990.56603773567,709.0,-25.884146341463417,849.0,3.0,3.0,3482113.0,0.11233211233211234,2281.0,-22.408536585365855,735.0,-69.54268292682927,709.0,0.011766011766011792,0.01176601176601179,2.6411483253588517,-552.0,1288.0,8.038277511961722,6.162679425837321,-1680.0,12.810593073547775
1052,1365.0,7.315217391304348,1580.0,9.652173913043478,1854.0,4.33695652173913,47407.2265625,91928.57142857119,707.0,-23.170731707317074,760.0,3.0,3.0,3482273.0,0.11721611721611722,2509.0,-22.500000000000004,738.0,-76.4939024390244,707.0,0.010878010878010906,0.010878010878010906,2.526315789473684,-528.0,1260.0,8.382775119617225,6.028708133971292,-1752.0,12.864138471002798
1053,1344.0,7.173913043478261,1593.0,9.880434782608695,1861.0,4.260869565217392,47412.109375,84990.56603773567,709.0,-21.676829268292686,711.0,3.0,3.0,3482433.0,0.1221001221001221,2898.0,-21.158536585365855,694.0,-88.35365853658537,709.0,0.011766011766011792,0.01176601176601179,2.4688995215311005,-516.0,1212.0,8.61244019138756,5.7990430622009566,-1800.0,12.93224765075921
1054,1333.0,6.989130434782608,1610.0,10.0,1893.0,3.9130434782608696,47416.9921875,81899.99999999984,710.0,-20.701219512195124,679.0,3.0,3.0,3482593.0,0.12698412698412698,3121.0,-19.207317073170735,630.0,-95.15243902439025,710.0,0.012210012210012234,0.012210012210012234,2.0669856459330145,-432.0,1172.0,8.61244019138756,5.607655502392344,-1800.0,12.81248818524975
