,Accel_LN_X_CAL,Accel_LN_X_UNCAL,Accel_LN_Y_CAL,Accel_LN_Y_UNCAL,Accel_LN_Z_UNCAL,Accel_LN_Z_CAL,System_Timestamp_Plot_Zeroed_CAL,GSR_Skin_Resistance_CAL,GSR_Skin_Resistance_UNCAL,Gyro_Z_CAL,Gyro_Z_UNCAL,GSR_Range_CAL,GSR_Range_UNCAL,Timestamp_UNCAL,Timestamp_CAL,Gyro_X_CAL,Gyro_X_UNCAL,Gyro_Y_UNCAL,Gyro_Y_CAL,GSR_Skin_Conductance_UNCAL,GSR_Skin_Conductance_CAL,GSR_Skin_Conductance_CAL,Accel_WR_Z_UNCAL,Accel_WR_Z_CAL,Accel_WR_Y_UNCAL,Accel_WR_Y_CAL,Accel_WR_X_UNCAL,Accel_WR_X_CAL,Resultant_Accel
101,,,,,,,,,,,,,,,0.4932844932844933,,,,,,,,,,,,,,
102,,,,,,,,,,,,,,,0.4981684981684982,,,,,,,,,,,,,,
103,,,,,,,,,,,,,,,0.503052503052503,,,,,,,,,,,,,,
104,,,,,,,,,,,,,,,0.5079365079365079,,,,,,,,,,,,,,
105,,,,,,,,,,,,,,,0.5128205128205128,,,,,,,,,,,,,,
106,,,,,,,,,,,,,,,0.5177045177045178,,,,,,,,,,,,,,
107,,,,,,,,,,,,,,,0.5225885225885226,,,,,,,,,,,,,,
108,,,,,,,,,,,,,,,0.5274725274725275,,,,,,,,,,,,,,
109,,,,,,,,,,,,,,,0.5323565323565324,,,,,,,,,,,,,,
110,,,,,,,,,,,,,,,0.5372405372405372,,,,,,,,,,,,,,
111,,,,,,,,,,,,,,,0.5421245421245421,,,,,,,,,,,,,,
112,,,,,,,,,,,,,,,0.5470085470085471,,,,,,,,,,,,,,
113,,,,,,,,,,,,,,,0.5518925518925519,,,,,,,,,,,,,,
114,,,,,,,,,,,,,,,0.5567765567765568,,,,,,,,,,,,,,
115,,,,,,,,,,,,,,,0.5616605616605617,,,,,,,,,,,,,,
116,,,,,,,,,,,,,,,0.5665445665445665,,,,,,,,,,,,,,
117,,,,,,,,,,,,,,,0.5714285714285714,,,,,,,,,,,,,,
118,,,,,,,,,,,,,,,0.5763125763125763,,,,,,,,,,,,,,
119,,,,,,,,,,,,,,,0.5811965811965812,,,,,,,,,,,,,,
120,,,,,,,,,,,,,,,0.5860805860805861,,,,,,,,,,,,,,
121,,,,,,,,,,,,,,,0.590964590964591,,,,,,,,,,,,,,
122,,,,,,,,,,,,,,,0.5958485958485958,,,,,,,,,,,,,,
123,,,,,,,,,,,,,,,0.6007326007326007,,,,,,,,,,,,,,
124,,,,,,,,,,,,,,,0.6056166056166056,,,,,,,,,,,,,,
125,,,,,,,,,,,,,,,0.6105006105006106,,,,,,,,,,,,,,
126,,,,,,,,,,,,,,,0.6153846153846154,,,,,,,,,,,,,,
127,,,,,,,,,,,,,,,0.6202686202686203,,,,,,,,,,,,,,
128,,,,,,,,,,,,,,,0.6251526251526252,,,,,,,,,,,,,,
129,,,,,,,,,,,,,,,0.63003663003663,,,,,,,,,,,,,,
130,,,,,,,,,,,,,,,0.6349206349206349,,,,,,,,,,,,,,
131,,,,,,,,,,,,,,,0.6398046398046398,,,,,,,,,,,,,,
132,,,,,,,,,,,,,,,0.6446886446886447,,,,,,,,,,,,,,
133,,,,,,,,,,,,,,,0.6495726495726496,,,,,,,,,,,,,,
134,,,,,,,,,,,,,,,0.6544566544566545,,,,,,,,,,,,,,
135,,,,,,,,,,,,,,,0.6593406593406593,,,,,,,,,,,,,,
136,,,,,,,,,,,,,,,0.6642246642246642,,,,,,,,,,,,,,
137,,,,,,,,,,,,,,,0.6691086691086691,,,,,,,,,,,,,,
138,,,,,,,,,,,,,,,0.673992673992674,,,,,,,,,,,,,,
139,,,,,,,,,,,,,,,0.6788766788766789,,,,,,,,,,,,,,
140,,,,,,,,,,,,,,,0.6837606837606838,,,,,,,,,,,,,,
141,,,,,,,,,,,,,,,0.6886446886446886,,,,,,,,,,,,,,
142,,,,,,,,,,,,,,,0.6935286935286935,,,,,,,,,,,,,,
143,,,,,,,,,,,,,,,0.6984126984126984,,,,,,,,,,,,,,
144,,,,,,,,,,,,,,,0.7032967032967032,,,,,,,,,,,,,,
145,,,,,,,,,,,,,,,0.7081807081807082,,,,,,,,,,,,,,
146,,,,,,,,,,,,,,,0.7130647130647131,,,,,,,,,,,,,,
147,,,,,,,,,,,,,,,0.717948717948718,,,,,,,,,,,,,,
148,,,,,,,,,,,,,,,0.7228327228327228,,,,,,,,,,,,,,
149,,,,,,,,,,,,,,,0.7277167277167277,,,,,,,,,,,,,,
150,,,,,,,,,,,,,,,0.7326007326007326,,,,,,,,,,,,,,
151,,,,,,,,,,,,,,,0.7374847374847375,,,,,,,,,,,,,,
152,,,,,,,,,,,,,,,0.7423687423687424,,,,,,,,,,,,,,
153,,,,,,,,,,,,,,,0.7472527472527473,,,,,,,,,,,,,,
154,,,,,,,,,,,,,,,0.7521367521367521,,,,,,,,,,,,,,
155,,,,,,,,,,,,,,,0.757020757020757,,,,,,,,,,,,,,
156,,,,,,,,,,,,,,,0.7619047619047619,,,,,,,,,,,,,,
157,,,,,,,,,,,,,,,0.7667887667887668,,,,,,,,,,,,,,
158,,,,,,,,,,,,,,,0.7716727716727717,,,,,,,,,,,,,,
159,,,,,,,,,,,,,,,0.7765567765567766,,,,,,,,,,,,,,
160,,,,,,,,,,,,,,,0.7814407814407814,,,,,,,,,,,,,,
161,,,,,,,,,,,,,,,0.7863247863247863,,,,,,,,,,,,,,
162,,,,,,,,,,,,,,,0.7912087912087912,,,,,,,,,,,,,,
163,,,,,,,,,,,,,,,0.796092796092796,,,,,,,,,,,,,,
164,,,,,,,,,,,,,,,0.800976800976801,,,,,,,,,,,,,,
165,,,,,,,,,,,,,,,0.8058608058608059,,,,,,,,,,,,,,
166,,,,,,,,,,,,,,,0.8107448107448108,,,,,,,,,,,,,,
167,,,,,,,,,,,,,,,0.8156288156288156,,,,,,,,,,,,,,
168,,,,,,,,,,,,,,,0.8205128205128205,,,,,,,,,,,,,,
169,,,,,,,,,,,,,,,0.8253968253968254,,,,,,,,,,,,,,
170,,,,,,,,,,,,,,,0.8302808302808303,,,,,,,,,,,,,,
171,,,,,,,,,,,,,,,0.8351648351648352,,,,,,,,,,,,,,
172,,,,,,,,,,,,,,,0.8400488400488401,,,,,,,,,,,,,,
173,,,,,,,,,,,,,,,0.8449328449328449,,,,,,,,,,,,,,
174,,,,,,,,,,,,,,,0.8498168498168498,,,,,,,,,,,,,,
175,,,,,,,,,,,,,,,0.8547008547008547,,,,,,,,,,,,,,
176,,,,,,,,,,,,,,,0.8595848595848596,,,,,,,,,,,,,,
177,,,,,,,,,,,,,,,0.8644688644688645,,,,,,,,,,,,,,
178,,,,,,,,,,,,,,,0.8693528693528694,,,,,,,,,,,,,,
179,,,,,,,,,,,,,,,0.8742368742368742,,,,,,,,,,,,,,
180,,,,,,,,,,,,,,,0.8791208791208791,,,,,,,,,,,,,,
181,,,,,,,,,,,,,,,0.884004884004884,,,,,,,,,,,,,,
182,,,,,,,,,,,,,,,0.8888888888888888,,,,,,,,,,,,,,
183,,,,,,,,,,,,,,,0.8937728937728938,,,,,,,,,,,,,,
184,,,,,,,,,,,,,,,0.8986568986568987,,,,,,,,,,,,,,
185,,,,,,,,,,,,,,,0.9035409035409036,,,,,,,,,,,,,,
186,,,,,,,,,,,,,,,0.9084249084249084,,,,,,,,,,,,,,
187,,,,,,,,,,,,,,,0.9133089133089133,,,,,,,,,,,,,,
188,,,,,,,,,,,,,,,0.9181929181929182,,,,,,,,,,,,,,
189,,,,,,,,,,,,,,,0.9230769230769231,,,,,,,,,,,,,,
190,,,,,,,,,,,,,,,0.927960927960928,,,,,,,,,,,,,,
191,,,,,,,,,,,,,,,0.9328449328449329,,,,,,,,,,,,,,
192,,,,,,,,,,,,,,,0.9377289377289377,,,,,,,,,,,,,,
193,,,,,,,,,,,,,,,0.9426129426129426,,,,,,,,,,,,,,
194,,,,,,,,,,,,,,,0.9474969474969475,,,,,,,,,,,,,,
195,,,,,,,,,,,,,,,0.9523809523809523,,,,,,,,,,,,,,
196,,,,,,,,,,,,,,,0.9572649572649573,,,,,,,,,,,,,,
197,,,,,,,,,,,,,,,0.9621489621489622,,,,,,,,,,,,,,
198,,,,,,,,,,,,,,,0.967032967032967,,,,,,,,,,,,,,
199,,,,,,,,,,,,,,,0.9719169719169719,,,,,,,,,,,,,,
200,,,,,,,,,,,,,,,0.9768009768009768,,,,,,,,,,,,,,
201,,,,,,,,,,,,,,,0.9816849816849816,,,,,,,,,,,,,,
202,,,,,,,,,,,,,,,0.9865689865689866,,,,,,,,,,,,,,
203,,,,,,,,,,,,,,,0.9914529914529915,,,,,,,,,,,,,,
204,,,,,,,,,,,,,,,0.9963369963369964,,,,,,,,,,,,,,
205,,,,,,,,,,,,,,,1.0012210012210012,,,,,,,,,,,,,,
206,,,,,,,,,,,,,,,1.006105006105006,,,,,,,,,,,,,,
207,,,,,,,,,,,,,,,1.010989010989011,,,,,,,,,,,,,,
208,,,,,,,,,,,,,,,1.0158730158730158,,,,,,,,,,,,,,
209,,,,,,,,,,,,,,,1.0207570207570207,,,,,,,,,,,,,,
210,,,,,,,,,,,,,,,1.0256410256410255,,,,,,,,,,,,,,
211,,,,,,,,,,,,,,,1.0305250305250304,,,,,,,,,,,,,,
212,,,,,,,,,,,,,,,1.0354090354090355,,,,,,,,,,,,,,
213,,,,,,,,,,,,,,,1.0402930402930404,,,,,,,,,,,,,,
214,,,,,,,,,,,,,,,1.0451770451770452,,,,,,,,,,,,,,
215,,,,,,,,,,,,,,,1.05006105006105,,,,,,,,,,,,,,
216,,,,,,,,,,,,,,,1.054945054945055,,,,,,,,,,,,,,
217,,,,,,,,,,,,,,,1.0598290598290598,,,,,,,,,,,,,,
218,,,,,,,,,,,,,,,1.0647130647130647,,,,,,,,,,,,,,
219,,,,,,,,,,,,,,,1.0695970695970696,,,,,,,,,,,,,,
220,,,,,,,,,,,,,,,1.0744810744810744,,,,,,,,,,,,,,
221,,,,,,,,,,,,,,,1.0793650793650793,,,,,,,,,,,,,,
222,,,,,,,,,,,,,,,1.0842490842490842,,,,,,,,,,,,,,
223,,,,,,,,,,,,,,,1.089133089133089,,,,,,,,,,,,,,
224,,,,,,,,,,,,,,,1.0940170940170941,,,,,,,,,,,,,,
225,,,,,,,,,,,,,,,1.098901098901099,,,,,,,,,,,,,,
226,,,,,,,,,,,,,,,1.1037851037851039,,,,,,,,,,,,,,
227,,,,,,,,,,,,,,,1.1086691086691087,,,,,,,,,,,,,,
228,,,,,,,,,,,,,,,1.1135531135531136,,,,,,,,,,,,,,
229,,,,,,,,,,,,,,,1.1184371184371185,,,,,,,,,,,,,,
230,,,,,,,,,,,,,,,1.1233211233211233,,,,,,,,,,,,,,
231,,,,,,,,,,,,,,,1.1282051282051282,,,,,,,,,,,,,,
232,,,,,,,,,,,,,,,1.133089133089133,,,,,,,,,,,,,,
233,,,,,,,,,,,,,,,1.137973137973138,,,,,,,,,,,,,,
234,,,,,,,,,,,,,,,1.1428571428571428,,,,,,,,,,,,,,
235,,,,,,,,,,,,,,,1.1477411477411477,,,,,,,,,,,,,,
236,,,,,,,,,,,,,,,1.1526251526251525,,,,,,,,,,,,,,
237,,,,,,,,,,,,,,,1.1575091575091576,,,,,,,,,,,,,,
238,,,,,,,,,,,,,,,1.1623931623931625,,,,,,,,,,,,,,
239,,,,,,,,,,,,,,,1.1672771672771673,,,,,,,,,,,,,,
240,,,,,,,,,,,,,,,1.1721611721611722,,,,,,,,,,,,,,
241,,,,,,,,,,,,,,,1.177045177045177,,,,,,,,,,,,,,
