,Accel_LN_X_UNCAL,Accel_LN_X_CAL,Accel_LN_Y_UNCAL,Accel_LN_Y_CAL,Accel_LN_Z_UNCAL,Accel_LN_Z_CAL,System_Timestamp_Plot_Zeroed_CAL,GSR_Skin_Resistance_UNCAL,GSR_Skin_Resistance_CAL,Gyro_Z_CAL,Gyro_Z_UNCAL,GSR_Range_UNCAL,GSR_Range_CAL,Timestamp_CAL,Timestamp_UNCAL,Gyro_X_CAL,Gyro_X_UNCAL,Gyro_Y_CAL,Gyro_Y_UNCAL,GSR_Skin_Conductance_CAL,GSR_Skin_Conductance_UNCAL,GSR_Skin_Conductance_CAL,Accel_WR_Z_UNCAL,Accel_WR_Z_CAL,Accel_WR_Y_UNCAL,Accel_WR_Y_CAL,Accel_WR_X_UNCAL,Accel_WR_X_CAL,Resultant_Accel
4994,1983.0,3.1739130434782608,1961.0,2.934782608695652,1244.0,10.967391304347826,140068.359375,710.0,81899.99999999984,-0.030487804878048783,1.0,3.0,3.0,4.366300366300366,3972320.0,0.9756097560975611,-44.0,1.3414634146341464,-32.0,0.012210012210012234,710.0,0.012210012210012234,-1996.0,9.55023923444976,320.0,0.7464114832535885,-156.0,1.5311004784688995,11.788568402929517
4995,1976.0,3.2282608695652173,1956.0,3.010869565217391,1248.0,10.92391304347826,140073.2421875,709.0,84990.56603773567,-0.3353658536585366,11.0,3.0,3.0,4.371184371184371,3972480.0,0.853658536585366,-38.0,1.1585365853658538,-28.0,0.01176601176601179,709.0,0.011766011766011792,-2004.0,9.588516746411482,312.0,0.784688995215311,-164.0,1.492822966507177,11.78214241817645
4996,1977.0,3.152173913043478,1963.0,3.0,1242.0,10.989130434782608,140078.125,708.0,88323.5294117645,-0.06097560975609757,2.0,3.0,3.0,4.3760683760683765,3972640.0,0.9146341463414634,-35.0,1.0670731707317074,-30.0,0.011322011322011348,708.0,0.01132201132201135,-2000.0,9.569377990430622,324.0,0.8038277511961722,-168.0,1.5502392344497606,11.819356500704139
4997,1975.0,3.119565217391304,1966.0,3.0217391304347827,1243.0,10.978260869565217,140083.0078125,711.0,79026.31578947355,-0.030487804878048783,1.0,3.0,3.0,4.380952380952381,3972800.0,0.6402439024390244,-34.0,1.0365853658536586,-21.0,0.012654012654012677,711.0,0.012654012654012677,-1980.0,9.473684210526315,324.0,0.6889952153110047,-144.0,1.5502392344497606,11.806134263093286
4998,1975.0,3.032608695652174,1974.0,3.0217391304347827,1242.0,10.989130434782608,140087.890625,711.0,79026.31578947355,-0.3353658536585366,11.0,3.0,3.0,4.385836385836386,3972960.0,1.0060975609756098,-43.0,1.3109756097560976,-33.0,0.012654012654012677,711.0,0.012654012654012677,-1996.0,9.55023923444976,312.0,0.7655502392344498,-160.0,1.492822966507177,11.793583449741275
4999,1972.0,3.184782608695652,1960.0,3.0543478260869565,1242.0,10.989130434782608,140092.7734375,711.0,79026.31578947355,0.030487804878048783,-1.0,3.0,3.0,4.390720390720391,3973120.0,0.7926829268292683,-40.0,1.2195121951219514,-26.0,0.012654012654012677,711.0,0.012654012654012677,-2004.0,9.588516746411482,300.0,0.7272727272727273,-152.0,1.4354066985645932,11.841995972809558
5000,1964.0,3.0652173913043477,1971.0,3.141304347826087,1239.0,11.021739130434783,140097.65625,709.0,84990.56603773567,-0.2134146341463415,7.0,3.0,3.0,4.395604395604396,3973280.0,0.7317073170731708,-40.0,1.2195121951219514,-24.0,0.01176601176601179,709.0,0.011766011766011792,-2004.0,9.588516746411482,304.0,0.8229665071770335,-172.0,1.4545454545454546,11.863476898489035
5001,1977.0,3.152173913043478,1963.0,3.0,1233.0,11.08695652173913,140102.5390625,713.0,73844.26229508186,-0.27439024390243905,9.0,3.0,3.0,4.400488400488401,3973440.0,0.426829268292683,-45.0,1.3719512195121952,-14.0,0.01354201354201356,713.0,0.013542013542013561,-2016.0,9.645933014354066,308.0,0.784688995215311,-164.0,1.4736842105263157,11.910365455896207
5002,1978.0,3.0869565217391304,1969.0,2.9891304347826084,1239.0,11.021739130434783,140107.421875,711.0,79026.31578947355,0.1829268292682927,-6.0,3.0,3.0,4.405372405372406,3973600.0,0.7317073170731708,-49.0,1.4939024390243905,-24.0,0.012654012654012677,711.0,0.012654012654012677,-2000.0,9.569377990430622,316.0,0.7655502392344498,-160.0,1.5119617224880382,11.82974787485383
5003,1976.0,3.119565217391304,1966.0,3.010869565217391,1238.0,11.032608695652174,140112.3046875,712.0,76347.45762711852,-0.12195121951219513,4.0,3.0,3.0,4.410256410256411,3973760.0,0.3658536585365854,-35.0,1.0670731707317074,-12.0,0.013098013098013117,712.0,0.013098013098013119,-1992.0,9.531100478468899,320.0,0.7464114832535885,-156.0,1.5311004784688995,11.853922444308886
