,Accel_LN_X_UNCAL,Accel_LN_X_CAL,Accel_LN_Y_CAL,Accel_LN_Y_UNCAL,Accel_LN_Z_UNCAL,Accel_LN_Z_CAL,System_Timestamp_Plot_Zeroed_CAL,GSR_Skin_Resistance_CAL,GSR_Skin_Resistance_UNCAL,Gyro_Z_UNCAL,Gyro_Z_CAL,GSR_Range_CAL,GSR_Range_UNCAL,Timestamp_UNCAL,Timestamp_CAL,Gyro_X_CAL,Gyro_X_UNCAL,Gyro_Y_UNCAL,Gyro_Y_CAL,GSR_Skin_Conductance_CAL,GSR_Skin_Conductance_CAL,GSR_Skin_Conductance_UNCAL,Accel_WR_Z_UNCAL,Accel_WR_Z_CAL,Accel_WR_Y_UNCAL,Accel_WR_Y_CAL,Accel_WR_X_UNCAL,Accel_WR_X_CAL,Resultant_Accel
5140,2704.0,7.358695652173913,-4.9021739130434785,1576.0,2091.0,1.7608695652173914,68833.0078125,76347.45762711852,712.0,41.0,-1.2500000000000002,3.0,3.0,10895236.0,5.079365079365079,-2.0121951219512195,-183.0,66.0,5.579268292682928,0.013098013098013119,0.013098013098013117,712.0,64.0,-0.3062200956937799,1240.0,-8.344497607655502,1744.0,5.9330143540669855,9.015673707536012
5141,2700.0,7.358695652173913,-4.858695652173913,1576.0,2090.0,1.7717391304347825,68837.890625,79026.31578947355,711.0,48.0,-1.4634146341463417,3.0,3.0,10895396.0,5.084249084249084,-1.4939024390243905,-189.0,49.0,5.76219512195122,0.012654012654012677,0.012654012654012677,711.0,64.0,-0.3062200956937799,1244.0,-8.344497607655502,1744.0,5.952153110047846,8.99424175170374
5142,2697.0,7.282608695652174,-4.826086956521739,1583.0,2090.0,1.7717391304347825,68842.7734375,71499.99999999991,714.0,49.0,-1.4939024390243905,3.0,3.0,10895556.0,5.089133089133089,-1.4329268292682928,-190.0,47.0,5.7926829268292686,0.013986013986014003,0.013986013986014003,714.0,48.0,-0.2296650717703349,1240.0,-8.30622009569378,1736.0,5.9330143540669855,8.914402070369707
5143,2699.0,7.271739130434782,-4.8478260869565215,1584.0,2087.0,1.8043478260869565,68847.65625,76347.45762711852,712.0,49.0,-1.4939024390243905,3.0,3.0,10895716.0,5.094017094017094,-1.3109756097560976,-192.0,43.0,5.853658536585367,0.013098013098013119,0.013098013098013117,712.0,76.0,-0.36363636363636365,1216.0,-8.191387559808613,1712.0,5.818181818181818,8.923860085634317
5144,2689.0,7.173913043478261,-4.739130434782608,1593.0,2081.0,1.8695652173913042,68852.5390625,76347.45762711852,712.0,50.0,-1.5243902439024393,3.0,3.0,10895876.0,5.0989010989010985,-0.7926829268292683,-189.0,26.0,5.76219512195122,0.013098013098013119,0.013098013098013117,712.0,52.0,-0.24880382775119617,1208.0,-8.114832535885167,1696.0,5.779904306220096,8.798844227246537
5145,2692.0,7.108695652173913,-4.771739130434782,1599.0,2078.0,1.9021739130434783,68857.421875,73844.26229508186,713.0,65.0,-1.981707317073171,3.0,3.0,10896036.0,5.103785103785103,-0.3658536585365854,-194.0,12.0,5.914634146341464,0.013542013542013561,0.01354201354201356,713.0,56.0,-0.2679425837320574,1172.0,-8.17224880382775,1708.0,5.607655502392344,8.770479678992588
5146,2692.0,7.0,-4.771739130434782,1609.0,2076.0,1.9239130434782608,68862.3046875,79026.31578947355,711.0,82.0,-2.5000000000000004,3.0,3.0,10896196.0,5.108669108669108,-0.39634146341463417,-189.0,13.0,5.76219512195122,0.012654012654012677,0.012654012654012677,711.0,20.0,-0.09569377990430622,1172.0,-8.153110047846889,1704.0,5.607655502392344,8.68740097657454
5147,2692.0,6.945652173913043,-4.771739130434782,1614.0,2074.0,1.9456521739130435,68867.1875,79026.31578947355,711.0,95.0,-2.8963414634146343,3.0,3.0,10896356.0,5.113553113553113,-0.5182926829268293,-163.0,17.0,4.969512195121951,0.012654012654012677,0.012654012654012677,711.0,28.0,-0.1339712918660287,1136.0,-8.0,1672.0,5.435406698564593,8.6485340279008
5148,2684.0,6.880434782608695,-4.684782608695652,1620.0,2071.0,1.9782608695652173,68872.0703125,79026.31578947355,711.0,127.0,-3.8719512195121957,3.0,3.0,10896516.0,5.118437118437118,-0.9756097560975611,-166.0,32.0,5.060975609756098,0.012654012654012677,0.012654012654012677,711.0,-4.0,0.019138755980861243,1136.0,-8.0,1672.0,5.435406698564593,8.555763376608876
5149,2688.0,6.934782608695652,-4.728260869565217,1615.0,2058.0,2.119565217391304,68876.953125,79026.31578947355,711.0,155.0,-4.725609756097562,3.0,3.0,10896676.0,5.123321123321123,-1.4329268292682928,-173.0,47.0,5.27439024390244,0.012654012654012677,0.012654012654012677,711.0,-20.0,0.09569377990430622,1136.0,-7.961722488038277,1664.0,5.435406698564593,8.656801799238814
5150,2671.0,6.880434782608695,-4.543478260869565,1620.0,2047.0,2.2391304347826084,68881.8359375,79026.31578947355,711.0,188.0,-5.731707317073171,3.0,3.0,10896836.0,5.128205128205129,-2.164634146341464,-191.0,71.0,5.823170731707318,0.012654012654012677,0.012654012654012677,711.0,-52.0,0.24880382775119617,1128.0,-7.84688995215311,1640.0,5.3971291866028706,8.543844720539791
5151,2665.0,6.923913043478261,-4.478260869565217,1616.0,2035.0,2.369565217391304,68886.71875,79026.31578947355,711.0,209.0,-6.371951219512196,3.0,3.0,10896996.0,5.1330891330891335,-2.9268292682926833,-246.0,96.0,7.500000000000001,0.012654012654012677,0.012654012654012677,711.0,-96.0,0.4593301435406698,1140.0,-7.751196172248804,1620.0,5.454545454545454,8.579640526793538
5152,2656.0,6.989130434782608,-4.380434782608695,1610.0,2021.0,2.5217391304347827,68891.6015625,79026.31578947355,711.0,252.0,-7.682926829268293,3.0,3.0,10897156.0,5.137973137973138,-4.359756097560976,-317.0,143.0,9.664634146341465,0.012654012654012677,0.012654012654012677,711.0,-120.0,0.5741626794258373,1184.0,-7.712918660287081,1612.0,5.665071770334928,8.625272248518222
5153,2643.0,7.108695652173913,-4.239130434782608,1599.0,2006.0,2.684782608695652,68896.484375,79026.31578947355,711.0,273.0,-8.323170731707318,3.0,3.0,10897316.0,5.142857142857143,-5.670731707317073,-402.0,186.0,12.256097560975611,0.012654012654012677,0.012654012654012677,711.0,-148.0,0.708133971291866,1224.0,-7.655502392344498,1600.0,5.85645933014354,8.701254988465234
5154,2647.0,7.25,-4.282608695652174,1586.0,1994.0,2.8152173913043477,68901.3671875,76347.45762711852,712.0,307.0,-9.359756097560977,3.0,3.0,10897476.0,5.147741147741148,-7.286585365853659,-523.0,239.0,15.945121951219514,0.013098013098013119,0.013098013098013117,712.0,-192.0,0.9186602870813396,1248.0,-7.521531100478469,1572.0,5.971291866028708,8.87855203286989
5155,2644.0,7.315217391304348,-4.25,1580.0,1982.0,2.9456521739130435,68906.25,76347.45762711852,712.0,336.0,-10.24390243902439,3.0,3.0,10897636.0,5.152625152625153,-9.05487804878049,-652.0,297.0,19.878048780487806,0.013098013098013119,0.013098013098013117,712.0,-200.0,0.9569377990430622,1236.0,-7.464114832535885,1560.0,5.913875598086124,8.958335348250825
5156,2634.0,7.4021739130434785,-4.141304347826087,1572.0,1973.0,3.043478260869565,68911.1328125,76347.45762711852,712.0,371.0,-11.310975609756099,3.0,3.0,10897796.0,5.157509157509158,-11.006097560975611,-777.0,361.0,23.689024390243905,0.013098013098013119,0.013098013098013117,712.0,-216.0,1.0334928229665072,1252.0,-7.444976076555023,1556.0,5.990430622009569,9.01140057175633
5157,2627.0,7.358695652173913,-4.065217391304348,1576.0,1968.0,3.0978260869565215,68916.015625,81899.99999999984,710.0,404.0,-12.317073170731708,3.0,3.0,10897956.0,5.162393162393163,-13.750000000000002,-882.0,451.0,26.89024390243903,0.012210012210012234,0.012210012210012234,710.0,-232.0,1.1100478468899522,1252.0,-7.2727272727272725,1520.0,5.990430622009569,8.959515645664945
5158,2614.0,7.293478260869565,-3.9239130434782608,1582.0,1962.0,3.1630434782608696,68920.8984375,76347.45762711852,712.0,439.0,-13.384146341463415,3.0,3.0,10898116.0,5.167277167277168,-15.945121951219514,-1016.0,523.0,30.975609756097565,0.013098013098013119,0.013098013098013117,712.0,-260.0,1.244019138755981,1244.0,-7.23444976076555,1512.0,5.952153110047846,8.865481530065042
5159,2604.0,7.25,-3.8152173913043477,1586.0,1956.0,3.2282608695652173,68925.78125,76347.45762711852,712.0,475.0,-14.481707317073171,3.0,3.0,10898276.0,5.172161172161172,-18.323170731707318,-1124.0,601.0,34.268292682926834,0.013098013098013119,0.013098013098013117,712.0,-248.0,1.186602870813397,1228.0,-7.062200956937799,1476.0,5.875598086124402,8.805682936880997
5160,2598.0,7.1521739130434785,-3.75,1595.0,1950.0,3.293478260869565,68930.6640625,79026.31578947355,711.0,518.0,-15.79268292682927,3.0,3.0,10898436.0,5.177045177045177,-21.06707317073171,-1230.0,691.0,37.5,0.012654012654012677,0.012654012654012677,711.0,-272.0,1.3014354066985645,1172.0,-6.947368421052631,1452.0,5.607655502392344,8.721415638372022
5161,2591.0,6.956521739130435,-3.6739130434782608,1613.0,1947.0,3.3260869565217392,68935.546875,79026.31578947355,711.0,556.0,-16.951219512195124,3.0,3.0,10898596.0,5.181929181929182,-23.871951219512198,-1263.0,783.0,38.50609756097561,0.012654012654012677,0.012654012654012677,711.0,-292.0,1.3971291866028708,1160.0,-6.889952153110047,1440.0,5.55023923444976,8.541293005182416
5162,2586.0,6.75,-3.619565217391304,1632.0,1942.0,3.3804347826086953,68940.4296875,79026.31578947355,711.0,606.0,-18.475609756097562,3.0,3.0,10898756.0,5.186813186813187,-27.195121951219516,-1265.0,892.0,38.56707317073171,0.012654012654012677,0.012654012654012677,711.0,-284.0,1.3588516746411483,1096.0,-6.851674641148325,1432.0,5.244019138755981,8.372042264729656
5163,2584.0,6.576086956521739,-3.5978260869565215,1648.0,1933.0,3.4782608695652173,68945.3125,79026.31578947355,711.0,655.0,-19.969512195121954,3.0,3.0,10898916.0,5.191697191697192,-30.33536585365854,-1275.0,995.0,38.8719512195122,0.012654012654012677,0.012654012654012677,711.0,-324.0,1.5502392344497606,1060.0,-6.813397129186603,1424.0,5.071770334928229,8.263629401689599
5164,2580.0,6.554347826086956,-3.5543478260869565,1650.0,1930.0,3.510869565217391,68950.1953125,79026.31578947355,711.0,699.0,-21.3109756097561,3.0,3.0,10899076.0,5.196581196581197,-32.957317073170735,-1264.0,1081.0,38.53658536585366,0.012654012654012677,0.012654012654012677,711.0,-324.0,1.5502392344497606,1060.0,-6.77511961722488,1416.0,5.071770334928229,8.241302627504322
5165,2576.0,6.5,-3.510869565217391,1655.0,1928.0,3.532608695652174,68955.078125,81899.99999999984,710.0,731.0,-22.28658536585366,3.0,3.0,10899236.0,5.201465201465202,-35.701219512195124,-1253.0,1171.0,38.201219512195124,0.012210012210012234,0.012210012210012234,710.0,-340.0,1.6267942583732056,1088.0,-6.698564593301435,1400.0,5.205741626794258,8.188744061244503
5166,2563.0,6.619565217391304,-3.369565217391304,1644.0,1927.0,3.543478260869565,68959.9609375,76347.45762711852,712.0,770.0,-23.475609756097562,3.0,3.0,10899396.0,5.2063492063492065,-39.146341463414636,-1245.0,1284.0,37.957317073170735,0.013098013098013119,0.013098013098013117,712.0,-316.0,1.5119617224880382,1080.0,-6.583732057416268,1376.0,5.167464114832535,8.229754042910717
5167,2560.0,6.6521739130434785,-3.3369565217391304,1641.0,1927.0,3.543478260869565,68964.84375,79026.31578947355,711.0,832.0,-25.365853658536587,3.0,3.0,10899556.0,5.211233211233211,-42.6219512195122,-1241.0,1398.0,37.83536585365854,0.012654012654012677,0.012654012654012677,711.0,-320.0,1.5311004784688995,1104.0,-6.4688995215311005,1352.0,5.282296650717703,8.242750437967214
5168,2551.0,6.641304347826087,-3.2391304347826084,1642.0,1936.0,3.4456521739130435,68969.7265625,76347.45762711852,712.0,887.0,-27.042682926829272,3.0,3.0,10899716.0,5.216117216117216,-46.06707317073171,-1242.0,1511.0,37.86585365853659,0.013098013098013119,0.013098013098013117,712.0,-300.0,1.4354066985645932,1088.0,-6.449760765550239,1348.0,5.205741626794258,8.152999958149168
5169,2546.0,6.554347826086956,-3.184782608695652,1650.0,1939.0,3.4130434782608696,68974.609375,73844.26229508186,713.0,946.0,-28.84146341463415,3.0,3.0,10899876.0,5.221001221001221,-49.054878048780495,-1255.0,1609.0,38.26219512195122,0.013542013542013561,0.01354201354201356,713.0,-280.0,1.339712918660287,1104.0,-6.430622009569378,1344.0,5.282296650717703,8.046811882632783
5170,2544.0,6.684782608695652,-3.1630434782608696,1638.0,1949.0,3.3043478260869565,68979.4921875,69299.99999999993,715.0,1008.0,-30.731707317073173,3.0,3.0,10900036.0,5.225885225885226,-52.804878048780495,-1265.0,1732.0,38.56707317073171,0.014430014430014446,0.014430014430014446,715.0,-272.0,1.3014354066985645,1100.0,-6.315789473684211,1320.0,5.263157894736842,8.099992415222008
5171,2532.0,6.684782608695652,-3.032608695652174,1638.0,1958.0,3.2065217391304346,68984.375,81899.99999999984,710.0,1057.0,-32.22560975609756,3.0,3.0,10900196.0,5.230769230769231,-55.88414634146342,-1285.0,1833.0,39.176829268292686,0.012210012210012234,0.012210012210012234,710.0,-232.0,1.1100478468899522,1104.0,-6.277511961722488,1312.0,5.282296650717703,8.010294357261854
5172,2534.0,6.706521739130435,-3.0543478260869565,1636.0,1956.0,3.2282608695652173,68989.2578125,79026.31578947355,711.0,1116.0,-34.024390243902445,3.0,3.0,10900356.0,5.235653235653236,-59.237804878048784,-1324.0,1943.0,40.36585365853659,0.012654012654012677,0.012654012654012677,711.0,-236.0,1.1291866028708133,1092.0,-6.258373205741626,1308.0,5.22488038277512,8.045380209916571
5173,2529.0,6.717391304347826,-3.0,1635.0,1964.0,3.141304347826087,68994.140625,79026.31578947355,711.0,1188.0,-36.21951219512196,3.0,3.0,10900516.0,5.240537240537241,-62.25609756097562,-1373.0,2042.0,41.85975609756098,0.012654012654012677,0.012654012654012677,711.0,-220.0,1.0526315789473684,1112.0,-6.200956937799043,1296.0,5.320574162679426,7.999446164666581
5174,2528.0,6.760869565217391,-2.9891304347826084,1631.0,1967.0,3.108695652173913,68999.0234375,76347.45762711852,712.0,1257.0,-38.32317073170732,3.0,3.0,10900676.0,5.245421245421245,-65.60975609756098,-1443.0,2152.0,43.993902439024396,0.013098013098013119,0.013098013098013117,712.0,-228.0,1.0909090909090908,1124.0,-6.124401913875598,1280.0,5.37799043062201,8.01924227666626
5175,2530.0,6.815217391304348,-3.010869565217391,1626.0,1969.0,3.0869565217391304,69003.90625,76347.45762711852,712.0,1331.0,-40.57926829268293,3.0,3.0,10900836.0,5.25030525030525,-68.75,-1550.0,2255.0,47.25609756097561,0.013098013098013119,0.013098013098013117,712.0,-224.0,1.0717703349282297,1132.0,-6.086124401913875,1272.0,5.4162679425837315,8.064851157746022
5176,2524.0,6.826086956521739,-2.9456521739130435,1625.0,1972.0,3.0543478260869565,69008.7890625,81899.99999999984,710.0,1408.0,-42.926829268292686,3.0,3.0,10900996.0,5.255189255189255,-71.98170731707317,-1698.0,2361.0,51.768292682926834,0.012210012210012234,0.012210012210012234,710.0,-232.0,1.1100478468899522,1140.0,-6.0669856459330145,1268.0,5.454545454545454,8.037497776696238
5177,2519.0,6.858695652173913,-2.891304347826087,1622.0,1963.0,3.152173913043478,69013.671875,79026.31578947355,711.0,1499.0,-45.701219512195124,3.0,3.0,10901156.0,5.26007326007326,-75.82317073170732,-1891.0,2487.0,57.65243902439025,0.012654012654012677,0.012654012654012677,711.0,-252.0,1.2057416267942582,1128.0,-5.952153110047846,1244.0,5.3971291866028706,8.083164433498753
5178,2518.0,6.804347826086956,-2.880434782608696,1627.0,1958.0,3.2065217391304346,69018.5546875,81899.99999999984,710.0,1590.0,-48.47560975609757,3.0,3.0,10901316.0,5.264957264957265,-79.51219512195122,-2122.0,2608.0,64.69512195121952,0.012210012210012234,0.012210012210012234,710.0,-248.0,1.186602870813397,1136.0,-5.952153110047846,1244.0,5.435406698564593,8.054677866851806
5179,2517.0,6.815217391304348,-2.869565217391304,1626.0,1951.0,3.282608695652174,69023.4375,76347.45762711852,712.0,1699.0,-51.79878048780488,3.0,3.0,10901476.0,5.26984126984127,-83.53658536585367,-2387.0,2740.0,72.77439024390245,0.013098013098013119,0.013098013098013117,712.0,-280.0,1.339712918660287,1132.0,-5.913875598086124,1236.0,5.4162679425837315,8.090556994198266
5180,2506.0,6.760869565217391,-2.75,1631.0,1951.0,3.282608695652174,69028.3203125,81899.99999999984,710.0,1817.0,-55.396341463414636,3.0,3.0,10901636.0,5.274725274725275,-87.40853658536587,-2649.0,2867.0,80.76219512195122,0.012210012210012234,0.012210012210012234,710.0,-288.0,1.3779904306220094,1100.0,-5.913875598086124,1236.0,5.263157894736842,8.002960522622491
5181,2503.0,6.5978260869565215,-2.717391304347826,1646.0,1932.0,3.4891304347826084,69033.203125,79026.31578947355,711.0,1943.0,-59.237804878048784,3.0,3.0,10901796.0,5.2796092796092795,-91.58536585365854,-2879.0,3004.0,87.77439024390245,0.012654012654012677,0.012654012654012677,711.0,-308.0,1.4736842105263157,1092.0,-5.818181818181818,1216.0,5.22488038277512,7.942893412705187
5182,2497.0,6.4021739130434785,-2.652173913043478,1664.0,1926.0,3.5543478260869565,69038.0859375,79026.31578947355,711.0,2079.0,-63.38414634146342,3.0,3.0,10901956.0,5.284493284493284,-95.42682926829269,-3075.0,3130.0,93.75000000000001,0.012654012654012677,0.012654012654012677,711.0,-348.0,1.6650717703349283,1016.0,-5.741626794258373,1200.0,4.861244019138756,7.788147773809372
5183,2494.0,6.032608695652174,-2.619565217391304,1698.0,1918.0,3.641304347826087,69042.96875,84990.56603773567,709.0,2210.0,-67.37804878048782,3.0,3.0,10902116.0,5.289377289377289,-99.35975609756099,-3225.0,3259.0,98.32317073170732,0.011766011766011792,0.01176601176601179,709.0,-356.0,1.7033492822966507,916.0,-5.665071770334928,1184.0,4.382775119617225,7.517551925761587
5184,2486.0,5.663043478260869,-2.532608695652174,1732.0,1912.0,3.7065217391304346,69047.8515625,79026.31578947355,711.0,2374.0,-72.37804878048782,3.0,3.0,10902276.0,5.294261294261294,-103.26219512195122,-3349.0,3387.0,102.10365853658537,0.012654012654012677,0.012654012654012677,711.0,-368.0,1.7607655502392343,840.0,-5.665071770334928,1184.0,4.019138755980861,7.226511720367751
5185,2471.0,5.315217391304348,-2.369565217391304,1764.0,1911.0,3.717391304347826,69052.734375,79026.31578947355,711.0,2548.0,-77.6829268292683,3.0,3.0,10902436.0,5.299145299145299,-107.25609756097562,-3404.0,3518.0,103.78048780487806,0.012654012654012677,0.012654012654012677,711.0,-356.0,1.7033492822966507,764.0,-5.5311004784688995,1156.0,3.6555023923444976,6.905459676656995
5186,2471.0,5.054347826086956,-2.369565217391304,1788.0,1915.0,3.6739130434782608,69057.6171875,76347.45762711852,712.0,2696.0,-82.19512195121952,3.0,3.0,10902596.0,5.304029304029304,-110.54878048780489,-3364.0,3626.0,102.56097560975611,0.013098013098013119,0.013098013098013117,712.0,-328.0,1.569377990430622,728.0,-5.454545454545454,1140.0,3.4832535885167464,6.682732099791247
5187,2458.0,4.9021739130434785,-2.2282608695652173,1802.0,1934.0,3.467391304347826,69062.5,73844.26229508186,713.0,2853.0,-86.98170731707317,3.0,3.0,10902756.0,5.308913308913309,-113.65853658536587,-3296.0,3728.0,100.48780487804879,0.013542013542013561,0.01354201354201356,713.0,-288.0,1.3779904306220094,684.0,-5.244019138755981,1096.0,3.2727272727272725,6.404627860697799
5188,2452.0,4.804347826086956,-2.1630434782608696,1811.0,1946.0,3.3369565217391304,69067.3828125,76347.45762711852,712.0,3010.0,-91.76829268292684,3.0,3.0,10902916.0,5.313797313797314,-116.73780487804879,-3210.0,3829.0,97.8658536585366,0.013098013098013119,0.013098013098013117,712.0,-272.0,1.3014354066985645,676.0,-5.167464114832535,1080.0,3.2344497607655502,6.236649256680278
5189,2441.0,4.75,-2.043478260869565,1816.0,1970.0,3.0760869565217392,69072.265625,79026.31578947355,711.0,3190.0,-97.25609756097562,3.0,3.0,10903076.0,5.318681318681318,-119.81707317073172,-3101.0,3930.0,94.54268292682927,0.012654012654012677,0.012654012654012677,711.0,-232.0,1.1100478468899522,660.0,-4.976076555023924,1040.0,3.1578947368421053,6.016694637982693
5190,2431.0,4.739130434782608,-1.934782608695652,1817.0,1988.0,2.880434782608696,69077.1484375,76347.45762711852,712.0,3370.0,-102.7439024390244,3.0,3.0,10903236.0,5.323565323565323,-122.46951219512196,-2953.0,4017.0,90.03048780487806,0.013098013098013119,0.013098013098013117,712.0,-180.0,0.8612440191387559,668.0,-4.899521531100478,1024.0,3.1961722488038276,5.873639890021855
5191,2412.0,4.771739130434782,-1.7282608695652173,1814.0,2007.0,2.6739130434782608,69082.03125,79026.31578947355,711.0,3556.0,-108.41463414634147,3.0,3.0,10903396.0,5.328449328449328,-124.51219512195124,-2805.0,4084.0,85.51829268292684,0.012654012654012677,0.012654012654012677,711.0,-140.0,0.6698564593301435,656.0,-4.784688995215311,1000.0,3.138755980861244,5.736391803762709
5192,2407.0,4.760869565217392,-1.6739130434782608,1815.0,2009.0,2.652173913043478,69086.9140625,79026.31578947355,711.0,3737.0,-113.9329268292683,3.0,3.0,10903556.0,5.333333333333333,-127.13414634146342,-2681.0,4170.0,81.73780487804879,0.012654012654012677,0.012654012654012677,711.0,-120.0,0.5741626794258373,668.0,-4.688995215311005,980.0,3.1961722488038276,5.701042918551678
5193,2400.0,4.804347826086956,-1.5978260869565217,1811.0,2024.0,2.4891304347826084,69091.796875,76347.45762711852,712.0,3927.0,-119.72560975609757,3.0,3.0,10903716.0,5.338217338217338,-128.90243902439025,-2552.0,4228.0,77.8048780487805,0.013098013098013119,0.013098013098013117,712.0,-80.0,0.3827751196172249,672.0,-4.555023923444976,952.0,3.215311004784689,5.641859317596134
5194,2395.0,4.728260869565217,-1.5434782608695652,1818.0,2033.0,2.391304347826087,69096.6796875,81899.99999999984,710.0,4131.0,-125.94512195121952,3.0,3.0,10903876.0,5.343101343101343,-130.5487804878049,-2446.0,4282.0,74.57317073170732,0.012210012210012234,0.012210012210012234,710.0,-72.0,0.34449760765550236,640.0,-4.535885167464115,948.0,3.062200956937799,5.518796288718266
5195,2391.0,4.673913043478261,-1.5,1823.0,2039.0,2.3260869565217392,69101.5625,79026.31578947355,711.0,4337.0,-132.22560975609758,3.0,3.0,10904036.0,5.347985347985348,-132.37804878048783,-2351.0,4342.0,71.67682926829269,0.012654012654012677,0.012654012654012677,711.0,-48.0,0.2296650717703349,652.0,-4.421052631578947,924.0,3.1196172248803826,5.4319557865741865
5196,2384.0,4.6521739130434785,-1.4239130434782608,1825.0,2045.0,2.260869565217391,69106.4453125,79026.31578947355,711.0,4532.0,-138.1707317073171,3.0,3.0,10904196.0,5.3528693528693525,-133.96341463414635,-2287.0,4394.0,69.72560975609757,0.012654012654012677,0.012654012654012677,711.0,-64.0,0.3062200956937799,624.0,-4.344497607655502,908.0,2.985645933014354,5.364865484195859
5197,2378.0,4.521739130434782,-1.358695652173913,1837.0,2047.0,2.2391304347826084,69111.328125,84990.56603773567,709.0,4740.0,-144.51219512195124,3.0,3.0,10904356.0,5.357753357753357,-135.3048780487805,-2228.0,4438.0,67.92682926829269,0.011766011766011792,0.01176601176601179,709.0,-36.0,0.17224880382775118,616.0,-4.287081339712919,896.0,2.9473684210526314,5.22550320475561
5198,2367.0,4.5,-1.2391304347826086,1839.0,2048.0,2.2282608695652173,69116.2109375,76347.45762711852,712.0,4946.0,-150.7926829268293,3.0,3.0,10904516.0,5.362637362637362,-136.82926829268294,-2205.0,4488.0,67.22560975609757,0.013098013098013119,0.013098013098013117,712.0,-52.0,0.24880382775119617,608.0,-4.229665071770334,884.0,2.909090909090909,5.172097324803554
5199,2364.0,4.4021739130434785,-1.2065217391304348,1848.0,2044.0,2.2717391304347827,69121.09375,79026.31578947355,711.0,5150.0,-157.01219512195124,3.0,3.0,10904676.0,5.367521367521367,-137.59146341463415,-2176.0,4513.0,66.34146341463415,0.012654012654012677,0.012654012654012677,711.0,-52.0,0.24880382775119617,588.0,-4.133971291866029,864.0,2.813397129186603,5.098590839087153
5200,2352.0,4.315217391304348,-1.076086956521739,1856.0,2046.0,2.25,69125.9765625,76347.45762711852,712.0,5363.0,-163.50609756097563,3.0,3.0,10904836.0,5.372405372405372,-139.4207317073171,-2144.0,4573.0,65.3658536585366,0.013098013098013119,0.013098013098013117,712.0,-52.0,0.24880382775119617,580.0,-4.0,836.0,2.77511961722488,4.984131245484184
5201,2338.0,4.25,-0.9239130434782609,1862.0,2043.0,2.282608695652174,69130.859375,73844.26229508186,713.0,5588.0,-170.3658536585366,3.0,3.0,10904996.0,5.377289377289378,-140.4268292682927,-2106.0,4606.0,64.20731707317074,0.013542013542013561,0.01354201354201356,713.0,-36.0,0.17224880382775118,580.0,-3.712918660287081,776.0,2.77511961722488,4.91186499909924
5202,2324.0,4.413043478260869,-0.7717391304347826,1847.0,2056.0,2.141304347826087,69135.7421875,69299.99999999993,715.0,5792.0,-176.58536585365854,3.0,3.0,10905156.0,5.382173382173383,-141.12804878048783,-2048.0,4629.0,62.43902439024391,0.014430014430014446,0.014430014430014446,715.0,0.0,0.0,604.0,-3.5789473684210527,748.0,2.889952153110048,4.965452480538297
5203,2304.0,4.619565217391305,-0.5543478260869565,1828.0,2082.0,1.858695652173913,69140.625,81899.99999999984,710.0,5977.0,-182.22560975609758,3.0,3.0,10905316.0,5.3870573870573875,-141.3719512195122,-1969.0,4637.0,60.03048780487806,0.012210012210012234,0.012210012210012234,710.0,60.0,-0.28708133971291866,680.0,-3.291866028708134,688.0,3.253588516746411,5.010232912493103
5204,2284.0,4.945652173913043,-0.33695652173913043,1798.0,2099.0,1.6739130434782608,69145.5078125,79026.31578947355,711.0,6137.0,-187.10365853658539,3.0,3.0,10905476.0,5.391941391941392,-141.06707317073173,-1870.0,4627.0,57.01219512195122,0.012654012654012677,0.012654012654012677,711.0,104.0,-0.49760765550239233,712.0,-3.138755980861244,656.0,3.4066985645933014,5.232112384114087
5205,2261.0,5.391304347826087,-0.08695652173913043,1757.0,2131.0,1.326086956521739,69150.390625,76347.45762711852,712.0,6295.0,-191.9207317073171,3.0,3.0,10905636.0,5.396825396825397,-140.4878048780488,-1828.0,4608.0,55.73170731707317,0.013098013098013119,0.013098013098013117,712.0,180.0,-0.8612440191387559,828.0,-2.909090909090909,608.0,3.9617224880382773,5.5526777885825975
5206,2237.0,5.869565217391304,0.17391304347826086,1713.0,2157.0,1.0434782608695652,69155.2734375,76347.45762711852,712.0,6447.0,-196.5548780487805,3.0,3.0,10905796.0,5.401709401709402,-139.51219512195124,-1815.0,4576.0,55.335365853658544,0.013098013098013119,0.013098013098013117,712.0,236.0,-1.1291866028708133,952.0,-2.6411483253588517,552.0,4.555023923444976,5.964133505280467
5207,2224.0,6.445652173913043,0.31521739130434784,1660.0,2179.0,0.8043478260869565,69160.15625,76347.45762711852,712.0,6600.0,-201.21951219512198,3.0,3.0,10905956.0,5.406593406593407,-138.59756097560978,-1858.0,4546.0,56.646341463414636,0.013098013098013119,0.013098013098013117,712.0,292.0,-1.3971291866028708,1084.0,-2.4114832535885165,504.0,5.186602870813397,6.503289119836321
5208,2203.0,6.945652173913043,0.5434782608695652,1614.0,2200.0,0.5760869565217391,69165.0390625,79026.31578947355,711.0,6757.0,-206.00609756097563,3.0,3.0,10906116.0,5.411477411477412,-137.34756097560978,-1912.0,4505.0,58.29268292682927,0.012654012654012677,0.012654012654012677,711.0,324.0,-1.5502392344497606,1196.0,-2.1435406698564594,448.0,5.722488038277512,6.990660120653504
