,Accel_LN_X_UNCAL,Accel_LN_X_CAL,Accel_LN_Y_CAL,Accel_LN_Y_UNCAL,Accel_LN_Z_UNCAL,Accel_LN_Z_CAL,System_Timestamp_Plot_Zeroed_CAL,GSR_Skin_Resistance_CAL,GSR_Skin_Resistance_UNCAL,Gyro_Z_UNCAL,Gyro_Z_CAL,GSR_Range_CAL,GSR_Range_UNCAL,Timestamp_UNCAL,Timestamp_CAL,Gyro_X_CAL,Gyro_X_UNCAL,Gyro_Y_UNCAL,Gyro_Y_CAL,GSR_Skin_Conductance_CAL,GSR_Skin_Conductance_CAL,GSR_Skin_Conductance_UNCAL,Accel_WR_Z_UNCAL,Accel_WR_Z_CAL,Accel_WR_Y_UNCAL,Accel_WR_Y_CAL,Accel_WR_X_UNCAL,Accel_WR_X_CAL,Resultant_Accel
4110,2717.0,7.206521739130435,-5.043478260869565,1590.0,2028.0,2.4456521739130435,63803.7109375,76347.45762711852,712.0,-27.0,0.8231707317073171,3.0,3.0,10730436.0,0.04884004884004884,1.4939024390243905,-218.0,-49.0,6.646341463414635,0.013098013098013119,0.013098013098013117,712.0,-76.0,0.36363636363636365,1232.0,-8.47846889952153,1772.0,5.894736842105263,9.129723057146313
4111,2710.0,7.260869565217391,-4.967391304347826,1585.0,2030.0,2.4239130434782608,63808.59375,71499.99999999991,714.0,-43.0,1.3109756097560976,3.0,3.0,10730596.0,0.05372405372405373,1.5243902439024393,-225.0,-50.0,6.859756097560976,0.013986013986014003,0.013986013986014003,714.0,-84.0,0.4019138755980861,1220.0,-8.459330143540669,1768.0,5.837320574162679,9.125270278515295
4112,2718.0,7.282608695652174,-5.054347826086956,1583.0,2025.0,2.4782608695652173,63813.4765625,76347.45762711852,712.0,-41.0,1.2500000000000002,3.0,3.0,10730756.0,0.05860805860805861,1.4329268292682928,-235.0,-47.0,7.164634146341464,0.013098013098013119,0.013098013098013117,712.0,-88.0,0.42105263157894735,1212.0,-8.497607655502392,1776.0,5.7990430622009566,9.204596585330437
4113,2719.0,7.271739130434782,-5.065217391304348,1584.0,2029.0,2.4347826086956523,63818.359375,76347.45762711852,712.0,-53.0,1.6158536585365855,3.0,3.0,10730916.0,0.06349206349206349,1.5548780487804879,-240.0,-51.0,7.317073170731708,0.013098013098013119,0.013098013098013117,712.0,-100.0,0.4784688995215311,1224.0,-8.47846889952153,1772.0,5.85645933014354,9.190363624681845
4114,2718.0,7.195652173913043,-5.054347826086956,1591.0,2027.0,2.4565217391304346,63823.2421875,76347.45762711852,712.0,-60.0,1.829268292682927,3.0,3.0,10731076.0,0.06837606837606838,1.5243902439024393,-230.0,-50.0,7.01219512195122,0.013098013098013119,0.013098013098013117,712.0,-84.0,0.4019138755980861,1216.0,-8.497607655502392,1776.0,5.818181818181818,9.130078926812729
4115,2714.0,7.1521739130434785,-5.010869565217392,1595.0,2023.0,2.5,63828.125,71499.99999999991,714.0,-65.0,1.981707317073171,3.0,3.0,10731236.0,0.07326007326007326,1.7378048780487807,-225.0,-57.0,6.859756097560976,0.013986013986014003,0.013986013986014003,714.0,-104.0,0.49760765550239233,1188.0,-8.516746411483254,1780.0,5.684210526315789,9.083633935933438
4116,2713.0,7.0978260869565215,-5.0,1600.0,2024.0,2.4891304347826084,63833.0078125,79026.31578947355,711.0,-67.0,2.0426829268292686,3.0,3.0,10731396.0,0.07814407814407814,1.5243902439024393,-209.0,-50.0,6.371951219512196,0.012654012654012677,0.012654012654012677,711.0,-96.0,0.4593301435406698,1180.0,-8.421052631578947,1760.0,5.645933014354067,9.031882720786491
4117,2717.0,7.043478260869565,-5.043478260869565,1605.0,2010.0,2.641304347826087,63837.890625,71499.99999999991,714.0,-87.0,2.6524390243902443,3.0,3.0,10731556.0,0.08302808302808302,1.4634146341463417,-206.0,-48.0,6.2804878048780495,0.013986013986014003,0.013986013986014003,714.0,-100.0,0.4784688995215311,1168.0,-8.516746411483254,1780.0,5.588516746411483,9.056696287115464
4118,2715.0,7.032608695652174,-5.021739130434782,1606.0,2021.0,2.5217391304347827,63842.7734375,73844.26229508186,713.0,-80.0,2.439024390243903,3.0,3.0,10731716.0,0.0879120879120879,1.707317073170732,-194.0,-56.0,5.914634146341464,0.013542013542013561,0.01354201354201356,713.0,-108.0,0.5167464114832536,1184.0,-8.47846889952153,1772.0,5.665071770334928,9.001922972469183
4119,2712.0,7.0978260869565215,-4.989130434782608,1600.0,2020.0,2.532608695652174,63847.65625,71499.99999999991,714.0,-84.0,2.5609756097560976,3.0,3.0,10731876.0,0.0927960927960928,1.8597560975609757,-206.0,-61.0,6.2804878048780495,0.013986013986014003,0.013986013986014003,714.0,-112.0,0.5358851674641149,1188.0,-8.459330143540669,1768.0,5.684210526315789,9.037956874274608
4120,2710.0,7.163043478260869,-4.967391304347826,1594.0,2018.0,2.5543478260869565,63852.5390625,73844.26229508186,713.0,-77.0,2.347560975609756,3.0,3.0,10732036.0,0.09768009768009768,1.707317073170732,-247.0,-56.0,7.5304878048780495,0.013542013542013561,0.01354201354201356,713.0,-116.0,0.5550239234449761,1200.0,-8.401913875598085,1756.0,5.741626794258373,9.083438834417345
4121,2715.0,7.141304347826087,-5.021739130434782,1596.0,2014.0,2.5978260869565215,63857.421875,79026.31578947355,711.0,-72.0,2.1951219512195124,3.0,3.0,10732196.0,0.10256410256410256,1.1890243902439026,-275.0,-39.0,8.384146341463415,0.012654012654012677,0.012654012654012677,711.0,-116.0,0.5550239234449761,1200.0,-8.344497607655502,1744.0,5.741626794258373,9.108501087472707
4122,2708.0,7.1521739130434785,-4.945652173913043,1595.0,2014.0,2.5978260869565215,63862.3046875,79026.31578947355,711.0,-71.0,2.164634146341464,3.0,3.0,10732356.0,0.10744810744810745,1.0365853658536586,-307.0,-34.0,9.359756097560977,0.012654012654012677,0.012654012654012677,711.0,-164.0,0.784688995215311,1176.0,-8.325358851674642,1740.0,5.626794258373206,9.075338422660739
4123,2707.0,7.043478260869565,-4.934782608695652,1605.0,2007.0,2.6739130434782608,63867.1875,84990.56603773567,709.0,-76.0,2.3170731707317076,3.0,3.0,10732516.0,0.11233211233211234,0.7621951219512196,-333.0,-25.0,10.152439024390246,0.011766011766011792,0.01176601176601179,709.0,-156.0,0.7464114832535885,1168.0,-8.47846889952153,1772.0,5.588516746411483,9.00624651952801
4124,2698.0,7.032608695652174,-4.83695652173913,1606.0,2007.0,2.6739130434782608,63872.0703125,84990.56603773567,709.0,-68.0,2.073170731707317,3.0,3.0,10732676.0,0.11721611721611722,0.8841463414634148,-352.0,-29.0,10.731707317073171,0.011766011766011792,0.01176601176601179,709.0,-152.0,0.7272727272727273,1168.0,-8.401913875598085,1756.0,5.588516746411483,8.944470047098399
4125,2711.0,7.021739130434782,-4.978260869565217,1607.0,2006.0,2.684782608695652,63876.953125,76347.45762711852,712.0,-81.0,2.4695121951219514,3.0,3.0,10732836.0,0.1221001221001221,0.5182926829268293,-363.0,-17.0,11.067073170731708,0.013098013098013119,0.013098013098013117,712.0,-140.0,0.6698564593301435,1168.0,-8.382775119617225,1752.0,5.588516746411483,9.016427194697348
4126,2704.0,7.010869565217391,-4.9021739130434785,1608.0,2003.0,2.717391304347826,63881.8359375,79026.31578947355,711.0,-65.0,1.981707317073171,3.0,3.0,10732996.0,0.12698412698412698,0.39634146341463417,-371.0,-13.0,11.310975609756099,0.012654012654012677,0.012654012654012677,711.0,-140.0,0.6698564593301435,1164.0,-8.30622009569378,1736.0,5.569377990430622,8.97595770016552
4127,2704.0,6.978260869565217,-4.9021739130434785,1611.0,2000.0,2.75,63886.71875,79026.31578947355,711.0,-61.0,1.8597560975609757,3.0,3.0,10733156.0,0.13186813186813187,-0.1829268292682927,-384.0,6.0,11.707317073170733,0.012654012654012677,0.012654012654012677,711.0,-160.0,0.7655502392344498,1152.0,-8.30622009569378,1736.0,5.511961722488038,8.960465045823744
4128,2708.0,6.891304347826087,-4.945652173913043,1619.0,2004.0,2.7065217391304346,63891.6015625,76347.45762711852,712.0,-61.0,1.8597560975609757,3.0,3.0,10733316.0,0.13675213675213677,-0.27439024390243905,-366.0,9.0,11.158536585365855,0.013098013098013119,0.013098013098013117,712.0,-180.0,0.8612440191387559,1128.0,-8.325358851674642,1740.0,5.3971291866028706,8.903640320907128
4129,2707.0,6.83695652173913,-4.934782608695652,1624.0,2004.0,2.7065217391304346,63896.484375,76347.45762711852,712.0,-55.0,1.676829268292683,3.0,3.0,10733476.0,0.14163614163614163,-0.6097560975609757,-356.0,20.0,10.853658536585368,0.013098013098013119,0.013098013098013117,712.0,-164.0,0.784688995215311,1128.0,-8.344497607655502,1744.0,5.3971291866028706,8.855580940831715
4130,2706.0,6.826086956521739,-4.923913043478261,1625.0,2003.0,2.717391304347826,63901.3671875,76347.45762711852,712.0,-47.0,1.4329268292682928,3.0,3.0,10733636.0,0.14652014652014653,-0.5182926829268293,-321.0,17.0,9.786585365853659,0.013098013098013119,0.013098013098013117,712.0,-152.0,0.7272727272727273,1116.0,-8.401913875598085,1756.0,5.339712918660287,8.84446710088724
4131,2703.0,6.804347826086956,-4.891304347826087,1627.0,2004.0,2.7065217391304346,63906.25,79026.31578947355,711.0,-54.0,1.6463414634146343,3.0,3.0,10733796.0,0.1514041514041514,-0.7317073170731708,-284.0,24.0,8.658536585365855,0.012654012654012677,0.012654012654012677,711.0,-156.0,0.7464114832535885,1112.0,-8.30622009569378,1736.0,5.320574162679426,8.806206191421042
4132,2697.0,6.815217391304348,-4.826086956521739,1626.0,2005.0,2.6956521739130435,63911.1328125,76347.45762711852,712.0,-39.0,1.1890243902439026,3.0,3.0,10733956.0,0.1562881562881563,-0.9756097560975611,-232.0,32.0,7.073170731707318,0.013098013098013119,0.013098013098013117,712.0,-140.0,0.6698564593301435,1152.0,-8.363636363636363,1748.0,5.511961722488038,8.775240398152555
4133,2706.0,6.923913043478261,-4.923913043478261,1616.0,2003.0,2.717391304347826,63916.015625,71499.99999999991,714.0,-42.0,1.2804878048780488,3.0,3.0,10734116.0,0.16117216117216118,-0.853658536585366,-205.0,28.0,6.250000000000001,0.013986013986014003,0.013986013986014003,714.0,-124.0,0.5933014354066986,1156.0,-8.325358851674642,1740.0,5.5311004784688995,8.920185367711195
4134,2710.0,6.945652173913043,-4.967391304347826,1614.0,2014.0,2.5978260869565215,63920.8984375,79026.31578947355,711.0,-34.0,1.0365853658536586,3.0,3.0,10734276.0,0.16605616605616605,-0.9451219512195123,-178.0,31.0,5.426829268292684,0.012654012654012677,0.012654012654012677,711.0,-136.0,0.6507177033492823,1152.0,-8.421052631578947,1760.0,5.511961722488038,8.925567817767405
4135,2712.0,6.989130434782608,-4.989130434782608,1610.0,2014.0,2.5978260869565215,63925.78125,79026.31578947355,711.0,-38.0,1.1585365853658538,3.0,3.0,10734436.0,0.17094017094017094,-0.8231707317073171,-137.0,27.0,4.176829268292684,0.012654012654012677,0.012654012654012677,711.0,-120.0,0.5741626794258373,1160.0,-8.421052631578947,1760.0,5.55023923444976,8.97151420373119
4136,2709.0,6.967391304347826,-4.956521739130435,1612.0,2015.0,2.5869565217391304,63930.6640625,79026.31578947355,711.0,-32.0,0.9756097560975611,3.0,3.0,10734596.0,0.1758241758241758,-0.7926829268292683,-117.0,26.0,3.5670731707317076,0.012654012654012677,0.012654012654012677,711.0,-124.0,0.5933014354066986,1152.0,-8.47846889952153,1772.0,5.511961722488038,8.933308087362873
4137,2725.0,7.032608695652174,-5.130434782608695,1606.0,2011.0,2.630434782608696,63935.546875,76347.45762711852,712.0,-37.0,1.128048780487805,3.0,3.0,10734756.0,0.1807081807081807,-1.0060975609756098,-88.0,33.0,2.682926829268293,0.013098013098013119,0.013098013098013117,712.0,-116.0,0.5550239234449761,1164.0,-8.440191387559809,1764.0,5.569377990430622,9.093851399177433
4138,2719.0,7.130434782608695,-5.065217391304348,1597.0,2024.0,2.4891304347826084,63940.4296875,79026.31578947355,711.0,-33.0,1.0060975609756098,3.0,3.0,10734916.0,0.1855921855921856,-0.48780487804878053,-63.0,16.0,1.9207317073170733,0.012654012654012677,0.012654012654012677,711.0,-112.0,0.5358851674641149,1172.0,-8.459330143540669,1768.0,5.607655502392344,9.093695493668621
4139,2726.0,7.054347826086956,-5.141304347826087,1604.0,2024.0,2.4891304347826084,63945.3125,91928.57142857119,707.0,-24.0,0.7317073170731708,3.0,3.0,10735076.0,0.19047619047619047,-0.5487804878048781,-46.0,18.0,1.402439024390244,0.010878010878010906,0.010878010878010906,707.0,-108.0,0.5167464114832536,1180.0,-8.535885167464114,1784.0,5.645933014354067,9.077037180146077
4140,2721.0,7.054347826086956,-5.08695652173913,1604.0,2028.0,2.4456521739130435,63950.1953125,79026.31578947355,711.0,-26.0,0.7926829268292683,3.0,3.0,10735236.0,0.19536019536019536,-0.39634146341463417,-38.0,13.0,1.1585365853658538,0.012654012654012677,0.012654012654012677,711.0,-112.0,0.5358851674641149,1184.0,-8.459330143540669,1768.0,5.665071770334928,9.034498572762498
4141,2715.0,7.065217391304348,-5.021739130434782,1603.0,2025.0,2.4782608695652173,63955.078125,79026.31578947355,711.0,-18.0,0.5487804878048781,3.0,3.0,10735396.0,0.20024420024420025,-0.2134146341463415,-41.0,7.0,1.2500000000000002,0.012654012654012677,0.012654012654012677,711.0,-120.0,0.5741626794258373,1164.0,-8.459330143540669,1768.0,5.569377990430622,9.015372295038484
4142,2713.0,7.065217391304348,-5.0,1603.0,2019.0,2.543478260869565,63959.9609375,79026.31578947355,711.0,-16.0,0.48780487804878053,3.0,3.0,10735556.0,0.20512820512820512,-0.030487804878048783,-40.0,1.0,1.2195121951219514,0.012654012654012677,0.012654012654012677,711.0,-128.0,0.6124401913875598,1164.0,-8.459330143540669,1768.0,5.569377990430622,9.021451016876691
4143,2713.0,7.054347826086956,-5.0,1604.0,2023.0,2.5,63964.84375,79026.31578947355,711.0,2.0,-0.06097560975609757,3.0,3.0,10735716.0,0.21001221001221002,-0.12195121951219513,-35.0,4.0,1.0670731707317074,0.012654012654012677,0.012654012654012677,711.0,-132.0,0.631578947368421,1188.0,-8.47846889952153,1772.0,5.684210526315789,9.000767925650441
4144,2717.0,7.021739130434782,-5.043478260869565,1607.0,2014.0,2.5978260869565215,63969.7265625,81899.99999999984,710.0,-4.0,0.12195121951219513,3.0,3.0,10735876.0,0.2148962148962149,-0.12195121951219513,-44.0,4.0,1.3414634146341464,0.012210012210012234,0.012210012210012234,710.0,-124.0,0.5933014354066986,1184.0,-8.516746411483254,1780.0,5.665071770334928,9.027191908994443
4145,2717.0,7.032608695652174,-5.043478260869565,1606.0,2014.0,2.5978260869565215,63974.609375,76347.45762711852,712.0,7.0,-0.2134146341463415,3.0,3.0,10736036.0,0.21978021978021978,-0.12195121951219513,-70.0,4.0,2.1341463414634148,0.013098013098013119,0.013098013098013117,712.0,-124.0,0.5933014354066986,1172.0,-8.47846889952153,1772.0,5.607655502392344,9.035649307719854
4146,2711.0,7.0,-4.978260869565217,1609.0,2010.0,2.641304347826087,63979.4921875,76347.45762711852,712.0,7.0,-0.2134146341463415,3.0,3.0,10736196.0,0.22466422466422467,-0.1829268292682927,-81.0,6.0,2.4695121951219514,0.013098013098013119,0.013098013098013117,712.0,-144.0,0.6889952153110047,1172.0,-8.497607655502392,1776.0,5.607655502392344,8.98663284791858
4147,2711.0,7.032608695652174,-4.978260869565217,1606.0,2007.0,2.6739130434782608,63984.375,73844.26229508186,713.0,11.0,-0.3353658536585366,3.0,3.0,10736356.0,0.22954822954822954,-0.09146341463414635,-95.0,3.0,2.8963414634146343,0.013542013542013561,0.01354201354201356,713.0,-156.0,0.7464114832535885,1160.0,-8.421052631578947,1760.0,5.55023923444976,9.021667102907864
4148,2715.0,6.989130434782608,-5.021739130434782,1610.0,2006.0,2.684782608695652,63989.2578125,84990.56603773567,709.0,19.0,-0.5792682926829269,3.0,3.0,10736516.0,0.23443223443223443,-0.30487804878048785,-95.0,10.0,2.8963414634146343,0.011766011766011792,0.01176601176601179,709.0,-152.0,0.7272727272727273,1164.0,-8.516746411483254,1780.0,5.569377990430622,9.015201926995259
4149,2713.0,6.956521739130435,-5.0,1613.0,1995.0,2.8043478260869565,63994.140625,67231.34328358203,716.0,22.0,-0.6707317073170732,3.0,3.0,10736676.0,0.23931623931623933,-0.3353658536585366,-99.0,11.0,3.0182926829268295,0.014874014874014888,0.014874014874014886,716.0,-140.0,0.6698564593301435,1144.0,-8.382775119617225,1752.0,5.473684210526316,9.01429761194254
4150,2709.0,6.978260869565217,-4.956521739130435,1611.0,2005.0,2.6956521739130435,63999.0234375,81899.99999999984,710.0,11.0,-0.3353658536585366,3.0,3.0,10736836.0,0.2442002442002442,-0.24390243902439027,-91.0,8.0,2.7743902439024395,0.012210012210012234,0.012210012210012234,710.0,-148.0,0.708133971291866,1164.0,-8.440191387559809,1764.0,5.569377990430622,8.973838262243186
4151,2712.0,6.978260869565217,-4.989130434782608,1611.0,2007.0,2.6739130434782608,64003.90625,69299.99999999993,715.0,17.0,-0.5182926829268293,3.0,3.0,10736996.0,0.2490842490842491,-0.27439024390243905,-85.0,9.0,2.5914634146341466,0.014430014430014446,0.014430014430014446,715.0,-128.0,0.6124401913875598,1180.0,-8.401913875598085,1756.0,5.645933014354067,8.985396942988237
4152,2714.0,7.043478260869565,-5.010869565217392,1605.0,2008.0,2.6630434782608696,64008.7890625,73844.26229508186,713.0,22.0,-0.6707317073170732,3.0,3.0,10737156.0,0.25396825396825395,-0.24390243902439027,-73.0,8.0,2.2256097560975614,0.013542013542013561,0.01354201354201356,713.0,-136.0,0.6507177033492823,1184.0,-8.401913875598085,1756.0,5.665071770334928,9.044954415477827
4153,2713.0,7.076086956521739,-5.0,1602.0,2010.0,2.641304347826087,64013.671875,79026.31578947355,711.0,19.0,-0.5792682926829269,3.0,3.0,10737316.0,0.2588522588522589,0.06097560975609757,-59.0,-2.0,1.7987804878048783,0.012654012654012677,0.012654012654012677,711.0,-136.0,0.6507177033492823,1160.0,-8.516746411483254,1780.0,5.55023923444976,9.05800724630435
4154,2717.0,7.130434782608695,-5.043478260869565,1597.0,2017.0,2.5652173913043477,64018.5546875,81899.99999999984,710.0,14.0,-0.426829268292683,3.0,3.0,10737476.0,0.26373626373626374,-0.15243902439024393,-43.0,5.0,1.3109756097560976,0.012210012210012234,0.012210012210012234,710.0,-124.0,0.5933014354066986,1180.0,-8.555023923444976,1788.0,5.645933014354067,9.102753068250841
4155,2718.0,7.08695652173913,-5.054347826086956,1601.0,2013.0,2.608695652173913,64023.4375,84990.56603773567,709.0,11.0,-0.3353658536585366,3.0,3.0,10737636.0,0.2686202686202686,-0.09146341463414635,-21.0,3.0,0.6402439024390244,0.011766011766011792,0.01176601176601179,709.0,-136.0,0.6507177033492823,1188.0,-8.516746411483254,1780.0,5.684210526315789,9.087171050099244
4156,2721.0,7.08695652173913,-5.08695652173913,1601.0,2011.0,2.630434782608696,64028.3203125,76347.45762711852,712.0,7.0,-0.2134146341463415,3.0,3.0,10737796.0,0.27350427350427353,0.09146341463414635,-6.0,-3.0,0.1829268292682927,0.013098013098013119,0.013098013098013117,712.0,-132.0,0.631578947368421,1188.0,-8.497607655502392,1776.0,5.684210526315789,9.111600657438995
4157,2720.0,7.08695652173913,-5.076086956521739,1601.0,2010.0,2.641304347826087,64033.203125,73844.26229508186,713.0,2.0,-0.06097560975609757,3.0,3.0,10737956.0,0.2783882783882784,0.0,4.0,0.0,-0.12195121951219513,0.013542013542013561,0.01354201354201356,713.0,-148.0,0.708133971291866,1184.0,-8.535885167464114,1784.0,5.665071770334928,9.10868268132313
4158,2722.0,7.195652173913043,-5.0978260869565215,1591.0,2008.0,2.6630434782608696,64038.0859375,79026.31578947355,711.0,-8.0,0.24390243902439027,3.0,3.0,10738116.0,0.28327228327228327,-0.06097560975609757,7.0,2.0,-0.2134146341463415,0.012654012654012677,0.012654012654012677,711.0,-140.0,0.6698564593301435,1176.0,-8.516746411483254,1780.0,5.626794258373206,9.211788186226478
4159,2715.0,7.141304347826087,-5.021739130434782,1596.0,2010.0,2.641304347826087,64042.96875,88323.5294117645,708.0,0.0,0.0,3.0,3.0,10738276.0,0.28815628815628813,-0.09146341463414635,4.0,3.0,-0.12195121951219513,0.01132201132201135,0.011322011322011348,708.0,-144.0,0.6889952153110047,1188.0,-8.61244019138756,1800.0,5.684210526315789,9.120996674720622
4160,2721.0,7.119565217391304,-5.08695652173913,1598.0,2002.0,2.7282608695652173,64047.8515625,79026.31578947355,711.0,-11.0,0.3353658536585366,3.0,3.0,10738436.0,0.29304029304029305,-0.06097560975609757,-5.0,2.0,0.15243902439024393,0.012654012654012677,0.012654012654012677,711.0,-164.0,0.784688995215311,1196.0,-8.497607655502392,1776.0,5.722488038277512,9.165628342408015
4161,2718.0,7.108695652173913,-5.054347826086956,1599.0,2009.0,2.652173913043478,64052.734375,76347.45762711852,712.0,-20.0,0.6097560975609757,3.0,3.0,10738596.0,0.2979242979242979,-0.12195121951219513,-19.0,4.0,0.5792682926829269,0.013098013098013119,0.013098013098013117,712.0,-144.0,0.6889952153110047,1176.0,-8.535885167464114,1784.0,5.626794258373206,9.11668866899241
4162,2712.0,7.108695652173913,-4.989130434782608,1599.0,2005.0,2.6956521739130435,64057.6171875,76347.45762711852,712.0,-25.0,0.7621951219512196,3.0,3.0,10738756.0,0.3028083028083028,-0.24390243902439027,-21.0,8.0,0.6402439024390244,0.013098013098013119,0.013098013098013117,712.0,-148.0,0.708133971291866,1184.0,-8.47846889952153,1772.0,5.665071770334928,9.093487615498935
4163,2706.0,7.130434782608695,-4.923913043478261,1597.0,2005.0,2.6956521739130435,64062.5,79026.31578947355,711.0,-24.0,0.7317073170731708,3.0,3.0,10738916.0,0.3076923076923077,-0.12195121951219513,-34.0,4.0,1.0365853658536586,0.012654012654012677,0.012654012654012677,711.0,-144.0,0.6889952153110047,1192.0,-8.325358851674642,1740.0,5.70334928229665,9.074941349204048
4164,2699.0,7.141304347826087,-4.8478260869565215,1596.0,2003.0,2.717391304347826,64067.3828125,76347.45762711852,712.0,-26.0,0.7926829268292683,3.0,3.0,10739076.0,0.3125763125763126,-0.39634146341463417,-55.0,13.0,1.676829268292683,0.013098013098013119,0.013098013098013117,712.0,-156.0,0.7464114832535885,1220.0,-8.325358851674642,1740.0,5.837320574162679,9.048970165637696
4165,2707.0,7.239130434782608,-4.934782608695652,1587.0,1996.0,2.793478260869565,64072.265625,71499.99999999991,714.0,-38.0,1.1585365853658538,3.0,3.0,10739236.0,0.31746031746031744,-0.6097560975609757,-87.0,20.0,2.6524390243902443,0.013986013986014003,0.013986013986014003,714.0,-144.0,0.6889952153110047,1232.0,-8.440191387559809,1764.0,5.894736842105263,9.195684294321536
4166,2713.0,7.25,-5.0,1586.0,2004.0,2.7065217391304346,64077.1484375,76347.45762711852,712.0,-37.0,1.128048780487805,3.0,3.0,10739396.0,0.32234432234432236,-0.7926829268292683,-119.0,26.0,3.628048780487805,0.013098013098013119,0.013098013098013117,712.0,-144.0,0.6889952153110047,1224.0,-8.421052631578947,1760.0,5.85645933014354,9.213455373766436
