,Accel_LN_X_UNCAL,Accel_LN_X_CAL,Accel_LN_Y_CAL,Accel_LN_Y_UNCAL,Accel_LN_Z_UNCAL,Accel_LN_Z_CAL,System_Timestamp_Plot_Zeroed_CAL,GSR_Skin_Resistance_CAL,GSR_Skin_Resistance_UNCAL,Gyro_Z_CAL,Gyro_Z_UNCAL,GSR_Range_CAL,GSR_Range_UNCAL,Timestamp_UNCAL,Timestamp_CAL,Gyro_X_UNCAL,Gyro_X_CAL,Gyro_Y_UNCAL,Gyro_Y_CAL,GSR_Skin_Conductance_UNCAL,GSR_Skin_Conductance_CAL,GSR_Skin_Conductance_CAL,Accel_WR_Z_UNCAL,Accel_WR_Z_CAL,Accel_WR_Y_CAL,Accel_WR_Y_UNCAL,Accel_WR_X_UNCAL,Accel_WR_X_CAL,Resultant_Accel
2823,1278.0,3.184782608695652,10.597826086956522,1960.0,1816.0,4.75,29545.8984375,79026.31578947355,711.0,0.15243902439024393,-5.0,3.0,3.0,8169393.0,3.7655677655677655,-60.0,-0.06097560975609757,2.0,1.829268292682927,711.0,0.012654012654012677,0.012654012654012677,-620.0,2.9665071770334928,9.263157894736842,328.0,-1936.0,1.569377990430622,12.042394198581379
2824,1279.0,3.1304347826086953,10.58695652173913,1965.0,1815.0,4.760869565217392,29550.78125,76347.45762711852,712.0,-0.24390243902439027,8.0,3.0,3.0,8169553.0,3.7704517704517704,-64.0,0.09146341463414635,-3.0,1.9512195121951221,712.0,0.013098013098013119,0.013098013098013117,-624.0,2.985645933014354,9.39712918660287,316.0,-1964.0,1.5119617224880382,12.022859449331273
2825,1279.0,3.2065217391304346,10.58695652173913,1958.0,1815.0,4.760869565217392,29555.6640625,79026.31578947355,711.0,-0.06097560975609757,2.0,3.0,3.0,8169713.0,3.7753357753357752,-60.0,0.426829268292683,-14.0,1.829268292682927,711.0,0.012654012654012677,0.012654012654012677,-624.0,2.985645933014354,9.358851674641148,336.0,-1956.0,1.6076555023923444,12.042894547147876
2826,1278.0,3.2065217391304346,10.597826086956522,1958.0,1816.0,4.75,29560.546875,81899.99999999984,710.0,-0.6097560975609757,20.0,3.0,3.0,8169873.0,3.78021978021978,-51.0,0.15243902439024393,-5.0,1.5548780487804879,710.0,0.012210012210012234,0.012210012210012234,-624.0,2.985645933014354,9.37799043062201,328.0,-1960.0,1.569377990430622,12.048161661967034
2827,1278.0,3.184782608695652,10.597826086956522,1960.0,1818.0,4.728260869565217,29565.4296875,79026.31578947355,711.0,-0.5792682926829269,19.0,3.0,3.0,8170033.0,3.785103785103785,-47.0,0.09146341463414635,-3.0,1.4329268292682928,711.0,0.012654012654012677,0.012654012654012677,-624.0,2.985645933014354,9.358851674641148,324.0,-1956.0,1.5502392344497606,12.033836000406856
2828,1277.0,3.184782608695652,10.608695652173912,1960.0,1817.0,4.739130434782608,29570.3125,79026.31578947355,711.0,-0.7621951219512196,25.0,3.0,3.0,8170193.0,3.78998778998779,-41.0,-0.09146341463414635,3.0,1.2500000000000002,711.0,0.012654012654012677,0.012654012654012677,-628.0,3.004784688995215,9.435406698564593,336.0,-1972.0,1.6076555023923444,12.047681145473048
2829,1275.0,3.184782608695652,10.630434782608695,1960.0,1817.0,4.739130434782608,29575.1953125,79026.31578947355,711.0,-0.9451219512195123,31.0,3.0,3.0,8170353.0,3.7948717948717947,-40.0,0.12195121951219513,-4.0,1.2195121951219514,711.0,0.012654012654012677,0.012654012654012677,-616.0,2.9473684210526314,9.39712918660287,324.0,-1964.0,1.5502392344497606,12.066828133765304
2830,1278.0,3.2282608695652173,10.597826086956522,1956.0,1813.0,4.782608695652174,29580.078125,79026.31578947355,711.0,-0.9756097560975611,32.0,3.0,3.0,8170513.0,3.7997557997557996,-32.0,-0.1829268292682927,6.0,0.9756097560975611,711.0,0.012654012654012677,0.012654012654012677,-616.0,2.9473684210526314,9.416267942583731,328.0,-1968.0,1.569377990430622,12.066852611475369
2831,1275.0,3.2391304347826084,10.630434782608695,1955.0,1821.0,4.695652173913043,29584.9609375,79026.31578947355,711.0,-0.7926829268292683,26.0,3.0,3.0,8170673.0,3.8046398046398044,-27.0,-0.030487804878048783,1.0,0.8231707317073171,711.0,0.012654012654012677,0.012654012654012677,-632.0,3.0239234449760763,9.416267942583731,336.0,-1968.0,1.6076555023923444,12.064296870485492
2832,1273.0,3.25,10.652173913043478,1954.0,1812.0,4.793478260869565,29589.84375,73844.26229508186,713.0,-0.8231707317073171,27.0,3.0,3.0,8170833.0,3.8095238095238093,-24.0,-0.030487804878048783,1.0,0.7317073170731708,713.0,0.013542013542013561,0.01354201354201356,-628.0,3.004784688995215,9.454545454545455,340.0,-1976.0,1.6267942583732056,12.12471619920042
2833,1276.0,3.2717391304347827,10.619565217391305,1952.0,1819.0,4.717391304347826,29594.7265625,84990.56603773567,709.0,-0.7926829268292683,26.0,3.0,3.0,8170993.0,3.8144078144078146,-18.0,-0.030487804878048783,1.0,0.5487804878048781,709.0,0.011766011766011792,0.01176601176601179,-620.0,2.9665071770334928,9.435406698564593,348.0,-1972.0,1.6650717703349283,12.072001617891784
2834,1277.0,3.3152173913043477,10.608695652173912,1948.0,1819.0,4.717391304347826,29599.609375,79026.31578947355,711.0,-0.8841463414634148,29.0,3.0,3.0,8171153.0,3.8192918192918195,-12.0,0.2134146341463415,-7.0,0.3658536585365854,711.0,0.012654012654012677,0.012654012654012677,-612.0,2.92822966507177,9.435406698564593,352.0,-1972.0,1.6842105263157894,12.07430621238326
2835,1274.0,3.3478260869565215,10.641304347826086,1945.0,1828.0,4.619565217391305,29604.4921875,81899.99999999984,710.0,-0.8231707317073171,27.0,3.0,3.0,8171313.0,3.8241758241758244,-22.0,0.15243902439024393,-5.0,0.6707317073170732,710.0,0.012210012210012234,0.012210012210012234,-616.0,2.9473684210526314,9.37799043062201,356.0,-1960.0,1.7033492822966507,12.074174113756209
