,Accel_LN_X_UNCAL,Accel_LN_X_CAL,Accel_LN_Y_UNCAL,Accel_LN_Y_CAL,Accel_LN_Z_CAL,Accel_LN_Z_UNCAL,System_Timestamp_Plot_Zeroed_CAL,GSR_Skin_Resistance_CAL,GSR_Skin_Resistance_UNCAL,Gyro_Z_UNCAL,Gyro_Z_CAL,GSR_Range_CAL,GSR_Range_UNCAL,Timestamp_CAL,Timestamp_UNCAL,Gyro_X_UNCAL,Gyro_X_CAL,Gyro_Y_UNCAL,Gyro_Y_CAL,GSR_Skin_Conductance_UNCAL,GSR_Skin_Conductance_CAL,GSR_Skin_Conductance_CAL,Accel_WR_Z_UNCAL,Accel_WR_Z_CAL,Accel_WR_Y_UNCAL,Accel_WR_Y_CAL,Accel_WR_X_CAL,Accel_WR_X_UNCAL,Resultant_Accel
4110,1922.0,4.271739130434782,1860.0,3.5978260869565215,10.652173913043478,1273.0,35942.3828125,79026.31578947355,711.0,6.0,-0.1829268292682927,3.0,3.0,0.04884004884004884,12024240.0,-52.0,0.09146341463414635,-3.0,1.5853658536585367,711.0,0.012654012654012677,0.012654012654012677,-1908.0,9.129186602870814,540.0,1.3779904306220094,2.5837320574162677,-288.0,12.027506675292123
4111,1922.0,4.228260869565217,1864.0,3.5978260869565215,10.652173913043478,1273.0,35947.265625,79026.31578947355,711.0,0.0,0.0,3.0,3.0,0.05372405372405373,12024400.0,-49.0,-0.09146341463414635,3.0,1.4939024390243905,711.0,0.012654012654012677,0.012654012654012677,-1924.0,9.205741626794259,564.0,1.416267942583732,2.6985645933014353,-296.0,12.012133516024758
4112,1924.0,4.184782608695652,1868.0,3.5760869565217392,10.695652173913043,1269.0,35952.1484375,79026.31578947355,711.0,3.0,-0.09146341463414635,3.0,3.0,0.05860805860805861,12024560.0,-50.0,-0.09146341463414635,3.0,1.5243902439024393,711.0,0.012654012654012677,0.012654012654012677,-1932.0,9.24401913875598,548.0,1.4736842105263157,2.6220095693779903,-308.0,12.029038981896157
4113,1920.0,4.184782608695652,1868.0,3.619565217391304,10.641304347826086,1274.0,35957.03125,76347.45762711852,712.0,-5.0,0.15243902439024393,3.0,3.0,0.06349206349206349,12024720.0,-47.0,-0.15243902439024393,5.0,1.4329268292682928,712.0,0.013098013098013117,0.013098013098013119,-1924.0,9.205741626794259,552.0,1.4354066985645932,2.6411483253588517,-300.0,11.993790729708973
4114,1919.0,4.228260869565217,1864.0,3.6304347826086953,10.66304347826087,1272.0,35961.9140625,73844.26229508186,713.0,-3.0,0.09146341463414635,3.0,3.0,0.06837606837606838,12024880.0,-50.0,0.0,0.0,1.5243902439024393,713.0,0.01354201354201356,0.013542013542013561,-1948.0,9.320574162679426,552.0,1.4545454545454546,2.6411483253588517,-304.0,12.031572753017501
4115,1917.0,4.239130434782608,1863.0,3.652173913043478,10.67391304347826,1271.0,35966.796875,79026.31578947355,711.0,2.0,-0.06097560975609757,3.0,3.0,0.07326007326007326,12025040.0,-46.0,-0.06097560975609757,2.0,1.402439024390244,711.0,0.012654012654012677,0.012654012654012677,-1916.0,9.167464114832535,564.0,1.4545454545454546,2.6985645933014353,-304.0,12.051598267198871
4116,1915.0,4.173913043478261,1869.0,3.6739130434782608,10.684782608695652,1270.0,35971.6796875,76347.45762711852,712.0,-3.0,0.09146341463414635,3.0,3.0,0.07814407814407814,12025200.0,-44.0,-0.1829268292682927,6.0,1.3414634146341464,712.0,0.013098013098013117,0.013098013098013119,-1920.0,9.186602870813397,572.0,1.4736842105263157,2.736842105263158,-308.0,12.045072292877396
4117,1922.0,4.260869565217392,1861.0,3.5978260869565215,10.717391304347826,1267.0,35976.5625,71499.99999999991,714.0,5.0,-0.15243902439024393,3.0,3.0,0.08302808302808302,12025360.0,-43.0,-0.09146341463414635,3.0,1.3109756097560976,714.0,0.013986013986014003,0.013986013986014003,-1932.0,9.24401913875598,556.0,1.5119617224880382,2.660287081339713,-316.0,12.081466731084067
4118,1923.0,4.239130434782608,1863.0,3.5869565217391304,10.66304347826087,1272.0,35981.4453125,79026.31578947355,711.0,0.0,0.0,3.0,3.0,0.0879120879120879,12025520.0,-38.0,-0.12195121951219513,4.0,1.1585365853658538,711.0,0.012654012654012677,0.012654012654012677,-1916.0,9.167464114832535,568.0,1.492822966507177,2.7177033492822966,-312.0,12.022353353284403
4119,1925.0,4.260869565217392,1861.0,3.5652173913043477,10.66304347826087,1272.0,35986.328125,79026.31578947355,711.0,-6.0,0.1829268292682927,3.0,3.0,0.0927960927960928,12025680.0,-53.0,-0.27439024390243905,9.0,1.6158536585365855,711.0,0.012654012654012677,0.012654012654012677,-1928.0,9.224880382775119,564.0,1.4545454545454546,2.6985645933014353,-304.0,12.023571878536615
4120,1920.0,4.25,1862.0,3.619565217391304,10.619565217391305,1276.0,35991.2109375,79026.31578947355,711.0,0.0,0.0,3.0,3.0,0.09768009768009768,12025840.0,-42.0,-0.1829268292682927,6.0,1.2804878048780488,711.0,0.012654012654012677,0.012654012654012677,-1928.0,9.224880382775119,564.0,1.4545454545454546,2.6985645933014353,-304.0,11.99745463710433
4121,1920.0,4.25,1862.0,3.619565217391304,10.684782608695652,1270.0,35996.09375,79026.31578947355,711.0,-4.0,0.12195121951219513,3.0,3.0,0.10256410256410256,12026000.0,-45.0,-0.24390243902439027,8.0,1.3719512195121952,711.0,0.012654012654012677,0.012654012654012677,-1916.0,9.167464114832535,576.0,1.588516746411483,2.755980861244019,-332.0,12.055220104089102
4122,1920.0,4.25,1862.0,3.619565217391304,10.67391304347826,1271.0,36000.9765625,81899.99999999984,710.0,0.0,0.0,3.0,3.0,0.10744810744810745,12026160.0,-49.0,-0.09146341463414635,3.0,1.4939024390243905,710.0,0.012210012210012234,0.012210012210012234,-1924.0,9.205741626794259,572.0,1.4736842105263157,2.736842105263158,-308.0,12.045587242749285
4123,1919.0,4.228260869565217,1864.0,3.6304347826086953,10.652173913043478,1273.0,36005.859375,79026.31578947355,711.0,-5.0,0.15243902439024393,3.0,3.0,0.11233211233211234,12026320.0,-52.0,-0.2134146341463415,7.0,1.5853658536585367,711.0,0.012654012654012677,0.012654012654012677,-1924.0,9.205741626794259,560.0,1.5119617224880382,2.679425837320574,-316.0,12.02194059898798
4124,1919.0,4.25,1862.0,3.6304347826086953,10.641304347826086,1274.0,36010.7421875,79026.31578947355,711.0,-3.0,0.09146341463414635,3.0,3.0,0.11721611721611722,12026480.0,-49.0,-0.12195121951219513,4.0,1.4939024390243905,711.0,0.012654012654012677,0.012654012654012677,-1916.0,9.167464114832535,576.0,1.4736842105263157,2.755980861244019,-308.0,12.019979822522057
4125,1920.0,4.239130434782608,1863.0,3.619565217391304,10.608695652173912,1277.0,36015.625,79026.31578947355,711.0,-16.0,0.48780487804878053,3.0,3.0,0.1221001221001221,12026640.0,-51.0,-0.030487804878048783,1.0,1.5548780487804879,711.0,0.012654012654012677,0.012654012654012677,-1932.0,9.24401913875598,568.0,1.4545454545454546,2.7177033492822966,-304.0,11.98398525727159
4126,1922.0,4.228260869565217,1864.0,3.5978260869565215,10.652173913043478,1273.0,36020.5078125,79026.31578947355,711.0,0.0,0.0,3.0,3.0,0.12698412698412698,12026800.0,-51.0,-0.1829268292682927,6.0,1.5548780487804879,711.0,0.012654012654012677,0.012654012654012677,-1912.0,9.148325358851674,564.0,1.416267942583732,2.6985645933014353,-296.0,12.012133516024758
4127,1918.0,4.217391304347826,1865.0,3.641304347826087,10.641304347826086,1274.0,36025.390625,79026.31578947355,711.0,-5.0,0.15243902439024393,3.0,3.0,0.13186813186813187,12026960.0,-53.0,-0.15243902439024393,5.0,1.6158536585365855,711.0,0.012654012654012677,0.012654012654012677,-1916.0,9.167464114832535,560.0,1.4736842105263157,2.679425837320574,-308.0,12.011779426485827
4128,1923.0,4.217391304347826,1865.0,3.5869565217391304,10.684782608695652,1270.0,36030.2734375,76347.45762711852,712.0,-5.0,0.15243902439024393,3.0,3.0,0.13675213675213677,12027120.0,-48.0,-0.3658536585365854,12.0,1.4634146341463417,712.0,0.013098013098013117,0.013098013098013119,-1916.0,9.167464114832535,568.0,1.4545454545454546,2.7177033492822966,-304.0,12.034002904184485
4129,1924.0,4.195652173913043,1867.0,3.5760869565217392,10.641304347826086,1274.0,36035.15625,76347.45762711852,712.0,-10.0,0.30487804878048785,3.0,3.0,0.14163614163614163,12027280.0,-55.0,-0.27439024390243905,9.0,1.676829268292683,712.0,0.013098013098013117,0.013098013098013119,-1924.0,9.205741626794259,560.0,1.4545454545454546,2.679425837320574,-304.0,11.984542265273568
4130,1921.0,4.163043478260869,1870.0,3.608695652173913,10.67391304347826,1271.0,36040.0390625,76347.45762711852,712.0,-3.0,0.09146341463414635,3.0,3.0,0.14652014652014653,12027440.0,-51.0,0.030487804878048783,-1.0,1.5548780487804879,712.0,0.013098013098013117,0.013098013098013119,-1916.0,9.167464114832535,560.0,1.3588516746411483,2.679425837320574,-284.0,12.01191221128612
4131,1924.0,4.184782608695652,1868.0,3.5760869565217392,10.76086956521739,1263.0,36044.921875,73844.26229508186,713.0,-7.0,0.2134146341463415,3.0,3.0,0.1514041514041514,12027600.0,-53.0,-0.030487804878048783,1.0,1.6158536585365855,713.0,0.01354201354201356,0.013542013542013561,-1928.0,9.224880382775119,536.0,1.4545454545454546,2.5645933014354068,-304.0,12.087064043938396
4132,1913.0,4.108695652173913,1875.0,3.6956521739130435,10.728260869565217,1266.0,36049.8046875,79026.31578947355,711.0,-2.0,0.06097560975609757,3.0,3.0,0.1562881562881563,12027760.0,-56.0,-0.2134146341463415,7.0,1.707317073170732,711.0,0.012654012654012677,0.012654012654012677,-1936.0,9.263157894736842,564.0,1.416267942583732,2.6985645933014353,-296.0,12.067924686464748
4133,1921.0,4.173913043478261,1869.0,3.608695652173913,10.728260869565217,1266.0,36054.6875,69299.99999999993,715.0,1.0,-0.030487804878048783,3.0,3.0,0.16117216117216118,12027920.0,-49.0,-0.030487804878048783,1.0,1.4939024390243905,715.0,0.014430014430014446,0.014430014430014446,-1924.0,9.205741626794259,552.0,1.4354066985645932,2.6411483253588517,-300.0,12.063988382370942
4134,1923.0,4.130434782608695,1873.0,3.5869565217391304,10.652173913043478,1273.0,36059.5703125,76347.45762711852,712.0,-7.0,0.2134146341463415,3.0,3.0,0.16605616605616605,12028080.0,-50.0,0.06097560975609757,-2.0,1.5243902439024393,712.0,0.013098013098013117,0.013098013098013119,-1936.0,9.263157894736842,544.0,1.3779904306220094,2.602870813397129,-288.0,11.974788418003662
4135,1922.0,4.141304347826087,1872.0,3.5978260869565215,10.684782608695652,1270.0,36064.453125,71499.99999999991,714.0,0.0,0.0,3.0,3.0,0.17094017094017094,12028240.0,-55.0,-0.30487804878048785,10.0,1.676829268292683,714.0,0.013986013986014003,0.013986013986014003,-1924.0,9.205741626794259,560.0,1.4354066985645932,2.679425837320574,-300.0,12.010800708045787
4136,1924.0,4.184782608695652,1868.0,3.5760869565217392,10.684782608695652,1270.0,36069.3359375,76347.45762711852,712.0,-1.0,0.030487804878048783,3.0,3.0,0.1758241758241758,12028400.0,-52.0,-0.09146341463414635,3.0,1.5853658536585367,712.0,0.013098013098013117,0.013098013098013119,-1928.0,9.224880382775119,540.0,1.416267942583732,2.5837320574162677,-296.0,12.019375308131933
4137,1929.0,4.217391304347826,1865.0,3.5217391304347827,10.66304347826087,1272.0,36074.21875,79026.31578947355,711.0,0.0,0.0,3.0,3.0,0.1807081807081807,12028560.0,-48.0,-0.1829268292682927,6.0,1.4634146341463417,711.0,0.012654012654012677,0.012654012654012677,-1924.0,9.205741626794259,548.0,1.4545454545454546,2.6220095693779903,-304.0,11.995396289248049
4138,1920.0,4.217391304347826,1865.0,3.619565217391304,10.684782608695652,1270.0,36079.1015625,81899.99999999984,710.0,3.0,-0.09146341463414635,3.0,3.0,0.1855921855921856,12028720.0,-49.0,0.09146341463414635,-3.0,1.4939024390243905,710.0,0.012210012210012234,0.012210012210012234,-1928.0,9.224880382775119,556.0,1.3779904306220094,2.660287081339713,-288.0,12.043762749739912
4139,1922.0,4.217391304347826,1865.0,3.5978260869565215,10.66304347826087,1272.0,36083.984375,84990.56603773567,709.0,2.0,-0.06097560975609757,3.0,3.0,0.19047619047619047,12028880.0,-47.0,0.09146341463414635,-3.0,1.4329268292682928,709.0,0.01176601176601179,0.011766011766011792,-1924.0,9.205741626794259,544.0,1.4354066985645932,2.602870813397129,-300.0,12.017954825395842
4140,1924.0,4.195652173913043,1867.0,3.5760869565217392,10.66304347826087,1272.0,36088.8671875,76347.45762711852,712.0,2.0,-0.06097560975609757,3.0,3.0,0.19536019536019536,12029040.0,-48.0,-0.030487804878048783,1.0,1.4634146341463417,712.0,0.013098013098013117,0.013098013098013119,-1920.0,9.186602870813397,560.0,1.4354066985645932,2.679425837320574,-300.0,12.003849020391243
4141,1926.0,4.195652173913043,1867.0,3.5543478260869565,10.652173913043478,1273.0,36093.75,73844.26229508186,713.0,0.0,0.0,3.0,3.0,0.20024420024420025,12029200.0,-47.0,-0.2134146341463415,7.0,1.4329268292682928,713.0,0.01354201354201356,0.013542013542013561,-1932.0,9.24401913875598,568.0,1.4354066985645932,2.7177033492822966,-300.0,11.987731007450673
4142,1922.0,4.228260869565217,1864.0,3.5978260869565215,10.67391304347826,1271.0,36098.6328125,79026.31578947355,711.0,-3.0,0.09146341463414635,3.0,3.0,0.20512820512820512,12029360.0,-53.0,-0.09146341463414635,3.0,1.6158536585365855,711.0,0.012654012654012677,0.012654012654012677,-1920.0,9.186602870813397,560.0,1.3779904306220094,2.679425837320574,-288.0,12.031415635444427
4143,1921.0,4.217391304347826,1865.0,3.608695652173913,10.684782608695652,1270.0,36103.515625,76347.45762711852,712.0,5.0,-0.15243902439024393,3.0,3.0,0.21001221001221002,12029520.0,-41.0,-0.5487804878048781,18.0,1.2500000000000002,712.0,0.013098013098013117,0.013098013098013119,-1932.0,9.24401913875598,564.0,1.4545454545454546,2.6985645933014353,-304.0,12.040500534408553
4144,1924.0,4.271739130434782,1860.0,3.5760869565217392,10.652173913043478,1273.0,36108.3984375,76347.45762711852,712.0,-4.0,0.12195121951219513,3.0,3.0,0.2148962148962149,12029680.0,-51.0,-0.27439024390243905,9.0,1.5548780487804879,712.0,0.013098013098013117,0.013098013098013119,-1924.0,9.205741626794259,556.0,1.5119617224880382,2.660287081339713,-316.0,12.021021678410559
4145,1919.0,4.228260869565217,1864.0,3.6304347826086953,10.630434782608695,1275.0,36113.28125,81899.99999999984,710.0,1.0,-0.030487804878048783,3.0,3.0,0.21978021978021978,12029840.0,-45.0,-0.15243902439024393,5.0,1.3719512195121952,710.0,0.012210012210012234,0.012210012210012234,-1936.0,9.263157894736842,572.0,1.4354066985645932,2.736842105263158,-300.0,12.002682631777292
4146,1922.0,4.304347826086956,1857.0,3.5978260869565215,10.67391304347826,1271.0,36118.1640625,76347.45762711852,712.0,1.0,-0.030487804878048783,3.0,3.0,0.22466422466422467,12030000.0,-39.0,-0.24390243902439027,8.0,1.1890243902439026,712.0,0.013098013098013117,0.013098013098013119,-1924.0,9.205741626794259,560.0,1.3779904306220094,2.679425837320574,-288.0,12.058365661218758
4147,1922.0,4.239130434782608,1863.0,3.5978260869565215,10.641304347826086,1274.0,36123.046875,76347.45762711852,712.0,-4.0,0.12195121951219513,3.0,3.0,0.22954822954822954,12030160.0,-45.0,-0.06097560975609757,2.0,1.3719512195121952,712.0,0.013098013098013117,0.013098013098013119,-1928.0,9.224880382775119,568.0,1.4736842105263157,2.7177033492822966,-308.0,12.00632906504513
4148,1932.0,4.260869565217392,1861.0,3.4891304347826084,10.641304347826086,1274.0,36127.9296875,76347.45762711852,712.0,-5.0,0.15243902439024393,3.0,3.0,0.23443223443223443,12030320.0,-39.0,-0.2134146341463415,7.0,1.1890243902439026,712.0,0.013098013098013117,0.013098013098013119,-1924.0,9.205741626794259,568.0,1.4545454545454546,2.7177033492822966,-304.0,11.981919665303407
4149,1923.0,4.33695652173913,1854.0,3.5869565217391304,10.641304347826086,1274.0,36132.8125,79026.31578947355,711.0,-1.0,0.030487804878048783,3.0,3.0,0.23931623931623933,12030480.0,-45.0,-0.1829268292682927,6.0,1.3719512195121952,711.0,0.012654012654012677,0.012654012654012677,-1916.0,9.167464114832535,560.0,1.3971291866028708,2.679425837320574,-292.0,12.037973549703654
4150,1923.0,4.228260869565217,1864.0,3.5869565217391304,10.630434782608695,1275.0,36137.6953125,81899.99999999984,710.0,-4.0,0.12195121951219513,3.0,3.0,0.2442002442002442,12030640.0,-47.0,-0.15243902439024393,5.0,1.4329268292682928,710.0,0.012210012210012234,0.012210012210012234,-1916.0,9.167464114832535,568.0,1.4354066985645932,2.7177033492822966,-300.0,11.989603443702384
4151,1932.0,4.282608695652174,1859.0,3.4891304347826084,10.619565217391305,1276.0,36142.578125,79026.31578947355,711.0,-7.0,0.2134146341463415,3.0,3.0,0.2490842490842491,12030800.0,-52.0,-0.1829268292682927,6.0,1.5853658536585367,711.0,0.012654012654012677,0.012654012654012677,-1920.0,9.186602870813397,576.0,1.416267942583732,2.755980861244019,-296.0,11.970377347328242
4152,1921.0,4.217391304347826,1865.0,3.608695652173913,10.630434782608695,1275.0,36147.4609375,88323.5294117645,708.0,-7.0,0.2134146341463415,3.0,3.0,0.25396825396825395,12030960.0,-48.0,-0.06097560975609757,2.0,1.4634146341463417,708.0,0.011322011322011348,0.01132201132201135,-1916.0,9.167464114832535,576.0,1.4545454545454546,2.755980861244019,-304.0,11.99229825309996
4153,1922.0,4.217391304347826,1865.0,3.5978260869565215,10.652173913043478,1273.0,36152.34375,73844.26229508186,713.0,-6.0,0.1829268292682927,3.0,3.0,0.2588522588522589,12031120.0,-57.0,-0.030487804878048783,1.0,1.7378048780487807,713.0,0.01354201354201356,0.013542013542013561,-1932.0,9.24401913875598,552.0,1.4545454545454546,2.6411483253588517,-304.0,12.008311748105873
4154,1925.0,4.391304347826087,1849.0,3.5652173913043477,10.608695652173912,1277.0,36157.2265625,79026.31578947355,711.0,-9.0,0.27439024390243905,3.0,3.0,0.26373626373626374,12031280.0,-50.0,-0.030487804878048783,1.0,1.5243902439024393,711.0,0.012654012654012677,0.012654012654012677,-1920.0,9.186602870813397,564.0,1.3779904306220094,2.6985645933014353,-288.0,12.022427057917588
4155,1920.0,4.25,1862.0,3.619565217391304,10.66304347826087,1272.0,36162.109375,79026.31578947355,711.0,-8.0,0.24390243902439027,3.0,3.0,0.2686202686202686,12031440.0,-52.0,0.030487804878048783,-1.0,1.5853658536585367,711.0,0.012654012654012677,0.012654012654012677,-1920.0,9.186602870813397,564.0,1.4736842105263157,2.6985645933014353,-308.0,12.035956488049907
4156,1925.0,4.25,1862.0,3.5652173913043477,10.619565217391305,1276.0,36166.9921875,79026.31578947355,711.0,-14.0,0.426829268292683,3.0,3.0,0.27350427350427353,12031600.0,-53.0,0.0,0.0,1.6158536585365855,711.0,0.012654012654012677,0.012654012654012677,-1920.0,9.186602870813397,560.0,1.4545454545454546,2.679425837320574,-304.0,11.981170245584787
4157,1923.0,4.239130434782608,1863.0,3.5869565217391304,10.641304347826086,1274.0,36171.875,76347.45762711852,712.0,-11.0,0.3353658536585366,3.0,3.0,0.2783882783882784,12031760.0,-53.0,-0.06097560975609757,2.0,1.6158536585365855,712.0,0.013098013098013117,0.013098013098013119,-1920.0,9.186602870813397,560.0,1.416267942583732,2.679425837320574,-296.0,12.00307636212523
4158,1920.0,4.163043478260869,1870.0,3.619565217391304,10.695652173913043,1269.0,36176.7578125,79026.31578947355,711.0,-9.0,0.27439024390243905,3.0,3.0,0.28327228327228327,12031920.0,-55.0,-0.3353658536585366,11.0,1.676829268292683,711.0,0.012654012654012677,0.012654012654012677,-1932.0,9.24401913875598,560.0,1.4354066985645932,2.679425837320574,-300.0,12.034498692931505
4159,1917.0,4.184782608695652,1868.0,3.652173913043478,10.67391304347826,1271.0,36181.640625,73844.26229508186,713.0,-19.0,0.5792682926829269,3.0,3.0,0.28815628815628813,12032080.0,-52.0,-0.15243902439024393,5.0,1.5853658536585367,713.0,0.01354201354201356,0.013542013542013561,-1920.0,9.186602870813397,560.0,1.4354066985645932,2.679425837320574,-300.0,12.03258905775861
4160,1922.0,4.206521739130435,1866.0,3.5978260869565215,10.695652173913043,1269.0,36186.5234375,81899.99999999984,710.0,-15.0,0.4573170731707317,3.0,3.0,0.29304029304029305,12032240.0,-49.0,-0.06097560975609757,2.0,1.4939024390243905,710.0,0.012210012210012234,0.012210012210012234,-1936.0,9.263157894736842,564.0,1.3779904306220094,2.6985645933014353,-288.0,12.043095661792801
4161,1920.0,4.217391304347826,1865.0,3.619565217391304,10.684782608695652,1270.0,36191.40625,76347.45762711852,712.0,-16.0,0.48780487804878053,3.0,3.0,0.2979242979242979,12032400.0,-47.0,-0.06097560975609757,2.0,1.4329268292682928,712.0,0.013098013098013117,0.013098013098013119,-1924.0,9.205741626794259,556.0,1.492822966507177,2.660287081339713,-312.0,12.043762749739912
4162,1917.0,4.173913043478261,1869.0,3.652173913043478,10.66304347826087,1272.0,36196.2890625,76347.45762711852,712.0,-16.0,0.48780487804878053,3.0,3.0,0.3028083028083028,12032560.0,-48.0,-0.09146341463414635,3.0,1.4634146341463417,712.0,0.013098013098013117,0.013098013098013119,-1932.0,9.24401913875598,560.0,1.4736842105263157,2.679425837320574,-308.0,12.019168881620514
4163,1911.0,4.195652173913043,1867.0,3.717391304347826,10.684782608695652,1270.0,36201.171875,73844.26229508186,713.0,-15.0,0.4573170731707317,3.0,3.0,0.3076923076923077,12032720.0,-44.0,0.030487804878048783,-1.0,1.3414634146341464,713.0,0.01354201354201356,0.013542013542013561,-1928.0,9.224880382775119,560.0,1.492822966507177,2.679425837320574,-312.0,12.065946903131438
4164,1913.0,4.108695652173913,1875.0,3.6956521739130435,10.717391304347826,1267.0,36206.0546875,76347.45762711852,712.0,-7.0,0.2134146341463415,3.0,3.0,0.3125763125763126,12032880.0,-47.0,-0.24390243902439027,8.0,1.4329268292682928,712.0,0.013098013098013117,0.013098013098013119,-1916.0,9.167464114832535,556.0,1.4545454545454546,2.660287081339713,-304.0,12.058262782144508
4165,1923.0,4.163043478260869,1870.0,3.5869565217391304,10.641304347826086,1274.0,36210.9375,76347.45762711852,712.0,-2.0,0.06097560975609757,3.0,3.0,0.31746031746031744,12033040.0,-45.0,-0.030487804878048783,1.0,1.3719512195121952,712.0,0.013098013098013117,0.013098013098013119,-1920.0,9.186602870813397,556.0,1.4354066985645932,2.660287081339713,-300.0,11.976416255032204
4166,1923.0,4.108695652173913,1875.0,3.5869565217391304,10.66304347826087,1272.0,36215.8203125,73844.26229508186,713.0,-11.0,0.3353658536585366,3.0,3.0,0.32234432234432236,12033200.0,-39.0,-0.4573170731707317,15.0,1.1890243902439026,713.0,0.01354201354201356,0.013542013542013561,-1924.0,9.205741626794259,548.0,1.416267942583732,2.6220095693779903,-296.0,11.976983479587895
