,Accel_LN_X_UNCAL,Accel_LN_X_CAL,Accel_LN_Y_UNCAL,Accel_LN_Y_CAL,Accel_LN_Z_UNCAL,Accel_LN_Z_CAL,System_Timestamp_Plot_Zeroed_CAL,GSR_Skin_Resistance_UNCAL,GSR_Skin_Resistance_CAL,Gyro_Z_CAL,Gyro_Z_UNCAL,GSR_Range_UNCAL,GSR_Range_CAL,Timestamp_UNCAL,Timestamp_CAL,Gyro_X_CAL,Gyro_X_UNCAL,Gyro_Y_UNCAL,Gyro_Y_CAL,GSR_Skin_Conductance_CAL,GSR_Skin_Conductance_UNCAL,GSR_Skin_Conductance_CAL,Accel_WR_Z_UNCAL,Accel_WR_Z_CAL,Accel_WR_Y_UNCAL,Accel_WR_Y_CAL,Accel_WR_X_UNCAL,Accel_WR_X_CAL,Resultant_Accel
2062,1265.0,1.4239130434782608,2122.0,10.739130434782608,1753.0,5.434782608695652,37587.890625,708.0,88323.5294117645,7.5304878048780495,-247.0,3.0,3.0,10024384.0,0.04884004884004884,-0.48780487804878053,-157.0,16.0,4.786585365853659,0.01132201132201135,708.0,0.011322011322011348,-768.0,3.6746411483253585,-112.0,9.607655502392344,-2008.0,-0.5358851674641149,12.119955150677841
2063,1253.0,1.4891304347826086,2116.0,10.869565217391305,1759.0,5.369565217391304,37592.7734375,709.0,84990.56603773567,8.414634146341465,-276.0,3.0,3.0,10024544.0,0.05372405372405373,-0.9756097560975611,-82.0,32.0,2.5000000000000004,0.011766011766011792,709.0,0.01176601176601179,-760.0,3.6363636363636362,-108.0,9.703349282296651,-2028.0,-0.5167464114832536,12.214630084072837
2064,1242.0,1.391304347826087,2125.0,10.989130434782608,1769.0,5.260869565217392,37597.65625,706.0,95840.42553191462,9.634146341463415,-316.0,3.0,3.0,10024704.0,0.05860805860805861,-1.829268292682927,7.0,60.0,-0.2134146341463415,0.010434010434010463,706.0,0.010434010434010463,-740.0,3.54066985645933,-120.0,9.818181818181818,-2052.0,-0.5741626794258373,12.262685842961801
2065,1237.0,1.3478260869565217,2129.0,11.043478260869565,1778.0,5.163043478260869,37602.5390625,708.0,88323.5294117645,10.457317073170733,-343.0,3.0,3.0,10024864.0,0.06349206349206349,-2.6219512195121952,71.0,86.0,-2.164634146341464,0.01132201132201135,708.0,0.011322011322011348,-724.0,3.464114832535885,-116.0,9.875598086124402,-2064.0,-0.5550239234449761,12.265075018824438
2066,1232.0,1.3478260869565217,2129.0,11.097826086956522,1787.0,5.065217391304348,37607.421875,707.0,91928.57142857119,11.158536585365855,-366.0,3.0,3.0,10025024.0,0.06837606837606838,-3.4756097560975614,129.0,114.0,-3.932926829268293,0.010878010878010906,707.0,0.010878010878010906,-700.0,3.3492822966507174,-136.0,9.913875598086124,-2072.0,-0.6507177033492823,12.27333720868881
2067,1227.0,1.3043478260869565,2133.0,11.152173913043478,1790.0,5.032608695652174,37612.3046875,707.0,91928.57142857119,12.134146341463415,-398.0,3.0,3.0,10025184.0,0.07326007326007326,-4.359756097560976,176.0,143.0,-5.365853658536586,0.010878010878010906,707.0,0.010878010878010906,-684.0,3.2727272727272725,-124.0,9.971291866028707,-2084.0,-0.5933014354066986,12.304448647612746
2068,1221.0,1.3478260869565217,2129.0,11.217391304347826,1795.0,4.978260869565217,37617.1875,707.0,91928.57142857119,13.475609756097562,-442.0,3.0,3.0,10025344.0,0.07814407814407814,-4.786585365853659,234.0,157.0,-7.134146341463415,0.010878010878010906,707.0,0.010878010878010906,-672.0,3.215311004784689,-132.0,10.066985645933014,-2104.0,-0.631578947368421,12.346237650433551
2069,1216.0,1.2717391304347825,2136.0,11.271739130434783,1798.0,4.945652173913043,37622.0703125,707.0,91928.57142857119,14.786585365853659,-485.0,3.0,3.0,10025504.0,0.08302808302808302,-5.2439024390243905,277.0,172.0,-8.445121951219512,0.010878010878010906,707.0,0.010878010878010906,-668.0,3.1961722488038276,-132.0,10.143540669856458,-2120.0,-0.631578947368421,12.37452620772951
2070,1210.0,1.25,2138.0,11.33695652173913,1800.0,4.923913043478261,37626.953125,708.0,88323.5294117645,15.853658536585368,-520.0,3.0,3.0,10025664.0,0.0879120879120879,-6.00609756097561,339.0,197.0,-10.335365853658537,0.01132201132201135,708.0,0.011322011322011348,-672.0,3.215311004784689,-144.0,10.200956937799043,-2132.0,-0.6889952153110047,12.423123714893077
2071,1202.0,1.2173913043478262,2141.0,11.42391304347826,1803.0,4.891304347826087,37631.8359375,707.0,91928.57142857119,16.981707317073173,-557.0,3.0,3.0,10025824.0,0.0927960927960928,-6.707317073170732,397.0,220.0,-12.103658536585368,0.010878010878010906,707.0,0.010878010878010906,-660.0,3.1578947368421053,-144.0,10.239234449760765,-2140.0,-0.6889952153110047,12.486500271730138
2072,1204.0,1.184782608695652,2144.0,11.402173913043478,1798.0,4.945652173913043,37636.71875,708.0,88323.5294117645,18.140243902439025,-595.0,3.0,3.0,10025984.0,0.09768009768009768,-7.317073170731708,449.0,240.0,-13.689024390243903,0.01132201132201135,708.0,0.011322011322011348,-668.0,3.1961722488038276,-164.0,10.277511961722487,-2148.0,-0.784688995215311,12.484901088854798
2073,1205.0,1.141304347826087,2148.0,11.391304347826086,1807.0,4.8478260869565215,37641.6015625,709.0,84990.56603773567,19.02439024390244,-624.0,3.0,3.0,10026144.0,0.10256410256410256,-8.109756097560977,496.0,266.0,-15.121951219512196,0.011766011766011792,709.0,0.01176601176601179,-660.0,3.1578947368421053,-160.0,10.200956937799043,-2132.0,-0.7655502392344498,12.432449803982497
2074,1208.0,1.1630434782608696,2146.0,11.358695652173912,1803.0,4.891304347826087,37646.484375,708.0,88323.5294117645,19.878048780487806,-652.0,3.0,3.0,10026304.0,0.10744810744810745,-8.445121951219512,531.0,277.0,-16.189024390243905,0.01132201132201135,708.0,0.011322011322011348,-656.0,3.138755980861244,-180.0,10.16267942583732,-2124.0,-0.8612440191387559,12.421654288946463
2075,1213.0,1.1195652173913042,2150.0,11.304347826086957,1807.0,4.8478260869565215,37651.3671875,707.0,91928.57142857119,20.640243902439025,-677.0,3.0,3.0,10026464.0,0.11233211233211234,-8.963414634146343,564.0,294.0,-17.195121951219512,0.010878010878010906,707.0,0.010878010878010906,-664.0,3.177033492822966,-168.0,10.143540669856458,-2120.0,-0.8038277511961722,12.350834944185982
