,Accel_LN_X_UNCAL,Accel_LN_X_CAL,Accel_LN_Y_CAL,Accel_LN_Y_UNCAL,Accel_LN_Z_CAL,Accel_LN_Z_UNCAL,System_Timestamp_Plot_Zeroed_CAL,GSR_Skin_Resistance_UNCAL,GSR_Skin_Resistance_CAL,Gyro_Z_CAL,Gyro_Z_UNCAL,GSR_Range_UNCAL,GSR_Range_CAL,Timestamp_UNCAL,Timestamp_CAL,Gyro_X_CAL,Gyro_X_UNCAL,Gyro_Y_CAL,Gyro_Y_UNCAL,GSR_Skin_Conductance_UNCAL,GSR_Skin_Conductance_CAL,GSR_Skin_Conductance_CAL,Accel_WR_Z_CAL,Accel_WR_Z_UNCAL,Accel_WR_Y_UNCAL,Accel_WR_Y_CAL,Accel_WR_X_UNCAL,Accel_WR_X_CAL,Resultant_Accel
2063,2211.0,3.4891304347826084,0.45652173913043476,1932.0,4.75,1816.0,27924.8046875,711.0,79026.31578947355,-259.4817073170732,8511.0,3.0,3.0,4137604.0,0.05372405372405373,104.02439024390245,2107.0,-64.23780487804879,-3412.0,711.0,0.012654012654012677,0.012654012654012677,3.062200956937799,-640.0,428.0,-2.0669856459330145,432.0,2.047846889952153,5.911424810417954
2064,2176.0,3.7717391304347827,0.8369565217391304,1906.0,4.815217391304348,1810.0,27929.6875,707.0,91928.57142857119,-263.20121951219517,8633.0,3.0,3.0,4137764.0,0.05860805860805861,106.4939024390244,2203.0,-67.16463414634147,-3493.0,707.0,0.010878010878010906,0.010878010878010906,3.215311004784689,-672.0,484.0,-1.6267942583732056,340.0,2.3157894736842106,6.173559006995434
2065,2148.0,4.228260869565217,1.141304347826087,1864.0,5.076086956521739,1786.0,27934.5703125,711.0,79026.31578947355,-266.76829268292687,8750.0,3.0,3.0,4137924.0,0.06349206349206349,107.92682926829269,2201.0,-67.10365853658537,-3540.0,711.0,0.012654012654012677,0.012654012654012677,3.5980861244019136,-752.0,584.0,-1.1100478468899522,232.0,2.7942583732057416,6.704284032291089
2066,2106.0,4.695652173913043,1.5978260869565217,1821.0,5.3478260869565215,1761.0,27939.453125,708.0,88323.5294117645,-269.8475609756098,8851.0,3.0,3.0,4138084.0,0.06837606837606838,109.17682926829269,2222.0,-67.7439024390244,-3581.0,708.0,0.011322011322011348,0.01132201132201135,3.8468899521531097,-804.0,712.0,-0.7272727272727273,152.0,3.4066985645933014,7.293931820278126
2067,2072.0,5.119565217391304,1.967391304347826,1782.0,5.641304347826087,1734.0,27944.3359375,707.0,91928.57142857119,-272.19512195121956,8928.0,3.0,3.0,4138244.0,0.07326007326007326,110.39634146341464,2273.0,-69.29878048780489,-3621.0,707.0,0.010878010878010906,0.010878010878010906,3.9043062200956937,-816.0,772.0,-0.4784688995215311,100.0,3.69377990430622,7.867966147890306
2068,2032.0,5.532608695652174,2.402173913043478,1744.0,5.83695652173913,1716.0,27949.21875,711.0,79026.31578947355,-274.7256097560976,9011.0,3.0,3.0,4138404.0,0.07814407814407814,111.25000000000001,2307.0,-70.33536585365854,-3649.0,711.0,0.012654012654012677,0.012654012654012677,4.248803827751196,-888.0,860.0,0.019138755980861243,-4.0,4.114832535885167,8.393465310846624
2069,1996.0,5.858695652173913,2.793478260869565,1714.0,6.065217391304348,1695.0,27954.1015625,711.0,79026.31578947355,-277.2865853658537,9095.0,3.0,3.0,4138564.0,0.08302808302808302,111.98170731707319,2362.0,-72.01219512195122,-3673.0,711.0,0.012654012654012677,0.012654012654012677,4.45933014354067,-932.0,932.0,0.36363636363636365,-76.0,4.45933014354067,8.883394483109093
2070,1973.0,6.0978260869565215,3.043478260869565,1692.0,6.315217391304348,1672.0,27958.984375,711.0,79026.31578947355,-278.719512195122,9142.0,3.0,3.0,4138724.0,0.0879120879120879,112.56097560975611,2406.0,-73.35365853658537,-3692.0,711.0,0.012654012654012677,0.012654012654012677,4.631578947368421,-968.0,1004.0,0.6889952153110047,-144.0,4.803827751196172,9.29129773554728
2071,1955.0,6.239130434782608,3.2391304347826084,1679.0,6.260869565217391,1677.0,27963.8671875,712.0,76347.45762711852,-280.3658536585366,9196.0,3.0,3.0,4138884.0,0.0927960927960928,113.20121951219514,2492.0,-75.97560975609757,-3713.0,712.0,0.013098013098013117,0.013098013098013119,4.5933014354066986,-960.0,1016.0,0.937799043062201,-196.0,4.861244019138756,9.413671030391438
2072,1948.0,6.228260869565217,3.3152173913043477,1680.0,6.228260869565217,1680.0,27968.75,712.0,76347.45762711852,-281.95121951219517,9248.0,3.0,3.0,4139044.0,0.09768009768009768,113.53658536585367,2563.0,-78.14024390243902,-3724.0,712.0,0.013098013098013117,0.013098013098013119,4.45933014354067,-932.0,1016.0,0.9186602870813396,-192.0,4.861244019138756,9.411330047890221
