,Accel_LN_X_CAL,Accel_LN_X_UNCAL,Accel_LN_Y_CAL,Accel_LN_Y_UNCAL,Accel_LN_Z_CAL,Accel_LN_Z_UNCAL,System_Timestamp_Plot_Zeroed_CAL,GSR_Skin_Resistance_UNCAL,GSR_Skin_Resistance_CAL,Gyro_Z_UNCAL,Gyro_Z_CAL,GSR_Range_UNCAL,GSR_Range_CAL,Timestamp_CAL,Timestamp_UNCAL,Gyro_X_UNCAL,Gyro_X_CAL,Gyro_Y_CAL,Gyro_Y_UNCAL,GSR_Skin_Conductance_CAL,GSR_Skin_Conductance_CAL,GSR_Skin_Conductance_UNCAL,Accel_WR_Z_UNCAL,Accel_WR_Z_CAL,Accel_WR_Y_CAL,Accel_WR_Y_UNCAL,Accel_WR_X_UNCAL,Accel_WR_X_CAL,Resultant_Accel
2052,2.9456521739130435,1272.0,10.66304347826087,1982.0,4.695652173913043,1821.0,39301.7578125,709.0,84990.56603773567,-264.0,8.048780487804878,3.0,3.0,0.0,15872955.0,-595.0,-10.060975609756099,18.140243902439025,330.0,0.011766011766011792,0.01176601176601179,709.0,-624.0,2.985645933014354,9.416267942583731,256.0,-1968.0,1.2248803827751196,12.017758205561243
2053,2.869565217391304,1272.0,10.66304347826087,1989.0,4.673913043478261,1823.0,39306.640625,711.0,79026.31578947355,-259.0,7.896341463414635,3.0,3.0,0.004884004884004884,15873115.0,-619.0,-9.573170731707318,18.871951219512198,314.0,0.012654012654012677,0.012654012654012677,711.0,-628.0,3.004784688995215,9.416267942583731,236.0,-1968.0,1.1291866028708133,11.99084500334067
2054,2.782608695652174,1269.0,10.695652173913043,1997.0,4.673913043478261,1823.0,39311.5234375,712.0,76347.45762711852,-278.0,8.475609756097562,3.0,3.0,0.009768009768009768,15873275.0,-633.0,-9.26829268292683,19.29878048780488,304.0,0.013098013098013119,0.013098013098013117,712.0,-604.0,2.889952153110048,9.492822966507177,220.0,-1984.0,1.0526315789473684,11.999389555991844
2055,2.7065217391304346,1269.0,10.695652173913043,2004.0,4.630434782608695,1827.0,39316.40625,711.0,79026.31578947355,-290.0,8.841463414634147,3.0,3.0,0.014652014652014652,15873435.0,-638.0,-8.841463414634147,19.451219512195124,290.0,0.012654012654012677,0.012654012654012677,711.0,-604.0,2.889952153110048,9.511961722488039,212.0,-1988.0,1.014354066985646,11.965080928506454
2056,2.630434782608696,1261.0,10.782608695652174,2011.0,4.641304347826087,1826.0,39321.2890625,710.0,81899.99999999984,-298.0,9.085365853658537,3.0,3.0,0.019536019536019536,15873595.0,-633.0,-8.201219512195122,19.29878048780488,269.0,0.012210012210012234,0.012210012210012234,710.0,-600.0,2.8708133971291865,9.569377990430622,192.0,-2000.0,0.9186602870813396,12.030192994223363
2057,2.5652173913043477,1260.0,10.793478260869565,2017.0,4.608695652173913,1829.0,39326.171875,711.0,79026.31578947355,-305.0,9.298780487804878,3.0,3.0,0.02442002442002442,15873755.0,-595.0,-8.140243902439025,18.140243902439025,267.0,0.012654012654012677,0.012654012654012677,711.0,-588.0,2.813397129186603,9.645933014354066,160.0,-2016.0,0.7655502392344498,12.013308821756015
2058,2.402173913043478,1254.0,10.858695652173912,2032.0,4.532608695652174,1836.0,39331.0546875,711.0,79026.31578947355,-311.0,9.481707317073171,3.0,3.0,0.029304029304029304,15873915.0,-562.0,-7.652439024390245,17.134146341463417,251.0,0.012654012654012677,0.012654012654012677,711.0,-580.0,2.77511961722488,9.665071770334928,144.0,-2020.0,0.6889952153110047,12.009423481705895
2059,2.260869565217391,1253.0,10.869565217391305,2045.0,4.5,1839.0,39335.9375,712.0,76347.45762711852,-318.0,9.695121951219512,3.0,3.0,0.03418803418803419,15874075.0,-516.0,-7.500000000000001,15.731707317073171,246.0,0.013098013098013119,0.013098013098013117,712.0,-580.0,2.77511961722488,9.645933014354066,116.0,-2016.0,0.5550239234449761,11.979523329667552
2060,2.293478260869565,1250.0,10.902173913043478,2042.0,4.456521739130435,1843.0,39340.8203125,711.0,79026.31578947355,-323.0,9.847560975609756,3.0,3.0,0.03907203907203907,15874235.0,-457.0,-7.164634146341464,13.932926829268293,235.0,0.012654012654012677,0.012654012654012677,711.0,-564.0,2.6985645933014353,9.722488038277511,96.0,-2032.0,0.4593301435406698,11.999084322341819
2061,2.152173913043478,1242.0,10.989130434782608,2055.0,4.445652173913043,1844.0,39345.703125,709.0,84990.56603773567,-338.0,10.30487804878049,3.0,3.0,0.04395604395604395,15874395.0,-390.0,-6.52439024390244,11.890243902439025,214.0,0.011766011766011792,0.01176601176601179,709.0,-548.0,2.6220095693779903,9.68421052631579,96.0,-2024.0,0.4593301435406698,12.048097921085636
