,Accel_LN_X_UNCAL,Accel_LN_X_CAL,Accel_LN_Y_UNCAL,Accel_LN_Y_CAL,Accel_LN_Z_UNCAL,Accel_LN_Z_CAL,System_Timestamp_Plot_Zeroed_CAL,GSR_Skin_Resistance_UNCAL,GSR_Skin_Resistance_CAL,Gyro_Z_CAL,Gyro_Z_UNCAL,GSR_Range_CAL,GSR_Range_UNCAL,Timestamp_CAL,Timestamp_UNCAL,Gyro_X_UNCAL,Gyro_X_CAL,Gyro_Y_UNCAL,Gyro_Y_CAL,GSR_Skin_Conductance_UNCAL,GSR_Skin_Conductance_CAL,GSR_Skin_Conductance_CAL,Accel_WR_Z_UNCAL,Accel_WR_Z_CAL,Accel_WR_Y_CAL,Accel_WR_Y_UNCAL,Accel_WR_X_CAL,Accel_WR_X_UNCAL,Resultant_Accel
2266,1279.0,4.880434782608695,1804.0,10.58695652173913,1926.0,3.5543478260869565,27978.515625,706.0,95840.42553191462,-2.987804878048781,98.0,3.0,3.0,0.04884004884004884,14700449.0,524.0,-1.7682926829268295,58.0,-15.975609756097562,706.0,0.010434010434010463,0.010434010434010463,-352.0,1.6842105263157894,9.39712918660287,708.0,3.38755980861244,-1964.0,12.187521508875403
2267,1274.0,4.934782608695652,1799.0,10.641304347826086,1929.0,3.5217391304347827,27983.3984375,705.0,100099.99999999968,-2.7439024390243905,90.0,3.0,3.0,0.05372405372405373,14700609.0,513.0,-2.0426829268292686,67.0,-15.640243902439027,705.0,0.009990009990010023,0.009990009990010021,-344.0,1.645933014354067,9.37799043062201,700.0,3.3492822966507174,-1960.0,12.247125545244606
2268,1268.0,4.858695652173913,1806.0,10.706521739130434,1922.0,3.5978260869565215,27988.28125,702.0,115500.00000000041,-2.8353658536585367,93.0,3.0,3.0,0.05860805860805861,14700769.0,485.0,-1.4939024390243905,49.0,-14.786585365853659,702.0,0.008658008658008627,0.008658008658008629,-352.0,1.6842105263157894,9.39712918660287,712.0,3.4066985645933014,-1964.0,12.295563579718952
2269,1276.0,4.978260869565217,1795.0,10.619565217391305,1926.0,3.5543478260869565,27993.1640625,705.0,100099.99999999968,-2.5000000000000004,82.0,3.0,3.0,0.06349206349206349,14700929.0,475.0,-1.676829268292683,55.0,-14.481707317073171,705.0,0.009990009990010023,0.009990009990010021,-352.0,1.6842105263157894,9.39712918660287,712.0,3.4066985645933014,-1964.0,12.255269689430769
2270,1277.0,4.913043478260869,1801.0,10.608695652173912,1926.0,3.5543478260869565,27998.046875,702.0,115500.00000000041,-2.378048780487805,78.0,3.0,3.0,0.06837606837606838,14701089.0,441.0,-1.5853658536585367,52.0,-13.445121951219514,702.0,0.008658008658008627,0.008658008658008629,-364.0,1.7416267942583732,9.435406698564593,720.0,3.4449760765550237,-1972.0,12.219484773448691
2271,1275.0,4.880434782608695,1804.0,10.630434782608695,1924.0,3.5760869565217392,28002.9296875,707.0,91928.57142857119,-2.408536585365854,79.0,3.0,3.0,0.07326007326007326,14701249.0,424.0,-1.676829268292683,55.0,-12.926829268292684,707.0,0.010878010878010906,0.010878010878010906,-376.0,1.7990430622009568,9.39712918660287,712.0,3.4066985645933014,-1964.0,12.231646874202937
2272,1275.0,4.891304347826087,1803.0,10.630434782608695,1920.0,3.619565217391304,28007.8125,705.0,100099.99999999968,-2.4695121951219514,81.0,3.0,3.0,0.07814407814407814,14701409.0,399.0,-1.2195121951219514,40.0,-12.164634146341465,705.0,0.009990009990010023,0.009990009990010021,-368.0,1.7607655502392343,9.435406698564593,700.0,3.3492822966507174,-1972.0,12.248765417514866
2273,1271.0,4.891304347826087,1803.0,10.67391304347826,1919.0,3.6304347826086953,28012.6953125,705.0,100099.99999999968,-2.1951219512195124,72.0,3.0,3.0,0.08302808302808302,14701569.0,364.0,-1.1585365853658538,38.0,-11.097560975609758,705.0,0.009990009990010023,0.009990009990010021,-372.0,1.7799043062200957,9.454545454545455,712.0,3.4066985645933014,-1976.0,12.289724756623833
2274,1274.0,4.945652173913043,1798.0,10.641304347826086,1917.0,3.652173913043478,28017.578125,706.0,95840.42553191462,-2.0121951219512195,66.0,3.0,3.0,0.0879120879120879,14701729.0,341.0,-1.2195121951219514,40.0,-10.396341463414634,706.0,0.010434010434010463,0.010434010434010463,-384.0,1.8373205741626792,9.39712918660287,704.0,3.3684210526315788,-1964.0,12.289638234688136
2275,1274.0,4.891304347826087,1803.0,10.641304347826086,1919.0,3.6304347826086953,28022.4609375,704.0,104755.81395348875,-1.9512195121951221,64.0,3.0,3.0,0.0927960927960928,14701889.0,314.0,-1.0365853658536586,34.0,-9.573170731707318,704.0,0.009546009546009513,0.009546009546009511,-364.0,1.7416267942583732,9.454545454545455,696.0,3.3301435406698565,-1976.0,12.261413995004808
2276,1276.0,4.880434782608695,1804.0,10.619565217391305,1922.0,3.5978260869565215,28027.34375,705.0,100099.99999999968,-1.7987804878048783,59.0,3.0,3.0,0.09768009768009768,14702049.0,287.0,-1.0365853658536586,34.0,-8.75,705.0,0.009990009990010023,0.009990009990010021,-372.0,1.7799043062200957,9.39712918660287,696.0,3.3301435406698565,-1964.0,12.228579705988299
2277,1273.0,4.858695652173913,1806.0,10.652173913043478,1919.0,3.6304347826086953,28032.2265625,699.0,136500.0000000005,-1.829268292682927,60.0,3.0,3.0,0.10256410256410256,14702209.0,261.0,-1.0365853658536586,34.0,-7.957317073170732,699.0,0.007326007326007299,0.007326007326007299,-368.0,1.7607655502392343,9.435406698564593,688.0,3.291866028708134,-1972.0,12.257886817268005
2278,1280.0,4.956521739130435,1797.0,10.576086956521738,1916.0,3.6630434782608696,28037.109375,705.0,100099.99999999968,-1.707317073170732,56.0,3.0,3.0,0.10744810744810745,14702369.0,223.0,-0.7317073170731708,24.0,-6.798780487804879,705.0,0.009990009990010023,0.009990009990010021,-372.0,1.7799043062200957,9.435406698564593,696.0,3.3301435406698565,-1972.0,12.240858245483091
2279,1276.0,4.956521739130435,1797.0,10.619565217391305,1925.0,3.5652173913043477,28041.9921875,701.0,121743.24324324368,-1.6463414634146343,54.0,3.0,3.0,0.11233211233211234,14702529.0,200.0,-0.7926829268292683,26.0,-6.097560975609757,701.0,0.008214008214008185,0.008214008214008185,-368.0,1.7607655502392343,9.454545454545455,688.0,3.291866028708134,-1976.0,12.249614206339675
2280,1278.0,4.826086956521739,1809.0,10.597826086956522,1919.0,3.6304347826086953,28046.875,700.0,128700.00000000045,-1.7682926829268295,58.0,3.0,3.0,0.11721611721611722,14702689.0,161.0,-0.6097560975609757,20.0,-4.908536585365854,700.0,0.007770007770007743,0.007770007770007743,-384.0,1.8373205741626792,9.416267942583731,688.0,3.291866028708134,-1968.0,12.197749374046856
2281,1274.0,4.804347826086956,1811.0,10.641304347826086,1922.0,3.5978260869565215,28051.7578125,705.0,100099.99999999968,-1.5548780487804879,51.0,3.0,3.0,0.1221001221001221,14702849.0,147.0,-0.701219512195122,23.0,-4.481707317073171,705.0,0.009990009990010023,0.009990009990010021,-376.0,1.7990430622009568,9.454545454545455,668.0,3.1961722488038276,-1976.0,12.217342952093704
2282,1270.0,4.793478260869565,1812.0,10.684782608695652,1913.0,3.6956521739130435,28056.640625,704.0,104755.81395348875,-1.5853658536585367,52.0,3.0,3.0,0.12698412698412698,14703009.0,120.0,-0.5182926829268293,17.0,-3.658536585365854,704.0,0.009546009546009513,0.009546009546009511,-380.0,1.8181818181818181,9.492822966507177,680.0,3.253588516746411,-1984.0,12.280059373759656
2283,1270.0,4.75,1816.0,10.684782608695652,1915.0,3.6739130434782608,28061.5234375,705.0,100099.99999999968,-1.4634146341463417,48.0,3.0,3.0,0.13186813186813187,14703169.0,100.0,-0.701219512195122,23.0,-3.0487804878048785,705.0,0.009990009990010023,0.009990009990010021,-376.0,1.7990430622009568,9.492822966507177,664.0,3.177033492822966,-1984.0,12.256619291065737
2284,1265.0,4.663043478260869,1824.0,10.739130434782608,1914.0,3.684782608695652,28066.40625,705.0,100099.99999999968,-1.402439024390244,46.0,3.0,3.0,0.13675213675213677,14703329.0,85.0,-0.701219512195122,23.0,-2.5914634146341466,705.0,0.009990009990010023,0.009990009990010021,-368.0,1.7607655502392343,9.511961722488039,660.0,3.1578947368421053,-1988.0,12.273977344315544
2285,1271.0,4.684782608695652,1822.0,10.67391304347826,1909.0,3.7391304347826084,28071.2890625,706.0,95840.42553191462,-0.9756097560975611,32.0,3.0,3.0,0.14163614163614163,14703489.0,76.0,-0.7317073170731708,24.0,-2.3170731707317076,706.0,0.010434010434010463,0.010434010434010463,-388.0,1.8564593301435406,9.37799043062201,660.0,3.1578947368421053,-1960.0,12.241760664168785
2286,1274.0,4.673913043478261,1823.0,10.641304347826086,1916.0,3.6630434782608696,28076.171875,705.0,100099.99999999968,-1.1585365853658538,38.0,3.0,3.0,0.14652014652014653,14703649.0,69.0,-0.6097560975609757,20.0,-2.103658536585366,705.0,0.009990009990010023,0.009990009990010021,-380.0,1.8181818181818181,9.511961722488039,660.0,3.1578947368421053,-1988.0,12.186086692810292
2287,1272.0,4.608695652173913,1829.0,10.66304347826087,1918.0,3.641304347826087,28081.0546875,705.0,100099.99999999968,-1.0670731707317074,35.0,3.0,3.0,0.1514041514041514,14703809.0,49.0,-0.5792682926829269,19.0,-1.4939024390243905,705.0,0.009990009990010023,0.009990009990010021,-388.0,1.8564593301435406,9.492822966507177,648.0,3.1004784688995213,-1984.0,12.17372864767182
2288,1272.0,4.5978260869565215,1830.0,10.66304347826087,1915.0,3.6739130434782608,28085.9375,705.0,100099.99999999968,-0.9756097560975611,32.0,3.0,3.0,0.1562881562881563,14703969.0,54.0,-0.9451219512195123,31.0,-1.6463414634146343,705.0,0.009990009990010023,0.009990009990010021,-380.0,1.8181818181818181,9.435406698564593,632.0,3.0239234449760763,-1972.0,12.179414517792686
2289,1273.0,4.608695652173913,1829.0,10.652173913043478,1913.0,3.6956521739130435,28090.8203125,704.0,104755.81395348875,-0.9451219512195123,31.0,3.0,3.0,0.16117216117216118,14704129.0,37.0,-0.7926829268292683,26.0,-1.128048780487805,704.0,0.009546009546009513,0.009546009546009511,-376.0,1.7990430622009568,9.511961722488039,636.0,3.0430622009569377,-1988.0,12.180588232045238
2290,1274.0,4.532608695652174,1836.0,10.641304347826086,1915.0,3.6739130434782608,28095.703125,706.0,95840.42553191462,-0.7926829268292683,26.0,3.0,3.0,0.16605616605616605,14704289.0,42.0,-0.426829268292683,14.0,-1.2804878048780488,706.0,0.010434010434010463,0.010434010434010463,-388.0,1.8564593301435406,9.416267942583731,620.0,2.9665071770334928,-1968.0,12.13587808368244
2291,1275.0,4.489130434782608,1840.0,10.630434782608695,1915.0,3.6739130434782608,28100.5859375,706.0,95840.42553191462,-0.5487804878048781,18.0,3.0,3.0,0.17094017094017094,14704449.0,26.0,-0.7621951219512196,25.0,-0.7926829268292683,706.0,0.010434010434010463,0.010434010434010463,-392.0,1.875598086124402,9.435406698564593,624.0,2.985645933014354,-1972.0,12.110164027742481
2292,1274.0,4.565217391304348,1833.0,10.641304347826086,1916.0,3.6630434782608696,28105.46875,704.0,104755.81395348875,-0.9451219512195123,31.0,3.0,3.0,0.1758241758241758,14704609.0,18.0,-0.7317073170731708,24.0,-0.5487804878048781,704.0,0.009546009546009513,0.009546009546009511,-380.0,1.8181818181818181,9.454545454545455,644.0,3.0813397129186604,-1976.0,12.144811879010705
2293,1275.0,4.576086956521739,1832.0,10.630434782608695,1914.0,3.684782608695652,28110.3515625,706.0,95840.42553191462,-0.5792682926829269,19.0,3.0,3.0,0.1807081807081807,14704769.0,6.0,-0.8841463414634148,29.0,-0.1829268292682927,706.0,0.010434010434010463,0.010434010434010463,-380.0,1.8181818181818181,9.435406698564593,632.0,3.0239234449760763,-1972.0,12.145959755173369
2294,1279.0,4.576086956521739,1832.0,10.58695652173913,1916.0,3.6630434782608696,28115.234375,704.0,104755.81395348875,-0.7317073170731708,24.0,3.0,3.0,0.1855921855921856,14704929.0,-5.0,-0.8841463414634148,29.0,0.15243902439024393,704.0,0.009546009546009513,0.009546009546009511,-376.0,1.7990430622009568,9.435406698564593,632.0,3.0239234449760763,-1972.0,12.10132669381637
2295,1275.0,4.630434782608695,1827.0,10.630434782608695,1924.0,3.5760869565217392,28120.1171875,704.0,104755.81395348875,-1.0670731707317074,35.0,3.0,3.0,0.19047619047619047,14705089.0,-29.0,-0.5487804878048781,18.0,0.8841463414634148,704.0,0.009546009546009513,0.009546009546009511,-376.0,1.7990430622009568,9.435406698564593,620.0,2.9665071770334928,-1972.0,12.13406229850062
2296,1275.0,4.489130434782608,1840.0,10.630434782608695,1918.0,3.641304347826087,28125.0,701.0,121743.24324324368,-0.7317073170731708,24.0,3.0,3.0,0.19536019536019536,14705249.0,-26.0,-1.0365853658536586,34.0,0.7926829268292683,701.0,0.008214008214008185,0.008214008214008185,-376.0,1.7990430622009568,9.492822966507177,604.0,2.889952153110048,-1984.0,12.100311280346695
2297,1272.0,4.445652173913043,1844.0,10.66304347826087,1917.0,3.652173913043478,28129.8828125,705.0,100099.99999999968,-0.8231707317073171,27.0,3.0,3.0,0.20024420024420025,14705409.0,-29.0,-1.128048780487805,37.0,0.8841463414634148,705.0,0.009990009990010023,0.009990009990010021,-364.0,1.7416267942583732,9.492822966507177,612.0,2.92822966507177,-1984.0,12.116216148691585
2298,1272.0,4.478260869565217,1841.0,10.66304347826087,1915.0,3.6739130434782608,28134.765625,706.0,95840.42553191462,-0.9756097560975611,32.0,3.0,3.0,0.20512820512820512,14705569.0,-32.0,-0.9146341463414634,30.0,0.9756097560975611,706.0,0.010434010434010463,0.010434010434010463,-372.0,1.7799043062200957,9.492822966507177,604.0,2.889952153110048,-1984.0,12.134782803420933
2299,1271.0,4.445652173913043,1844.0,10.67391304347826,1919.0,3.6304347826086953,28139.6484375,702.0,115500.00000000041,-1.0365853658536586,34.0,3.0,3.0,0.21001221001221002,14705729.0,-36.0,-1.0365853658536586,34.0,1.0975609756097562,702.0,0.008658008658008627,0.008658008658008629,-392.0,1.875598086124402,9.531100478468899,608.0,2.909090909090909,-1992.0,12.119253261728964
2300,1261.0,4.4021739130434785,1848.0,10.782608695652174,1917.0,3.652173913043478,28144.53125,702.0,115500.00000000041,-1.2195121951219514,40.0,3.0,3.0,0.2148962148962149,14705889.0,-46.0,-1.0365853658536586,34.0,1.402439024390244,702.0,0.008658008658008627,0.008658008658008629,-376.0,1.7990430622009568,9.511961722488039,624.0,2.985645933014354,-1988.0,12.205824828144541
2301,1269.0,4.413043478260869,1847.0,10.695652173913043,1910.0,3.7282608695652173,28149.4140625,707.0,91928.57142857119,-1.0365853658536586,34.0,3.0,3.0,0.21978021978021978,14706049.0,-47.0,-1.4939024390243905,49.0,1.4329268292682928,707.0,0.010878010878010906,0.010878010878010906,-364.0,1.7416267942583732,9.473684210526315,608.0,2.909090909090909,-1980.0,12.156144836167542
2302,1266.0,4.3478260869565215,1853.0,10.728260869565217,1923.0,3.5869565217391304,28154.296875,705.0,100099.99999999968,-1.2500000000000002,41.0,3.0,3.0,0.22466422466422467,14706209.0,-36.0,-1.676829268292683,55.0,1.0975609756097562,705.0,0.009990009990010023,0.009990009990010021,-352.0,1.6842105263157894,9.511961722488039,596.0,2.851674641148325,-1988.0,12.118804811395833
2303,1266.0,4.369565217391305,1851.0,10.728260869565217,1922.0,3.5978260869565215,28159.1796875,704.0,104755.81395348875,-1.3414634146341464,44.0,3.0,3.0,0.22954822954822954,14706369.0,-28.0,-1.9512195121951221,64.0,0.853658536585366,704.0,0.009546009546009513,0.009546009546009511,-356.0,1.7033492822966507,9.531100478468899,588.0,2.813397129186603,-1992.0,12.129840643077923
2304,1264.0,4.293478260869565,1858.0,10.75,1925.0,3.5652173913043477,28164.0625,705.0,100099.99999999968,-1.3109756097560976,43.0,3.0,3.0,0.23443223443223443,14706529.0,8.0,-2.0426829268292686,67.0,-0.24390243902439027,705.0,0.009990009990010023,0.009990009990010021,-372.0,1.7799043062200957,9.511961722488039,564.0,2.6985645933014353,-1988.0,12.112276029872277
2305,1263.0,4.260869565217392,1861.0,10.76086956521739,1923.0,3.5869565217391304,28168.9453125,705.0,100099.99999999968,-1.3109756097560976,43.0,3.0,3.0,0.23931623931623933,14706689.0,22.0,-2.2865853658536586,75.0,-0.6707317073170732,705.0,0.009990009990010023,0.009990009990010021,-340.0,1.6267942583732056,9.569377990430622,576.0,2.755980861244019,-2000.0,12.116830457684246
2306,1267.0,4.380434782608695,1850.0,10.717391304347826,1922.0,3.5978260869565215,28173.828125,707.0,91928.57142857119,-1.402439024390244,46.0,3.0,3.0,0.2442002442002442,14706849.0,31.0,-2.8658536585365857,94.0,-0.9451219512195123,707.0,0.010878010878010906,0.010878010878010906,-340.0,1.6267942583732056,9.473684210526315,592.0,2.832535885167464,-1980.0,12.124151013872408
2307,1269.0,4.380434782608695,1850.0,10.695652173913043,1931.0,3.5,28178.7109375,704.0,104755.81395348875,-1.5853658536585367,52.0,3.0,3.0,0.2490842490842491,14707009.0,35.0,-2.713414634146342,89.0,-1.0670731707317074,704.0,0.009546009546009513,0.009546009546009511,-348.0,1.6650717703349283,9.454545454545455,596.0,2.851674641148325,-1976.0,12.076223925963731
2308,1270.0,4.391304347826087,1849.0,10.684782608695652,1932.0,3.4891304347826084,28183.59375,706.0,95840.42553191462,-1.7987804878048783,59.0,3.0,3.0,0.25396825396825395,14707169.0,42.0,-2.5609756097560976,84.0,-1.2804878048780488,706.0,0.010434010434010463,0.010434010434010463,-360.0,1.7224880382775118,9.473684210526315,588.0,2.813397129186603,-1980.0,12.06740089916829
2309,1268.0,4.391304347826087,1849.0,10.706521739130434,1936.0,3.4456521739130435,28188.4765625,704.0,104755.81395348875,-1.402439024390244,46.0,3.0,3.0,0.2588522588522589,14707329.0,44.0,-2.7439024390243905,90.0,-1.3414634146341464,704.0,0.009546009546009513,0.009546009546009511,-348.0,1.6650717703349283,9.492822966507177,596.0,2.851674641148325,-1984.0,12.07417411375621
2310,1267.0,4.369565217391305,1851.0,10.717391304347826,1933.0,3.4782608695652173,28193.359375,704.0,104755.81395348875,-1.707317073170732,56.0,3.0,3.0,0.26373626373626374,14707489.0,53.0,-2.957317073170732,97.0,-1.6158536585365855,704.0,0.009546009546009513,0.009546009546009511,-332.0,1.588516746411483,9.531100478468899,588.0,2.813397129186603,-1992.0,12.085275141108491
2311,1269.0,4.467391304347826,1842.0,10.695652173913043,1941.0,3.391304347826087,28198.2421875,702.0,115500.00000000041,-1.9512195121951221,64.0,3.0,3.0,0.2686202686202686,14707649.0,79.0,-3.3841463414634148,111.0,-2.408536585365854,702.0,0.008658008658008627,0.008658008658008629,-328.0,1.569377990430622,9.511961722488039,584.0,2.7942583732057416,-1988.0,12.077065275598931
2312,1274.0,4.33695652173913,1854.0,10.641304347826086,1935.0,3.4565217391304346,28203.125,700.0,128700.00000000045,-1.6463414634146343,54.0,3.0,3.0,0.27350427350427353,14707809.0,89.0,-3.353658536585366,110.0,-2.713414634146342,700.0,0.007770007770007743,0.007770007770007743,-340.0,1.6267942583732056,9.511961722488039,556.0,2.660287081339713,-1988.0,11.999753856958867
2313,1269.0,4.304347826086956,1857.0,10.695652173913043,1930.0,3.510869565217391,28208.0078125,704.0,104755.81395348875,-2.0121951219512195,66.0,3.0,3.0,0.2783882783882784,14707969.0,106.0,-3.1402439024390247,103.0,-3.231707317073171,704.0,0.009546009546009513,0.009546009546009511,-356.0,1.7033492822966507,9.473684210526315,568.0,2.7177033492822966,-1980.0,12.051995301079405
2314,1270.0,4.293478260869565,1858.0,10.684782608695652,1935.0,3.4565217391304346,28212.890625,704.0,104755.81395348875,-1.676829268292683,55.0,3.0,3.0,0.28327228327228327,14708129.0,130.0,-3.414634146341464,112.0,-3.963414634146342,704.0,0.009546009546009513,0.009546009546009511,-344.0,1.645933014354067,9.39712918660287,568.0,2.7177033492822966,-1964.0,12.022731698941215
2315,1269.0,4.315217391304348,1856.0,10.695652173913043,1928.0,3.532608695652174,28217.7734375,706.0,95840.42553191462,-1.829268292682927,60.0,3.0,3.0,0.28815628815628813,14708289.0,147.0,-3.414634146341464,112.0,-4.481707317073171,706.0,0.010434010434010463,0.010434010434010463,-356.0,1.7033492822966507,9.473684210526315,580.0,2.77511961722488,-1980.0,12.062230339209398
2316,1265.0,4.304347826086956,1857.0,10.739130434782608,1929.0,3.5217391304347827,28222.65625,704.0,104755.81395348875,-1.829268292682927,60.0,3.0,3.0,0.29304029304029305,14708449.0,173.0,-3.628048780487805,119.0,-5.27439024390244,704.0,0.009546009546009513,0.009546009546009511,-352.0,1.6842105263157894,9.569377990430622,588.0,2.813397129186603,-2000.0,12.09375786122945
2317,1270.0,4.315217391304348,1856.0,10.684782608695652,1924.0,3.5760869565217392,28227.5390625,704.0,104755.81395348875,-2.0121951219512195,66.0,3.0,3.0,0.2979242979242979,14708609.0,193.0,-3.780487804878049,124.0,-5.884146341463415,704.0,0.009546009546009513,0.009546009546009511,-348.0,1.6650717703349283,9.531100478468899,572.0,2.736842105263158,-1992.0,12.065408341614697
2318,1265.0,4.293478260869565,1858.0,10.739130434782608,1929.0,3.5217391304347827,28232.421875,705.0,100099.99999999968,-1.7987804878048783,59.0,3.0,3.0,0.3028083028083028,14708769.0,219.0,-3.9939024390243905,131.0,-6.676829268292684,705.0,0.009990009990010023,0.009990009990010021,-352.0,1.6842105263157894,9.569377990430622,580.0,2.77511961722488,-2000.0,12.08989348897124
2319,1257.0,4.260869565217392,1861.0,10.826086956521738,1926.0,3.5543478260869565,28237.3046875,705.0,100099.99999999968,-1.7682926829268295,58.0,3.0,3.0,0.3076923076923077,14708929.0,254.0,-4.786585365853659,157.0,-7.743902439024391,705.0,0.009990009990010023,0.009990009990010021,-356.0,1.7033492822966507,9.607655502392344,560.0,2.679425837320574,-2008.0,12.165219139447306
2320,1252.0,4.282608695652174,1859.0,10.880434782608695,1922.0,3.5978260869565215,28242.1875,706.0,95840.42553191462,-1.8902439024390245,62.0,3.0,3.0,0.3125763125763126,14709089.0,283.0,-5.27439024390244,173.0,-8.628048780487806,706.0,0.010434010434010463,0.010434010434010463,-360.0,1.7224880382775118,9.741626794258373,568.0,2.7177033492822966,-2036.0,12.233926223852325
2321,1249.0,4.260869565217392,1861.0,10.91304347826087,1923.0,3.5869565217391304,28247.0703125,704.0,104755.81395348875,-1.402439024390244,46.0,3.0,3.0,0.31746031746031744,14709249.0,336.0,-6.189024390243903,203.0,-10.24390243902439,704.0,0.009546009546009513,0.009546009546009511,-368.0,1.7607655502392343,9.703349282296651,572.0,2.736842105263158,-2028.0,12.252174684481723
2322,1249.0,4.25,1862.0,10.91304347826087,1917.0,3.652173913043478,28251.953125,707.0,91928.57142857119,-1.2195121951219514,40.0,3.0,3.0,0.32234432234432236,14709409.0,388.0,-6.707317073170732,220.0,-11.829268292682928,707.0,0.010878010878010906,0.010878010878010906,-348.0,1.6650717703349283,9.722488038277511,548.0,2.6220095693779903,-2032.0,12.26765634705861
