,Accel_LN_X_UNCAL,Accel_LN_X_CAL,Accel_LN_Y_UNCAL,Accel_LN_Y_CAL,Accel_LN_Z_CAL,Accel_LN_Z_UNCAL,System_Timestamp_Plot_Zeroed_CAL,GSR_Skin_Resistance_UNCAL,GSR_Skin_Resistance_CAL,Gyro_Z_UNCAL,Gyro_Z_CAL,GSR_Range_UNCAL,GSR_Range_CAL,Timestamp_CAL,Timestamp_UNCAL,Gyro_X_UNCAL,Gyro_X_CAL,Gyro_Y_UNCAL,Gyro_Y_CAL,GSR_Skin_Conductance_CAL,GSR_Skin_Conductance_UNCAL,GSR_Skin_Conductance_CAL,Accel_WR_Z_CAL,Accel_WR_Z_UNCAL,Accel_WR_Y_UNCAL,Accel_WR_Y_CAL,Accel_WR_X_UNCAL,Accel_WR_X_CAL,Resultant_Accel
4911,1280.0,3.217391304347826,1957.0,10.576086956521738,0.8043478260869565,2179.0,62817.3828125,706.0,95840.42553191462,-2155.0,65.70121951219512,3.0,3.0,13.963369963369964,9162405.0,-34.0,-51.646341463414636,1694.0,1.0365853658536586,0.010434010434010463,706.0,0.010434010434010463,-1.263157894736842,264.0,308.0,9.320574162679426,-1948.0,1.4736842105263157,11.083871054037623
4912,1285.0,3.0978260869565215,1968.0,10.521739130434783,0.8152173913043478,2178.0,62822.265625,705.0,100099.99999999968,-2080.0,63.41463414634147,3.0,3.0,13.968253968253968,9162565.0,96.0,-50.396341463414636,1653.0,-2.9268292682926833,0.009990009990010021,705.0,0.009990009990010023,-1.263157894736842,264.0,300.0,9.186602870813397,-1920.0,1.4354066985645932,10.998549913012894
4913,1293.0,3.1630434782608696,1962.0,10.434782608695652,0.6630434782608695,2192.0,62827.1484375,706.0,95840.42553191462,-1997.0,60.88414634146342,3.0,3.0,13.973137973137973,9162725.0,249.0,-49.146341463414636,1612.0,-7.591463414634147,0.010434010434010463,706.0,0.010434010434010463,-1.3205741626794258,276.0,288.0,9.129186602870814,-1908.0,1.3779904306220094,10.923788664660725
4914,1303.0,3.141304347826087,1964.0,10.326086956521738,0.6847826086956521,2190.0,62832.03125,706.0,95840.42553191462,-1909.0,58.20121951219513,3.0,3.0,13.978021978021978,9162885.0,397.0,-47.53048780487806,1559.0,-12.103658536585368,0.010434010434010463,706.0,0.010434010434010463,-1.416267942583732,296.0,292.0,9.014354066985646,-1884.0,1.3971291866028708,10.815026216357104
4915,1314.0,3.032608695652174,1974.0,10.206521739130434,0.6086956521739131,2197.0,62836.9140625,707.0,91928.57142857119,-1820.0,55.487804878048784,3.0,3.0,13.982905982905983,9163045.0,564.0,-45.88414634146342,1505.0,-17.195121951219512,0.010878010878010906,707.0,0.010878010878010906,-1.339712918660287,280.0,284.0,8.956937799043061,-1872.0,1.3588516746411483,10.664910309480465
4916,1324.0,3.0,1977.0,10.097826086956522,0.5978260869565217,2198.0,62841.796875,707.0,91928.57142857119,-1737.0,52.957317073170735,3.0,3.0,13.987789987789988,9163205.0,725.0,-43.963414634146346,1442.0,-22.103658536585368,0.010878010878010906,707.0,0.010878010878010906,-1.4354066985645932,300.0,280.0,8.746411483253588,-1828.0,1.339712918660287,10.550994631439512
4917,1333.0,3.010869565217391,1976.0,10.0,0.6086956521739131,2197.0,62846.6796875,708.0,88323.5294117645,-1648.0,50.243902439024396,3.0,3.0,13.992673992673993,9163365.0,892.0,-41.82926829268293,1372.0,-27.195121951219516,0.011322011322011348,708.0,0.01132201132201135,-1.339712918660287,280.0,280.0,8.516746411483254,-1780.0,1.339712918660287,10.461158919341957
4918,1353.0,3.0,1977.0,9.782608695652174,0.6195652173913043,2196.0,62851.5625,706.0,95840.42553191462,-1576.0,48.04878048780488,3.0,3.0,13.997557997557998,9163525.0,1059.0,-39.66463414634147,1301.0,-32.28658536585366,0.010434010434010463,706.0,0.010434010434010463,-1.3971291866028708,292.0,264.0,8.382775119617225,-1752.0,1.263157894736842,10.251014288881402
4919,1368.0,2.934782608695652,1983.0,9.619565217391305,0.7608695652173912,2183.0,62856.4453125,710.0,81899.99999999984,-1468.0,44.75609756097561,3.0,3.0,14.002442002442002,9163685.0,1218.0,-37.22560975609756,1221.0,-37.13414634146342,0.012210012210012234,710.0,0.012210012210012234,-1.3205741626794258,276.0,280.0,8.191387559808613,-1712.0,1.339712918660287,10.08602530371708
4920,1379.0,2.9130434782608696,1985.0,9.5,0.6195652173913043,2196.0,62861.328125,707.0,91928.57142857119,-1368.0,41.707317073170735,3.0,3.0,14.007326007326007,9163845.0,1375.0,-34.390243902439025,1128.0,-41.920731707317074,0.010878010878010906,707.0,0.010878010878010906,-1.339712918660287,280.0,268.0,8.076555023923445,-1688.0,1.2822966507177034,9.955886869829293
