,Accel_LN_X_CAL,Accel_LN_X_UNCAL,Accel_LN_Y_CAL,Accel_LN_Y_UNCAL,Accel_LN_Z_CAL,Accel_LN_Z_UNCAL,System_Timestamp_Plot_Zeroed_CAL,GSR_Skin_Resistance_CAL,GSR_Skin_Resistance_UNCAL,Gyro_Z_CAL,Gyro_Z_UNCAL,GSR_Range_CAL,GSR_Range_UNCAL,Timestamp_UNCAL,Timestamp_CAL,Gyro_X_UNCAL,Gyro_X_CAL,Gyro_Y_CAL,Gyro_Y_UNCAL,GSR_Skin_Conductance_CAL,GSR_Skin_Conductance_UNCAL,GSR_Skin_Conductance_CAL,Accel_WR_Z_UNCAL,Accel_WR_Z_CAL,Accel_WR_Y_CAL,Accel_WR_Y_UNCAL,Accel_WR_X_UNCAL,Accel_WR_X_CAL,Resultant_Accel
4204,10.108695652173912,1709.0,5.913043478260869,1323.0,-0.9130434782608695,2337.0,26401.3671875,88323.5294117645,708.0,-21.676829268292686,711.0,3.0,3.0,5415422.0,10.51037851037851,-790.0,27.83536585365854,24.085365853658537,-913.0,0.01132201132201135,708.0,0.011322011322011348,648.0,-3.1004784688995213,4.0,1876.0,-836.0,8.976076555023923,11.74663608686665
4205,10.0,1707.0,5.934782608695652,1333.0,-0.9239130434782609,2338.0,26406.25,95840.42553191462,706.0,-22.04268292682927,723.0,3.0,3.0,5415582.0,10.515262515262515,-850.0,28.353658536585368,25.914634146341466,-930.0,0.010434010434010463,706.0,0.010434010434010463,652.0,-3.1196172248803826,4.0765550239234445,1836.0,-852.0,8.78468899521531,11.665130086046432
4206,9.83695652173913,1700.0,6.010869565217392,1348.0,-0.9239130434782609,2338.0,26411.1328125,95840.42553191462,706.0,-22.28658536585366,731.0,3.0,3.0,5415742.0,10.52014652014652,-886.0,28.780487804878053,27.012195121951223,-944.0,0.010434010434010463,706.0,0.010434010434010463,668.0,-3.1961722488038276,4.095693779904306,1808.0,-856.0,8.650717703349281,11.565028398259642
4207,9.652173913043478,1694.0,6.076086956521739,1365.0,-0.9782608695652174,2343.0,26416.015625,91928.57142857119,707.0,-22.012195121951223,722.0,3.0,3.0,5415902.0,10.525030525030525,-886.0,28.8109756097561,27.012195121951223,-945.0,0.010878010878010906,707.0,0.010878010878010906,668.0,-3.1961722488038276,4.229665071770334,1764.0,-884.0,8.440191387559809,11.447283008634544
4208,9.565217391304348,1690.0,6.119565217391304,1373.0,-1.0543478260869565,2350.0,26420.8984375,88323.5294117645,708.0,-21.615853658536587,709.0,3.0,3.0,5416062.0,10.52991452991453,-882.0,28.780487804878053,26.89024390243903,-944.0,0.01132201132201135,708.0,0.011322011322011348,680.0,-3.253588516746411,4.287081339712919,1756.0,-896.0,8.401913875598085,11.404126951730717
4209,9.543478260869565,1683.0,6.195652173913043,1375.0,-1.0543478260869565,2350.0,26425.78125,88323.5294117645,708.0,-21.28048780487805,698.0,3.0,3.0,5416222.0,10.534798534798535,-876.0,28.932926829268297,26.707317073170735,-949.0,0.01132201132201135,708.0,0.011322011322011348,672.0,-3.215311004784689,4.287081339712919,1756.0,-896.0,8.401913875598085,11.426973900126738
4210,9.619565217391305,1674.0,6.293478260869565,1368.0,-1.0108695652173914,2346.0,26430.6640625,88323.5294117645,708.0,-21.128048780487806,693.0,3.0,3.0,5416382.0,10.53968253968254,-902.0,28.719512195121954,27.500000000000004,-942.0,0.01132201132201135,708.0,0.011322011322011348,660.0,-3.1578947368421053,4.287081339712919,1772.0,-896.0,8.47846889952153,11.539747001973883
4211,9.66304347826087,1684.0,6.184782608695652,1364.0,-0.9891304347826086,2344.0,26435.546875,91928.57142857119,707.0,-21.250000000000004,697.0,3.0,3.0,5416542.0,10.544566544566544,-954.0,29.26829268292683,29.08536585365854,-960.0,0.010878010878010906,707.0,0.010878010878010906,684.0,-3.2727272727272725,4.287081339712919,1792.0,-896.0,8.574162679425838,11.515395095114945
4212,9.652173913043478,1684.0,6.184782608695652,1365.0,-1.0217391304347825,2347.0,26440.4296875,88323.5294117645,708.0,-21.432926829268293,703.0,3.0,3.0,5416702.0,10.54945054945055,-976.0,29.237804878048784,29.75609756097561,-959.0,0.01132201132201135,708.0,0.011322011322011348,672.0,-3.215311004784689,4.30622009569378,1776.0,-900.0,8.497607655502392,11.509124554679339
4213,9.554347826086957,1682.0,6.206521739130435,1374.0,-1.0108695652173914,2346.0,26445.3125,88323.5294117645,708.0,-21.432926829268293,703.0,3.0,3.0,5416862.0,10.554334554334554,-984.0,29.02439024390244,30.000000000000004,-952.0,0.01132201132201135,708.0,0.011322011322011348,680.0,-3.253588516746411,4.344497607655502,1748.0,-908.0,8.363636363636363,11.43802132180361
