,Accel_LN_X_CAL,Accel_LN_X_UNCAL,Accel_LN_Y_CAL,Accel_LN_Y_UNCAL,Accel_LN_Z_CAL,Accel_LN_Z_UNCAL,System_Timestamp_Plot_Zeroed_CAL,GSR_Skin_Resistance_UNCAL,GSR_Skin_Resistance_CAL,Gyro_Z_UNCAL,Gyro_Z_CAL,GSR_Range_UNCAL,GSR_Range_CAL,Timestamp_CAL,Timestamp_UNCAL,Gyro_X_UNCAL,Gyro_X_CAL,Gyro_Y_CAL,Gyro_Y_UNCAL,GSR_Skin_Conductance_CAL,GSR_Skin_Conductance_CAL,GSR_Skin_Conductance_UNCAL,Accel_WR_Z_UNCAL,Accel_WR_Z_CAL,Accel_WR_Y_CAL,Accel_WR_Y_UNCAL,Accel_WR_X_UNCAL,Accel_WR_X_CAL,Resultant_Accel
12084,8.695652173913043,1135.0,12.152173913043478,1453.0,5.728260869565217,1726.0,88300.78125,711.0,79026.31578947355,4079.0,-124.35975609756099,3.0,3.0,0.0,701339.0,-3306.0,-6.5548780487804885,100.79268292682927,215.0,0.012654012654012677,0.012654012654012677,711.0,-836.0,4.0,10.92822966507177,1520.0,-2284.0,7.2727272727272725,16.0032081200091
12085,8.358695652173912,1147.0,12.021739130434783,1484.0,5.760869565217392,1723.0,88305.6640625,711.0,79026.31578947355,3862.0,-117.7439024390244,3.0,3.0,0.004884004884004884,701499.0,-3484.0,-5.487804878048781,106.21951219512196,180.0,0.012654012654012677,0.012654012654012677,711.0,-852.0,4.0765550239234445,10.813397129186603,1460.0,-2260.0,6.985645933014354,15.73459954601152
12086,8.054347826086957,1165.0,11.826086956521738,1512.0,5.75,1724.0,88310.546875,711.0,79026.31578947355,3635.0,-110.82317073170732,3.0,3.0,0.009768009768009768,701659.0,-3599.0,-4.939024390243903,109.72560975609757,162.0,0.012654012654012677,0.012654012654012677,711.0,-852.0,4.0765550239234445,10.564593301435407,1372.0,-2208.0,6.564593301435407,15.420484804532096
12087,7.782608695652174,1172.0,11.75,1537.0,5.858695652173913,1714.0,88315.4296875,711.0,79026.31578947355,3411.0,-103.9939024390244,3.0,3.0,0.014652014652014652,701819.0,-3655.0,-4.146341463414634,111.4329268292683,136.0,0.012654012654012677,0.012654012654012677,711.0,-868.0,4.15311004784689,10.411483253588516,1320.0,-2176.0,6.315789473684211,15.262890055767366
12088,7.467391304347826,1189.0,11.565217391304348,1566.0,5.913043478260869,1709.0,88320.3125,711.0,79026.31578947355,3177.0,-96.85975609756099,3.0,3.0,0.019536019536019536,701979.0,-3670.0,-3.1097560975609757,111.89024390243904,102.0,0.012654012654012677,0.012654012654012677,711.0,-880.0,4.2105263157894735,10.258373205741627,1256.0,-2144.0,6.00956937799043,14.982665629859778
12089,7.217391304347826,1201.0,11.434782608695652,1589.0,5.858695652173913,1714.0,88325.1953125,713.0,73844.26229508186,2961.0,-90.27439024390245,3.0,3.0,0.02442002442002442,702139.0,-3656.0,-1.676829268292683,111.46341463414635,55.0,0.013542013542013561,0.01354201354201356,713.0,-872.0,4.172248803827751,10.086124401913874,1196.0,-2108.0,5.722488038277512,14.736665338298407
12090,7.010869565217391,1214.0,11.293478260869565,1608.0,5.880434782608695,1712.0,88330.078125,712.0,76347.45762711852,2735.0,-83.38414634146342,3.0,3.0,0.029304029304029304,702299.0,-3610.0,-0.5487804878048781,110.06097560975611,18.0,0.013098013098013119,0.013098013098013117,712.0,-864.0,4.133971291866029,9.990430622009569,1136.0,-2088.0,5.435406698564593,14.535283159324386
12091,6.75,1220.0,11.228260869565217,1632.0,5.804347826086956,1719.0,88334.9609375,711.0,79026.31578947355,2525.0,-76.98170731707317,3.0,3.0,0.03418803418803419,702459.0,-3556.0,0.24390243902439027,108.41463414634147,-8.0,0.012654012654012677,0.012654012654012677,711.0,-856.0,4.095693779904306,9.971291866028707,1084.0,-2084.0,5.186602870813397,14.329228724575858
12092,6.510869565217391,1224.0,11.184782608695652,1654.0,5.782608695652174,1721.0,88339.84375,713.0,73844.26229508186,2322.0,-70.79268292682927,3.0,3.0,0.03907203907203907,702619.0,-3468.0,0.701219512195122,105.73170731707319,-23.0,0.013542013542013561,0.01354201354201356,713.0,-872.0,4.172248803827751,9.952153110047847,1076.0,-2080.0,5.148325358851674,14.174954949702203
12093,6.3478260869565215,1224.0,11.184782608695652,1669.0,5.771739130434782,1722.0,88344.7265625,713.0,73844.26229508186,2124.0,-64.75609756097562,3.0,3.0,0.04395604395604395,702779.0,-3333.0,1.4939024390243905,101.6158536585366,-49.0,0.013542013542013561,0.01354201354201356,713.0,-852.0,4.0765550239234445,9.875598086124402,1016.0,-2064.0,4.861244019138756,14.096355224802563
