,Accel_LN_X_UNCAL,Accel_LN_X_CAL,Accel_LN_Y_UNCAL,Accel_LN_Y_CAL,Accel_LN_Z_CAL,Accel_LN_Z_UNCAL,System_Timestamp_Plot_Zeroed_CAL,GSR_Skin_Resistance_CAL,GSR_Skin_Resistance_UNCAL,Gyro_Z_UNCAL,Gyro_Z_CAL,GSR_Range_CAL,GSR_Range_UNCAL,Timestamp_CAL,Timestamp_UNCAL,Gyro_X_CAL,Gyro_X_UNCAL,Gyro_Y_UNCAL,Gyro_Y_CAL,GSR_Skin_Conductance_CAL,GSR_Skin_Conductance_CAL,GSR_Skin_Conductance_UNCAL,Accel_WR_Z_UNCAL,Accel_WR_Z_CAL,Accel_WR_Y_UNCAL,Accel_WR_Y_CAL,Accel_WR_X_UNCAL,Accel_WR_X_CAL,Resultant_Accel
1650,2933.0,4.08695652173913,1877.0,-7.391304347826087,5.717391304347826,1727.0,8071.2890625,91928.57142857119,707.0,-155.0,4.725609756097562,3.0,3.0,0.06349206349206349,1425277.0,6.189024390243903,-10437.0,-203.0,318.20121951219517,0.010878010878010906,0.010878010878010906,707.0,-828.0,3.9617224880382773,452.0,-11.062200956937799,2312.0,2.1626794258373203,10.199174324415235
1651,2929.0,3.75,1908.0,-7.3478260869565215,5.760869565217392,1723.0,8076.171875,91928.57142857119,707.0,-298.0,9.085365853658537,3.0,3.0,0.06837606837606838,1425437.0,6.341463414634147,-10024.0,-208.0,305.609756097561,0.010878010878010906,0.010878010878010906,707.0,-816.0,3.9043062200956937,372.0,-11.043062200956937,2308.0,1.7799043062200957,10.061842095342522
1652,2928.0,3.5978260869565215,1922.0,-7.33695652173913,5.717391304347826,1727.0,8081.0546875,88323.5294117645,708.0,-448.0,13.658536585365855,3.0,3.0,0.07326007326007326,1425597.0,7.195121951219513,-9610.0,-236.0,292.9878048780488,0.011322011322011348,0.01132201132201135,708.0,-820.0,3.923444976076555,332.0,-10.870813397129186,2272.0,1.588516746411483,9.97315631487381
1653,2925.0,3.282608695652174,1951.0,-7.304347826086956,5.630434782608695,1735.0,8085.9375,91928.57142857119,707.0,-534.0,16.28048780487805,3.0,3.0,0.07814407814407814,1425757.0,7.682926829268293,-9178.0,-252.0,279.81707317073176,0.010878010878010906,0.010878010878010906,707.0,-808.0,3.866028708133971,292.0,-10.813397129186603,2260.0,1.3971291866028708,9.789321368432152
1654,2920.0,3.043478260869565,1973.0,-7.25,5.576086956521739,1740.0,8090.8203125,88323.5294117645,708.0,-701.0,21.371951219512198,3.0,3.0,0.08302808302808302,1425917.0,8.384146341463415,-8824.0,-275.0,269.0243902439025,0.011322011322011348,0.01132201132201135,708.0,-788.0,3.7703349282296648,200.0,-10.909090909090908,2280.0,0.9569377990430622,9.639398615633525
1655,2917.0,2.902173913043478,1986.0,-7.217391304347826,5.445652173913043,1752.0,8095.703125,91928.57142857119,707.0,-875.0,26.676829268292686,3.0,3.0,0.0879120879120879,1426077.0,9.085365853658537,-8475.0,-298.0,258.38414634146346,0.010878010878010906,0.010878010878010906,707.0,-744.0,3.5598086124401913,192.0,-10.794258373205741,2256.0,0.9186602870813396,9.495708412797308
1656,2906.0,2.8260869565217392,1993.0,-7.0978260869565215,5.3478260869565215,1761.0,8100.5859375,95840.42553191462,706.0,-993.0,30.27439024390244,3.0,3.0,0.0927960927960928,1426237.0,10.121951219512196,-8153.0,-332.0,248.56707317073173,0.010434010434010463,0.010434010434010463,706.0,-760.0,3.6363636363636362,168.0,-10.77511961722488,2252.0,0.8038277511961722,9.325510522370104
1657,2894.0,2.7065217391304346,2004.0,-6.967391304347826,5.33695652173913,1762.0,8105.46875,91928.57142857119,707.0,-1078.0,32.86585365853659,3.0,3.0,0.09768009768009768,1426397.0,11.890243902439025,-7828.0,-390.0,238.65853658536588,0.010878010878010906,0.010878010878010906,707.0,-732.0,3.5023923444976077,148.0,-10.698564593301436,2236.0,0.708133971291866,9.184383834924429
1658,2903.0,2.5217391304347827,2021.0,-7.065217391304348,5.423913043478261,1754.0,8110.3515625,91928.57142857119,707.0,-1099.0,33.50609756097561,3.0,3.0,0.10256410256410256,1426557.0,13.719512195121952,-7596.0,-450.0,231.58536585365854,0.010878010878010906,0.010878010878010906,707.0,-760.0,3.6363636363636362,116.0,-10.660287081339712,2228.0,0.5550239234449761,9.257175472657359
1659,2896.0,2.4239130434782608,2030.0,-6.989130434782608,5.4021739130434785,1756.0,8115.234375,95840.42553191462,706.0,-1114.0,33.963414634146346,3.0,3.0,0.10744810744810745,1426717.0,15.365853658536587,-7465.0,-504.0,227.59146341463418,0.010434010434010463,0.010434010434010463,706.0,-760.0,3.6363636363636362,104.0,-10.62200956937799,2220.0,0.49760765550239233,9.160064501056532
1660,2888.0,2.369565217391304,2035.0,-6.9021739130434785,5.25,1770.0,8120.1171875,109865.85365853697,703.0,-1215.0,37.04268292682927,3.0,3.0,0.11233211233211234,1426877.0,17.347560975609756,-7339.0,-569.0,223.75000000000003,0.00910200910200907,0.00910200910200907,703.0,-696.0,3.3301435406698565,56.0,-10.526315789473683,2200.0,0.2679425837320574,8.989846719792759
1661,2861.0,2.0543478260869565,2064.0,-6.608695652173913,5.217391304347826,1773.0,8125.0,91928.57142857119,707.0,-1265.0,38.56707317073171,3.0,3.0,0.11721611721611722,1427037.0,18.262195121951223,-7241.0,-599.0,220.76219512195124,0.010878010878010906,0.010878010878010906,707.0,-692.0,3.311004784688995,32.0,-10.392344497607654,2172.0,0.15311004784688995,8.66697036087553
1662,2846.0,1.9021739130434783,2078.0,-6.445652173913043,5.315217391304348,1764.0,8129.8828125,100099.99999999968,705.0,-1300.0,39.63414634146342,3.0,3.0,0.1221001221001221,1427197.0,18.871951219512198,-7067.0,-619.0,215.45731707317074,0.009990009990010021,0.009990009990010023,705.0,-732.0,3.5023923444976077,-4.0,-10.105263157894736,2112.0,-0.019138755980861243,8.568327343149145
1663,2850.0,1.826086956521739,2085.0,-6.489130434782608,5.554347826086956,1742.0,8134.765625,84990.56603773567,709.0,-1275.0,38.8719512195122,3.0,3.0,0.12698412698412698,1427357.0,19.05487804878049,-6829.0,-625.0,208.20121951219514,0.01176601176601179,0.011766011766011792,709.0,-764.0,3.6555023923444976,-32.0,-10.028708133971291,2096.0,-0.15311004784688995,8.73465438042958
1664,2847.0,1.4891304347826086,2116.0,-6.456521739130435,5.554347826086956,1742.0,8139.6484375,91928.57142857119,707.0,-1326.0,40.426829268292686,3.0,3.0,0.13186813186813187,1427517.0,19.207317073170735,-6550.0,-630.0,199.69512195121953,0.010878010878010906,0.010878010878010906,707.0,-808.0,3.866028708133971,-136.0,-10.009569377990431,2092.0,-0.6507177033492823,8.646095199153004
1665,2845.0,1.1956521739130435,2143.0,-6.434782608695652,5.684782608695652,1730.0,8144.53125,84990.56603773567,709.0,-1494.0,45.54878048780488,3.0,3.0,0.13675213675213677,1427677.0,19.390243902439025,-6187.0,-636.0,188.62804878048783,0.01176601176601179,0.011766011766011792,709.0,-832.0,3.9808612440191387,-204.0,-9.971291866028707,2084.0,-0.9760765550239234,8.669069422393822
1666,2839.0,0.8695652173913043,2173.0,-6.369565217391304,5.869565217391304,1713.0,8149.4140625,91928.57142857119,707.0,-1658.0,50.54878048780488,3.0,3.0,0.14163614163614163,1427837.0,18.50609756097561,-5723.0,-607.0,174.4817073170732,0.010878010878010906,0.010878010878010906,707.0,-876.0,4.1913875598086126,-280.0,-9.913875598086124,2072.0,-1.339712918660287,8.705130703620005
1667,2838.0,0.6195652173913043,2196.0,-6.358695652173913,5.978260869565217,1703.0,8154.296875,100099.99999999968,705.0,-1730.0,52.743902439024396,3.0,3.0,0.14652014652014653,1427997.0,16.82926829268293,-5219.0,-552.0,159.1158536585366,0.009990009990010021,0.009990009990010023,705.0,-916.0,4.382775119617225,-344.0,-9.837320574162678,2056.0,-1.645933014354067,8.74965567780534
1668,2833.0,0.5978260869565217,2198.0,-6.304347826086956,6.108695652173913,1691.0,8159.1796875,100099.99999999968,705.0,-1798.0,54.81707317073171,3.0,3.0,0.1514041514041514,1428157.0,15.487804878048783,-4703.0,-508.0,143.38414634146343,0.009990009990010021,0.009990009990010023,705.0,-920.0,4.401913875598086,-344.0,-9.799043062200957,2048.0,-1.645933014354067,8.798770375082052
1669,2826.0,0.5543478260869565,2202.0,-6.228260869565217,6.195652173913043,1683.0,8164.0625,104755.81395348875,704.0,-1883.0,57.40853658536586,3.0,3.0,0.1562881562881563,1428317.0,14.481707317073171,-4238.0,-475.0,129.20731707317074,0.009546009546009511,0.009546009546009513,704.0,-928.0,4.440191387559809,-316.0,-9.665071770334928,2020.0,-1.5119617224880382,8.802536045467694
1670,2818.0,0.717391304347826,2187.0,-6.141304347826087,6.304347826086956,1673.0,8168.9453125,91928.57142857119,707.0,-1958.0,59.69512195121952,3.0,3.0,0.16117216117216118,1428477.0,13.414634146341465,-3780.0,-440.0,115.2439024390244,0.010878010878010906,0.010878010878010906,707.0,-976.0,4.669856459330143,-288.0,-9.569377990430622,2000.0,-1.3779904306220094,8.830349420519486
1671,2796.0,0.967391304347826,2164.0,-5.9021739130434785,6.282608695652174,1675.0,8173.828125,95840.42553191462,706.0,-1990.0,60.67073170731708,3.0,3.0,0.16605616605616605,1428637.0,12.560975609756099,-3386.0,-412.0,103.23170731707317,0.010434010434010463,0.010434010434010463,706.0,-972.0,4.650717703349282,-268.0,-9.282296650717702,1940.0,-1.2822966507177034,8.67425356202037
1672,2770.0,0.8478260869565217,2175.0,-5.619565217391304,6.434782608695652,1661.0,8178.7109375,100099.99999999968,705.0,-2021.0,61.615853658536594,3.0,3.0,0.17094017094017094,1428797.0,12.01219512195122,-3081.0,-394.0,93.9329268292683,0.009990009990010021,0.009990009990010023,705.0,-992.0,4.746411483253588,-264.0,-8.976076555023923,1876.0,-1.263157894736842,8.585147030040325
1673,2753.0,1.0,2161.0,-5.434782608695652,6.391304347826087,1665.0,8183.59375,104755.81395348875,704.0,-2025.0,61.737804878048784,3.0,3.0,0.1758241758241758,1428957.0,10.853658536585368,-2783.0,-356.0,84.84756097560977,0.009546009546009511,0.009546009546009513,704.0,-1004.0,4.803827751196172,-248.0,-8.727272727272727,1824.0,-1.186602870813397,8.449001909712257
1674,2738.0,0.8152173913043478,2178.0,-5.271739130434782,6.521739130434782,1653.0,8188.4765625,115500.00000000041,702.0,-2049.0,62.46951219512196,3.0,3.0,0.1807081807081807,1429117.0,9.817073170731708,-2554.0,-322.0,77.8658536585366,0.008658008658008629,0.008658008658008627,702.0,-1016.0,4.861244019138756,-260.0,-8.421052631578947,1760.0,-1.244019138755981,8.42549073584955
1675,2714.0,0.6847826086956521,2190.0,-5.010869565217392,6.565217391304348,1649.0,8193.359375,95840.42553191462,706.0,-2038.0,62.13414634146342,3.0,3.0,0.1855921855921856,1429277.0,9.176829268292684,-2336.0,-301.0,71.21951219512196,0.010434010434010463,0.010434010434010463,706.0,-1040.0,4.976076555023924,-308.0,-8.191387559808613,1712.0,-1.4736842105263157,8.287328907185898
1676,2687.0,0.5108695652173912,2206.0,-4.717391304347826,6.760869565217391,1631.0,8198.2421875,95840.42553191462,706.0,-2043.0,62.28658536585366,3.0,3.0,0.19047619047619047,1429437.0,7.682926829268293,-2164.0,-252.0,65.97560975609757,0.010434010434010463,0.010434010434010463,706.0,-1084.0,5.186602870813397,-340.0,-8.0,1672.0,-1.6267942583732056,8.259789689143707
1677,2674.0,0.30434782608695654,2225.0,-4.576086956521739,7.010869565217391,1608.0,8203.125,95840.42553191462,706.0,-2030.0,61.89024390243903,3.0,3.0,0.19536019536019536,1429597.0,6.402439024390245,-1976.0,-210.0,60.243902439024396,0.010434010434010463,0.010434010434010463,706.0,-1112.0,5.320574162679426,-368.0,-7.904306220095694,1652.0,-1.7607655502392343,8.377678168405835
1678,2660.0,0.2608695652173913,2229.0,-4.423913043478261,7.0978260869565215,1600.0,8208.0078125,88323.5294117645,708.0,-2025.0,61.737804878048784,3.0,3.0,0.20024420024420025,1429757.0,4.817073170731708,-1795.0,-158.0,54.72560975609757,0.011322011322011348,0.01132201132201135,708.0,-1132.0,5.4162679425837315,-380.0,-7.712918660287081,1612.0,-1.8181818181818181,8.367687536410184
1679,2648.0,0.31521739130434784,2224.0,-4.293478260869565,7.184782608695652,1592.0,8212.890625,91928.57142857119,707.0,-2004.0,61.09756097560976,3.0,3.0,0.20512820512820512,1429917.0,3.0487804878048785,-1666.0,-100.0,50.79268292682927,0.010878010878010906,0.010878010878010906,707.0,-1144.0,5.473684210526316,-384.0,-7.502392344497608,1568.0,-1.8373205741626792,8.375823464863366
1680,2635.0,0.25,2230.0,-4.1521739130434785,7.173913043478261,1593.0,8217.7734375,100099.99999999968,705.0,-1972.0,60.1219512195122,3.0,3.0,0.21001221001221002,1430077.0,1.3414634146341464,-1561.0,-44.0,47.59146341463415,0.009990009990010021,0.009990009990010023,705.0,-1160.0,5.55023923444976,-376.0,-7.291866028708133,1524.0,-1.7990430622009568,8.292651961800056
1681,2630.0,0.2934782608695652,2226.0,-4.0978260869565215,7.25,1586.0,8222.65625,91928.57142857119,707.0,-1955.0,59.60365853658537,3.0,3.0,0.2148962148962149,1430237.0,-0.030487804878048783,-1476.0,1.0,45.00000000000001,0.010878010878010906,0.010878010878010906,707.0,-1168.0,5.588516746411483,-360.0,-7.157894736842105,1496.0,-1.7224880382775118,8.333115151523133
1682,2600.0,0.18478260869565216,2236.0,-3.7717391304347827,7.391304347826087,1573.0,8227.5390625,95840.42553191462,706.0,-1929.0,58.810975609756106,3.0,3.0,0.21978021978021978,1430397.0,-1.4329268292682928,-1409.0,47.0,42.957317073170735,0.010434010434010463,0.010434010434010463,706.0,-1196.0,5.722488038277512,-372.0,-7.1387559808612435,1492.0,-1.7799043062200957,8.300092809283647
1683,2611.0,0.32608695652173914,2223.0,-3.891304347826087,7.456521739130435,1567.0,8232.421875,95840.42553191462,706.0,-1912.0,58.29268292682927,3.0,3.0,0.22466422466422467,1430557.0,-2.682926829268293,-1330.0,88.0,40.54878048780488,0.010434010434010463,0.010434010434010463,706.0,-1224.0,5.85645933014354,-360.0,-7.1387559808612435,1492.0,-1.7224880382775118,8.417143142227568
1684,2611.0,0.43478260869565216,2213.0,-3.891304347826087,7.5,1563.0,8237.3046875,88323.5294117645,708.0,-1871.0,57.04268292682927,3.0,3.0,0.22954822954822954,1430717.0,-3.9024390243902443,-1274.0,128.0,38.84146341463415,0.011322011322011348,0.01132201132201135,708.0,-1212.0,5.7990430622009566,-340.0,-7.043062200956937,1472.0,-1.6267942583732056,8.46057240641757
1685,2608.0,0.44565217391304346,2212.0,-3.858695652173913,7.456521739130435,1567.0,8242.1875,95840.42553191462,706.0,-1825.0,55.64024390243903,3.0,3.0,0.23443223443223443,1430877.0,-4.786585365853659,-1221.0,157.0,37.22560975609756,0.010434010434010463,0.010434010434010463,706.0,-1204.0,5.760765550239234,-312.0,-7.043062200956937,1472.0,-1.492822966507177,8.407606939096526
1686,2610.0,0.6195652173913043,2196.0,-3.8804347826086953,7.434782608695652,1569.0,8247.0703125,84990.56603773567,709.0,-1793.0,54.66463414634147,3.0,3.0,0.23931623931623933,1431037.0,-5.609756097560976,-1166.0,184.0,35.54878048780488,0.01176601176601179,0.011766011766011792,709.0,-1200.0,5.741626794258373,-284.0,-7.100478468899521,1484.0,-1.3588516746411483,8.409377360972918
1687,2616.0,0.7282608695652174,2186.0,-3.9456521739130435,7.326086956521739,1579.0,8251.953125,91928.57142857119,707.0,-1763.0,53.75000000000001,3.0,3.0,0.2442002442002442,1431197.0,-6.52439024390244,-1075.0,214.0,32.774390243902445,0.010878010878010906,0.010878010878010906,707.0,-1160.0,5.55023923444976,-264.0,-7.177033492822966,1500.0,-1.263157894736842,8.352848919151032
1688,2627.0,0.7717391304347826,2182.0,-4.065217391304348,7.260869565217391,1585.0,8256.8359375,95840.42553191462,706.0,-1721.0,52.46951219512196,3.0,3.0,0.2490842490842491,1431357.0,-6.859756097560976,-1012.0,225.0,30.853658536585368,0.010434010434010463,0.010434010434010463,706.0,-1160.0,5.55023923444976,-268.0,-7.2727272727272725,1520.0,-1.2822966507177034,8.357140693269901
1689,2627.0,0.9239130434782609,2168.0,-4.065217391304348,7.141304347826087,1596.0,8261.71875,100099.99999999968,705.0,-1690.0,51.524390243902445,3.0,3.0,0.25396825396825395,1431517.0,-7.591463414634147,-902.0,249.0,27.500000000000004,0.009990009990010021,0.009990009990010023,705.0,-1152.0,5.511961722488038,-252.0,-7.349282296650717,1536.0,-1.2057416267942582,8.26908916016464
1690,2637.0,0.9130434782608695,2169.0,-4.173913043478261,7.130434782608695,1597.0,8266.6015625,109865.85365853697,703.0,-1701.0,51.85975609756098,3.0,3.0,0.2588522588522589,1431677.0,-7.621951219512196,-790.0,250.0,24.085365853658537,0.00910200910200907,0.00910200910200907,703.0,-1140.0,5.454545454545454,-232.0,-7.521531100478469,1572.0,-1.1100478468899522,8.312538642120623
1691,2654.0,1.1304347826086956,2149.0,-4.358695652173913,7.0978260869565215,1600.0,8271.484375,100099.99999999968,705.0,-1702.0,51.89024390243903,3.0,3.0,0.26373626373626374,1431837.0,-8.079268292682928,-634.0,265.0,19.32926829268293,0.009990009990010021,0.009990009990010023,705.0,-1104.0,5.282296650717703,-200.0,-7.636363636363636,1596.0,-0.9569377990430622,8.405667477761172
1692,2661.0,1.065217391304348,2155.0,-4.434782608695652,6.989130434782608,1610.0,8276.3671875,91928.57142857119,707.0,-1708.0,52.07317073170732,3.0,3.0,0.2686202686202686,1431997.0,-8.902439024390246,-503.0,292.0,15.335365853658537,0.010878010878010906,0.010878010878010906,707.0,-1100.0,5.263157894736842,-172.0,-7.866028708133971,1644.0,-0.8229665071770335,8.345653306454276
1693,2670.0,1.326086956521739,2131.0,-4.532608695652174,6.9021739130434785,1618.0,8281.25,95840.42553191462,706.0,-1717.0,52.34756097560976,3.0,3.0,0.27350427350427353,1432157.0,-9.085365853658537,-390.0,298.0,11.890243902439025,0.010434010434010463,0.010434010434010463,706.0,-1096.0,5.244019138755981,-160.0,-7.904306220095694,1652.0,-0.7655502392344498,8.363196334539607
1694,2676.0,1.4130434782608696,2123.0,-4.5978260869565215,6.891304347826087,1619.0,8286.1328125,104755.81395348875,704.0,-1722.0,52.50000000000001,3.0,3.0,0.2783882783882784,1432317.0,-8.689024390243903,-276.0,285.0,8.414634146341465,0.009546009546009511,0.009546009546009513,704.0,-1084.0,5.186602870813397,-96.0,-8.153110047846889,1704.0,-0.4593301435406698,8.403973596562535
1695,2705.0,1.7282608695652173,2094.0,-4.913043478260869,6.9021739130434785,1618.0,8291.015625,95840.42553191462,706.0,-1758.0,53.59756097560976,3.0,3.0,0.28327228327228327,1432477.0,-8.78048780487805,-217.0,288.0,6.615853658536586,0.010434010434010463,0.010434010434010463,706.0,-1088.0,5.205741626794258,-68.0,-8.287081339712918,1732.0,-0.3253588516746411,8.646669103096862
1696,2718.0,1.8478260869565217,2083.0,-5.054347826086956,6.891304347826087,1619.0,8295.8984375,91928.57142857119,707.0,-1796.0,54.75609756097561,3.0,3.0,0.28815628815628813,1432637.0,-8.871951219512196,-186.0,291.0,5.670731707317073,0.010878010878010906,0.010878010878010906,707.0,-1092.0,5.22488038277512,-8.0,-8.440191387559809,1764.0,-0.03827751196172249,8.743624466379702
1697,2729.0,1.9782608695652173,2071.0,-5.173913043478261,6.913043478260869,1617.0,8300.78125,88323.5294117645,708.0,-1813.0,55.274390243902445,3.0,3.0,0.29304029304029305,1432797.0,-8.871951219512196,-153.0,291.0,4.664634146341464,0.011322011322011348,0.01132201132201135,708.0,-1088.0,5.205741626794258,16.0,-8.593301435406698,1796.0,0.07655502392344497,8.858502265160434
1698,2739.0,2.0217391304347827,2067.0,-5.282608695652174,6.934782608695652,1615.0,8305.6640625,95840.42553191462,706.0,-1849.0,56.3719512195122,3.0,3.0,0.2979242979242979,1432957.0,-8.719512195121952,-146.0,286.0,4.451219512195123,0.010434010434010463,0.010434010434010463,706.0,-1084.0,5.186602870813397,36.0,-8.78468899521531,1836.0,0.17224880382775118,8.948999585025067
1699,2745.0,1.9891304347826086,2070.0,-5.3478260869565215,7.043478260869565,1605.0,8310.546875,95840.42553191462,706.0,-1887.0,57.53048780487806,3.0,3.0,0.3028083028083028,1433117.0,-8.231707317073171,-108.0,270.0,3.2926829268292686,0.010434010434010463,0.010434010434010463,706.0,-1112.0,5.320574162679426,20.0,-8.880382775119617,1856.0,0.09569377990430622,9.064572232281748
1700,2755.0,2.032608695652174,2066.0,-5.456521739130435,7.08695652173913,1601.0,8315.4296875,88323.5294117645,708.0,-1922.0,58.59756097560976,3.0,3.0,0.3076923076923077,1433277.0,-8.079268292682928,-38.0,265.0,1.1585365853658538,0.011322011322011348,0.01132201132201135,708.0,-1116.0,5.339712918660287,8.0,-8.91866028708134,1864.0,0.03827751196172249,9.172245109037625
1701,2756.0,1.9239130434782608,2076.0,-5.467391304347826,7.076086956521739,1602.0,8320.3125,109865.85365853697,703.0,-1937.0,59.054878048780495,3.0,3.0,0.3125763125763126,1433437.0,-8.353658536585368,0.0,274.0,0.0,0.00910200910200907,0.00910200910200907,703.0,-1128.0,5.3971291866028706,-8.0,-8.880382775119617,1856.0,-0.03827751196172249,9.146847308771537
1702,2757.0,1.9456521739130435,2074.0,-5.478260869565217,7.054347826086956,1604.0,8325.1953125,95840.42553191462,706.0,-1973.0,60.15243902439025,3.0,3.0,0.31746031746031744,1433597.0,-8.140243902439025,60.0,267.0,-1.829268292682927,0.010434010434010463,0.010434010434010463,706.0,-1124.0,5.37799043062201,-8.0,-8.861244019138756,1852.0,-0.03827751196172249,9.141155714037463
