,Accel_LN_X_UNCAL,Accel_LN_X_CAL,Accel_LN_Y_CAL,Accel_LN_Y_UNCAL,Accel_LN_Z_CAL,Accel_LN_Z_UNCAL,System_Timestamp_Plot_Zeroed_CAL,GSR_Skin_Resistance_UNCAL,GSR_Skin_Resistance_CAL,Gyro_Z_CAL,Gyro_Z_UNCAL,GSR_Range_CAL,GSR_Range_UNCAL,Timestamp_UNCAL,Timestamp_CAL,Gyro_X_UNCAL,Gyro_X_CAL,Gyro_Y_CAL,Gyro_Y_UNCAL,GSR_Skin_Conductance_CAL,GSR_Skin_Conductance_CAL,GSR_Skin_Conductance_UNCAL,Accel_WR_Z_UNCAL,Accel_WR_Z_CAL,Accel_WR_Y_CAL,Accel_WR_Y_UNCAL,Accel_WR_X_UNCAL,Accel_WR_X_CAL,Resultant_Accel
835,2180.0,5.489130434782608,0.7934782608695652,1748.0,10.739130434782608,1265.0,4067.3828125,701.0,121743.24324324368,5.548780487804879,-182.0,3.0,3.0,10588197.0,0.05860805860805861,396.0,-31.280487804878053,-12.073170731707318,1026.0,0.008214008214008185,0.008214008214008185,701.0,-1940.0,9.282296650717702,-1.8373205741626792,844.0,384.0,4.038277511961723,12.086731699504353
836,2167.0,4.4021739130434785,0.9347826086956521,1848.0,10.630434782608695,1275.0,4072.265625,702.0,115500.00000000041,3.5670731707317076,-117.0,3.0,3.0,10588357.0,0.06349206349206349,521.0,-30.762195121951223,-15.884146341463417,1009.0,0.008658008658008629,0.008658008658008627,702.0,-1880.0,8.995215311004785,-1.569377990430622,548.0,328.0,2.6220095693779903,11.543790424011394
837,2154.0,3.9782608695652173,1.076086956521739,1887.0,10.42391304347826,1294.0,4077.1484375,702.0,115500.00000000041,2.408536585365854,-79.0,3.0,3.0,10588517.0,0.06837606837606838,702.0,-28.62804878048781,-21.402439024390247,939.0,0.008658008658008629,0.008658008658008627,702.0,-1880.0,8.995215311004785,-1.3779904306220094,484.0,288.0,2.3157894736842106,11.20903590066096
838,2157.0,4.260869565217392,1.0434782608695652,1861.0,10.576086956521738,1280.0,4082.03125,703.0,109865.85365853697,1.9207317073170733,-63.0,3.0,3.0,10588677.0,0.07326007326007326,799.0,-27.80487804878049,-24.35975609756098,912.0,0.00910200910200907,0.00910200910200907,703.0,-1924.0,9.205741626794259,-1.492822966507177,580.0,312.0,2.77511961722488,11.449780419056625
839,2194.0,4.641304347826087,0.6413043478260869,1826.0,10.83695652173913,1256.0,4086.9140625,701.0,121743.24324324368,5.091463414634147,-167.0,3.0,3.0,10588837.0,0.07814407814407814,989.0,-28.292682926829272,-30.152439024390247,928.0,0.008214008214008185,0.008214008214008185,701.0,-1960.0,9.37799043062201,-2.028708133971292,680.0,424.0,3.253588516746411,11.806464499152753
840,2199.0,4.83695652173913,0.5869565217391304,1808.0,10.91304347826087,1249.0,4091.796875,702.0,115500.00000000041,5.365853658536586,-176.0,3.0,3.0,10588997.0,0.08302808302808302,942.0,-31.55487804878049,-28.719512195121954,1035.0,0.008658008658008629,0.008658008658008627,702.0,-1968.0,9.416267942583731,-2.047846889952153,716.0,428.0,3.4258373205741623,11.951367466111101
841,2181.0,5.173913043478261,0.7826086956521738,1777.0,10.684782608695652,1270.0,4096.6796875,704.0,104755.81395348875,3.7500000000000004,-123.0,3.0,3.0,10589157.0,0.0879120879120879,999.0,-31.737804878048784,-30.457317073170735,1041.0,0.009546009546009511,0.009546009546009513,704.0,-1900.0,9.09090909090909,-1.6650717703349283,796.0,348.0,3.8086124401913874,11.897328773597456
842,2156.0,5.369565217391304,1.0543478260869565,1759.0,10.434782608695652,1293.0,4101.5625,701.0,121743.24324324368,2.3170731707317076,-76.0,3.0,3.0,10589317.0,0.0927960927960928,971.0,-28.689024390243905,-29.603658536585368,941.0,0.008214008214008185,0.008214008214008185,701.0,-1852.0,8.861244019138756,-1.588516746411483,836.0,332.0,4.0,11.782553545515084
843,2174.0,5.641304347826087,0.858695652173913,1734.0,10.391304347826086,1297.0,4106.4453125,701.0,121743.24324324368,0.030487804878048783,-1.0,3.0,3.0,10589477.0,0.09768009768009768,973.0,-28.59756097560976,-29.664634146341466,938.0,0.008214008214008185,0.008214008214008185,701.0,-1856.0,8.880382775119617,-1.6650717703349283,904.0,348.0,4.325358851674641,11.854993842976606
844,2173.0,5.815217391304348,0.8695652173913043,1718.0,10.380434782608695,1298.0,4111.328125,702.0,115500.00000000041,-2.957317073170732,97.0,3.0,3.0,10589637.0,0.10256410256410256,971.0,-27.987804878048784,-29.603658536585368,918.0,0.008658008658008629,0.008658008658008627,702.0,-1840.0,8.803827751196172,-1.6842105263157894,928.0,352.0,4.440191387559809,11.930059649952206
845,2192.0,5.793478260869565,0.6630434782608695,1720.0,10.380434782608695,1298.0,4116.2109375,702.0,115500.00000000041,-3.1097560975609757,102.0,3.0,3.0,10589797.0,0.10744810744810745,956.0,-27.865853658536587,-29.146341463414636,914.0,0.008658008658008629,0.008658008658008627,702.0,-1836.0,8.78468899521531,-1.8181818181818181,872.0,380.0,4.172248803827751,11.906193484452743
846,2180.0,5.6521739130434785,0.7934782608695652,1733.0,10.217391304347826,1313.0,4121.09375,700.0,128700.00000000045,-3.4451219512195124,113.0,3.0,3.0,10589957.0,0.11233211233211234,1015.0,-27.25609756097561,-30.945121951219516,894.0,0.007770007770007743,0.007770007770007743,700.0,-1836.0,8.78468899521531,-1.6650717703349283,824.0,348.0,3.942583732057416,11.703493613443996
847,2175.0,5.434782608695652,0.8478260869565217,1753.0,10.282608695652174,1307.0,4125.9765625,700.0,128700.00000000045,-3.9939024390243905,131.0,3.0,3.0,10590117.0,0.11721611721611722,1027.0,-26.219512195121954,-31.3109756097561,860.0,0.007770007770007743,0.007770007770007743,700.0,-1832.0,8.76555023923445,-1.7224880382775118,816.0,360.0,3.9043062200956937,11.661376962666392
848,2179.0,5.4021739130434785,0.8043478260869565,1756.0,10.16304347826087,1318.0,4130.859375,701.0,121743.24324324368,-5.213414634146342,171.0,3.0,3.0,10590277.0,0.1221001221001221,1033.0,-25.213414634146343,-31.493902439024392,827.0,0.008214008214008185,0.008214008214008185,701.0,-1808.0,8.650717703349281,-1.7416267942583732,816.0,364.0,3.9043062200956937,11.537673558959757
849,2180.0,5.413043478260869,0.7934782608695652,1755.0,10.26086956521739,1309.0,4135.7421875,701.0,121743.24324324368,-4.634146341463415,152.0,3.0,3.0,10590437.0,0.12698412698412698,1067.0,-24.939024390243905,-32.53048780487805,818.0,0.008214008214008185,0.008214008214008185,701.0,-1784.0,8.535885167464114,-1.7416267942583732,816.0,364.0,3.9043062200956937,11.628245425790583
850,2175.0,5.445652173913043,0.8478260869565217,1752.0,10.195652173913043,1315.0,4140.625,701.0,121743.24324324368,-4.390243902439025,144.0,3.0,3.0,10590597.0,0.13186813186813187,1064.0,-24.725609756097562,-32.43902439024391,811.0,0.008214008214008185,0.008214008214008185,701.0,-1808.0,8.650717703349281,-1.6842105263157894,852.0,352.0,4.0765550239234445,11.589877476677035
851,2170.0,5.619565217391304,0.9021739130434783,1736.0,10.16304347826087,1318.0,4145.5078125,703.0,109865.85365853697,-4.115853658536586,135.0,3.0,3.0,10590757.0,0.13675213675213677,1040.0,-24.39024390243903,-31.707317073170735,800.0,0.00910200910200907,0.00910200910200907,703.0,-1800.0,8.61244019138756,-1.7607655502392343,888.0,368.0,4.248803827751196,11.648213757607264
852,2170.0,5.782608695652174,0.9021739130434783,1721.0,10.184782608695652,1316.0,4150.390625,701.0,121743.24324324368,-4.634146341463415,152.0,3.0,3.0,10590917.0,0.14163614163614163,989.0,-23.993902439024392,-30.152439024390247,787.0,0.008214008214008185,0.008214008214008185,701.0,-1772.0,8.47846889952153,-1.6267942583732056,916.0,340.0,4.382775119617225,11.746585796851685
853,2166.0,5.880434782608695,0.9456521739130435,1712.0,10.184782608695652,1316.0,4155.2734375,701.0,121743.24324324368,-5.335365853658537,175.0,3.0,3.0,10591077.0,0.14652014652014653,925.0,-23.231707317073173,-28.201219512195124,762.0,0.008214008214008185,0.008214008214008185,701.0,-1804.0,8.631578947368421,-1.645933014354067,928.0,344.0,4.440191387559809,11.798456172437565
