,Accel_LN_X_UNCAL,Accel_LN_X_CAL,Accel_LN_Y_UNCAL,Accel_LN_Y_CAL,Accel_LN_Z_UNCAL,Accel_LN_Z_CAL,System_Timestamp_Plot_Zeroed_CAL,GSR_Skin_Resistance_UNCAL,GSR_Skin_Resistance_CAL,Gyro_Z_CAL,Gyro_Z_UNCAL,GSR_Range_CAL,GSR_Range_UNCAL,Timestamp_CAL,Timestamp_UNCAL,Gyro_X_CAL,Gyro_X_UNCAL,Gyro_Y_UNCAL,Gyro_Y_CAL,GSR_Skin_Conductance_CAL,GSR_Skin_Conductance_CAL,GSR_Skin_Conductance_UNCAL,Accel_WR_Z_UNCAL,Accel_WR_Z_CAL,Accel_WR_Y_CAL,Accel_WR_Y_UNCAL,Accel_WR_X_CAL,Accel_WR_X_UNCAL,Resultant_Accel
1039,900.0,4.869565217391305,1805.0,14.706521739130434,2131.0,1.326086956521739,15625.0,706.0,95840.42553191462,2.1341463414634148,-70.0,3.0,3.0,0.05372405372405373,14329153.0,24.32926829268293,1444.0,-798.0,-44.024390243902445,0.010434010434010463,0.010434010434010463,706.0,140.0,-0.6698564593301435,14.028708133971291,700.0,3.3492822966507174,-2932.0,15.548406789320902
1040,880.0,4.880434782608695,1804.0,14.92391304347826,2141.0,1.2173913043478262,15629.8828125,705.0,100099.99999999968,1.3414634146341464,-44.0,3.0,3.0,0.05860805860805861,14329313.0,24.695121951219516,1517.0,-810.0,-46.25000000000001,0.009990009990010023,0.009990009990010021,705.0,156.0,-0.7464114832535885,14.258373205741627,720.0,3.4449760765550237,-2980.0,15.7487734692102
1041,858.0,4.945652173913043,1798.0,15.16304347826087,2143.0,1.1956521739130435,15634.765625,707.0,91928.57142857119,0.6097560975609757,-20.0,3.0,3.0,0.06349206349206349,14329473.0,24.878048780487806,1544.0,-816.0,-47.07317073170732,0.010878010878010906,0.010878010878010906,707.0,176.0,-0.8421052631578947,14.4688995215311,712.0,3.4066985645933014,-3024.0,15.993965958133813
1042,836.0,4.978260869565217,1795.0,15.402173913043478,2158.0,1.0326086956521738,15639.6484375,704.0,104755.81395348875,-0.15243902439024393,5.0,3.0,3.0,0.06837606837606838,14329633.0,25.243902439024392,1533.0,-828.0,-46.737804878048784,0.009546009546009513,0.009546009546009511,704.0,204.0,-0.9760765550239234,14.851674641148325,744.0,3.5598086124401913,-3104.0,16.219627716178252
1043,818.0,5.054347826086956,1788.0,15.597826086956522,2162.0,0.9891304347826086,15644.53125,705.0,100099.99999999968,-0.4573170731707317,15.0,3.0,3.0,0.07326007326007326,14329793.0,24.969512195121954,1500.0,-819.0,-45.73170731707317,0.009990009990010023,0.009990009990010021,705.0,212.0,-1.014354066985646,14.947368421052632,736.0,3.5215311004784686,-3124.0,16.426106952136426
1044,813.0,5.065217391304348,1787.0,15.652173913043478,2168.0,0.9239130434782609,15649.4140625,705.0,100099.99999999968,-0.9451219512195123,31.0,3.0,3.0,0.07814407814407814,14329953.0,24.78658536585366,1428.0,-813.0,-43.53658536585366,0.009990009990010023,0.009990009990010021,705.0,224.0,-1.0717703349282297,15.023923444976075,752.0,3.5980861244019136,-3140.0,16.47727497911108
1045,814.0,5.065217391304348,1787.0,15.641304347826086,2172.0,0.8804347826086957,15654.296875,707.0,91928.57142857119,-1.2500000000000002,41.0,3.0,3.0,0.08302808302808302,14330113.0,24.603658536585368,1338.0,-807.0,-40.79268292682927,0.010878010878010906,0.010878010878010906,707.0,212.0,-1.014354066985646,14.985645933014354,768.0,3.6746411483253585,-3132.0,16.464567845191763
1046,821.0,5.0,1793.0,15.565217391304348,2169.0,0.9130434782608695,15659.1796875,708.0,88323.5294117645,-2.3170731707317076,76.0,3.0,3.0,0.0879120879120879,14330273.0,24.603658536585368,1213.0,-807.0,-36.98170731707317,0.01132201132201135,0.011322011322011348,708.0,228.0,-1.0909090909090908,14.77511961722488,752.0,3.5980861244019136,-3088.0,16.374053891194997
1047,835.0,5.054347826086956,1788.0,15.41304347826087,2173.0,0.8695652173913043,15664.0625,708.0,88323.5294117645,-3.231707317073171,106.0,3.0,3.0,0.0927960927960928,14330433.0,25.03048780487805,1082.0,-821.0,-32.987804878048784,0.01132201132201135,0.011322011322011348,708.0,244.0,-1.1674641148325358,14.545454545454545,732.0,3.5023923444976077,-3040.0,16.243906084348268
1048,849.0,4.934782608695652,1799.0,15.26086956521739,2178.0,0.8152173913043478,15668.9453125,705.0,100099.99999999968,-4.115853658536586,135.0,3.0,3.0,0.09768009768009768,14330593.0,25.30487804878049,919.0,-830.0,-28.01829268292683,0.009990009990010023,0.009990009990010021,705.0,252.0,-1.2057416267942582,14.411483253588516,708.0,3.38755980861244,-3012.0,16.059601448253584
1049,869.0,4.815217391304348,1810.0,15.043478260869565,2173.0,0.8695652173913043,15673.828125,705.0,100099.99999999968,-5.182926829268293,170.0,3.0,3.0,0.10256410256410256,14330753.0,26.06707317073171,748.0,-855.0,-22.80487804878049,0.009990009990010023,0.009990009990010021,705.0,248.0,-1.186602870813397,14.181818181818182,684.0,3.2727272727272725,-2964.0,15.81925094238257
1050,887.0,4.760869565217392,1815.0,14.847826086956522,2178.0,0.8152173913043478,15678.7109375,706.0,95840.42553191462,-6.00609756097561,197.0,3.0,3.0,0.10744810744810745,14330913.0,26.58536585365854,569.0,-872.0,-17.347560975609756,0.010434010434010463,0.010434010434010463,706.0,248.0,-1.186602870813397,13.933014354066986,672.0,3.215311004784689,-2912.0,15.61372466519776
1051,904.0,4.663043478260869,1824.0,14.66304347826087,2176.0,0.8369565217391304,15683.59375,706.0,95840.42553191462,-6.920731707317074,227.0,3.0,3.0,0.11233211233211234,14331073.0,27.134146341463417,378.0,-890.0,-11.52439024390244,0.010434010434010463,0.010434010434010463,706.0,240.0,-1.1483253588516746,13.818181818181818,668.0,3.1961722488038276,-2888.0,15.409390472851335
1052,928.0,4.630434782608695,1827.0,14.402173913043478,2176.0,0.8369565217391304,15688.4765625,707.0,91928.57142857119,-7.469512195121952,245.0,3.0,3.0,0.11721611721611722,14331233.0,27.378048780487806,172.0,-898.0,-5.2439024390243905,0.010878010878010906,0.010878010878010906,707.0,252.0,-1.2057416267942582,13.55023923444976,656.0,3.138755980861244,-2832.0,15.151370760324763
1053,953.0,4.608695652173913,1829.0,14.130434782608695,2185.0,0.7391304347826086,15693.359375,706.0,95840.42553191462,-8.323170731707318,273.0,3.0,3.0,0.1221001221001221,14331393.0,27.5609756097561,-97.0,-904.0,2.957317073170732,0.010434010434010463,0.010434010434010463,706.0,248.0,-1.186602870813397,13.224880382775119,636.0,3.0430622009569377,-2764.0,14.881383556630288
1054,984.0,4.5978260869565215,1830.0,13.793478260869565,2182.0,0.7717391304347826,15698.2421875,706.0,95840.42553191462,-8.689024390243903,285.0,3.0,3.0,0.12698412698412698,14331553.0,27.83536585365854,-384.0,-913.0,11.707317073170733,0.010434010434010463,0.010434010434010463,706.0,268.0,-1.2822966507177034,12.842105263157894,620.0,2.9665071770334928,-2684.0,14.560069661386358
1055,1017.0,4.4021739130434785,1848.0,13.434782608695652,2184.0,0.75,15703.125,703.0,109865.85365853697,-9.420731707317074,309.0,3.0,3.0,0.13186813186813187,14331713.0,29.115853658536587,-692.0,-955.0,21.09756097560976,0.00910200910200907,0.00910200910200907,703.0,264.0,-1.263157894736842,12.382775119617225,592.0,2.832535885167464,-2588.0,14.157507510278485
1056,1048.0,4.271739130434782,1860.0,13.097826086956522,2181.0,0.7826086956521738,15708.0078125,706.0,95840.42553191462,-11.189024390243903,367.0,3.0,3.0,0.13675213675213677,14331873.0,29.420731707317074,-1005.0,-965.0,30.64024390243903,0.010434010434010463,0.010434010434010463,706.0,256.0,-1.2248803827751196,11.84688995215311,568.0,2.7177033492822966,-2476.0,13.799031841877781
1057,1092.0,4.054347826086956,1880.0,12.619565217391305,2183.0,0.7608695652173912,15712.890625,705.0,100099.99999999968,-13.475609756097562,442.0,3.0,3.0,0.14163614163614163,14332033.0,29.451219512195124,-1317.0,-966.0,40.15243902439025,0.009990009990010023,0.009990009990010021,705.0,252.0,-1.2057416267942582,11.368421052631579,492.0,2.354066985645933,-2376.0,13.276674473156392
1058,1133.0,3.717391304347826,1911.0,12.17391304347826,2180.0,0.7934782608695652,15717.7734375,705.0,100099.99999999968,-14.390243902439027,472.0,3.0,3.0,0.14652014652014653,14332193.0,30.884146341463417,-1614.0,-1013.0,49.207317073170735,0.009990009990010023,0.009990009990010021,705.0,260.0,-1.244019138755981,10.832535885167463,404.0,1.9330143540669855,-2264.0,12.753539298966524
1059,1169.0,3.4565217391304346,1935.0,11.782608695652174,2185.0,0.7391304347826086,15722.65625,705.0,100099.99999999968,-13.628048780487806,447.0,3.0,3.0,0.1514041514041514,14332353.0,33.018292682926834,-1840.0,-1083.0,56.09756097560976,0.009990009990010023,0.009990009990010021,705.0,264.0,-1.263157894736842,10.4688995215311,312.0,1.492822966507177,-2188.0,12.301370818228408
1060,1194.0,3.032608695652174,1974.0,11.51086956521739,2194.0,0.6413043478260869,15727.5390625,704.0,104755.81395348875,-13.932926829268293,457.0,3.0,3.0,0.1562881562881563,14332513.0,34.90853658536586,-2008.0,-1145.0,61.21951219512196,0.009546009546009513,0.009546009546009511,704.0,300.0,-1.4354066985645932,10.16267942583732,240.0,1.1483253588516746,-2124.0,11.920910406295897
1061,1220.0,2.6956521739130435,2005.0,11.228260869565217,2192.0,0.6630434782608695,15732.421875,706.0,95840.42553191462,-16.432926829268293,539.0,3.0,3.0,0.16117216117216118,14332673.0,34.11585365853659,-2120.0,-1119.0,64.63414634146342,0.010434010434010463,0.010434010434010463,706.0,280.0,-1.339712918660287,9.913875598086124,176.0,0.8421052631578947,-2072.0,11.566330855193268
1062,1240.0,2.467391304347826,2026.0,11.01086956521739,2199.0,0.5869565217391304,15737.3046875,706.0,95840.42553191462,-15.853658536585368,520.0,3.0,3.0,0.16605616605616605,14332833.0,35.54878048780488,-2164.0,-1166.0,65.97560975609757,0.010434010434010463,0.010434010434010463,706.0,304.0,-1.4545454545454546,9.818181818181818,96.0,0.4593301435406698,-2052.0,11.29919405928644
1063,1242.0,2.0869565217391304,2061.0,10.989130434782608,2195.0,0.6304347826086957,15742.1875,706.0,95840.42553191462,-13.932926829268293,457.0,3.0,3.0,0.17094017094017094,14332993.0,38.56707317073171,-2164.0,-1265.0,65.97560975609757,0.010434010434010463,0.010434010434010463,706.0,316.0,-1.5119617224880382,9.68421052631579,40.0,0.19138755980861244,-2024.0,11.203295196120548
1064,1249.0,1.8478260869565217,2083.0,10.91304347826087,2197.0,0.6086956521739131,15747.0703125,708.0,88323.5294117645,-17.408536585365855,571.0,3.0,3.0,0.1758241758241758,14333153.0,35.701219512195124,-2122.0,-1171.0,64.69512195121952,0.01132201132201135,0.011322011322011348,708.0,304.0,-1.4545454545454546,9.665071770334928,-4.0,-0.019138755980861243,-2020.0,11.085102146711348
