,Accel_LN_X_UNCAL,Accel_LN_X_CAL,Accel_LN_Y_UNCAL,Accel_LN_Y_CAL,Accel_LN_Z_CAL,Accel_LN_Z_UNCAL,System_Timestamp_Plot_Zeroed_CAL,GSR_Skin_Resistance_UNCAL,GSR_Skin_Resistance_CAL,Gyro_Z_UNCAL,Gyro_Z_CAL,GSR_Range_UNCAL,GSR_Range_CAL,Timestamp_UNCAL,Timestamp_CAL,Gyro_X_CAL,Gyro_X_UNCAL,Gyro_Y_CAL,Gyro_Y_UNCAL,GSR_Skin_Conductance_CAL,GSR_Skin_Conductance_UNCAL,GSR_Skin_Conductance_CAL,Accel_WR_Z_UNCAL,Accel_WR_Z_CAL,Accel_WR_Y_UNCAL,Accel_WR_Y_CAL,Accel_WR_X_UNCAL,Accel_WR_X_CAL,Resultant_Accel
2067,184.0,6.869565217391304,1621.0,22.48913043478261,1.326086956521739,2131.0,10083.0078125,708.0,88323.5294117645,16257.0,-495.64024390243907,3.0,3.0,5370039.0,0.07326007326007326,103.07926829268294,-1850.0,56.40243902439025,-3381.0,0.011322011322011348,708.0,0.01132201132201135,92.0,-0.4401913875598086,1156.0,22.66028708133971,-4736.0,5.5311004784688995,23.552291196503898
2068,100.0,6.956521739130435,1613.0,23.402173913043477,1.326086956521739,2131.0,10087.890625,707.0,91928.57142857119,16168.0,-492.92682926829275,3.0,3.0,5370199.0,0.07814407814407814,113.44512195121952,-1974.0,60.1829268292683,-3721.0,0.010878010878010906,707.0,0.010878010878010906,112.0,-0.5358851674641149,1184.0,23.751196172248804,-4964.0,5.665071770334928,24.450223826778846
2069,13.0,7.1521739130434785,1595.0,24.34782608695652,1.326086956521739,2131.0,10092.7734375,706.0,95840.42553191462,16094.0,-490.67073170731715,3.0,3.0,5370359.0,0.08302808302808302,121.89024390243904,-2080.0,63.41463414634147,-3998.0,0.010434010434010463,706.0,0.010434010434010463,80.0,-0.3827751196172249,1252.0,24.918660287081337,-5208.0,5.990430622009569,25.411193074300098
2070,1.0,7.5,1563.0,24.478260869565215,1.4565217391304348,2119.0,10097.65625,706.0,95840.42553191462,16009.0,-488.07926829268297,3.0,3.0,5370519.0,0.0879120879120879,128.53658536585368,-2221.0,67.71341463414635,-4216.0,0.010434010434010463,706.0,0.010434010434010463,96.0,-0.4593301435406698,1348.0,26.02870813397129,-5440.0,6.449760765550239,25.6428686143935
2071,1.0,8.021739130434783,1515.0,24.478260869565215,1.5978260869565217,2106.0,10102.5390625,707.0,91928.57142857119,15896.0,-484.63414634146346,3.0,3.0,5370679.0,0.0927960927960928,133.84146341463415,-2359.0,71.92073170731707,-4390.0,0.010878010878010906,707.0,0.010878010878010906,40.0,-0.19138755980861244,1488.0,27.10047846889952,-5664.0,7.119617224880383,25.808653627793046
2072,1.0,8.695652173913043,1453.0,24.478260869565215,1.9782608695652173,2071.0,10107.421875,708.0,88323.5294117645,15745.0,-480.0304878048781,3.0,3.0,5370839.0,0.09768009768009768,137.9268292682927,-2581.0,78.68902439024392,-4524.0,0.011322011322011348,708.0,0.01132201132201135,-52.0,0.24880382775119617,1676.0,28.17224880382775,-5888.0,8.019138755980862,26.052123483436418
2073,1.0,9.58695652173913,1371.0,24.478260869565215,2.4239130434782608,2030.0,10112.3046875,708.0,88323.5294117645,15537.0,-473.68902439024396,3.0,3.0,5370999.0,0.10256410256410256,140.6707317073171,-2889.0,88.07926829268294,-4614.0,0.011322011322011348,708.0,0.01132201132201135,-192.0,0.9186602870813396,1896.0,29.129186602870814,-6088.0,9.07177033492823,26.400195927124255
2074,1.0,10.66304347826087,1272.0,24.478260869565215,2.9239130434782608,1984.0,10117.1875,708.0,88323.5294117645,15236.0,-464.51219512195127,3.0,3.0,5371159.0,0.10744810744810745,143.1707317073171,-3228.0,98.41463414634147,-4696.0,0.011322011322011348,708.0,0.01132201132201135,-232.0,1.1100478468899522,2152.0,29.55023923444976,-6176.0,10.296650717703349,26.859542417986045
2075,1.0,11.67391304347826,1179.0,24.478260869565215,2.5978260869565215,2014.0,10122.0703125,708.0,88323.5294117645,14859.0,-453.01829268292687,3.0,3.0,5371319.0,0.11233211233211234,145.94512195121953,-3391.0,103.38414634146342,-4787.0,0.011322011322011348,708.0,0.01132201132201135,-164.0,0.784688995215311,2328.0,29.684210526315788,-6204.0,11.138755980861244,27.24360844901518
2076,1.0,12.195652173913043,1131.0,24.478260869565215,3.152173913043478,1963.0,10126.953125,709.0,84990.56603773567,14419.0,-439.6036585365854,3.0,3.0,5371479.0,0.11721611721611722,143.41463414634148,-3757.0,114.54268292682927,-4704.0,0.01176601176601179,709.0,0.011766011766011792,-276.0,1.3205741626794258,2372.0,30.02870813397129,-6276.0,11.349282296650717,27.529173389762892
2077,1.0,12.51086956521739,1102.0,24.478260869565215,3.7717391304347827,1906.0,10131.8359375,708.0,88323.5294117645,13940.0,-425.00000000000006,3.0,3.0,5371639.0,0.1221001221001221,138.20121951219514,-4063.0,123.87195121951221,-4533.0,0.011322011322011348,708.0,0.01132201132201135,-384.0,1.8373205741626792,2432.0,29.818181818181817,-6232.0,11.636363636363637,27.74766888487073
2078,1.0,12.76086956521739,1079.0,24.478260869565215,4.293478260869565,1858.0,10136.71875,707.0,91928.57142857119,13406.0,-408.719512195122,3.0,3.0,5371799.0,0.12698412698412698,134.0548780487805,-4311.0,131.4329268292683,-4397.0,0.010878010878010906,707.0,0.010878010878010906,-528.0,2.526315789473684,2484.0,29.301435406698563,-6124.0,11.885167464114833,27.936696347913774
2079,1.0,12.989130434782608,1058.0,24.478260869565215,4.934782608695652,1799.0,10141.6015625,708.0,88323.5294117645,12908.0,-393.5365853658537,3.0,3.0,5371959.0,0.13186813186813187,131.34146341463415,-4465.0,136.12804878048783,-4308.0,0.011322011322011348,708.0,0.01132201132201135,-692.0,3.311004784688995,2548.0,28.47846889952153,-5952.0,12.191387559808613,28.147021939192225
2080,1.0,13.380434782608695,1022.0,24.478260869565215,5.576086956521739,1740.0,10146.484375,708.0,88323.5294117645,12398.0,-377.9878048780488,3.0,3.0,5372119.0,0.13675213675213677,127.50000000000001,-4561.0,139.0548780487805,-4182.0,0.011322011322011348,708.0,0.01132201132201135,-808.0,3.866028708133971,2624.0,27.540669856459328,-5756.0,12.555023923444976,28.448445228462383
2081,1.0,13.804347826086957,983.0,24.478260869565215,6.163043478260869,1686.0,10151.3671875,707.0,91928.57142857119,11843.0,-361.06707317073176,3.0,3.0,5372279.0,0.14163614163614163,122.10365853658537,-4621.0,140.88414634146343,-4005.0,0.010878010878010906,707.0,0.010878010878010906,-932.0,4.45933014354067,2732.0,26.545454545454543,-5548.0,13.07177033492823,28.770269011898606
2082,1.0,14.239130434782608,943.0,24.478260869565215,6.521739130434782,1653.0,10156.25,709.0,84990.56603773567,11262.0,-343.3536585365854,3.0,3.0,5372439.0,0.14652014652014653,116.52439024390245,-4630.0,141.15853658536588,-3822.0,0.01176601176601179,709.0,0.011766011766011792,-1012.0,4.842105263157895,2836.0,25.43540669856459,-5316.0,13.569377990430622,29.05978616615553
2083,31.0,14.619565217391305,908.0,24.152173913043477,6.760869565217391,1631.0,10161.1328125,707.0,91928.57142857119,10644.0,-324.51219512195127,3.0,3.0,5372599.0,0.1514041514041514,111.06707317073172,-4656.0,141.95121951219514,-3643.0,0.010878010878010906,707.0,0.010878010878010906,-1044.0,4.9952153110047846,2896.0,24.114832535885167,-5040.0,13.85645933014354,29.030476212927308
2084,114.0,14.782608695652174,893.0,23.25,6.815217391304348,1626.0,10166.015625,707.0,91928.57142857119,9974.0,-304.0853658536586,3.0,3.0,5372759.0,0.1562881562881563,106.31097560975611,-4644.0,141.58536585365854,-3487.0,0.010878010878010906,707.0,0.010878010878010906,-1072.0,5.1291866028708135,2924.0,22.88995215311005,-4784.0,13.990430622009569,28.381952151666884
2085,221.0,14.554347826086957,914.0,22.08695652173913,6.467391304347826,1658.0,10170.8984375,707.0,91928.57142857119,9303.0,-283.62804878048786,3.0,3.0,5372919.0,0.16117216117216118,104.42073170731709,-4622.0,140.91463414634148,-3425.0,0.010878010878010906,707.0,0.010878010878010906,-956.0,4.574162679425837,2812.0,21.39712918660287,-4472.0,13.454545454545453,27.230311039712177
2086,340.0,13.880434782608695,976.0,20.793478260869566,5.771739130434782,1722.0,10175.78125,705.0,100099.99999999968,8587.0,-261.7987804878049,3.0,3.0,5373079.0,0.16605616605616605,106.18902439024392,-4574.0,139.45121951219514,-3483.0,0.009990009990010021,705.0,0.009990009990010023,-760.0,3.6363636363636362,2596.0,19.86602870813397,-4152.0,12.421052631578947,25.6582965243077
2087,456.0,12.75,1080.0,19.532608695652172,4.978260869565217,1795.0,10180.6640625,708.0,88323.5294117645,7846.0,-239.20731707317074,3.0,3.0,5373239.0,0.17094017094017094,111.92073170731709,-4507.0,137.40853658536588,-3671.0,0.011322011322011348,708.0,0.01132201132201135,-604.0,2.889952153110048,2268.0,18.564593301435405,-3880.0,10.851674641148325,23.850961903934003
2088,558.0,11.326086956521738,1211.0,18.42391304347826,4.282608695652174,1859.0,10185.546875,707.0,91928.57142857119,7110.0,-216.76829268292684,3.0,3.0,5373399.0,0.1758241758241758,121.31097560975611,-4452.0,135.7317073170732,-3979.0,0.010878010878010906,707.0,0.010878010878010906,-464.0,2.2200956937799043,1920.0,17.41626794258373,-3640.0,9.186602870813397,22.046803732523585
2089,634.0,9.804347826086957,1351.0,17.59782608695652,3.793478260869565,1904.0,10190.4296875,709.0,84990.56603773567,6412.0,-195.4878048780488,3.0,3.0,5373559.0,0.1807081807081807,132.16463414634148,-4353.0,132.71341463414635,-4335.0,0.01176601176601179,709.0,0.011766011766011792,-416.0,1.9904306220095693,1576.0,16.650717703349283,-3480.0,7.5406698564593295,20.498760855167646
2090,676.0,8.347826086956522,1485.0,17.141304347826086,3.641304347826087,1918.0,10195.3125,709.0,84990.56603773567,5778.0,-176.15853658536588,3.0,3.0,5373719.0,0.1855921855921856,143.75,-4212.0,128.41463414634148,-4715.0,0.01176601176601179,709.0,0.011766011766011792,-416.0,1.9904306220095693,1272.0,16.3444976076555,-3416.0,6.086124401913875,19.41055415170753
2091,683.0,7.108695652173913,1599.0,17.065217391304348,3.5760869565217392,1924.0,10200.1953125,706.0,95840.42553191462,5221.0,-159.1768292682927,3.0,3.0,5373879.0,0.19047619047619047,154.0548780487805,-4056.0,123.65853658536587,-5053.0,0.010434010434010463,706.0,0.010434010434010463,-412.0,1.971291866028708,1032.0,16.45933014354067,-3440.0,4.937799043062201,18.829328092322296
2092,666.0,6.217391304347826,1681.0,17.25,3.6630434782608696,1916.0,10205.078125,708.0,88323.5294117645,4744.0,-144.63414634146343,3.0,3.0,5374039.0,0.19536019536019536,162.13414634146343,-3885.0,118.44512195121952,-5318.0,0.011322011322011348,708.0,0.01132201132201135,-408.0,1.9521531100478469,932.0,16.74641148325359,-3500.0,4.45933014354067,18.698565243221456
2093,631.0,5.815217391304348,1718.0,17.630434782608695,3.760869565217391,1907.0,10209.9609375,707.0,91928.57142857119,4282.0,-130.5487804878049,3.0,3.0,5374199.0,0.20024420024420025,168.14024390243904,-3773.0,115.03048780487806,-5515.0,0.010878010878010906,707.0,0.010878010878010906,-424.0,2.028708133971292,856.0,17.263157894736842,-3608.0,4.095693779904306,18.941835281158095
2094,597.0,5.554347826086956,1742.0,18.0,3.8369565217391304,1900.0,10214.84375,708.0,88323.5294117645,3874.0,-118.10975609756099,3.0,3.0,5374359.0,0.20512820512820512,173.01829268292684,-3713.0,113.20121951219514,-5675.0,0.011322011322011348,708.0,0.01132201132201135,-460.0,2.200956937799043,836.0,17.665071770334926,-3692.0,4.0,19.224281914362194
2095,561.0,5.565217391304348,1741.0,18.391304347826086,4.043478260869565,1881.0,10219.7265625,708.0,88323.5294117645,3488.0,-106.34146341463416,3.0,3.0,5374519.0,0.21001221001221002,176.4939024390244,-3744.0,114.14634146341464,-5789.0,0.011322011322011348,708.0,0.01132201132201135,-500.0,2.3923444976076556,840.0,18.124401913875598,-3788.0,4.019138755980861,19.63571838953105
2096,531.0,5.489130434782608,1748.0,18.717391304347824,4.358695652173913,1852.0,10224.609375,707.0,91928.57142857119,3147.0,-95.94512195121952,3.0,3.0,5374679.0,0.2148962148962149,178.07926829268294,-3814.0,116.28048780487806,-5841.0,0.010878010878010906,707.0,0.010878010878010906,-556.0,2.660287081339713,832.0,18.507177033492823,-3868.0,3.9808612440191387,19.98673354899224
2097,508.0,5.195652173913043,1775.0,18.967391304347824,4.8478260869565215,1807.0,10229.4921875,708.0,88323.5294117645,2851.0,-86.92073170731707,3.0,3.0,5374839.0,0.21978021978021978,177.56097560975613,-3903.0,118.9939024390244,-5824.0,0.011322011322011348,708.0,0.01132201132201135,-676.0,3.2344497607655502,768.0,18.75598086124402,-3920.0,3.6746411483253585,20.254830341770653
2098,501.0,4.869565217391305,1805.0,19.043478260869566,5.456521739130435,1751.0,10234.375,709.0,84990.56603773567,2542.0,-77.5,3.0,3.0,5374999.0,0.22466422466422467,175.76219512195124,-3925.0,119.66463414634147,-5765.0,0.01176601176601179,709.0,0.011766011766011792,-804.0,3.8468899521531097,668.0,18.8133971291866,-3932.0,3.1961722488038276,20.39951860138474
2099,506.0,4.33695652173913,1854.0,18.98913043478261,5.891304347826087,1711.0,10239.2578125,707.0,91928.57142857119,2284.0,-69.63414634146342,3.0,3.0,5375159.0,0.22954822954822954,173.35365853658539,-3858.0,117.62195121951221,-5686.0,0.010878010878010906,707.0,0.010878010878010906,-912.0,4.363636363636363,520.0,18.75598086124402,-3920.0,2.488038277511962,20.349538900411414
2100,520.0,3.7717391304347827,1906.0,18.83695652173913,6.304347826086956,1673.0,10244.140625,708.0,88323.5294117645,2044.0,-62.31707317073171,3.0,3.0,5375319.0,0.23443223443223443,171.00609756097563,-3671.0,111.92073170731709,-5609.0,0.011322011322011348,708.0,0.01132201132201135,-1028.0,4.918660287081339,388.0,18.507177033492823,-3868.0,1.8564593301435406,20.218846371201067
2101,541.0,3.1956521739130435,1959.0,18.608695652173914,6.489130434782608,1656.0,10249.0234375,707.0,91928.57142857119,1822.0,-55.54878048780488,3.0,3.0,5375479.0,0.23931623931623933,168.2317073170732,-3347.0,102.04268292682927,-5518.0,0.010878010878010906,707.0,0.010878010878010906,-1044.0,4.9952153110047846,268.0,18.220095693779903,-3808.0,1.2822966507177034,19.96508353329616
2102,585.0,2.5869565217391304,2015.0,18.130434782608695,5.663043478260869,1732.0,10253.90625,707.0,91928.57142857119,1544.0,-47.07317073170732,3.0,3.0,5375639.0,0.2442002442002442,167.89634146341464,-2672.0,81.46341463414635,-5507.0,0.010878010878010906,707.0,0.010878010878010906,-708.0,3.38755980861244,64.0,17.55023923444976,-3668.0,0.3062200956937799,19.16963929990517
2103,573.0,2.152173913043478,2055.0,18.26086956521739,7.358695652173913,1576.0,10258.7890625,706.0,95840.42553191462,1607.0,-48.993902439024396,3.0,3.0,5375799.0,0.2490842490842491,152.65243902439025,-2461.0,75.03048780487805,-5007.0,0.010434010434010463,706.0,0.010434010434010463,-1332.0,6.373205741626794,64.0,18.066985645933013,-3776.0,0.3062200956937799,19.805090545897308
2104,588.0,2.25,2046.0,18.09782608695652,7.271739130434782,1584.0,10263.671875,703.0,109865.85365853697,1422.0,-43.35365853658537,3.0,3.0,5375959.0,0.25396825396825395,149.45121951219514,-1568.0,47.804878048780495,-4902.0,0.00910200910200907,703.0,0.00910200910200907,-1152.0,5.511961722488038,96.0,17.607655502392344,-3680.0,0.4593301435406698,19.63344083584995
2105,614.0,2.1630434782608696,2054.0,17.815217391304348,7.184782608695652,1592.0,10268.5546875,706.0,95840.42553191462,1130.0,-34.451219512195124,3.0,3.0,5376119.0,0.2588522588522589,147.34756097560978,-939.0,28.62804878048781,-4833.0,0.010434010434010463,706.0,0.010434010434010463,-1168.0,5.588516746411483,24.0,17.301435406698563,-3616.0,0.11483253588516745,19.3308517381541
2106,644.0,1.967391304347826,2072.0,17.48913043478261,7.206521739130435,1590.0,10273.4375,707.0,91928.57142857119,929.0,-28.323170731707318,3.0,3.0,5376279.0,0.26373626373626374,138.56707317073173,-252.0,7.682926829268293,-4545.0,0.010878010878010906,707.0,0.010878010878010906,-1184.0,5.665071770334928,-4.0,16.74641148325359,-3500.0,-0.019138755980861243,19.017735603531307
2107,690.0,1.7934782608695652,2088.0,16.98913043478261,7.228260869565217,1588.0,10278.3203125,707.0,91928.57142857119,808.0,-24.634146341463417,3.0,3.0,5376439.0,0.2686202686202686,130.2439024390244,495.0,-15.091463414634148,-4272.0,0.010878010878010906,707.0,0.010878010878010906,-1152.0,5.511961722488038,-36.0,16.45933014354067,-3440.0,-0.17224880382775118,18.549794403193697
2108,737.0,1.608695652173913,2105.0,16.47826086956522,7.119565217391304,1598.0,10283.203125,707.0,91928.57142857119,789.0,-24.05487804878049,3.0,3.0,5376599.0,0.27350427350427353,123.9939024390244,1336.0,-40.73170731707317,-4067.0,0.010878010878010906,707.0,0.010878010878010906,-1144.0,5.473684210526316,-44.0,15.808612440191387,-3304.0,-0.21052631578947367,18.022463535029154
2109,785.0,1.608695652173913,2105.0,15.956521739130434,7.054347826086956,1604.0,10288.0859375,706.0,95840.42553191462,820.0,-25.000000000000004,3.0,3.0,5376759.0,0.2783882783882784,119.39024390243904,2195.0,-66.92073170731707,-3916.0,0.010434010434010463,706.0,0.010434010434010463,-1148.0,5.492822966507177,-48.0,15.291866028708133,-3196.0,-0.2296650717703349,17.5203399214765
2110,823.0,1.7934782608695652,2088.0,15.543478260869565,7.0,1609.0,10292.96875,708.0,88323.5294117645,829.0,-25.27439024390244,3.0,3.0,5376919.0,0.28327228327228327,113.35365853658537,3016.0,-91.95121951219512,-3718.0,0.011322011322011348,708.0,0.01132201132201135,-1148.0,5.492822966507177,16.0,14.794258373205741,-3092.0,0.07655502392344497,17.14106999922515
2111,857.0,2.152173913043478,2055.0,15.17391304347826,6.934782608695652,1615.0,10297.8515625,708.0,88323.5294117645,851.0,-25.945121951219516,3.0,3.0,5377079.0,0.28815628815628813,107.50000000000001,3800.0,-115.85365853658537,-3526.0,0.011322011322011348,708.0,0.01132201132201135,-1112.0,5.320574162679426,116.0,14.33492822966507,-2996.0,0.5550239234449761,16.82173294975557
2112,891.0,2.793478260869565,1996.0,14.804347826086957,6.826086956521739,1625.0,10302.734375,709.0,84990.56603773567,866.0,-26.402439024390247,3.0,3.0,5377239.0,0.29304029304029305,101.31097560975611,4506.0,-137.37804878048783,-3323.0,0.01176601176601179,709.0,0.011766011766011792,-1080.0,5.167464114832535,260.0,13.875598086124402,-2900.0,1.244019138755981,16.53988205785376
2113,930.0,3.5,1931.0,14.380434782608695,6.706521739130435,1636.0,10307.6171875,706.0,95840.42553191462,911.0,-27.77439024390244,3.0,3.0,5377399.0,0.2979242979242979,95.67073170731709,5115.0,-155.94512195121953,-3138.0,0.010434010434010463,706.0,0.010434010434010463,-1052.0,5.033492822966507,444.0,13.339712918660286,-2788.0,2.124401913875598,16.248825753705745
2114,960.0,4.206521739130435,1866.0,14.054347826086957,6.684782608695652,1638.0,10312.5,712.0,76347.45762711852,964.0,-29.39024390243903,3.0,3.0,5377559.0,0.3028083028083028,90.48780487804879,5633.0,-171.7378048780488,-2968.0,0.013098013098013117,712.0,0.013098013098013119,-1020.0,4.880382775119617,604.0,13.052631578947368,-2728.0,2.889952153110048,16.121595345496424
2115,988.0,4.8478260869565215,1807.0,13.75,6.489130434782608,1656.0,10317.3828125,708.0,88323.5294117645,1018.0,-31.03658536585366,3.0,3.0,5377719.0,0.3076923076923077,85.3658536585366,6054.0,-184.57317073170734,-2800.0,0.011322011322011348,708.0,0.01132201132201135,-992.0,4.746411483253588,776.0,12.669856459330143,-2648.0,3.712918660287081,15.95846896068035
2116,1013.0,5.489130434782608,1748.0,13.478260869565217,6.358695652173913,1668.0,10322.265625,710.0,81899.99999999984,1077.0,-32.83536585365854,3.0,3.0,5377879.0,0.3125763125763126,80.09146341463415,6380.0,-194.51219512195124,-2627.0,0.012210012210012234,710.0,0.012210012210012234,-960.0,4.5933014354066986,920.0,12.382775119617225,-2588.0,4.401913875598086,15.881658584514561
2117,1038.0,6.108695652173913,1691.0,13.206521739130434,6.282608695652174,1675.0,10327.1484375,709.0,84990.56603773567,1131.0,-34.48170731707317,3.0,3.0,5378039.0,0.31746031746031744,75.2439024390244,6625.0,-201.9817073170732,-2468.0,0.01176601176601179,709.0,0.011766011766011792,-944.0,4.516746411483253,1056.0,12.076555023923445,-2524.0,5.052631578947368,15.849276041500998
2118,1067.0,6.641304347826087,1642.0,12.891304347826086,6.163043478260869,1686.0,10332.03125,707.0,91928.57142857119,1190.0,-36.28048780487805,3.0,3.0,5378199.0,0.32234432234432236,69.69512195121952,6778.0,-206.64634146341464,-2286.0,0.010878010878010906,707.0,0.010878010878010906,-920.0,4.401913875598086,1168.0,11.732057416267942,-2452.0,5.588516746411483,15.756768581903692
