,Accel_LN_X_CAL,Accel_LN_X_UNCAL,Accel_LN_Y_UNCAL,Accel_LN_Y_CAL,Accel_LN_Z_UNCAL,Accel_LN_Z_CAL,System_Timestamp_Plot_Zeroed_CAL,GSR_Skin_Resistance_UNCAL,GSR_Skin_Resistance_CAL,Gyro_Z_CAL,Gyro_Z_UNCAL,GSR_Range_CAL,GSR_Range_UNCAL,Timestamp_UNCAL,Timestamp_CAL,Gyro_X_CAL,Gyro_X_UNCAL,Gyro_Y_UNCAL,Gyro_Y_CAL,GSR_Skin_Conductance_UNCAL,GSR_Skin_Conductance_CAL,GSR_Skin_Conductance_CAL,Accel_WR_Z_CAL,Accel_WR_Z_UNCAL,Accel_WR_Y_CAL,Accel_WR_Y_UNCAL,Accel_WR_X_UNCAL,Accel_WR_X_CAL,Resultant_Accel
413,1.7391304347826086,1304.0,2093.0,10.315217391304348,1750.0,5.467391304347826,12084.9609375,708.0,88323.5294117645,2.7439024390243905,-90.0,3.0,3.0,13762431.0,0.0,8.902439024390246,-285.0,-292.0,8.689024390243903,708.0,0.01132201132201135,0.011322011322011348,3.789473684210526,-792.0,9.09090909090909,-28.0,-1900.0,-0.1339712918660287,11.803416970263866
414,1.717391304347826,1300.0,2095.0,10.358695652173912,1752.0,5.445652173913043,12089.84375,710.0,81899.99999999984,2.5914634146341466,-85.0,3.0,3.0,13762591.0,0.004884004884004884,8.810975609756099,-384.0,-289.0,11.707317073170733,710.0,0.012210012210012234,0.012210012210012234,3.7703349282296648,-788.0,9.148325358851674,-16.0,-1912.0,-0.07655502392344497,11.828234699474816
415,1.717391304347826,1296.0,2095.0,10.402173913043478,1752.0,5.445652173913043,12094.7265625,704.0,104755.81395348875,2.7439024390243905,-90.0,3.0,3.0,13762751.0,0.009768009768009768,8.689024390243903,-477.0,-285.0,14.54268292682927,704.0,0.009546009546009513,0.009546009546009511,3.712918660287081,-776.0,9.205741626794259,-20.0,-1924.0,-0.09569377990430622,11.866329786783092
416,1.717391304347826,1287.0,2095.0,10.5,1755.0,5.413043478260869,12099.609375,710.0,81899.99999999984,2.8963414634146343,-95.0,3.0,3.0,13762911.0,0.014652014652014652,8.323170731707318,-564.0,-273.0,17.195121951219512,710.0,0.012210012210012234,0.012210012210012234,3.7703349282296648,-788.0,9.24401913875598,-28.0,-1932.0,-0.1339712918660287,11.937356180905052
417,1.7065217391304348,1280.0,2096.0,10.576086956521738,1737.0,5.608695652173913,12104.4921875,709.0,84990.56603773567,2.8353658536585367,-93.0,3.0,3.0,13763071.0,0.019536019536019536,7.896341463414635,-657.0,-259.0,20.03048780487805,709.0,0.011766011766011792,0.01176601176601179,3.827751196172249,-800.0,9.339712918660286,-32.0,-1952.0,-0.15311004784688995,12.092282608207126
418,1.6630434782608696,1275.0,2100.0,10.630434782608695,1745.0,5.521739130434782,12109.375,710.0,81899.99999999984,2.9268292682926833,-96.0,3.0,3.0,13763231.0,0.02442002442002442,7.743902439024391,-724.0,-254.0,22.073170731707318,710.0,0.012210012210012234,0.012210012210012234,3.866028708133971,-808.0,9.435406698564593,-28.0,-1972.0,-0.1339712918660287,12.093860438357037
419,1.6739130434782608,1264.0,2099.0,10.75,1746.0,5.510869565217392,12114.2578125,708.0,88323.5294117645,3.26219512195122,-107.0,3.0,3.0,13763391.0,0.029304029304029304,7.286585365853659,-790.0,-239.0,24.085365853658537,708.0,0.01132201132201135,0.011322011322011348,3.8086124401913874,-796.0,9.55023923444976,-32.0,-1996.0,-0.15311004784688995,12.195661861578731
420,1.684782608695652,1262.0,2098.0,10.771739130434783,1736.0,5.619565217391304,12119.140625,710.0,81899.99999999984,3.231707317073171,-106.0,3.0,3.0,13763551.0,0.03418803418803419,6.5548780487804885,-846.0,-215.0,25.792682926829272,710.0,0.012210012210012234,0.012210012210012234,3.8851674641148324,-812.0,9.626794258373206,-24.0,-2012.0,-0.11483253588516745,12.265739666453767
421,1.684782608695652,1259.0,2098.0,10.804347826086957,1739.0,5.58695652173913,12124.0234375,709.0,84990.56603773567,3.2926829268292686,-108.0,3.0,3.0,13763711.0,0.03907203907203907,6.250000000000001,-898.0,-205.0,27.378048780487806,709.0,0.011766011766011792,0.01176601176601179,3.8851674641148324,-812.0,9.703349282296651,-16.0,-2028.0,-0.07655502392344497,12.279515770641638
422,1.641304347826087,1253.0,2102.0,10.869565217391305,1742.0,5.554347826086956,12128.90625,710.0,81899.99999999984,3.3231707317073176,-109.0,3.0,3.0,13763871.0,0.04395604395604395,5.396341463414634,-940.0,-177.0,28.658536585365855,710.0,0.012210012210012234,0.012210012210012234,3.8468899521531097,-804.0,9.665071770334928,-28.0,-2020.0,-0.1339712918660287,12.316334996681139
423,1.6739130434782608,1248.0,2099.0,10.92391304347826,1746.0,5.510869565217392,12133.7890625,711.0,79026.31578947355,3.4451219512195124,-113.0,3.0,3.0,13764031.0,0.04884004884004884,4.878048780487806,-971.0,-160.0,29.603658536585368,711.0,0.012654012654012677,0.012654012654012677,3.789473684210526,-792.0,9.818181818181818,-48.0,-2052.0,-0.2296650717703349,12.349232543904922
424,1.6304347826086956,1244.0,2103.0,10.967391304347826,1747.0,5.5,12138.671875,709.0,84990.56603773567,3.8719512195121957,-127.0,3.0,3.0,13764191.0,0.05372405372405373,4.176829268292684,-977.0,-137.0,29.78658536585366,709.0,0.011766011766011792,0.01176601176601179,3.751196172248804,-784.0,9.799043062200957,-64.0,-2048.0,-0.3062200956937799,12.377075163503878
425,1.5978260869565217,1242.0,2106.0,10.989130434782608,1750.0,5.467391304347826,12143.5546875,709.0,84990.56603773567,4.359756097560976,-143.0,3.0,3.0,13764351.0,0.05860805860805861,3.26219512195122,-971.0,-107.0,29.603658536585368,709.0,0.011766011766011792,0.01176601176601179,3.7320574162679425,-780.0,9.837320574162678,-64.0,-2056.0,-0.3062200956937799,12.377657435544192
426,1.4239130434782608,1242.0,2122.0,10.989130434782608,1762.0,5.33695652173913,12148.4375,711.0,79026.31578947355,4.75609756097561,-156.0,3.0,3.0,13764511.0,0.06349206349206349,2.439024390243903,-948.0,-80.0,28.902439024390247,711.0,0.012654012654012677,0.012654012654012677,3.5980861244019136,-752.0,9.779904306220095,-84.0,-2044.0,-0.4019138755980861,12.29925286279564
427,1.3478260869565217,1245.0,2129.0,10.956521739130434,1772.0,5.228260869565217,12153.3203125,712.0,76347.45762711852,5.365853658536586,-176.0,3.0,3.0,13764671.0,0.06837606837606838,1.9207317073170733,-906.0,-63.0,27.621951219512198,712.0,0.013098013098013119,0.013098013098013117,3.4832535885167464,-728.0,9.722488038277511,-100.0,-2032.0,-0.4784688995215311,12.214610738821976
428,1.326086956521739,1250.0,2131.0,10.902173913043478,1784.0,5.0978260869565215,12158.203125,710.0,81899.99999999984,5.5182926829268295,-181.0,3.0,3.0,13764831.0,0.07326007326007326,1.5548780487804879,-838.0,-51.0,25.54878048780488,710.0,0.012210012210012234,0.012210012210012234,3.4066985645933014,-712.0,9.665071770334928,-120.0,-2020.0,-0.5741626794258373,12.108002868324622
429,1.3043478260869565,1255.0,2133.0,10.847826086956522,1791.0,5.021739130434782,12163.0859375,709.0,84990.56603773567,6.189024390243903,-203.0,3.0,3.0,13764991.0,0.07814407814407814,1.402439024390244,-776.0,-46.0,23.658536585365855,709.0,0.011766011766011792,0.01176601176601179,3.2344497607655502,-676.0,9.665071770334928,-132.0,-2020.0,-0.631578947368421,12.024746066275666
430,1.3695652173913042,1248.0,2127.0,10.92391304347826,1800.0,4.923913043478261,12167.96875,708.0,88323.5294117645,6.859756097560976,-225.0,3.0,3.0,13765151.0,0.08302808302808302,1.8902439024390245,-714.0,-62.0,21.76829268292683,708.0,0.01132201132201135,0.011322011322011348,3.2727272727272725,-684.0,9.741626794258373,-132.0,-2036.0,-0.631578947368421,12.060369178673508
431,1.3695652173913042,1235.0,2127.0,11.065217391304348,1799.0,4.934782608695652,12172.8515625,706.0,95840.42553191462,7.439024390243903,-244.0,3.0,3.0,13765311.0,0.0879120879120879,2.439024390243903,-683.0,-80.0,20.823170731707318,706.0,0.010434010434010463,0.010434010434010463,3.253588516746411,-680.0,9.875598086124402,-104.0,-2064.0,-0.49760765550239233,12.192900565353487
432,1.5434782608695652,1208.0,2111.0,11.358695652173912,1792.0,5.010869565217392,12177.734375,709.0,84990.56603773567,8.109756097560977,-266.0,3.0,3.0,13765471.0,0.0927960927960928,3.7195121951219514,-686.0,-122.0,20.914634146341466,709.0,0.011766011766011792,0.01176601176601179,3.311004784688995,-692.0,10.239234449760765,-44.0,-2140.0,-0.21052631578947367,12.510439874765133
433,1.967391304347826,1168.0,2072.0,11.793478260869565,1783.0,5.108695652173913,12182.6171875,706.0,95840.42553191462,8.658536585365855,-284.0,3.0,3.0,13765631.0,0.09768009768009768,4.329268292682928,-738.0,-142.0,22.500000000000004,706.0,0.010434010434010463,0.010434010434010463,3.464114832535885,-724.0,10.832535885167463,16.0,-2264.0,0.07655502392344497,13.002135566920039
434,2.25,1122.0,2046.0,12.293478260869565,1760.0,5.358695652173913,12187.5,709.0,84990.56603773567,8.902439024390246,-292.0,3.0,3.0,13765791.0,0.10256410256410256,4.2682926829268295,-857.0,-140.0,26.128048780487806,709.0,0.011766011766011792,0.01176601176601179,3.6746411483253585,-768.0,11.330143540669855,120.0,-2368.0,0.5741626794258373,13.598078056957172
435,2.510869565217391,1069.0,2022.0,12.869565217391305,1736.0,5.619565217391304,12192.3828125,706.0,95840.42553191462,8.932926829268293,-293.0,3.0,3.0,13765951.0,0.10744810744810745,4.420731707317073,-987.0,-145.0,30.09146341463415,706.0,0.010434010434010463,0.010434010434010463,4.019138755980861,-840.0,11.904306220095693,192.0,-2488.0,0.9186602870813396,14.265682181050341
