,Accel_LN_X_CAL,Accel_LN_X_UNCAL,Accel_LN_Y_UNCAL,Accel_LN_Y_CAL,Accel_LN_Z_CAL,Accel_LN_Z_UNCAL,System_Timestamp_Plot_Zeroed_CAL,GSR_Skin_Resistance_CAL,GSR_Skin_Resistance_UNCAL,Gyro_Z_UNCAL,Gyro_Z_CAL,GSR_Range_CAL,GSR_Range_UNCAL,Timestamp_CAL,Timestamp_UNCAL,Gyro_X_UNCAL,Gyro_X_CAL,Gyro_Y_CAL,Gyro_Y_UNCAL,GSR_Skin_Conductance_CAL,GSR_Skin_Conductance_CAL,GSR_Skin_Conductance_UNCAL,Accel_WR_Z_UNCAL,Accel_WR_Z_CAL,Accel_WR_Y_UNCAL,Accel_WR_Y_CAL,Accel_WR_X_UNCAL,Accel_WR_X_CAL,Resultant_Accel
2062,4.695652173913043,1615.0,1821.0,6.934782608695652,5.391304347826087,1757.0,10058.59375,91928.57142857119,707.0,-2115.0,64.48170731707317,3.0,3.0,0.04884004884004884,3614265.0,1368.0,-25.213414634146343,-41.707317073170735,827.0,0.010878010878010906,0.010878010878010906,707.0,-784.0,3.751196172248804,660.0,5.110047846889952,-1068.0,3.1578947368421053,9.960247072193061
2063,4.760869565217392,1607.0,1815.0,7.021739130434782,5.326086956521739,1763.0,10063.4765625,91928.57142857119,707.0,-2107.0,64.23780487804879,3.0,3.0,0.05372405372405373,3614425.0,1511.0,-22.195121951219516,-46.06707317073171,728.0,0.010878010878010906,0.010878010878010906,707.0,-736.0,3.5215311004784686,692.0,5.263157894736842,-1100.0,3.311004784688995,10.016880836933383
2064,4.771739130434782,1596.0,1814.0,7.141304347826087,5.271739130434782,1768.0,10068.359375,81899.99999999984,710.0,-2085.0,63.56707317073171,3.0,3.0,0.05860805860805861,3614585.0,1709.0,-20.000000000000004,-52.10365853658537,656.0,0.012210012210012234,0.012210012210012234,710.0,-748.0,3.5789473684210527,688.0,5.435406698564593,-1136.0,3.291866028708134,10.077646331190609
2065,4.510869565217392,1596.0,1838.0,7.141304347826087,5.271739130434782,1768.0,10073.2421875,88323.5294117645,708.0,-2030.0,61.89024390243903,3.0,3.0,0.06349206349206349,3614745.0,1930.0,-17.103658536585368,-58.84146341463415,561.0,0.01132201132201135,0.011322011322011348,708.0,-744.0,3.5598086124401913,608.0,5.454545454545454,-1140.0,2.909090909090909,9.956776862119668
2066,4.326086956521739,1588.0,1855.0,7.228260869565217,5.304347826086956,1765.0,10078.125,88323.5294117645,708.0,-1985.0,60.518292682926834,3.0,3.0,0.06837606837606838,3614905.0,2138.0,-15.091463414634148,-65.1829268292683,495.0,0.01132201132201135,0.011322011322011348,708.0,-760.0,3.6363636363636362,572.0,5.55023923444976,-1160.0,2.736842105263158,9.954842510757699
2067,4.315217391304348,1582.0,1856.0,7.293478260869565,5.369565217391304,1759.0,10083.0078125,81899.99999999984,710.0,-1915.0,58.38414634146342,3.0,3.0,0.07326007326007326,3615065.0,2311.0,-13.323170731707318,-70.45731707317074,437.0,0.012210012210012234,0.012210012210012234,710.0,-776.0,3.712918660287081,612.0,5.607655502392344,-1172.0,2.92822966507177,10.03235550106808
2068,4.673913043478261,1577.0,1823.0,7.3478260869565215,5.467391304347826,1750.0,10087.890625,79026.31578947355,711.0,-1841.0,56.12804878048781,3.0,3.0,0.07814407814407814,3615225.0,2409.0,-11.76829268292683,-73.44512195121952,386.0,0.012654012654012677,0.012654012654012677,711.0,-800.0,3.827751196172249,680.0,5.665071770334928,-1184.0,3.253588516746411,10.282430598696653
2069,5.021739130434782,1572.0,1791.0,7.4021739130434785,5.5978260869565215,1738.0,10092.7734375,91928.57142857119,707.0,-1774.0,54.085365853658544,3.0,3.0,0.08302808302808302,3615385.0,2410.0,-9.634146341463415,-73.47560975609757,316.0,0.010878010878010906,0.010878010878010906,707.0,-832.0,3.9808612440191387,764.0,5.665071770334928,-1184.0,3.6555023923444976,10.552047167867107
2070,5.326086956521739,1571.0,1763.0,7.413043478260869,5.739130434782608,1725.0,10097.65625,88323.5294117645,708.0,-1685.0,51.3719512195122,3.0,3.0,0.0879120879120879,3615545.0,2324.0,-7.621951219512196,-70.85365853658537,250.0,0.01132201132201135,0.011322011322011348,708.0,-836.0,4.0,856.0,5.7990430622009566,-1212.0,4.095693779904306,10.782301889043222
2071,5.619565217391304,1569.0,1736.0,7.434782608695652,5.858695652173913,1714.0,10102.5390625,91928.57142857119,707.0,-1586.0,48.35365853658537,3.0,3.0,0.0927960927960928,3615705.0,2163.0,-6.00609756097561,-65.94512195121952,197.0,0.010878010878010906,0.010878010878010906,707.0,-884.0,4.229665071770334,908.0,5.818181818181818,-1216.0,4.344497607655502,11.008170620765242
2072,5.858695652173913,1564.0,1714.0,7.489130434782608,5.989130434782608,1702.0,10107.421875,88323.5294117645,708.0,-1490.0,45.426829268292686,3.0,3.0,0.09768009768009768,3615865.0,1970.0,-4.481707317073171,-60.060975609756106,147.0,0.01132201132201135,0.011322011322011348,708.0,-912.0,4.363636363636363,952.0,5.875598086124402,-1228.0,4.555023923444976,11.237485162563194
2073,6.032608695652174,1557.0,1698.0,7.565217391304348,6.08695652173913,1693.0,10112.3046875,91928.57142857119,707.0,-1385.0,42.22560975609756,3.0,3.0,0.10256410256410256,3616025.0,1729.0,-3.5670731707317076,-52.713414634146346,117.0,0.010878010878010906,0.010878010878010906,707.0,-936.0,4.4784688995215305,976.0,5.952153110047846,-1244.0,4.669856459330143,11.431356942642221
2074,6.054347826086956,1550.0,1696.0,7.641304347826087,6.195652173913043,1683.0,10117.1875,100099.99999999968,705.0,-1270.0,38.71951219512196,3.0,3.0,0.10744810744810745,3616185.0,1456.0,-2.103658536585366,-44.39024390243903,69.0,0.009990009990010023,0.009990009990010021,705.0,-956.0,4.574162679425837,980.0,6.086124401913875,-1272.0,4.688995215311005,11.551223554042364
2075,6.141304347826087,1542.0,1688.0,7.728260869565217,6.304347826086956,1673.0,10122.0703125,91928.57142857119,707.0,-1188.0,36.21951219512196,3.0,3.0,0.11233211233211234,3616345.0,1190.0,-1.3109756097560976,-36.28048780487805,43.0,0.010878010878010906,0.010878010878010906,707.0,-972.0,4.650717703349282,988.0,6.105263157894736,-1276.0,4.7272727272727275,11.712661383006335
2076,6.108695652173913,1540.0,1691.0,7.75,6.380434782608695,1666.0,10126.953125,95840.42553191462,706.0,-1090.0,33.23170731707317,3.0,3.0,0.11721611721611722,3616505.0,929.0,0.12195121951219513,-28.323170731707318,-4.0,0.010434010434010463,0.010434010434010463,706.0,-992.0,4.746411483253588,1004.0,6.200956937799043,-1296.0,4.803827751196172,11.751111036238717
2077,6.054347826086956,1530.0,1696.0,7.858695652173913,6.4021739130434785,1664.0,10131.8359375,84990.56603773567,709.0,-1007.0,30.701219512195124,3.0,3.0,0.1221001221001221,3616665.0,691.0,0.7317073170731708,-21.06707317073171,-24.0,0.011766011766011792,0.01176601176601179,709.0,-996.0,4.765550239234449,988.0,6.315789473684211,-1320.0,4.7272727272727275,11.806864772902054
2078,5.945652173913043,1521.0,1706.0,7.956521739130435,6.4021739130434785,1664.0,10136.71875,84990.56603773567,709.0,-916.0,27.926829268292686,3.0,3.0,0.12698412698412698,3616825.0,478.0,0.9146341463414634,-14.573170731707318,-30.0,0.011766011766011792,0.01176601176601179,709.0,-1008.0,4.822966507177033,964.0,6.3349282296650715,-1324.0,4.6124401913875595,11.817142157529736
2079,5.815217391304348,1517.0,1718.0,8.0,6.423913043478261,1662.0,10141.6015625,88323.5294117645,708.0,-834.0,25.426829268292686,3.0,3.0,0.13186813186813187,3616985.0,330.0,1.8902439024390245,-10.060975609756099,-62.0,0.01132201132201135,0.011322011322011348,708.0,-988.0,4.7272727272727275,924.0,6.449760765550239,-1348.0,4.421052631578947,11.793363052933573
2080,5.630434782608695,1512.0,1735.0,8.054347826086957,6.413043478260869,1663.0,10146.484375,91928.57142857119,707.0,-780.0,23.78048780487805,3.0,3.0,0.13675213675213677,3617145.0,238.0,2.5000000000000004,-7.25609756097561,-82.0,0.010878010878010906,0.010878010878010906,707.0,-980.0,4.688995215311005,876.0,6.507177033492822,-1360.0,4.1913875598086126,11.734625746007659
2081,5.5,1511.0,1747.0,8.065217391304348,6.282608695652174,1675.0,10151.3671875,95840.42553191462,706.0,-731.0,22.28658536585366,3.0,3.0,0.14163614163614163,3617305.0,202.0,2.957317073170732,-6.158536585365854,-97.0,0.010434010434010463,0.010434010434010463,706.0,-968.0,4.631578947368421,852.0,6.545454545454545,-1368.0,4.0765550239234445,11.60900097302444
2082,5.4021739130434785,1512.0,1756.0,8.054347826086957,6.173913043478261,1685.0,10156.25,91928.57142857119,707.0,-688.0,20.975609756097562,3.0,3.0,0.14652014652014653,3617465.0,205.0,4.51219512195122,-6.250000000000001,-148.0,0.010878010878010906,0.010878010878010906,707.0,-936.0,4.4784688995215305,828.0,6.430622009569378,-1344.0,3.9617224880382773,11.496660565520328
