,Accel_LN_X_UNCAL,Accel_LN_X_CAL,Accel_LN_Y_UNCAL,Accel_LN_Y_CAL,Accel_LN_Z_UNCAL,Accel_LN_Z_CAL,System_Timestamp_Plot_Zeroed_CAL,GSR_Skin_Resistance_UNCAL,GSR_Skin_Resistance_CAL,Gyro_Z_UNCAL,Gyro_Z_CAL,GSR_Range_UNCAL,GSR_Range_CAL,Timestamp_UNCAL,Timestamp_CAL,Gyro_X_UNCAL,Gyro_X_CAL,Gyro_Y_UNCAL,Gyro_Y_CAL,GSR_Skin_Conductance_CAL,GSR_Skin_Conductance_UNCAL,GSR_Skin_Conductance_CAL,Accel_WR_Z_UNCAL,Accel_WR_Z_CAL,Accel_WR_Y_CAL,Accel_WR_Y_UNCAL,Accel_WR_X_UNCAL,Accel_WR_X_CAL,Resultant_Accel
2881,1409.0,13.326086956521738,1027.0,9.17391304347826,1865.0,4.217391304347826,35322.265625,714.0,71499.99999999991,-9538.0,290.7926829268293,3.0,3.0,4230759.0,0.04884004884004884,4029.0,-8.932926829268293,293.0,-122.83536585365854,0.013986013986014003,714.0,0.013986013986014003,-436.0,2.0861244019138754,7.425837320574162,2596.0,-1552.0,12.421052631578947,16.719200444879775
2882,1427.0,13.33695652173913,1026.0,8.978260869565217,1889.0,3.9565217391304346,35327.1484375,714.0,71499.99999999991,-9669.0,294.7865853658537,3.0,3.0,4230919.0,0.05372405372405373,4071.0,-5.426829268292684,178.0,-124.1158536585366,0.013986013986014003,714.0,0.013986013986014003,-428.0,2.047846889952153,7.291866028708133,2604.0,-1524.0,12.459330143540669,16.557102457161324
2883,1445.0,13.347826086956522,1025.0,8.782608695652174,1909.0,3.7391304347826084,35332.03125,711.0,79026.31578947355,-9798.0,298.719512195122,3.0,3.0,4231079.0,0.05860805860805861,4078.0,-1.5243902439024393,50.0,-124.32926829268294,0.012654012654012677,711.0,0.012654012654012677,-364.0,1.7416267942583732,7.023923444976076,2600.0,-1468.0,12.440191387559809,16.4097462855737
2884,1464.0,13.51086956521739,1010.0,8.576086956521738,1936.0,3.4456521739130435,35336.9140625,712.0,76347.45762711852,-9923.0,302.5304878048781,3.0,3.0,4231239.0,0.06349206349206349,4024.0,2.439024390243903,-80.0,-122.6829268292683,0.013098013098013119,712.0,0.013098013098013117,-320.0,1.5311004784688995,6.7368421052631575,2624.0,-1408.0,12.555023923444976,16.3696482185089
2885,1478.0,13.608695652173912,1001.0,8.42391304347826,1943.0,3.369565217391304,35341.796875,709.0,84990.56603773567,-10033.0,305.88414634146346,3.0,3.0,4231399.0,0.06837606837606838,3927.0,6.52439024390244,-214.0,-119.72560975609757,0.011766011766011792,709.0,0.01176601176601179,-296.0,1.416267942583732,6.62200956937799,2668.0,-1384.0,12.765550239234448,16.355820923201428
2886,1488.0,13.695652173913043,993.0,8.315217391304348,1946.0,3.3369565217391304,35346.6796875,709.0,84990.56603773567,-10113.0,308.32317073170736,3.0,3.0,4231559.0,0.07326007326007326,3796.0,10.51829268292683,-345.0,-115.73170731707319,0.011766011766011792,709.0,0.01176601176601179,-284.0,1.3588516746411483,6.488038277511961,2700.0,-1356.0,12.91866028708134,16.366093228423104
2887,1491.0,13.739130434782608,989.0,8.282608695652174,1952.0,3.2717391304347827,35351.5625,711.0,79026.31578947355,-10191.0,310.70121951219517,3.0,3.0,4231719.0,0.07814407814407814,3648.0,14.207317073170733,-466.0,-111.21951219512196,0.012654012654012677,711.0,0.012654012654012677,-288.0,1.3779904306220094,6.373205741626794,2712.0,-1332.0,12.976076555023923,16.372830813481244
2888,1504.0,13.782608695652174,985.0,8.141304347826086,1954.0,3.25,35356.4453125,711.0,79026.31578947355,-10289.0,313.68902439024396,3.0,3.0,4231879.0,0.08302808302808302,3539.0,17.31707317073171,-568.0,-107.89634146341464,0.012654012654012677,711.0,0.012654012654012677,-252.0,1.2057416267942582,6.258373205741626,2704.0,-1308.0,12.937799043062201,16.3341249824225
2889,1511.0,13.891304347826086,975.0,8.065217391304348,1973.0,3.043478260869565,35361.328125,712.0,76347.45762711852,-10406.0,317.25609756097566,3.0,3.0,4232039.0,0.0879120879120879,3446.0,21.463414634146343,-704.0,-105.06097560975611,0.013098013098013119,712.0,0.013098013098013117,-228.0,1.0909090909090908,6.105263157894736,2744.0,-1276.0,13.129186602870814,16.34866440958758
2890,1526.0,13.967391304347826,968.0,7.902173913043478,1981.0,2.9565217391304346,35366.2109375,712.0,76347.45762711852,-10523.0,320.82317073170736,3.0,3.0,4232199.0,0.0927960927960928,3343.0,25.365853658536587,-832.0,-101.92073170731709,0.013098013098013119,712.0,0.013098013098013117,-204.0,0.9760765550239234,6.028708133971292,2756.0,-1260.0,13.186602870813397,16.317885683957556
2891,1536.0,14.119565217391305,954.0,7.793478260869565,1991.0,2.8478260869565215,35371.09375,715.0,69299.99999999993,-10617.0,323.68902439024396,3.0,3.0,4232359.0,0.09768009768009768,3249.0,29.87804878048781,-980.0,-99.0548780487805,0.014430014430014446,715.0,0.014430014430014446,-180.0,0.8612440191387559,5.837320574162679,2800.0,-1220.0,13.39712918660287,16.37713463193006
2892,1540.0,14.271739130434781,940.0,7.75,2006.0,2.684782608695652,35375.9765625,710.0,81899.99999999984,-10707.0,326.4329268292683,3.0,3.0,4232519.0,0.10256410256410256,3145.0,34.29878048780488,-1125.0,-95.88414634146342,0.012210012210012234,710.0,0.012210012210012234,-124.0,0.5933014354066986,5.741626794258373,2820.0,-1200.0,13.492822966507177,16.46065294765484
2893,1550.0,14.42391304347826,926.0,7.641304347826087,2019.0,2.543478260869565,35380.859375,711.0,79026.31578947355,-10803.0,329.359756097561,3.0,3.0,4232679.0,0.10744810744810745,3010.0,39.237804878048784,-1287.0,-91.76829268292684,0.012654012654012677,711.0,0.012654012654012677,-72.0,0.34449760765550236,5.645933014354067,2848.0,-1180.0,13.626794258373206,16.519929820838957
2894,1555.0,14.445652173913043,924.0,7.58695652173913,2044.0,2.2717391304347827,35385.7421875,711.0,79026.31578947355,-10914.0,332.7439024390244,3.0,3.0,4232839.0,0.11233211233211234,2836.0,44.176829268292686,-1449.0,-86.46341463414635,0.012654012654012677,711.0,0.012654012654012677,-32.0,0.15311004784688995,5.569377990430622,2844.0,-1164.0,13.607655502392344,16.47420937918379
2895,1560.0,14.358695652173912,932.0,7.532608695652174,2057.0,2.130434782608696,35390.625,711.0,79026.31578947355,-10995.0,335.2134146341464,3.0,3.0,4232999.0,0.11721611721611722,2647.0,48.71951219512196,-1598.0,-80.70121951219512,0.012654012654012677,711.0,0.012654012654012677,-8.0,0.03827751196172249,5.569377990430622,2816.0,-1164.0,13.473684210526315,16.35393185006351
2896,1568.0,14.119565217391305,954.0,7.445652173913043,2063.0,2.0652173913043477,35395.5078125,711.0,79026.31578947355,-11039.0,336.5548780487805,3.0,3.0,4233159.0,0.1221001221001221,2424.0,53.26219512195122,-1747.0,-73.90243902439025,0.012654012654012677,711.0,0.012654012654012677,8.0,-0.03827751196172249,5.492822966507177,2732.0,-1148.0,13.07177033492823,16.095495677251083
2897,1572.0,13.641304347826086,998.0,7.4021739130434785,2081.0,1.8695652173913042,35400.390625,711.0,79026.31578947355,-11056.0,337.07317073170736,3.0,3.0,4233319.0,0.12698412698412698,2131.0,57.40853658536586,-1883.0,-64.96951219512195,0.012654012654012677,711.0,0.012654012654012677,16.0,-0.07655502392344497,5.3971291866028706,2608.0,-1128.0,12.47846889952153,15.632422622582839
2898,1589.0,13.054347826086957,1052.0,7.217391304347826,2084.0,1.8369565217391304,35405.2734375,710.0,81899.99999999984,-11053.0,336.9817073170732,3.0,3.0,4233479.0,0.13186813186813187,1836.0,61.18902439024391,-2007.0,-55.97560975609757,0.012210012210012234,710.0,0.012210012210012234,32.0,-0.15311004784688995,5.244019138755981,2512.0,-1096.0,12.01913875598086,15.029342755666223
2899,1612.0,12.358695652173912,1116.0,6.967391304347826,2081.0,1.8695652173913042,35410.15625,711.0,79026.31578947355,-11055.0,337.0426829268293,3.0,3.0,4233639.0,0.13675213675213677,1635.0,64.96951219512195,-2131.0,-49.84756097560976,0.012654012654012677,711.0,0.012654012654012677,28.0,-0.1339712918660287,4.937799043062201,2360.0,-1032.0,11.291866028708133,14.310037523117941
2900,1643.0,11.717391304347826,1175.0,6.630434782608695,2076.0,1.9239130434782608,35415.0390625,711.0,79026.31578947355,-11084.0,337.9268292682927,3.0,3.0,4233799.0,0.14163614163614163,1547.0,68.38414634146342,-2243.0,-47.16463414634147,0.012654012654012677,711.0,0.012654012654012677,-4.0,0.019138755980861243,4.688995215311005,2204.0,-980.0,10.545454545454545,13.600050212572713
2901,1661.0,11.130434782608695,1229.0,6.434782608695652,2078.0,1.9021739130434783,35419.921875,709.0,84990.56603773567,-11143.0,339.7256097560976,3.0,3.0,4233959.0,0.14652014652014653,1603.0,71.85975609756098,-2357.0,-48.8719512195122,0.011766011766011792,709.0,0.01176601176601179,-24.0,0.11483253588516745,4.229665071770334,2068.0,-884.0,9.894736842105262,12.996586908359465
2902,1690.0,10.576086956521738,1280.0,6.119565217391304,2056.0,2.141304347826087,35424.8046875,711.0,79026.31578947355,-11185.0,341.00609756097566,3.0,3.0,4234119.0,0.1514041514041514,1783.0,75.97560975609757,-2492.0,-54.35975609756098,0.012654012654012677,711.0,0.012654012654012677,-32.0,0.15311004784688995,3.8851674641148324,1952.0,-812.0,9.339712918660286,12.405155302205356
2903,1720.0,10.130434782608695,1321.0,5.793478260869565,2054.0,2.1630434782608696,35429.6875,711.0,79026.31578947355,-11223.0,342.1646341463415,3.0,3.0,4234279.0,0.1562881562881563,2040.0,80.33536585365854,-2635.0,-62.19512195121952,0.012654012654012677,711.0,0.012654012654012677,-64.0,0.3062200956937799,3.4832535885167464,1856.0,-728.0,8.880382775119617,11.868818657840517
2904,1746.0,9.652173913043478,1365.0,5.510869565217392,2046.0,2.25,35434.5703125,709.0,84990.56603773567,-11216.0,341.95121951219517,3.0,3.0,4234439.0,0.16117216117216118,2260.0,84.54268292682927,-2773.0,-68.90243902439025,0.011766011766011792,709.0,0.01176601176601179,-76.0,0.36363636363636365,3.2344497607655502,1740.0,-676.0,8.325358851674642,11.340046058657627
2905,1765.0,9.16304347826087,1410.0,5.304347826086956,2034.0,2.380434782608696,35439.453125,711.0,79026.31578947355,-11146.0,339.81707317073176,3.0,3.0,4234599.0,0.16605616605616605,2390.0,87.6829268292683,-2876.0,-72.8658536585366,0.012654012654012677,711.0,0.012654012654012677,-92.0,0.4401913875598086,3.0430622009569377,1632.0,-636.0,7.8086124401913874,10.85190957384302
2906,1780.0,8.695652173913043,1453.0,5.141304347826087,2025.0,2.4782608695652173,35444.3359375,710.0,81899.99999999984,-11050.0,336.89024390243907,3.0,3.0,4234759.0,0.17094017094017094,2483.0,90.88414634146342,-2981.0,-75.70121951219512,0.012210012210012234,710.0,0.012210012210012234,-124.0,0.5933014354066986,2.813397129186603,1532.0,-588.0,7.330143540669856,10.401401543266763
2907,1812.0,8.347826086956522,1485.0,4.793478260869565,2019.0,2.543478260869565,35449.21875,713.0,73844.26229508186,-10940.0,333.5365853658537,3.0,3.0,4234919.0,0.1758241758241758,2529.0,95.2439024390244,-3124.0,-77.10365853658537,0.013542013542013561,713.0,0.01354201354201356,-116.0,0.5550239234449761,2.277511961722488,1472.0,-476.0,7.043062200956937,9.956551404930174
2908,1842.0,8.076086956521738,1510.0,4.467391304347826,2019.0,2.543478260869565,35454.1015625,713.0,73844.26229508186,-10848.0,330.7317073170732,3.0,3.0,4235079.0,0.1807081807081807,2465.0,99.08536585365854,-3250.0,-75.15243902439025,0.013542013542013561,713.0,0.01354201354201356,-128.0,0.6124401913875598,1.9904306220095693,1404.0,-416.0,6.717703349282297,9.573403117960677
2909,1874.0,7.760869565217391,1539.0,4.119565217391305,2008.0,2.6630434782608696,35458.984375,712.0,76347.45762711852,-10708.0,326.4634146341464,3.0,3.0,4235239.0,0.1855921855921856,2334.0,102.6219512195122,-3366.0,-71.15853658536587,0.013098013098013119,712.0,0.013098013098013117,-136.0,0.6507177033492823,1.6076555023923444,1328.0,-336.0,6.354066985645932,9.181160850119422
2910,1905.0,7.489130434782608,1564.0,3.782608695652174,2019.0,2.543478260869565,35463.8671875,711.0,79026.31578947355,-10566.0,322.13414634146346,3.0,3.0,4235399.0,0.19047619047619047,2188.0,105.76219512195122,-3469.0,-66.70731707317074,0.012654012654012677,711.0,0.012654012654012677,-108.0,0.5167464114832536,1.2057416267942582,1276.0,-252.0,6.105263157894736,8.76723929621672
2911,1935.0,7.4021739130434785,1572.0,3.4565217391304346,2037.0,2.3478260869565215,35468.75,712.0,76347.45762711852,-10443.0,318.38414634146346,3.0,3.0,4235559.0,0.19536019536019536,2153.0,108.75000000000001,-3567.0,-65.64024390243902,0.013098013098013119,712.0,0.013098013098013117,-40.0,0.19138755980861244,0.8421052631578947,1272.0,-176.0,6.086124401913875,8.50011814662692
2912,1959.0,7.358695652173913,1576.0,3.1956521739130435,2046.0,2.25,35473.6328125,711.0,79026.31578947355,-10351.0,315.57926829268297,3.0,3.0,4235719.0,0.20024420024420025,2197.0,110.57926829268294,-3627.0,-66.98170731707317,0.012654012654012677,711.0,0.012654012654012677,-56.0,0.2679425837320574,0.5358851674641149,1244.0,-112.0,5.952153110047846,8.332172256858257
2913,1974.0,7.184782608695652,1592.0,3.032608695652174,2045.0,2.260869565217391,35478.515625,710.0,81899.99999999984,-10238.0,312.13414634146346,3.0,3.0,4235879.0,0.20512820512820512,2182.0,112.62195121951221,-3694.0,-66.52439024390245,0.012210012210012234,710.0,0.012210012210012234,-64.0,0.3062200956937799,0.3827751196172249,1176.0,-80.0,5.626794258373206,8.119688899587652
2914,1994.0,6.728260869565217,1634.0,2.8152173913043477,2048.0,2.2282608695652173,35483.3984375,712.0,76347.45762711852,-10045.0,306.25,3.0,3.0,4236039.0,0.21001221001221002,2208.0,115.12195121951221,-3776.0,-67.31707317073172,0.013098013098013119,712.0,0.013098013098013117,-52.0,0.24880382775119617,0.28708133971291866,1124.0,-60.0,5.37799043062201,7.626276272995916
2915,2012.0,6.293478260869565,1674.0,2.619565217391304,2053.0,2.1739130434782608,35488.28125,712.0,76347.45762711852,-9825.0,299.5426829268293,3.0,3.0,4236199.0,0.2148962148962149,2315.0,118.04878048780489,-3872.0,-70.57926829268294,0.013098013098013119,712.0,0.013098013098013117,-32.0,0.15311004784688995,-0.019138755980861243,1024.0,4.0,4.899521531100478,7.15513022025519
2916,2028.0,6.010869565217392,1700.0,2.4456521739130435,2051.0,2.1956521739130435,35493.1640625,713.0,73844.26229508186,-9634.0,293.719512195122,3.0,3.0,4236359.0,0.21978021978021978,2386.0,120.76219512195124,-3961.0,-72.7439024390244,0.013542013542013561,713.0,0.01354201354201356,-48.0,0.2296650717703349,-0.15311004784688995,952.0,32.0,4.555023923444976,6.850741270448869
2917,2038.0,5.815217391304348,1718.0,2.3369565217391304,2040.0,2.3152173913043477,35498.046875,712.0,76347.45762711852,-9445.0,287.95731707317077,3.0,3.0,4236519.0,0.22466422466422467,2406.0,122.16463414634147,-4007.0,-73.35365853658537,0.013098013098013119,712.0,0.013098013098013117,-88.0,0.42105263157894735,-0.2679425837320574,896.0,56.0,4.287081339712919,6.681193805123879
2918,2046.0,5.728260869565217,1726.0,2.25,2038.0,2.3369565217391304,35502.9296875,708.0,88323.5294117645,-9249.0,281.9817073170732,3.0,3.0,4236679.0,0.22954822954822954,2414.0,123.65853658536587,-4056.0,-73.59756097560977,0.01132201132201135,708.0,0.011322011322011348,-84.0,0.4019138755980861,-0.42105263157894735,884.0,88.0,4.229665071770334,6.58307210763266
2919,2059.0,5.826086956521739,1717.0,2.108695652173913,2043.0,2.282608695652174,35507.8125,711.0,79026.31578947355,-9066.0,276.4024390243903,3.0,3.0,4236839.0,0.23443223443223443,2433.0,125.70121951219514,-4123.0,-74.17682926829269,0.012654012654012677,711.0,0.012654012654012677,-52.0,0.24880382775119617,-0.5741626794258373,916.0,120.0,4.382775119617225,6.6030439220042165
2920,2080.0,5.945652173913043,1706.0,1.8804347826086956,2040.0,2.3152173913043477,35512.6953125,710.0,81899.99999999984,-8878.0,270.6707317073171,3.0,3.0,4236999.0,0.23931623931623933,2398.0,126.89024390243904,-4162.0,-73.10975609756098,0.012210012210012234,710.0,0.012210012210012234,-60.0,0.28708133971291866,-0.8229665071770335,972.0,172.0,4.650717703349282,6.651845331470029
2921,2093.0,5.945652173913043,1706.0,1.7391304347826086,2038.0,2.3369565217391304,35517.578125,712.0,76347.45762711852,-8665.0,264.1768292682927,3.0,3.0,4237159.0,0.2442002442002442,2225.0,127.53048780487806,-4183.0,-67.83536585365854,0.013098013098013119,712.0,0.013098013098013117,-80.0,0.3827751196172249,-1.0526315789473684,956.0,220.0,4.574162679425837,6.620930465338168
2922,2118.0,5.869565217391304,1713.0,1.467391304347826,2044.0,2.2717391304347827,35522.4609375,713.0,73844.26229508186,-8408.0,256.3414634146342,3.0,3.0,4237319.0,0.2490842490842491,2047.0,128.50609756097563,-4215.0,-62.40853658536586,0.013542013542013561,713.0,0.01354201354201356,-68.0,0.3253588516746411,-1.3205741626794258,932.0,276.0,4.45933014354067,6.462648973759446
2923,2141.0,5.793478260869565,1720.0,1.2173913043478262,2044.0,2.2717391304347827,35527.34375,712.0,76347.45762711852,-8156.0,248.65853658536588,3.0,3.0,4237479.0,0.25396825396825395,1890.0,129.20731707317074,-4238.0,-57.6219512195122,0.013098013098013119,712.0,0.013098013098013117,-44.0,0.21052631578947367,-1.645933014354067,920.0,344.0,4.401913875598086,6.340917175284545
2924,2167.0,5.706521739130435,1728.0,0.9347826086956521,2048.0,2.2282608695652173,35532.2265625,711.0,79026.31578947355,-7918.0,241.40243902439028,3.0,3.0,4237639.0,0.2588522588522589,1754.0,129.4207317073171,-4245.0,-53.47560975609757,0.012654012654012677,711.0,0.012654012654012677,-44.0,0.21052631578947367,-1.9521531100478469,888.0,408.0,4.248803827751196,6.1970440846845385
2925,2184.0,5.5,1747.0,0.75,2041.0,2.3043478260869565,35537.109375,711.0,79026.31578947355,-7688.0,234.39024390243904,3.0,3.0,4237799.0,0.26373626373626374,1665.0,129.359756097561,-4243.0,-50.76219512195122,0.012654012654012677,711.0,0.012654012654012677,-72.0,0.34449760765550236,-2.1052631578947367,812.0,440.0,3.8851674641148324,6.010201236530411
2926,2198.0,5.1521739130434785,1779.0,0.5978260869565217,2026.0,2.467391304347826,35541.9921875,711.0,79026.31578947355,-7436.0,226.70731707317074,3.0,3.0,4237959.0,0.2686202686202686,1514.0,128.47560975609758,-4214.0,-46.15853658536586,0.012654012654012677,711.0,0.012654012654012677,-108.0,0.5167464114832536,-2.277511961722488,744.0,476.0,3.5598086124401913,5.74371934457654
2927,2216.0,4.760869565217392,1815.0,0.40217391304347827,2008.0,2.6630434782608696,35546.875,711.0,79026.31578947355,-7155.0,218.14024390243904,3.0,3.0,4238119.0,0.27350427350427353,1372.0,127.31707317073172,-4176.0,-41.82926829268293,0.012654012654012677,711.0,0.012654012654012677,-140.0,0.6698564593301435,-2.5645933014354068,648.0,536.0,3.1004784688995213,5.469865029454903
2928,2242.0,4.423913043478261,1846.0,0.11956521739130435,1999.0,2.760869565217391,35551.7578125,712.0,76347.45762711852,-6893.0,210.15243902439028,3.0,3.0,4238279.0,0.2783882783882784,1294.0,126.03658536585367,-4134.0,-39.451219512195124,0.013098013098013119,712.0,0.013098013098013117,-160.0,0.7655502392344498,-2.77511961722488,556.0,580.0,2.660287081339713,5.216100383774317
2929,2256.0,4.130434782608695,1873.0,-0.03260869565217391,1993.0,2.8260869565217392,35556.640625,711.0,79026.31578947355,-6642.0,202.50000000000003,3.0,3.0,4238439.0,0.28327228327228327,1189.0,123.87195121951221,-4063.0,-36.25,0.012654012654012677,711.0,0.012654012654012677,-224.0,1.0717703349282297,-2.92822966507177,504.0,612.0,2.4114832535885165,5.004829897832511
2930,2274.0,3.9891304347826084,1886.0,-0.22826086956521738,1976.0,3.010869565217391,35561.5234375,711.0,79026.31578947355,-6402.0,195.1829268292683,3.0,3.0,4238599.0,0.28815628815628813,1113.0,121.64634146341464,-3990.0,-33.9329268292683,0.012654012654012677,711.0,0.012654012654012677,-232.0,1.1100478468899522,-3.0813397129186604,488.0,644.0,2.3349282296650715,5.003059083104647
2931,2300.0,3.760869565217391,1907.0,-0.5108695652173912,1978.0,2.9891304347826084,35566.40625,709.0,84990.56603773567,-6172.0,188.1707317073171,3.0,3.0,4238759.0,0.29304029304029305,1060.0,119.32926829268294,-3914.0,-32.31707317073171,0.011766011766011792,709.0,0.01176601176601179,-224.0,1.0717703349282297,-3.291866028708134,448.0,688.0,2.1435406698564594,4.831151866313822
2932,2330.0,3.6956521739130435,1913.0,-0.8369565217391304,1984.0,2.9239130434782608,35571.2890625,710.0,81899.99999999984,-5938.0,181.03658536585368,3.0,3.0,4238919.0,0.2979242979242979,993.0,117.10365853658537,-3841.0,-30.27439024390244,0.012210012210012234,710.0,0.012210012210012234,-212.0,1.014354066985646,-3.69377990430622,420.0,772.0,2.0095693779904304,4.786189371060465
2933,2338.0,3.608695652173913,1921.0,-0.9239130434782609,1999.0,2.760869565217391,35576.171875,710.0,81899.99999999984,-5704.0,173.90243902439025,3.0,3.0,4239079.0,0.3028083028083028,931.0,114.84756097560977,-3767.0,-28.384146341463417,0.012210012210012234,710.0,0.012210012210012234,-200.0,0.9569377990430622,-3.923444976076555,428.0,820.0,2.047846889952153,4.636669103793351
2934,2360.0,3.5543478260869565,1926.0,-1.1630434782608696,1987.0,2.891304347826087,35581.0546875,715.0,69299.99999999993,-5476.0,166.95121951219514,3.0,3.0,4239239.0,0.3076923076923077,881.0,112.31707317073172,-3684.0,-26.85975609756098,0.014430014430014446,715.0,0.014430014430014446,-156.0,0.7464114832535885,-4.095693779904306,408.0,856.0,1.9521531100478469,4.727123801307964
2935,2375.0,3.510869565217391,1930.0,-1.326086956521739,2001.0,2.7391304347826084,35585.9375,710.0,81899.99999999984,-5221.0,159.1768292682927,3.0,3.0,4239399.0,0.3125763125763126,829.0,109.90853658536587,-3605.0,-25.27439024390244,0.012210012210012234,710.0,0.012210012210012234,-144.0,0.6889952153110047,-4.344497607655502,384.0,908.0,1.8373205741626792,4.646240120675986
2936,2389.0,3.4456521739130435,1936.0,-1.4782608695652173,2003.0,2.717391304347826,35590.8203125,710.0,81899.99999999984,-4965.0,151.3719512195122,3.0,3.0,4239559.0,0.31746031746031744,787.0,107.6829268292683,-3532.0,-23.993902439024392,0.012210012210012234,710.0,0.012210012210012234,-172.0,0.8229665071770335,-4.516746411483253,384.0,944.0,1.8373205741626792,4.6305496005360505
2937,2401.0,3.391304347826087,1941.0,-1.608695652173913,2003.0,2.717391304347826,35595.703125,710.0,81899.99999999984,-4735.0,144.359756097561,3.0,3.0,4239719.0,0.32234432234432236,739.0,104.87804878048782,-3440.0,-22.53048780487805,0.012210012210012234,710.0,0.012210012210012234,-128.0,0.6124401913875598,-4.650717703349282,368.0,972.0,1.7607655502392343,4.6339035792571845
