,Accel_LN_X_UNCAL,Accel_LN_X_CAL,Accel_LN_Y_UNCAL,Accel_LN_Y_CAL,Accel_LN_Z_UNCAL,Accel_LN_Z_CAL,System_Timestamp_Plot_Zeroed_CAL,GSR_Skin_Resistance_UNCAL,GSR_Skin_Resistance_CAL,Gyro_Z_UNCAL,Gyro_Z_CAL,GSR_Range_UNCAL,GSR_Range_CAL,Timestamp_UNCAL,Timestamp_CAL,Gyro_X_CAL,Gyro_X_UNCAL,Gyro_Y_UNCAL,Gyro_Y_CAL,GSR_Skin_Conductance_CAL,GSR_Skin_Conductance_CAL,GSR_Skin_Conductance_UNCAL,Accel_WR_Z_UNCAL,Accel_WR_Z_CAL,Accel_WR_Y_UNCAL,Accel_WR_Y_CAL,Accel_WR_X_UNCAL,Accel_WR_X_CAL,Resultant_Accel
7932,2346.0,5.869565217391304,1713.0,-1.0108695652173914,1906.0,3.7717391304347827,91713.8671875,716.0,67231.34328358203,-1120.0,34.146341463414636,3.0,3.0,191566.0,18.715506715506717,107.04268292682927,1162.0,-3511.0,-35.426829268292686,0.014874014874014888,0.014874014874014886,716.0,-360.0,1.7224880382775118,920.0,-3.942583732057416,824.0,4.401913875598086,7.049799230272132
7933,2352.0,5.815217391304348,1718.0,-1.076086956521739,1912.0,3.7065217391304346,91718.75,711.0,79026.31578947355,-1073.0,32.713414634146346,3.0,3.0,191726.0,18.72039072039072,100.60975609756099,1114.0,-3300.0,-33.963414634146346,0.012654012654012677,0.012654012654012677,711.0,-360.0,1.7224880382775118,904.0,-4.172248803827751,872.0,4.325358851674641,6.979471315849881
7934,2370.0,5.782608695652174,1721.0,-1.2717391304347825,1912.0,3.7065217391304346,91723.6328125,711.0,79026.31578947355,-996.0,30.365853658536587,3.0,3.0,191886.0,18.725274725274726,95.09146341463415,1064.0,-3119.0,-32.43902439024391,0.012654012654012677,0.012654012654012677,711.0,-332.0,1.588516746411483,904.0,-4.248803827751196,888.0,4.325358851674641,6.985283612392388
7935,2384.0,5.826086956521739,1717.0,-1.4239130434782608,1920.0,3.619565217391304,91728.515625,712.0,76347.45762711852,-941.0,28.689024390243905,3.0,3.0,192046.0,18.73015873015873,88.68902439024392,1027.0,-2909.0,-31.3109756097561,0.013098013098013119,0.013098013098013117,712.0,-320.0,1.5311004784688995,920.0,-4.401913875598086,920.0,4.401913875598086,7.005145961597747
7936,2405.0,5.869565217391304,1713.0,-1.6521739130434783,1924.0,3.5760869565217392,91733.3984375,712.0,76347.45762711852,-896.0,27.31707317073171,3.0,3.0,192206.0,18.735042735042736,82.83536585365854,1000.0,-2717.0,-30.487804878048784,0.013098013098013119,0.013098013098013117,712.0,-328.0,1.569377990430622,924.0,-4.746411483253588,992.0,4.421052631578947,7.068937147885539
7937,2429.0,6.010869565217392,1700.0,-1.9130434782608696,1919.0,3.6304347826086953,91738.28125,712.0,76347.45762711852,-864.0,26.34146341463415,3.0,3.0,192366.0,18.73992673992674,77.8658536585366,963.0,-2554.0,-29.35975609756098,0.013098013098013119,0.013098013098013117,712.0,-332.0,1.588516746411483,944.0,-4.9952153110047846,1044.0,4.516746411483253,7.2780728898897555
7938,2443.0,5.956521739130435,1705.0,-2.0652173913043477,1927.0,3.543478260869565,91743.1640625,711.0,79026.31578947355,-833.0,25.396341463414636,3.0,3.0,192526.0,18.744810744810746,72.16463414634147,975.0,-2367.0,-29.725609756097565,0.012654012654012677,0.012654012654012677,711.0,-328.0,1.569377990430622,944.0,-5.1291866028708135,1072.0,4.516746411483253,7.231978449036929
7939,2450.0,6.173913043478261,1685.0,-2.141304347826087,1930.0,3.510869565217391,91748.046875,712.0,76347.45762711852,-795.0,24.237804878048784,3.0,3.0,192686.0,18.74969474969475,66.95121951219512,960.0,-2196.0,-29.26829268292683,0.013098013098013119,0.013098013098013117,712.0,-328.0,1.569377990430622,996.0,-5.148325358851674,1076.0,4.765550239234449,7.418125887474521
7940,2451.0,6.434782608695652,1661.0,-2.152173913043478,1927.0,3.543478260869565,91752.9296875,710.0,81899.99999999984,-761.0,23.201219512195124,3.0,3.0,192846.0,18.754578754578755,61.12804878048781,913.0,-2005.0,-27.83536585365854,0.012210012210012234,0.012210012210012234,710.0,-324.0,1.5502392344497606,1044.0,-5.1291866028708135,1072.0,4.9952153110047846,7.6547056088664895
7941,2448.0,6.619565217391304,1644.0,-2.119565217391304,1936.0,3.4456521739130435,91757.8125,712.0,76347.45762711852,-666.0,20.30487804878049,3.0,3.0,193006.0,18.75946275946276,55.85365853658537,807.0,-1832.0,-24.603658536585368,0.013098013098013119,0.013098013098013117,712.0,-292.0,1.3971291866028708,1104.0,-5.090909090909091,1064.0,5.282296650717703,7.757816656873473
