,Accel_LN_X_UNCAL,Accel_LN_X_CAL,Accel_LN_Y_UNCAL,Accel_LN_Y_CAL,Accel_LN_Z_UNCAL,Accel_LN_Z_CAL,System_Timestamp_Plot_Zeroed_CAL,GSR_Skin_Resistance_CAL,GSR_Skin_Resistance_UNCAL,Gyro_Z_CAL,Gyro_Z_UNCAL,GSR_Range_UNCAL,GSR_Range_CAL,Timestamp_UNCAL,Timestamp_CAL,Gyro_X_UNCAL,Gyro_X_CAL,Gyro_Y_CAL,Gyro_Y_UNCAL,GSR_Skin_Conductance_CAL,GSR_Skin_Conductance_UNCAL,GSR_Skin_Conductance_CAL,Accel_WR_Z_CAL,Accel_WR_Z_UNCAL,Accel_WR_Y_UNCAL,Accel_WR_Y_CAL,Accel_WR_X_UNCAL,Accel_WR_X_CAL,Resultant_Accel
1038,796.0,4.195652173913043,1867.0,15.83695652173913,1636.0,6.706521739130435,24975.5859375,88323.5294117645,708.0,34.93902439024391,-1146.0,3.0,3.0,1194741.0,0.04884004884004884,-4307.0,-19.02439024390244,131.3109756097561,624.0,0.01132201132201135,708.0,0.011322011322011348,4.899521531100478,-1024.0,540.0,14.985645933014354,-3132.0,2.5837320574162677,17.702828103818497
1039,846.0,3.9456521739130435,1890.0,15.293478260869565,1664.0,6.4021739130434785,24980.46875,91928.57142857119,707.0,36.707317073170735,-1204.0,3.0,3.0,1194901.0,0.05372405372405373,-4430.0,-21.646341463414636,135.0609756097561,710.0,0.010878010878010906,707.0,0.010878010878010906,4.6124401913875595,-964.0,476.0,14.296650717703349,-2988.0,2.277511961722488,17.042490405044948
1040,895.0,3.7391304347826084,1909.0,14.76086956521739,1697.0,6.043478260869565,24985.3515625,91928.57142857119,707.0,38.71951219512196,-1270.0,3.0,3.0,1195061.0,0.05860805860805861,-4486.0,-23.475609756097562,136.76829268292684,770.0,0.010878010878010906,707.0,0.010878010878010906,4.2105263157894735,-880.0,424.0,13.722488038277511,-2868.0,2.028708133971292,16.38255157841054
1041,932.0,3.641304347826087,1918.0,14.358695652173912,1731.0,5.673913043478261,24990.234375,91928.57142857119,707.0,40.73170731707317,-1336.0,3.0,3.0,1195221.0,0.06349206349206349,-4492.0,-25.152439024390247,136.95121951219514,825.0,0.010878010878010906,707.0,0.010878010878010906,3.866028708133971,-808.0,372.0,13.37799043062201,-2796.0,1.7799043062200957,15.862677182941344
1042,955.0,3.4239130434782608,1938.0,14.108695652173912,1760.0,5.358695652173913,24995.1171875,100099.99999999968,705.0,43.07926829268293,-1413.0,3.0,3.0,1195381.0,0.06837606837606838,-4473.0,-26.189024390243905,136.3719512195122,859.0,0.009990009990010023,705.0,0.009990009990010021,3.4832535885167464,-728.0,352.0,13.282296650717702,-2776.0,1.6842105263157894,15.47559668082621
1043,961.0,3.3369565217391304,1946.0,14.043478260869565,1788.0,5.054347826086956,25000.0,91928.57142857119,707.0,45.03048780487805,-1477.0,3.0,3.0,1195541.0,0.07326007326007326,-4418.0,-26.707317073170735,134.69512195121953,876.0,0.010878010878010906,707.0,0.010878010878010906,3.253588516746411,-680.0,324.0,13.186602870813397,-2756.0,1.5502392344497606,15.293822035010193
1044,954.0,3.1956521739130435,1959.0,14.119565217391305,1806.0,4.858695652173913,25004.8828125,95840.42553191462,706.0,47.31707317073171,-1552.0,3.0,3.0,1195701.0,0.07814407814407814,-4347.0,-27.042682926829272,132.53048780487805,887.0,0.010434010434010463,706.0,0.010434010434010463,3.0813397129186604,-644.0,312.0,13.473684210526315,-2816.0,1.492822966507177,15.270273022616696
1045,929.0,3.0978260869565215,1968.0,14.391304347826086,1818.0,4.728260869565217,25009.765625,88323.5294117645,708.0,49.146341463414636,-1612.0,3.0,3.0,1195861.0,0.08302808302808302,-4267.0,-26.981707317073173,130.09146341463415,885.0,0.01132201132201135,708.0,0.011322011322011348,3.062200956937799,-640.0,284.0,13.85645933014354,-2896.0,1.3588516746411483,15.461649916727774
1046,890.0,2.9782608695652173,1979.0,14.815217391304348,1815.0,4.760869565217392,25014.6484375,84990.56603773567,709.0,50.82317073170732,-1667.0,3.0,3.0,1196021.0,0.0879120879120879,-4191.0,-27.987804878048784,127.77439024390245,918.0,0.011766011766011792,709.0,0.01176601176601179,3.0430622009569377,-636.0,288.0,14.105263157894736,-2948.0,1.3779904306220094,15.843818453131915
1047,853.0,2.934782608695652,1983.0,15.217391304347826,1819.0,4.717391304347826,25019.53125,91928.57142857119,707.0,51.98170731707317,-1705.0,3.0,3.0,1196181.0,0.0927960927960928,-4057.0,-28.04878048780488,123.68902439024392,920.0,0.010878010878010906,707.0,0.010878010878010906,2.985645933014354,-624.0,264.0,14.545454545454545,-3040.0,1.263157894736842,16.199868141076944
