,Accel_LN_X_CAL,Accel_LN_X_UNCAL,Accel_LN_Y_CAL,Accel_LN_Y_UNCAL,Accel_LN_Z_UNCAL,Accel_LN_Z_CAL,System_Timestamp_Plot_Zeroed_CAL,GSR_Skin_Resistance_UNCAL,GSR_Skin_Resistance_CAL,Gyro_Z_CAL,Gyro_Z_UNCAL,GSR_Range_UNCAL,GSR_Range_CAL,Timestamp_UNCAL,Timestamp_CAL,Gyro_X_CAL,Gyro_X_UNCAL,Gyro_Y_CAL,Gyro_Y_UNCAL,GSR_Skin_Conductance_UNCAL,GSR_Skin_Conductance_CAL,GSR_Skin_Conductance_CAL,Accel_WR_Z_UNCAL,Accel_WR_Z_CAL,Accel_WR_Y_CAL,Accel_WR_Y_UNCAL,Accel_WR_X_UNCAL,Accel_WR_X_CAL,Resultant_Accel
823,2.793478260869565,1283.0,10.543478260869565,1996.0,1767.0,5.282608695652174,4008.7890625,704.0,104755.81395348875,3.1402439024390247,-103.0,3.0,3.0,8924064.0,0.0,-2.3170731707317076,-156.0,4.75609756097561,76.0,704.0,0.009546009546009513,0.009546009546009511,-760.0,3.6363636363636362,9.301435406698564,216.0,-1944.0,1.0334928229665072,12.119175271558701
824,2.7282608695652173,1288.0,10.489130434782608,2002.0,1768.0,5.271739130434782,4013.671875,708.0,88323.5294117645,3.3231707317073176,-109.0,3.0,3.0,8924224.0,0.004884004884004884,-2.530487804878049,-156.0,4.75609756097561,83.0,708.0,0.01132201132201135,0.011322011322011348,-752.0,3.5980861244019136,9.301435406698564,204.0,-1944.0,0.9760765550239234,12.05224037719298
825,2.7282608695652173,1287.0,10.5,2002.0,1766.0,5.293478260869565,4018.5546875,708.0,88323.5294117645,3.5670731707317076,-117.0,3.0,3.0,8924384.0,0.009768009768009768,-2.378048780487805,-149.0,4.5426829268292686,78.0,708.0,0.01132201132201135,0.011322011322011348,-764.0,3.6555023923444976,9.301435406698564,212.0,-1944.0,1.014354066985646,12.071218640663394
826,2.760869565217391,1285.0,10.521739130434783,1999.0,1763.0,5.326086956521739,4023.4375,707.0,91928.57142857119,3.5975609756097566,-118.0,3.0,3.0,8924544.0,0.014652014652014652,-2.408536585365854,-160.0,4.878048780487806,79.0,707.0,0.010878010878010906,0.010878010878010906,-764.0,3.6555023923444976,9.24401913875598,212.0,-1932.0,1.014354066985646,12.111837075914503
827,2.717391304347826,1287.0,10.5,2003.0,1762.0,5.33695652173913,4028.3203125,708.0,88323.5294117645,3.7195121951219514,-122.0,3.0,3.0,8924704.0,0.019536019536019536,-2.5914634146341466,-161.0,4.908536585365854,85.0,708.0,0.01132201132201135,0.011322011322011348,-764.0,3.6555023923444976,9.301435406698564,200.0,-1944.0,0.9569377990430622,12.087899752061109
828,2.6630434782608696,1285.0,10.521739130434783,2008.0,1762.0,5.33695652173913,4033.203125,708.0,88323.5294117645,3.780487804878049,-124.0,3.0,3.0,8924864.0,0.02442002442002442,-2.530487804878049,-158.0,4.817073170731708,83.0,708.0,0.01132201132201135,0.011322011322011348,-740.0,3.54066985645933,9.186602870813397,220.0,-1920.0,1.0526315789473684,12.094705445398995
829,2.6956521739130435,1290.0,10.467391304347826,2005.0,1757.0,5.391304347826087,4038.0859375,710.0,81899.99999999984,3.8719512195121957,-127.0,3.0,3.0,8925024.0,0.029304029304029304,-2.3170731707317076,-149.0,4.5426829268292686,76.0,710.0,0.012210012210012234,0.012210012210012234,-756.0,3.617224880382775,9.224880382775119,212.0,-1928.0,1.014354066985646,12.078865175667252
830,2.7282608695652173,1291.0,10.456521739130434,2002.0,1767.0,5.282608695652174,4042.96875,707.0,91928.57142857119,3.963414634146342,-130.0,3.0,3.0,8925184.0,0.03418803418803419,-2.5609756097560976,-161.0,4.908536585365854,84.0,707.0,0.010878010878010906,0.010878010878010906,-752.0,3.5980861244019136,9.263157894736842,208.0,-1936.0,0.9952153110047847,12.02864119028779
831,2.717391304347826,1292.0,10.445652173913043,2003.0,1769.0,5.260869565217392,4047.8515625,708.0,88323.5294117645,4.0548780487804885,-133.0,3.0,3.0,8925344.0,0.03907203907203907,-2.5000000000000004,-158.0,4.817073170731708,82.0,708.0,0.01132201132201135,0.011322011322011348,-756.0,3.617224880382775,9.24401913875598,208.0,-1932.0,0.9952153110047847,12.007190071850703
832,2.7391304347826084,1289.0,10.478260869565217,2001.0,1763.0,5.326086956521739,4052.734375,710.0,81899.99999999984,4.024390243902439,-132.0,3.0,3.0,8925504.0,0.04395604395604395,-2.5914634146341466,-161.0,4.908536585365854,85.0,710.0,0.012210012210012234,0.012210012210012234,-752.0,3.5980861244019136,9.282296650717702,208.0,-1940.0,0.9952153110047847,12.06913371613079
833,2.7282608695652173,1288.0,10.489130434782608,2002.0,1769.0,5.260869565217392,4057.6171875,707.0,91928.57142857119,4.176829268292684,-137.0,3.0,3.0,8925664.0,0.04884004884004884,-2.439024390243903,-159.0,4.847560975609756,80.0,707.0,0.010878010878010906,0.010878010878010906,-736.0,3.5215311004784686,9.282296650717702,208.0,-1940.0,0.9952153110047847,12.047489914190182
834,2.869565217391304,1291.0,10.456521739130434,1989.0,1776.0,5.184782608695652,4062.5,707.0,91928.57142857119,4.237804878048781,-139.0,3.0,3.0,8925824.0,0.05372405372405373,-2.7743902439024395,-159.0,4.847560975609756,91.0,707.0,0.010878010878010906,0.010878010878010906,-740.0,3.54066985645933,9.186602870813397,212.0,-1920.0,1.014354066985646,12.018952621472566
835,2.717391304347826,1294.0,10.42391304347826,2003.0,1773.0,5.217391304347826,4067.3828125,704.0,104755.81395348875,4.146341463414634,-136.0,3.0,3.0,8925984.0,0.05860805860805861,-2.5914634146341466,-158.0,4.817073170731708,85.0,704.0,0.009546009546009513,0.009546009546009511,-728.0,3.4832535885167464,9.282296650717702,220.0,-1940.0,1.0526315789473684,11.969266922482165
836,2.7282608695652173,1292.0,10.445652173913043,2002.0,1779.0,5.1521739130434785,4072.265625,708.0,88323.5294117645,3.8414634146341466,-126.0,3.0,3.0,8926144.0,0.06349206349206349,-2.3170731707317076,-156.0,4.75609756097561,76.0,708.0,0.01132201132201135,0.011322011322011348,-732.0,3.5023923444976077,9.263157894736842,212.0,-1936.0,1.014354066985646,11.962439247119326
837,2.7282608695652173,1290.0,10.467391304347826,2002.0,1776.0,5.184782608695652,4077.1484375,707.0,91928.57142857119,4.390243902439025,-144.0,3.0,3.0,8926304.0,0.06837606837606838,-2.682926829268293,-148.0,4.51219512195122,88.0,707.0,0.010878010878010906,0.010878010878010906,-728.0,3.4832535885167464,9.263157894736842,224.0,-1936.0,1.0717703349282297,11.995484933514366
838,2.7391304347826084,1292.0,10.445652173913043,2001.0,1774.0,5.206521739130435,4082.03125,707.0,91928.57142857119,4.176829268292684,-137.0,3.0,3.0,8926464.0,0.07326007326007326,-2.6524390243902443,-160.0,4.878048780487806,87.0,707.0,0.010878010878010906,0.010878010878010906,-736.0,3.5215311004784686,9.186602870813397,224.0,-1920.0,1.0717703349282297,11.988425813974262
839,2.760869565217391,1290.0,10.467391304347826,1999.0,1772.0,5.228260869565217,4086.9140625,707.0,91928.57142857119,4.481707317073171,-147.0,3.0,3.0,8926624.0,0.07814407814407814,-2.682926829268293,-142.0,4.329268292682928,88.0,707.0,0.010878010878010906,0.010878010878010906,-720.0,3.4449760765550237,9.167464114832535,204.0,-1916.0,0.9760765550239234,12.021788269417616
840,2.6956521739130435,1291.0,10.456521739130434,2005.0,1772.0,5.228260869565217,4091.796875,706.0,95840.42553191462,4.51219512195122,-148.0,3.0,3.0,8926784.0,0.08302808302808302,-2.5609756097560976,-143.0,4.359756097560976,84.0,706.0,0.010434010434010463,0.010434010434010463,-732.0,3.5023923444976077,9.205741626794259,204.0,-1924.0,0.9760765550239234,11.997503875550793
841,2.684782608695652,1292.0,10.445652173913043,2006.0,1777.0,5.173913043478261,4096.6796875,708.0,88323.5294117645,4.420731707317073,-145.0,3.0,3.0,8926944.0,0.0879120879120879,-2.682926829268293,-125.0,3.810975609756098,88.0,708.0,0.01132201132201135,0.011322011322011348,-728.0,3.4832535885167464,9.24401913875598,208.0,-1932.0,0.9952153110047847,11.961984917888978
842,2.652173913043478,1290.0,10.467391304347826,2009.0,1774.0,5.206521739130435,4101.5625,708.0,88323.5294117645,4.51219512195122,-148.0,3.0,3.0,8927104.0,0.0927960927960928,-2.5914634146341466,-124.0,3.780487804878049,85.0,708.0,0.01132201132201135,0.011322011322011348,-732.0,3.5023923444976077,9.24401913875598,212.0,-1932.0,1.014354066985646,11.987834491825563
843,2.7282608695652173,1291.0,10.456521739130434,2002.0,1778.0,5.163043478260869,4106.4453125,710.0,81899.99999999984,4.329268292682928,-142.0,3.0,3.0,8927264.0,0.09768009768009768,-2.6219512195121952,-123.0,3.7500000000000004,86.0,710.0,0.012210012210012234,0.012210012210012234,-728.0,3.4832535885167464,9.263157894736842,208.0,-1936.0,0.9952153110047847,11.97661355357683
844,2.7282608695652173,1291.0,10.456521739130434,2002.0,1779.0,5.1521739130434785,4111.328125,706.0,95840.42553191462,4.2682926829268295,-140.0,3.0,3.0,8927424.0,0.10256410256410256,-2.7743902439024395,-112.0,3.414634146341464,91.0,706.0,0.010434010434010463,0.010434010434010463,-720.0,3.4449760765550237,9.301435406698564,212.0,-1944.0,1.014354066985646,11.971931769081959
845,2.717391304347826,1291.0,10.456521739130434,2003.0,1776.0,5.184782608695652,4116.2109375,707.0,91928.57142857119,4.329268292682928,-142.0,3.0,3.0,8927584.0,0.10744810744810745,-2.5609756097560976,-117.0,3.5670731707317076,84.0,707.0,0.010878010878010906,0.010878010878010906,-716.0,3.4258373205741623,9.167464114832535,204.0,-1916.0,0.9760765550239234,11.983531744910822
846,2.717391304347826,1292.0,10.445652173913043,2003.0,1778.0,5.163043478260869,4121.09375,707.0,91928.57142857119,4.359756097560976,-143.0,3.0,3.0,8927744.0,0.11233211233211234,-2.347560975609756,-119.0,3.628048780487805,77.0,707.0,0.010878010878010906,0.010878010878010906,-720.0,3.4449760765550237,9.263157894736842,220.0,-1936.0,1.0526315789473684,11.964651386385293
847,2.760869565217391,1295.0,10.41304347826087,1999.0,1778.0,5.163043478260869,4125.9765625,707.0,91928.57142857119,4.451219512195123,-146.0,3.0,3.0,8927904.0,0.11721611721611722,-2.7743902439024395,-118.0,3.5975609756097566,91.0,707.0,0.010878010878010906,0.010878010878010906,-708.0,3.38755980861244,9.186602870813397,228.0,-1920.0,1.0909090909090908,11.94616646438124
848,2.760869565217391,1294.0,10.42391304347826,1999.0,1780.0,5.141304347826087,4130.859375,709.0,84990.56603773567,4.51219512195122,-148.0,3.0,3.0,8928064.0,0.1221001221001221,-2.164634146341464,-107.0,3.26219512195122,71.0,709.0,0.011766011766011792,0.01176601176601179,-724.0,3.464114832535885,9.205741626794259,212.0,-1924.0,1.014354066985646,11.946270308808323
849,2.760869565217391,1295.0,10.41304347826087,1999.0,1784.0,5.0978260869565215,4135.7421875,705.0,100099.99999999968,4.359756097560976,-143.0,3.0,3.0,8928224.0,0.12698412698412698,-2.25609756097561,-111.0,3.3841463414634148,74.0,705.0,0.009990009990010023,0.009990009990010021,-720.0,3.4449760765550237,9.186602870813397,216.0,-1920.0,1.0334928229665072,11.918125106288713
850,2.793478260869565,1296.0,10.402173913043478,1996.0,1783.0,5.108695652173913,4140.625,707.0,91928.57142857119,4.329268292682928,-142.0,3.0,3.0,8928384.0,0.13186813186813187,-2.2865853658536586,-107.0,3.26219512195122,75.0,707.0,0.010878010878010906,0.010878010878010906,-696.0,3.3301435406698565,9.167464114832535,224.0,-1916.0,1.0717703349282297,11.920885628915904
851,2.7282608695652173,1296.0,10.402173913043478,2002.0,1783.0,5.108695652173913,4145.5078125,706.0,95840.42553191462,4.451219512195123,-146.0,3.0,3.0,8928544.0,0.13675213675213677,-2.164634146341464,-115.0,3.50609756097561,71.0,706.0,0.010434010434010463,0.010434010434010463,-700.0,3.3492822966507174,9.148325358851674,216.0,-1912.0,1.0334928229665072,11.905771741308653
852,2.717391304347826,1295.0,10.41304347826087,2003.0,1784.0,5.0978260869565215,4150.390625,708.0,88323.5294117645,4.146341463414634,-136.0,3.0,3.0,8928704.0,0.14163614163614163,-1.8597560975609757,-97.0,2.957317073170732,61.0,708.0,0.01132201132201135,0.011322011322011348,-716.0,3.4258373205741623,9.129186602870814,224.0,-1908.0,1.0717703349282297,11.908128349742912
853,2.902173913043478,1298.0,10.380434782608695,1986.0,1791.0,5.021739130434782,4155.2734375,705.0,100099.99999999968,4.237804878048781,-139.0,3.0,3.0,8928864.0,0.14652014652014653,-1.707317073170732,-108.0,3.2926829268292686,56.0,705.0,0.009990009990010023,0.009990009990010021,-712.0,3.4066985645933014,9.148325358851674,220.0,-1912.0,1.0526315789473684,11.890916852441718
854,2.869565217391304,1297.0,10.391304347826086,1989.0,1786.0,5.076086956521739,4160.15625,708.0,88323.5294117645,4.573170731707317,-150.0,3.0,3.0,8929024.0,0.1514041514041514,-1.829268292682927,-118.0,3.5975609756097566,60.0,708.0,0.01132201132201135,0.011322011322011348,-712.0,3.4066985645933014,9.224880382775119,220.0,-1928.0,1.0526315789473684,11.915547380468153
855,2.858695652173913,1296.0,10.402173913043478,1990.0,1790.0,5.032608695652174,4165.0390625,704.0,104755.81395348875,4.420731707317073,-145.0,3.0,3.0,8929184.0,0.1562881562881563,-1.3719512195121952,-112.0,3.414634146341464,45.0,704.0,0.009546009546009513,0.009546009546009511,-712.0,3.4066985645933014,9.148325358851674,224.0,-1912.0,1.0717703349282297,11.903970481839837
856,2.7717391304347827,1299.0,10.369565217391305,1998.0,1782.0,5.119565217391304,4169.921875,704.0,104755.81395348875,4.207317073170732,-138.0,3.0,3.0,8929344.0,0.16117216117216118,-1.3414634146341464,-120.0,3.658536585365854,44.0,704.0,0.009546009546009513,0.009546009546009511,-720.0,3.4449760765550237,9.148325358851674,228.0,-1912.0,1.0909090909090908,11.892029625763543
857,2.782608695652174,1299.0,10.369565217391305,1997.0,1786.0,5.076086956521739,4174.8046875,708.0,88323.5294117645,4.237804878048781,-139.0,3.0,3.0,8929504.0,0.16605616605616605,-1.0670731707317074,-125.0,3.810975609756098,35.0,708.0,0.01132201132201135,0.011322011322011348,-704.0,3.3684210526315788,9.129186602870814,232.0,-1908.0,1.1100478468899522,11.875919027217254
