,Accel_LN_X_CAL,Accel_LN_X_UNCAL,Accel_LN_Y_CAL,Accel_LN_Y_UNCAL,Accel_LN_Z_UNCAL,Accel_LN_Z_CAL,System_Timestamp_Plot_Zeroed_CAL,GSR_Skin_Resistance_UNCAL,GSR_Skin_Resistance_CAL,Gyro_Z_CAL,Gyro_Z_UNCAL,GSR_Range_UNCAL,GSR_Range_CAL,Timestamp_UNCAL,Timestamp_CAL,Gyro_X_CAL,Gyro_X_UNCAL,Gyro_Y_CAL,Gyro_Y_UNCAL,GSR_Skin_Conductance_UNCAL,GSR_Skin_Conductance_CAL,GSR_Skin_Conductance_CAL,Accel_WR_Z_UNCAL,Accel_WR_Z_CAL,Accel_WR_Y_CAL,Accel_WR_Y_UNCAL,Accel_WR_X_UNCAL,Accel_WR_X_CAL,Resultant_Accel
858,2.8043478260869565,1296.0,10.402173913043478,1995.0,1780.0,5.141304347826087,4179.6875,705.0,100099.99999999968,4.146341463414634,-136.0,3.0,3.0,8929664.0,0.17094017094017094,-1.0670731707317074,-127.0,3.8719512195121957,35.0,705.0,0.009990009990010023,0.009990009990010021,-708.0,3.38755980861244,9.148325358851674,236.0,-1912.0,1.1291866028708133,11.937445256161652
859,2.8043478260869565,1295.0,10.41304347826087,1995.0,1781.0,5.130434782608695,4184.5703125,707.0,91928.57142857119,3.9024390243902443,-128.0,3.0,3.0,8929824.0,0.1758241758241758,-0.9756097560975611,-126.0,3.8414634146341466,32.0,707.0,0.010878010878010906,0.010878010878010906,-712.0,3.4066985645933014,9.110047846889952,228.0,-1904.0,1.0909090909090908,11.942244440155752
860,2.7391304347826084,1292.0,10.445652173913043,2001.0,1780.0,5.141304347826087,4189.453125,708.0,88323.5294117645,4.146341463414634,-136.0,3.0,3.0,8929984.0,0.1807081807081807,-0.701219512195122,-145.0,4.420731707317073,23.0,708.0,0.01132201132201135,0.011322011322011348,-720.0,3.4449760765550237,9.09090909090909,224.0,-1900.0,1.0717703349282297,11.960246455408102
861,2.8043478260869565,1298.0,10.380434782608695,1995.0,1777.0,5.173913043478261,4194.3359375,710.0,81899.99999999984,3.932926829268293,-129.0,3.0,3.0,8930144.0,0.1855921855921856,-0.701219512195122,-154.0,4.695121951219512,23.0,710.0,0.012210012210012234,0.012210012210012234,-708.0,3.38755980861244,9.148325358851674,240.0,-1912.0,1.1483253588516746,11.932609487750177
862,2.8260869565217392,1300.0,10.358695652173912,1993.0,1785.0,5.08695652173913,4199.21875,708.0,88323.5294117645,3.963414634146342,-130.0,3.0,3.0,8930304.0,0.19047619047619047,-0.3353658536585366,-155.0,4.725609756097562,11.0,708.0,0.01132201132201135,0.011322011322011348,-712.0,3.4066985645933014,9.110047846889952,244.0,-1904.0,1.1674641148325358,11.881349660465906
863,2.8478260869565215,1303.0,10.326086956521738,1991.0,1788.0,5.054347826086956,4204.1015625,707.0,91928.57142857119,3.9024390243902443,-128.0,3.0,3.0,8930464.0,0.19536019536019536,-0.3353658536585366,-164.0,5.000000000000001,11.0,707.0,0.010878010878010906,0.010878010878010906,-704.0,3.3684210526315788,9.167464114832535,232.0,-1916.0,1.1100478468899522,11.84418073157736
864,2.8043478260869565,1292.0,10.445652173913043,1995.0,1787.0,5.065217391304348,4208.984375,707.0,91928.57142857119,3.5975609756097566,-118.0,3.0,3.0,8930624.0,0.20024420024420025,0.0,-173.0,5.27439024390244,0.0,707.0,0.010878010878010906,0.010878010878010906,-700.0,3.3492822966507174,9.186602870813397,244.0,-1920.0,1.1674641148325358,11.942882536859555
865,2.8152173913043477,1299.0,10.369565217391305,1994.0,1779.0,5.1521739130434785,4213.8671875,708.0,88323.5294117645,3.780487804878049,-124.0,3.0,3.0,8930784.0,0.20512820512820512,0.2134146341463415,-180.0,5.487804878048781,-7.0,708.0,0.01132201132201135,0.011322011322011348,-712.0,3.4066985645933014,9.186602870813397,224.0,-1920.0,1.0717703349282297,11.916300927229045
866,2.8043478260869565,1297.0,10.391304347826086,1995.0,1786.0,5.076086956521739,4218.75,708.0,88323.5294117645,3.658536585365854,-120.0,3.0,3.0,8930944.0,0.21001221001221002,0.27439024390243905,-179.0,5.457317073170732,-9.0,708.0,0.01132201132201135,0.011322011322011348,-696.0,3.3301435406698565,9.186602870813397,236.0,-1920.0,1.1291866028708133,11.90000972978586
867,2.8152173913043477,1298.0,10.380434782608695,1994.0,1786.0,5.076086956521739,4223.6328125,705.0,100099.99999999968,3.4451219512195124,-113.0,3.0,3.0,8931104.0,0.2148962148962149,0.24390243902439027,-184.0,5.609756097560976,-8.0,705.0,0.009990009990010023,0.009990009990010021,-704.0,3.3684210526315788,9.186602870813397,240.0,-1920.0,1.1483253588516746,11.893087657394316
868,2.8260869565217392,1293.0,10.434782608695652,1993.0,1785.0,5.08695652173913,4228.515625,705.0,100099.99999999968,3.4756097560975614,-114.0,3.0,3.0,8931264.0,0.21978021978021978,0.4573170731707317,-175.0,5.335365853658537,-15.0,705.0,0.009990009990010023,0.009990009990010021,-696.0,3.3301435406698565,9.263157894736842,236.0,-1936.0,1.1291866028708133,11.947743813399407
869,2.8152173913043477,1293.0,10.434782608695652,1994.0,1785.0,5.08695652173913,4233.3984375,707.0,91928.57142857119,3.3841463414634148,-111.0,3.0,3.0,8931424.0,0.22466422466422467,0.3658536585365854,-180.0,5.487804878048781,-12.0,707.0,0.010878010878010906,0.010878010878010906,-704.0,3.3684210526315788,9.205741626794259,232.0,-1924.0,1.1100478468899522,11.94517742459709
870,2.8478260869565215,1297.0,10.391304347826086,1991.0,1785.0,5.08695652173913,4238.28125,707.0,91928.57142857119,3.2926829268292686,-108.0,3.0,3.0,8931584.0,0.22954822954822954,0.853658536585366,-182.0,5.548780487804879,-28.0,707.0,0.010878010878010906,0.010878010878010906,-708.0,3.38755980861244,9.24401913875598,248.0,-1932.0,1.186602870813397,11.914967315304045
871,2.891304347826087,1292.0,10.445652173913043,1987.0,1789.0,5.043478260869565,4243.1640625,707.0,91928.57142857119,3.1402439024390247,-103.0,3.0,3.0,8931744.0,0.23443223443223443,1.0365853658536586,-178.0,5.426829268292684,-34.0,707.0,0.010878010878010906,0.010878010878010906,-708.0,3.38755980861244,9.167464114832535,232.0,-1916.0,1.1100478468899522,11.95441186918019
872,2.8152173913043477,1294.0,10.42391304347826,1994.0,1782.0,5.119565217391304,4248.046875,705.0,100099.99999999968,3.2012195121951224,-105.0,3.0,3.0,8931904.0,0.23931623931623933,1.0975609756097562,-180.0,5.487804878048781,-36.0,705.0,0.009990009990010023,0.009990009990010021,-712.0,3.4066985645933014,9.205741626794259,236.0,-1924.0,1.1291866028708133,11.949617571848128
873,2.8260869565217392,1295.0,10.41304347826087,1993.0,1786.0,5.076086956521739,4252.9296875,707.0,91928.57142857119,3.2926829268292686,-108.0,3.0,3.0,8932064.0,0.2442002442002442,1.0060975609756098,-172.0,5.2439024390243905,-33.0,707.0,0.010878010878010906,0.010878010878010906,-708.0,3.38755980861244,9.129186602870814,240.0,-1908.0,1.1483253588516746,11.924131027296859
874,2.7717391304347827,1294.0,10.42391304347826,1998.0,1782.0,5.119565217391304,4257.8125,708.0,88323.5294117645,3.26219512195122,-107.0,3.0,3.0,8932224.0,0.2490842490842491,1.2195121951219514,-180.0,5.487804878048781,-40.0,708.0,0.01132201132201135,0.011322011322011348,-716.0,3.4258373205741623,9.129186602870814,244.0,-1908.0,1.1674641148325358,11.939449273743845
875,2.8369565217391304,1295.0,10.41304347826087,1992.0,1782.0,5.119565217391304,4262.6953125,709.0,84990.56603773567,3.0182926829268295,-99.0,3.0,3.0,8932384.0,0.25396825396825395,1.2195121951219514,-179.0,5.457317073170732,-40.0,709.0,0.011766011766011792,0.01176601176601179,-700.0,3.3492822966507174,9.148325358851674,252.0,-1912.0,1.2057416267942582,11.945281277622234
876,2.880434782608696,1296.0,10.402173913043478,1988.0,1780.0,5.141304347826087,4267.578125,707.0,91928.57142857119,3.1402439024390247,-103.0,3.0,3.0,8932544.0,0.2588522588522589,1.5243902439024393,-167.0,5.091463414634147,-50.0,707.0,0.010878010878010906,0.010878010878010906,-696.0,3.3301435406698565,9.167464114832535,224.0,-1916.0,1.0717703349282297,11.955548379352564
877,2.9565217391304346,1295.0,10.41304347826087,1981.0,1780.0,5.141304347826087,4272.4609375,707.0,91928.57142857119,2.9268292682926833,-96.0,3.0,3.0,8932704.0,0.26373626373626374,1.5243902439024393,-170.0,5.182926829268293,-50.0,707.0,0.010878010878010906,0.010878010878010906,-712.0,3.4066985645933014,9.148325358851674,248.0,-1912.0,1.186602870813397,11.983551463196438
878,2.891304347826087,1291.0,10.456521739130434,1987.0,1779.0,5.1521739130434785,4277.34375,707.0,91928.57142857119,2.957317073170732,-97.0,3.0,3.0,8932864.0,0.2686202686202686,1.7378048780487807,-182.0,5.548780487804879,-57.0,707.0,0.010878010878010906,0.010878010878010906,-712.0,3.4066985645933014,9.186602870813397,240.0,-1920.0,1.1483253588516746,12.01013670791932
879,2.858695652173913,1292.0,10.445652173913043,1990.0,1782.0,5.119565217391304,4282.2265625,711.0,79026.31578947355,2.5609756097560976,-84.0,3.0,3.0,8933024.0,0.27350427350427353,1.707317073170732,-174.0,5.3048780487804885,-56.0,711.0,0.012654012654012677,0.012654012654012677,-724.0,3.464114832535885,9.205741626794259,240.0,-1924.0,1.1483253588516746,11.978887184761996
880,2.9130434782608696,1292.0,10.445652173913043,1985.0,1780.0,5.141304347826087,4287.109375,709.0,84990.56603773567,2.7439024390243905,-90.0,3.0,3.0,8933184.0,0.2783882783882784,1.9512195121951221,-178.0,5.426829268292684,-64.0,709.0,0.011766011766011792,0.01176601176601179,-716.0,3.4258373205741623,9.205741626794259,244.0,-1924.0,1.1674641148325358,12.001270017860106
881,2.902173913043478,1294.0,10.42391304347826,1986.0,1781.0,5.130434782608695,4291.9921875,707.0,91928.57142857119,2.530487804878049,-83.0,3.0,3.0,8933344.0,0.28327228327228327,1.9512195121951221,-186.0,5.670731707317073,-64.0,707.0,0.010878010878010906,0.010878010878010906,-704.0,3.3684210526315788,9.205741626794259,248.0,-1924.0,1.186602870813397,11.975054806477816
882,2.9565217391304346,1294.0,10.42391304347826,1981.0,1778.0,5.163043478260869,4296.875,707.0,91928.57142857119,2.3170731707317076,-76.0,3.0,3.0,8933504.0,0.28815628815628813,2.073170731707317,-187.0,5.701219512195123,-68.0,707.0,0.010878010878010906,0.010878010878010906,-712.0,3.4066985645933014,9.224880382775119,252.0,-1928.0,1.2057416267942582,12.002333185275234
883,2.9130434782608696,1294.0,10.42391304347826,1985.0,1782.0,5.119565217391304,4301.7578125,707.0,91928.57142857119,2.6219512195121952,-86.0,3.0,3.0,8933664.0,0.29304029304029305,2.164634146341464,-197.0,6.00609756097561,-71.0,707.0,0.010878010878010906,0.010878010878010906,-728.0,3.4832535885167464,9.186602870813397,248.0,-1920.0,1.186602870813397,11.97304194678016
884,2.9130434782608696,1296.0,10.402173913043478,1985.0,1780.0,5.141304347826087,4306.640625,707.0,91928.57142857119,2.7439024390243905,-90.0,3.0,3.0,8933824.0,0.2979242979242979,2.25609756097561,-198.0,6.036585365853659,-74.0,707.0,0.010878010878010906,0.010878010878010906,-716.0,3.4258373205741623,9.24401913875598,260.0,-1932.0,1.244019138755981,11.963446611257806
885,3.0760869565217392,1297.0,10.391304347826086,1970.0,1785.0,5.08695652173913,4311.5234375,705.0,100099.99999999968,2.530487804878049,-83.0,3.0,3.0,8933984.0,0.3028083028083028,2.25609756097561,-202.0,6.158536585365854,-74.0,705.0,0.009990009990010023,0.009990009990010021,-708.0,3.38755980861244,9.186602870813397,260.0,-1920.0,1.244019138755981,11.971576490475126
886,2.934782608695652,1293.0,10.434782608695652,1983.0,1776.0,5.184782608695652,4316.40625,706.0,95840.42553191462,2.530487804878049,-83.0,3.0,3.0,8934144.0,0.3076923076923077,2.0121951219512195,-204.0,6.219512195121951,-66.0,706.0,0.010434010434010463,0.010434010434010463,-724.0,3.464114832535885,9.167464114832535,260.0,-1916.0,1.244019138755981,12.015806579271846
887,2.9891304347826084,1293.0,10.434782608695652,1978.0,1782.0,5.119565217391304,4321.2890625,704.0,104755.81395348875,2.439024390243903,-80.0,3.0,3.0,8934304.0,0.3125763125763126,2.1951219512195124,-218.0,6.646341463414635,-72.0,704.0,0.009546009546009513,0.009546009546009511,-724.0,3.464114832535885,9.224880382775119,276.0,-1928.0,1.3205741626794258,12.001230639480427
888,2.9239130434782608,1296.0,10.402173913043478,1984.0,1776.0,5.184782608695652,4326.171875,705.0,100099.99999999968,2.713414634146342,-89.0,3.0,3.0,8934464.0,0.31746031746031744,2.4695121951219514,-218.0,6.646341463414635,-81.0,705.0,0.009990009990010023,0.009990009990010021,-724.0,3.464114832535885,9.129186602870814,252.0,-1908.0,1.2057416267942582,11.984842940249884
889,2.934782608695652,1295.0,10.41304347826087,1983.0,1782.0,5.119565217391304,4331.0546875,707.0,91928.57142857119,2.713414634146342,-89.0,3.0,3.0,8934624.0,0.32234432234432236,2.347560975609756,-222.0,6.7682926829268295,-77.0,707.0,0.010878010878010906,0.010878010878010906,-736.0,3.5215311004784686,9.167464114832535,260.0,-1916.0,1.244019138755981,11.96889182236921
