,Accel_LN_X_CAL,Accel_LN_X_UNCAL,Accel_LN_Y_UNCAL,Accel_LN_Y_CAL,Accel_LN_Z_UNCAL,Accel_LN_Z_CAL,System_Timestamp_Plot_Zeroed_CAL,GSR_Skin_Resistance_UNCAL,GSR_Skin_Resistance_CAL,Gyro_Z_UNCAL,Gyro_Z_CAL,GSR_Range_CAL,GSR_Range_UNCAL,Timestamp_UNCAL,Timestamp_CAL,Gyro_X_UNCAL,Gyro_X_CAL,Gyro_Y_CAL,Gyro_Y_UNCAL,GSR_Skin_Conductance_UNCAL,GSR_Skin_Conductance_CAL,GSR_Skin_Conductance_CAL,Accel_WR_Z_UNCAL,Accel_WR_Z_CAL,Accel_WR_Y_UNCAL,Accel_WR_Y_CAL,Accel_WR_X_CAL,Accel_WR_X_UNCAL,Resultant_Accel
3290,5.456521739130435,1196.0,1751.0,11.489130434782608,1497.0,8.217391304347826,46030.2734375,710.0,81899.99999999984,-2901.0,88.44512195121952,3.0,3.0,13126216.0,0.04884004884004884,-526.0,-63.38414634146342,16.03658536585366,2079.0,710.0,0.012210012210012234,0.012210012210012234,-1372.0,6.564593301435407,848.0,10.181818181818182,4.057416267942584,-2128.0,15.142630798042402
3291,5.467391304347826,1214.0,1750.0,11.293478260869565,1493.0,8.26086956521739,46035.15625,711.0,79026.31578947355,-2928.0,89.26829268292684,3.0,3.0,13126376.0,0.05372405372405373,-399.0,-65.15243902439025,12.164634146341465,2137.0,711.0,0.012654012654012677,0.012654012654012677,-1388.0,6.641148325358851,844.0,10.066985645933014,4.038277511961723,-2104.0,15.02254921366965
3292,5.565217391304348,1223.0,1741.0,11.195652173913043,1504.0,8.141304347826086,46040.0390625,710.0,81899.99999999984,-2950.0,89.93902439024392,3.0,3.0,13126536.0,0.05860805860805861,-239.0,-66.4939024390244,7.286585365853659,2181.0,710.0,0.012210012210012234,0.012210012210012234,-1392.0,6.660287081339713,840.0,9.913875598086124,4.019138755980861,-2072.0,14.919621600283707
3293,5.380434782608695,1236.0,1758.0,11.054347826086957,1505.0,8.130434782608695,46044.921875,707.0,91928.57142857119,-2995.0,91.3109756097561,3.0,3.0,13126696.0,0.06349206349206349,-19.0,-67.77439024390245,0.5792682926829269,2223.0,707.0,0.010878010878010906,0.010878010878010906,-1360.0,6.507177033492822,832.0,9.760765550239235,3.9808612440191387,-2040.0,14.739459083164219
3294,5.315217391304348,1244.0,1764.0,10.967391304347826,1503.0,8.152173913043478,46049.8046875,711.0,79026.31578947355,-3037.0,92.59146341463415,3.0,3.0,13126856.0,0.06837606837606838,204.0,-69.72560975609757,-6.219512195121951,2287.0,711.0,0.012654012654012677,0.012654012654012677,-1372.0,6.564593301435407,812.0,9.760765550239235,3.8851674641148324,-2040.0,14.662644626670017
3295,5.358695652173913,1250.0,1760.0,10.902173913043478,1495.0,8.23913043478261,46054.6875,710.0,81899.99999999984,-3093.0,94.29878048780489,3.0,3.0,13127016.0,0.07326007326007326,439.0,-71.18902439024392,-13.384146341463415,2335.0,710.0,0.012210012210012234,0.012210012210012234,-1384.0,6.62200956937799,824.0,9.607655502392344,3.942583732057416,-2008.0,14.678429256709807
3296,5.489130434782608,1258.0,1748.0,10.815217391304348,1490.0,8.293478260869565,46059.5703125,710.0,81899.99999999984,-3141.0,95.76219512195122,3.0,3.0,13127176.0,0.07814407814407814,627.0,-72.40853658536587,-19.115853658536587,2375.0,710.0,0.012210012210012234,0.012210012210012234,-1412.0,6.755980861244019,852.0,9.473684210526315,4.0765550239234445,-1980.0,14.692898346301345
3297,5.695652173913043,1262.0,1729.0,10.771739130434783,1488.0,8.315217391304348,46064.453125,709.0,84990.56603773567,-3178.0,96.89024390243904,3.0,3.0,13127336.0,0.08302808302808302,782.0,-73.62804878048782,-23.84146341463415,2415.0,709.0,0.011766011766011792,0.01176601176601179,-1428.0,6.832535885167464,900.0,9.454545454545455,4.30622009569378,-1976.0,14.75173406230571
3298,5.83695652173913,1277.0,1716.0,10.608695652173912,1480.0,8.402173913043478,46069.3359375,707.0,91928.57142857119,-3218.0,98.10975609756099,3.0,3.0,13127496.0,0.0879120879120879,857.0,-74.90853658536587,-26.128048780487806,2457.0,707.0,0.010878010878010906,0.010878010878010906,-1416.0,6.77511961722488,952.0,9.282296650717702,4.555023923444976,-1940.0,14.738080314008165
3299,5.967391304347826,1286.0,1704.0,10.51086956521739,1480.0,8.402173913043478,46074.21875,710.0,81899.99999999984,-3242.0,98.84146341463415,3.0,3.0,13127656.0,0.0927960927960928,895.0,-75.85365853658537,-27.28658536585366,2488.0,710.0,0.012210012210012234,0.012210012210012234,-1432.0,6.851674641148325,976.0,9.148325358851674,4.669856459330143,-1912.0,14.72021278586854
3300,6.043478260869565,1294.0,1697.0,10.42391304347826,1473.0,8.478260869565217,46079.1015625,712.0,76347.45762711852,-3254.0,99.20731707317074,3.0,3.0,13127816.0,0.09768009768009768,870.0,-77.65243902439025,-26.52439024390244,2547.0,712.0,0.013098013098013119,0.013098013098013117,-1440.0,6.889952153110047,1000.0,9.09090909090909,4.784688995215311,-1900.0,14.73304109815757
3301,6.206521739130435,1299.0,1682.0,10.369565217391305,1479.0,8.41304347826087,46083.984375,711.0,79026.31578947355,-3280.0,100.00000000000001,3.0,3.0,13127976.0,0.10256410256410256,814.0,-78.17073170731707,-24.81707317073171,2564.0,711.0,0.012654012654012677,0.012654012654012677,-1424.0,6.813397129186603,1020.0,8.899521531100477,4.880382775119617,-1860.0,14.725083886455044
3302,6.206521739130435,1306.0,1682.0,10.293478260869565,1464.0,8.576086956521738,46088.8671875,709.0,84990.56603773567,-3270.0,99.69512195121952,3.0,3.0,13128136.0,0.10744810744810745,740.0,-79.75609756097562,-22.5609756097561,2616.0,709.0,0.011766011766011792,0.01176601176601179,-1468.0,7.023923444976076,1056.0,8.746411483253588,5.052631578947368,-1828.0,14.765699248295533
3303,6.445652173913043,1327.0,1660.0,10.065217391304348,1459.0,8.630434782608695,46093.75,714.0,71499.99999999991,-3288.0,100.2439024390244,3.0,3.0,13128296.0,0.11233211233211234,626.0,-80.15243902439025,-19.085365853658537,2629.0,714.0,0.013986013986014003,0.013986013986014003,-1448.0,6.92822966507177,1088.0,8.61244019138756,5.205741626794258,-1800.0,14.742436624186228
3304,6.532608695652174,1338.0,1652.0,9.945652173913043,1463.0,8.58695652173913,46098.6328125,711.0,79026.31578947355,-3290.0,100.3048780487805,3.0,3.0,13128456.0,0.11721611721611722,504.0,-81.21951219512196,-15.365853658536587,2664.0,711.0,0.012654012654012677,0.012654012654012677,-1484.0,7.100478468899521,1120.0,8.497607655502392,5.358851674641148,-1776.0,14.674017712992233
3305,6.673913043478261,1350.0,1639.0,9.815217391304348,1453.0,8.695652173913043,46103.515625,710.0,81899.99999999984,-3275.0,99.84756097560977,3.0,3.0,13128616.0,0.1221001221001221,380.0,-81.89024390243904,-11.585365853658537,2686.0,710.0,0.012210012210012234,0.012210012210012234,-1504.0,7.196172248803827,1124.0,8.382775119617225,5.37799043062201,-1752.0,14.713734212637906
3306,6.760869565217391,1366.0,1631.0,9.641304347826086,1456.0,8.66304347826087,46108.3984375,710.0,81899.99999999984,-3283.0,100.09146341463415,3.0,3.0,13128776.0,0.12698412698412698,261.0,-82.16463414634147,-7.957317073170732,2695.0,710.0,0.012210012210012234,0.012210012210012234,-1468.0,7.023923444976076,1128.0,8.210526315789473,5.3971291866028706,-1716.0,14.618906563472219
3307,6.6521739130434785,1380.0,1641.0,9.48913043478261,1453.0,8.695652173913043,46113.28125,708.0,88323.5294117645,-3266.0,99.57317073170732,3.0,3.0,13128936.0,0.13186813186813187,157.0,-83.07926829268294,-4.786585365853659,2725.0,708.0,0.01132201132201135,0.011322011322011348,-1500.0,7.177033492822966,1116.0,7.961722488038277,5.339712918660287,-1664.0,14.488249753071363
3308,6.58695652173913,1392.0,1647.0,9.358695652173912,1443.0,8.804347826086957,46118.1640625,709.0,84990.56603773567,-3255.0,99.23780487804879,3.0,3.0,13129096.0,0.13675213675213677,65.0,-84.08536585365854,-1.981707317073171,2758.0,709.0,0.011766011766011792,0.01176601176601179,-1520.0,7.2727272727272725,1076.0,7.8086124401913874,5.148325358851674,-1632.0,14.43917314710308
3309,6.489130434782608,1414.0,1656.0,9.119565217391305,1440.0,8.83695652173913,46123.046875,708.0,88323.5294117645,-3235.0,98.62804878048782,3.0,3.0,13129256.0,0.14163614163614163,-5.0,-84.42073170731707,0.15243902439024393,2769.0,708.0,0.01132201132201135,0.011322011322011348,-1516.0,7.253588516746412,1080.0,7.5406698564593295,5.167464114832535,-1576.0,14.260683157583406
3310,6.413043478260869,1432.0,1663.0,8.92391304347826,1443.0,8.804347826086957,46127.9296875,711.0,79026.31578947355,-3228.0,98.41463414634147,3.0,3.0,13129416.0,0.14652014652014653,-56.0,-84.72560975609757,1.707317073170732,2779.0,711.0,0.012654012654012677,0.012654012654012677,-1516.0,7.253588516746412,1076.0,7.368421052631579,5.148325358851674,-1540.0,14.081189271661248
3311,6.3478260869565215,1444.0,1669.0,8.793478260869565,1442.0,8.815217391304348,46132.8125,711.0,79026.31578947355,-3206.0,97.7439024390244,3.0,3.0,13129576.0,0.1514041514041514,-78.0,-85.1219512195122,2.378048780487805,2792.0,711.0,0.012654012654012677,0.012654012654012677,-1528.0,7.311004784688995,1040.0,7.1387559808612435,4.976076555023924,-1492.0,13.975987035289709
3312,6.239130434782608,1461.0,1679.0,8.608695652173912,1439.0,8.847826086956522,46137.6953125,710.0,81899.99999999984,-3176.0,96.82926829268294,3.0,3.0,13129736.0,0.1562881562881563,-50.0,-85.79268292682927,1.5243902439024393,2814.0,710.0,0.012210012210012234,0.012210012210012234,-1528.0,7.311004784688995,1012.0,6.947368421052631,4.842105263157895,-1452.0,13.831862343119852
3313,6.141304347826087,1477.0,1688.0,8.434782608695652,1433.0,8.91304347826087,46142.578125,710.0,81899.99999999984,-3159.0,96.31097560975611,3.0,3.0,13129896.0,0.16117216117216118,-14.0,-86.58536585365854,0.426829268292683,2840.0,710.0,0.012210012210012234,0.012210012210012234,-1556.0,7.444976076555023,988.0,6.7368421052631575,4.7272727272727275,-1408.0,13.722373001560292
3314,6.065217391304348,1496.0,1695.0,8.228260869565217,1425.0,9.0,46147.4609375,710.0,81899.99999999984,-3144.0,95.85365853658537,3.0,3.0,13130056.0,0.16605616605616605,76.0,-87.19512195121952,-2.3170731707317076,2860.0,710.0,0.012210012210012234,0.012210012210012234,-1576.0,7.5406698564593295,972.0,6.507177033492822,4.650717703349282,-1360.0,13.619513168296393
3315,6.108695652173913,1510.0,1691.0,8.076086956521738,1417.0,9.08695652173913,46152.34375,710.0,81899.99999999984,-3136.0,95.60975609756099,3.0,3.0,13130216.0,0.17094017094017094,124.0,-88.01829268292684,-3.780487804878049,2887.0,710.0,0.012210012210012234,0.012210012210012234,-1592.0,7.617224880382775,1000.0,6.315789473684211,4.784688995215311,-1320.0,13.605591568475306
3316,6.228260869565217,1521.0,1680.0,7.956521739130435,1399.0,9.282608695652174,46157.2265625,710.0,81899.99999999984,-3115.0,94.96951219512196,3.0,3.0,13130376.0,0.1758241758241758,159.0,-88.96341463414635,-4.847560975609756,2918.0,710.0,0.012210012210012234,0.012210012210012234,-1632.0,7.8086124401913874,1056.0,6.200956937799043,5.052631578947368,-1296.0,13.720943693536892
3317,6.478260869565217,1533.0,1657.0,7.826086956521739,1388.0,9.402173913043478,46162.109375,711.0,79026.31578947355,-3104.0,94.63414634146342,3.0,3.0,13130536.0,0.1807081807081807,166.0,-89.75609756097562,-5.060975609756098,2944.0,711.0,0.012654012654012677,0.012654012654012677,-1632.0,7.8086124401913874,1104.0,6.181818181818182,5.282296650717703,-1292.0,13.842556672677736
3318,6.58695652173913,1534.0,1647.0,7.815217391304348,1392.0,9.358695652173912,46166.9921875,711.0,79026.31578947355,-3081.0,93.9329268292683,3.0,3.0,13130696.0,0.1855921855921856,181.0,-90.51829268292684,-5.5182926829268295,2969.0,711.0,0.012654012654012677,0.012654012654012677,-1620.0,7.751196172248804,1128.0,6.047846889952153,5.3971291866028706,-1264.0,13.858239549186846
3319,6.663043478260869,1552.0,1640.0,7.619565217391304,1398.0,9.293478260869565,46171.875,713.0,73844.26229508186,-3053.0,93.07926829268294,3.0,3.0,13130856.0,0.19047619047619047,193.0,-91.03658536585367,-5.884146341463415,2986.0,713.0,0.013542013542013561,0.01354201354201356,-1600.0,7.655502392344498,1108.0,5.894736842105263,5.301435406698564,-1232.0,13.741275802505722
3320,6.576086956521739,1570.0,1648.0,7.423913043478261,1416.0,9.097826086956522,46176.7578125,710.0,81899.99999999984,-3018.0,92.01219512195122,3.0,3.0,13131016.0,0.19536019536019536,155.0,-91.98170731707317,-4.725609756097562,3017.0,710.0,0.012210012210012234,0.012210012210012234,-1568.0,7.502392344497608,1088.0,5.588516746411483,5.205741626794258,-1168.0,13.458448797887838
3321,6.5978260869565215,1597.0,1646.0,7.130434782608695,1428.0,8.967391304347826,46181.640625,711.0,79026.31578947355,-2985.0,91.00609756097562,3.0,3.0,13131176.0,0.20024420024420025,107.0,-92.6219512195122,-3.26219512195122,3038.0,711.0,0.012654012654012677,0.012654012654012677,-1552.0,7.425837320574162,1112.0,5.4162679425837315,5.320574162679426,-1132.0,13.220760797626319
3322,6.673913043478261,1614.0,1639.0,6.945652173913043,1431.0,8.934782608695652,46186.5234375,710.0,81899.99999999984,-2949.0,89.90853658536587,3.0,3.0,13131336.0,0.20512820512820512,51.0,-93.44512195121952,-1.5548780487804879,3065.0,710.0,0.012210012210012234,0.012210012210012234,-1532.0,7.330143540669856,1124.0,5.052631578947368,5.37799043062201,-1056.0,13.13824720796281
3323,6.695652173913043,1634.0,1637.0,6.728260869565217,1437.0,8.869565217391305,46191.40625,710.0,81899.99999999984,-2898.0,88.35365853658537,3.0,3.0,13131496.0,0.21001221001221002,-3.0,-93.78048780487806,0.09146341463414635,3076.0,710.0,0.012210012210012234,0.012210012210012234,-1520.0,7.2727272727272725,1132.0,4.861244019138756,5.4162679425837315,-1016.0,12.991167749994863
3324,6.663043478260869,1647.0,1640.0,6.58695652173913,1441.0,8.826086956521738,46196.2890625,710.0,81899.99999999984,-2835.0,86.4329268292683,3.0,3.0,13131656.0,0.2148962148962149,-99.0,-94.42073170731709,3.0182926829268295,3097.0,710.0,0.012210012210012234,0.012210012210012234,-1504.0,7.196172248803827,1132.0,4.6124401913875595,5.4162679425837315,-964.0,12.871827981159456
3325,6.673913043478261,1671.0,1639.0,6.326086956521739,1437.0,8.869565217391305,46201.171875,709.0,84990.56603773567,-2780.0,84.75609756097562,3.0,3.0,13131816.0,0.21978021978021978,-263.0,-95.06097560975611,8.01829268292683,3118.0,709.0,0.011766011766011792,0.01176601176601179,-1496.0,7.157894736842105,1136.0,4.440191387559809,5.435406698564593,-928.0,12.776137078121126
3326,6.891304347826087,1682.0,1619.0,6.206521739130435,1443.0,8.804347826086957,46206.0546875,711.0,79026.31578947355,-2729.0,83.20121951219512,3.0,3.0,13131976.0,0.22466422466422467,-422.0,-95.73170731707317,12.865853658536587,3140.0,711.0,0.012654012654012677,0.012654012654012677,-1508.0,7.215311004784689,1188.0,4.1913875598086126,5.684210526315789,-876.0,12.787788251116279
3327,7.021739130434782,1705.0,1607.0,5.956521739130435,1439.0,8.847826086956522,46210.9375,709.0,84990.56603773567,-2663.0,81.18902439024392,3.0,3.0,13132136.0,0.22954822954822954,-541.0,-96.00609756097562,16.493902439024392,3149.0,709.0,0.011766011766011792,0.01176601176601179,-1504.0,7.196172248803827,1216.0,3.9617224880382773,5.818181818181818,-828.0,12.769847223426003
3328,6.978260869565217,1718.0,1611.0,5.815217391304348,1440.0,8.83695652173913,46215.8203125,710.0,81899.99999999984,-2588.0,78.90243902439025,3.0,3.0,13132296.0,0.23443223443223443,-676.0,-96.31097560975611,20.60975609756098,3159.0,710.0,0.012210012210012234,0.012210012210012234,-1520.0,7.2727272727272725,1200.0,3.827751196172249,5.741626794258373,-800.0,12.672990122261652
3329,6.956521739130435,1729.0,1613.0,5.695652173913043,1432.0,8.92391304347826,46220.703125,712.0,76347.45762711852,-2520.0,76.82926829268294,3.0,3.0,13132456.0,0.23931623931623933,-774.0,-96.52439024390245,23.59756097560976,3166.0,712.0,0.013098013098013119,0.013098013098013117,-1556.0,7.444976076555023,1196.0,3.5598086124401913,5.722488038277512,-744.0,12.66767036201827
3330,6.923913043478261,1747.0,1616.0,5.5,1420.0,9.054347826086957,46225.5859375,710.0,81899.99999999984,-2454.0,74.81707317073172,3.0,3.0,13132616.0,0.2442002442002442,-817.0,-97.01219512195122,24.908536585365855,3182.0,710.0,0.012210012210012234,0.012210012210012234,-1564.0,7.483253588516746,1200.0,3.464114832535885,5.741626794258373,-724.0,12.655899272252999
3331,6.869565217391304,1759.0,1621.0,5.369565217391304,1423.0,9.021739130434783,46230.46875,711.0,79026.31578947355,-2396.0,73.04878048780489,3.0,3.0,13132776.0,0.2490842490842491,-827.0,-97.31707317073172,25.213414634146343,3192.0,711.0,0.012654012654012677,0.012654012654012677,-1584.0,7.578947368421052,1176.0,3.38755980861244,5.626794258373206,-708.0,12.546510823230062
3332,6.815217391304348,1768.0,1626.0,5.271739130434782,1416.0,9.097826086956522,46235.3515625,712.0,76347.45762711852,-2352.0,71.70731707317074,3.0,3.0,13132936.0,0.25396825396825395,-827.0,-97.95731707317074,25.213414634146343,3213.0,712.0,0.013098013098013119,0.013098013098013117,-1564.0,7.483253588516746,1172.0,3.1961722488038276,5.607655502392344,-668.0,12.530317675885202
3333,6.880434782608695,1780.0,1620.0,5.141304347826087,1411.0,9.152173913043478,46240.234375,715.0,69299.99999999993,-2283.0,69.60365853658537,3.0,3.0,13133096.0,0.2588522588522589,-803.0,-98.47560975609757,24.481707317073173,3230.0,715.0,0.014430014430014446,0.014430014430014446,-1576.0,7.5406698564593295,1168.0,3.004784688995215,5.588516746411483,-628.0,12.55132186382377
3334,6.869565217391304,1786.0,1621.0,5.076086956521739,1411.0,9.152173913043478,46245.1171875,709.0,84990.56603773567,-2244.0,68.41463414634147,3.0,3.0,13133256.0,0.26373626373626374,-774.0,-98.90243902439025,23.59756097560976,3244.0,709.0,0.011766011766011792,0.01176601176601179,-1596.0,7.636363636363636,1156.0,2.889952153110048,5.5311004784688995,-604.0,12.518780787311364
3335,6.815217391304348,1801.0,1626.0,4.913043478260869,1412.0,9.141304347826086,46250.0,710.0,81899.99999999984,-2205.0,67.22560975609757,3.0,3.0,13133416.0,0.2686202686202686,-701.0,-98.90243902439025,21.371951219512198,3244.0,710.0,0.012210012210012234,0.012210012210012234,-1564.0,7.483253588516746,1144.0,2.7177033492822966,5.473684210526316,-568.0,12.415660654576662
3336,6.5978260869565215,1815.0,1646.0,4.760869565217392,1432.0,8.92391304347826,46254.8828125,711.0,79026.31578947355,-2151.0,65.57926829268293,3.0,3.0,13133576.0,0.27350427350427353,-623.0,-98.65853658536587,18.993902439024392,3236.0,711.0,0.012654012654012677,0.012654012654012677,-1504.0,7.196172248803827,1084.0,2.6411483253588517,5.186602870813397,-552.0,12.07615054967015
3337,6.369565217391304,1833.0,1667.0,4.565217391304348,1454.0,8.684782608695652,46259.765625,713.0,73844.26229508186,-2089.0,63.68902439024391,3.0,3.0,13133736.0,0.2783882783882784,-556.0,-98.56707317073172,16.951219512195124,3233.0,713.0,0.013542013542013561,0.01354201354201356,-1472.0,7.043062200956937,1060.0,2.4688995215311005,5.071770334928229,-516.0,11.69777841509965
3338,6.184782608695652,1855.0,1684.0,4.326086956521739,1468.0,8.532608695652174,46264.6484375,711.0,79026.31578947355,-2029.0,61.85975609756098,3.0,3.0,13133896.0,0.28327228327228327,-500.0,-98.65853658536587,15.243902439024392,3236.0,711.0,0.012654012654012677,0.012654012654012677,-1436.0,6.8708133971291865,1004.0,2.1435406698564594,4.803827751196172,-448.0,11.391750323165041
3339,6.108695652173913,1882.0,1691.0,4.032608695652174,1473.0,8.478260869565217,46269.53125,710.0,81899.99999999984,-1976.0,60.243902439024396,3.0,3.0,13134056.0,0.28815628815628813,-473.0,-98.68902439024392,14.420731707317074,3237.0,710.0,0.012210012210012234,0.012210012210012234,-1412.0,6.755980861244019,988.0,1.8181818181818181,4.7272727272727275,-380.0,11.200848308746027
3340,6.217391304347826,1902.0,1681.0,3.8152173913043477,1481.0,8.391304347826086,46274.4140625,709.0,84990.56603773567,-1926.0,58.71951219512196,3.0,3.0,13134216.0,0.29304029304029305,-438.0,-98.53658536585367,13.353658536585368,3232.0,709.0,0.011766011766011792,0.01176601176601179,-1440.0,6.889952153110047,1008.0,1.5119617224880382,4.822966507177033,-316.0,11.118715170024641
3341,6.195652173913043,1921.0,1683.0,3.608695652173913,1487.0,8.326086956521738,46279.296875,709.0,84990.56603773567,-1899.0,57.896341463414636,3.0,3.0,13134376.0,0.2979242979242979,-385.0,-96.64634146341464,11.737804878048781,3170.0,709.0,0.011766011766011792,0.01176601176601179,-1404.0,6.717703349282297,1028.0,1.3588516746411483,4.918660287081339,-284.0,10.987834826647775
3342,6.163043478260869,1935.0,1686.0,3.4565217391304346,1497.0,8.217391304347826,46284.1796875,711.0,79026.31578947355,-1831.0,55.82317073170732,3.0,3.0,13134536.0,0.3028083028083028,-354.0,-95.48780487804879,10.792682926829269,3132.0,711.0,0.012654012654012677,0.012654012654012677,-1372.0,6.564593301435407,988.0,1.2248803827751196,4.7272727272727275,-256.0,10.837719653911813
3343,6.119565217391304,1939.0,1690.0,3.4130434782608696,1508.0,8.097826086956522,46289.0625,711.0,79026.31578947355,-1796.0,54.75609756097561,3.0,3.0,13134696.0,0.3076923076923077,-349.0,-94.81707317073172,10.640243902439025,3110.0,711.0,0.012654012654012677,0.012654012654012677,-1356.0,6.488038277511961,996.0,1.2057416267942582,4.765550239234449,-252.0,10.708535453973065
3344,6.0,1952.0,1701.0,3.2717391304347827,1511.0,8.065217391304348,46293.9453125,710.0,81899.99999999984,-1722.0,52.50000000000001,3.0,3.0,13134856.0,0.3125763125763126,-341.0,-94.08536585365854,10.396341463414634,3086.0,710.0,0.012210012210012234,0.012210012210012234,-1356.0,6.488038277511961,956.0,0.8803827751196172,4.574162679425837,-184.0,10.571282254609242
3345,6.076086956521739,1969.0,1694.0,3.0869565217391304,1506.0,8.119565217391305,46298.828125,710.0,81899.99999999984,-1678.0,51.15853658536586,3.0,3.0,13135016.0,0.31746031746031744,-321.0,-93.23170731707317,9.786585365853659,3058.0,710.0,0.012210012210012234,0.012210012210012234,-1388.0,6.641148325358851,972.0,0.7272727272727273,4.650717703349282,-152.0,10.60072981401715
3346,6.0978260869565215,1985.0,1692.0,2.9130434782608696,1505.0,8.130434782608695,46303.7109375,710.0,81899.99999999984,-1651.0,50.335365853658544,3.0,3.0,13135176.0,0.32234432234432236,-303.0,-92.43902439024392,9.237804878048781,3032.0,710.0,0.012210012210012234,0.012210012210012234,-1364.0,6.526315789473684,996.0,0.5358851674641149,4.765550239234449,-112.0,10.572288070576727
