,Accel_LN_X_UNCAL,Accel_LN_X_CAL,Accel_LN_Y_CAL,Accel_LN_Y_UNCAL,Accel_LN_Z_CAL,Accel_LN_Z_UNCAL,System_Timestamp_Plot_Zeroed_CAL,GSR_Skin_Resistance_CAL,GSR_Skin_Resistance_UNCAL,Gyro_Z_UNCAL,Gyro_Z_CAL,GSR_Range_UNCAL,GSR_Range_CAL,Timestamp_UNCAL,Timestamp_CAL,Gyro_X_CAL,Gyro_X_UNCAL,Gyro_Y_UNCAL,Gyro_Y_CAL,GSR_Skin_Conductance_CAL,GSR_Skin_Conductance_UNCAL,GSR_Skin_Conductance_CAL,Accel_WR_Z_CAL,Accel_WR_Z_UNCAL,Accel_WR_Y_UNCAL,Accel_WR_Y_CAL,Accel_WR_X_UNCAL,Accel_WR_X_CAL,Resultant_Accel
4112,2060.0,7.043478260869565,2.0978260869565215,1605.0,1.2282608695652173,2140.0,31528.3203125,76347.45762711852,712.0,8601.0,-262.2256097560976,3.0,3.0,7469359.0,0.05860805860805861,-158.01829268292684,-2252.0,5183.0,68.65853658536587,0.013098013098013117,712.0,0.013098013098013119,-0.8995215311004784,188.0,1196.0,-0.4593301435406698,96.0,5.722488038277512,7.451180112315268
4113,2041.0,7.173913043478261,2.3043478260869565,1593.0,1.141304347826087,2148.0,31533.203125,76347.45762711852,712.0,8746.0,-266.6463414634147,3.0,3.0,7469519.0,0.06349206349206349,-157.89634146341464,-2334.0,5179.0,71.15853658536587,0.013098013098013117,712.0,0.013098013098013119,-0.9952153110047847,208.0,1220.0,-0.21052631578947367,44.0,5.837320574162679,7.620867593217057
4114,2031.0,7.228260869565217,2.4130434782608696,1588.0,1.065217391304348,2155.0,31538.0859375,95840.42553191462,706.0,8892.0,-271.0975609756098,3.0,3.0,7469679.0,0.06837606837606838,-157.25609756097563,-2425.0,5158.0,73.9329268292683,0.010434010434010463,706.0,0.010434010434010463,-1.1291866028708133,236.0,1264.0,-0.019138755980861243,4.0,6.047846889952153,7.694492973367528
4115,2014.0,7.510869565217391,2.5978260869565215,1562.0,0.9130434782608695,2169.0,31542.96875,76347.45762711852,712.0,9021.0,-275.0304878048781,3.0,3.0,7469839.0,0.07326007326007326,-155.4878048780488,-2396.0,5100.0,73.04878048780489,0.013098013098013117,712.0,0.013098013098013119,-1.5119617224880382,316.0,1348.0,0.17224880382775118,-36.0,6.449760765550239,7.999719394889762
4116,1995.0,7.934782608695652,2.8043478260869565,1523.0,0.5434782608695652,2203.0,31547.8515625,81899.99999999984,710.0,9097.0,-277.3475609756098,3.0,3.0,7469999.0,0.07814407814407814,-153.47560975609758,-2259.0,5034.0,68.8719512195122,0.012210012210012234,710.0,0.012210012210012234,-1.7033492822966507,356.0,1448.0,0.42105263157894735,-88.0,6.92822966507177,8.433297717795538
4117,1968.0,8.293478260869565,3.0978260869565215,1490.0,0.42391304347826086,2214.0,31552.734375,81899.99999999984,710.0,9158.0,-279.20731707317077,3.0,3.0,7470159.0,0.08302808302808302,-151.3719512195122,-2115.0,4965.0,64.48170731707317,0.012210012210012234,710.0,0.012210012210012234,-1.7607655502392343,368.0,1512.0,0.8612440191387559,-180.0,7.23444976076555,8.863295684844063
4118,1937.0,8.58695652173913,3.434782608695652,1463.0,0.2826086956521739,2227.0,31557.6171875,76347.45762711852,712.0,9245.0,-281.859756097561,3.0,3.0,7470319.0,0.0879120879120879,-149.45121951219514,-2011.0,4902.0,61.310975609756106,0.013098013098013117,712.0,0.013098013098013119,-1.9521531100478469,408.0,1588.0,1.1483253588516746,-240.0,7.598086124401914,9.252752106810952
4119,1909.0,8.891304347826086,3.7391304347826084,1435.0,0.21739130434782608,2233.0,31562.5,81899.99999999984,710.0,9349.0,-285.0304878048781,3.0,3.0,7470479.0,0.0927960927960928,-147.9878048780488,-1930.0,4854.0,58.84146341463415,0.012210012210012234,710.0,0.012210012210012234,-1.9330143540669855,404.0,1636.0,1.6076555023923444,-336.0,7.827751196172248,9.64798675336957
4120,1884.0,9.17391304347826,4.010869565217392,1409.0,0.25,2230.0,31567.3828125,73844.26229508186,713.0,9464.0,-288.5365853658537,3.0,3.0,7470639.0,0.09768009768009768,-146.34146341463415,-1873.0,4800.0,57.10365853658537,0.01354201354201356,713.0,0.013542013542013561,-2.0669856459330145,432.0,1716.0,1.9330143540669855,-404.0,8.210526315789473,10.015500746267643
4121,1862.0,9.521739130434783,4.25,1377.0,0.15217391304347827,2239.0,31572.265625,79026.31578947355,711.0,9547.0,-291.06707317073176,3.0,3.0,7470799.0,0.10256410256410256,-145.03048780487805,-1825.0,4757.0,55.64024390243903,0.012654012654012677,711.0,0.012654012654012677,-2.028708133971292,424.0,1764.0,1.971291866028708,-412.0,8.440191387559809,10.428287154075875
4122,1846.0,9.869565217391305,4.423913043478261,1345.0,0.20652173913043478,2234.0,31577.1484375,79026.31578947355,711.0,9611.0,-293.01829268292687,3.0,3.0,7470959.0,0.10744810744810745,-143.8109756097561,-1828.0,4717.0,55.73170731707317,0.012654012654012677,711.0,0.012654012654012677,-1.9521531100478469,408.0,1852.0,2.2392344497607652,-468.0,8.861244019138756,10.81766959309309
4123,1827.0,10.043478260869565,4.630434782608695,1329.0,0.3695652173913043,2219.0,31582.03125,81899.99999999984,710.0,9676.0,-295.0,3.0,3.0,7471119.0,0.11233211233211234,-142.46951219512195,-1874.0,4673.0,57.13414634146342,0.012210012210012234,710.0,0.012210012210012234,-1.7224880382775118,360.0,1880.0,2.373205741626794,-496.0,8.995215311004785,11.065665831862873
4124,1814.0,10.021739130434783,4.771739130434782,1331.0,0.6956521739130435,2189.0,31586.9140625,81899.99999999984,710.0,9794.0,-298.5975609756098,3.0,3.0,7471279.0,0.11721611721611722,-142.28658536585368,-2030.0,4667.0,61.89024390243903,0.012210012210012234,710.0,0.012210012210012234,-1.3779904306220094,288.0,1876.0,2.526315789473684,-528.0,8.976076555023923,11.121541326384584
4125,1803.0,9.815217391304348,4.891304347826087,1350.0,1.0217391304347825,2159.0,31591.796875,79026.31578947355,711.0,9941.0,-303.07926829268297,3.0,3.0,7471439.0,0.1221001221001221,-141.9817073170732,-2264.0,4657.0,69.02439024390245,0.012654012654012677,711.0,0.012654012654012677,-1.0526315789473684,220.0,1820.0,2.6411483253588517,-552.0,8.708133971291865,11.013959393074197
4126,1807.0,9.66304347826087,4.8478260869565215,1364.0,1.108695652173913,2151.0,31596.6796875,95840.42553191462,706.0,10099.0,-307.8963414634147,3.0,3.0,7471599.0,0.12698412698412698,-141.15853658536588,-2485.0,4630.0,75.76219512195122,0.010434010434010463,706.0,0.010434010434010463,-0.8803827751196172,184.0,1776.0,2.6985645933014353,-564.0,8.497607655502392,10.867613955293288
4127,1800.0,9.67391304347826,4.923913043478261,1363.0,1.0543478260869565,2156.0,31601.5625,79026.31578947355,711.0,10203.0,-311.06707317073176,3.0,3.0,7471759.0,0.13186813186813187,-139.66463414634148,-2644.0,4581.0,80.60975609756099,0.012654012654012677,711.0,0.012654012654012677,-0.8995215311004784,188.0,1792.0,2.77511961722488,-580.0,8.574162679425838,10.906014972064199
4128,1786.0,9.804347826086957,5.076086956521739,1351.0,1.1630434782608696,2146.0,31606.4453125,79026.31578947355,711.0,10252.0,-312.5609756097561,3.0,3.0,7471919.0,0.13675213675213677,-137.6829268292683,-2778.0,4516.0,84.69512195121952,0.012654012654012677,711.0,0.012654012654012677,-0.9186602870813396,192.0,1828.0,2.8708133971291865,-600.0,8.746411483253588,11.101556882590447
4129,1766.0,9.902173913043478,5.293478260869565,1342.0,1.315217391304348,2132.0,31611.328125,81899.99999999984,710.0,10297.0,-313.9329268292683,3.0,3.0,7472079.0,0.14163614163614163,-136.03658536585368,-2949.0,4462.0,89.90853658536587,0.012210012210012234,710.0,0.012210012210012234,-0.7272727272727273,152.0,1848.0,3.1196172248803826,-652.0,8.842105263157894,11.305032378938456
4130,1736.0,9.934782608695652,5.619565217391304,1339.0,1.4021739130434783,2124.0,31616.2109375,81899.99999999984,710.0,10381.0,-316.4939024390244,3.0,3.0,7472239.0,0.14652014652014653,-133.71951219512195,-3170.0,4386.0,96.64634146341464,0.012210012210012234,710.0,0.012210012210012234,-0.7272727272727273,152.0,1856.0,3.54066985645933,-740.0,8.880382775119617,11.499804798211812
4131,1711.0,10.08695652173913,5.891304347826087,1325.0,1.4565217391304348,2119.0,31621.09375,79026.31578947355,711.0,10491.0,-319.8475609756098,3.0,3.0,7472399.0,0.1514041514041514,-131.06707317073173,-3328.0,4299.0,101.46341463414635,0.012654012654012677,711.0,0.012654012654012677,-0.7655502392344498,160.0,1912.0,3.9617224880382773,-828.0,9.148325358851674,11.771814404191467
4132,1680.0,10.42391304347826,6.228260869565217,1294.0,1.3043478260869565,2133.0,31625.9765625,79026.31578947355,711.0,10522.0,-320.7926829268293,3.0,3.0,7472559.0,0.1562881562881563,-128.20121951219514,-3372.0,4205.0,102.8048780487805,0.012654012654012677,711.0,0.012654012654012677,-0.784688995215311,164.0,2008.0,4.363636363636363,-912.0,9.607655502392344,12.212719592653032
4133,1640.0,10.978260869565217,6.663043478260869,1243.0,1.1521739130434783,2147.0,31630.859375,76347.45762711852,712.0,10488.0,-319.75609756097566,3.0,3.0,7472719.0,0.16117216117216118,-124.93902439024392,-3309.0,4098.0,100.88414634146342,0.013098013098013117,712.0,0.013098013098013119,-0.9760765550239234,204.0,2128.0,4.842105263157895,-1012.0,10.181818181818182,12.893636602577235
4134,1595.0,11.597826086956522,7.1521739130434785,1186.0,1.076086956521739,2154.0,31635.7421875,76347.45762711852,712.0,10400.0,-317.07317073170736,3.0,3.0,7472879.0,0.16605616605616605,-121.82926829268294,-3226.0,3996.0,98.35365853658537,0.013098013098013117,712.0,0.013098013098013119,-1.0526315789473684,220.0,2264.0,5.320574162679426,-1112.0,10.832535885167463,13.668252440005089
4135,1559.0,12.032608695652174,7.543478260869565,1146.0,1.1521739130434783,2147.0,31640.625,76347.45762711852,712.0,10349.0,-315.51829268292687,3.0,3.0,7473039.0,0.17094017094017094,-118.78048780487806,-3187.0,3896.0,97.16463414634147,0.013098013098013117,712.0,0.013098013098013119,-1.0334928229665072,216.0,2360.0,5.875598086124402,-1228.0,11.291866028708133,14.248341693712778
4136,1523.0,12.228260869565217,7.934782608695652,1128.0,1.1630434782608696,2146.0,31645.5078125,71499.99999999991,714.0,10365.0,-316.00609756097566,3.0,3.0,7473199.0,0.1758241758241758,-116.21951219512196,-3141.0,3812.0,95.76219512195122,0.013986013986014003,714.0,0.013986013986014003,-0.9952153110047847,208.0,2348.0,6.277511961722488,-1312.0,11.23444976076555,14.6233993679214
4137,1489.0,12.021739130434783,8.304347826086957,1147.0,1.2391304347826086,2139.0,31650.390625,79026.31578947355,711.0,10440.0,-318.2926829268293,3.0,3.0,7473359.0,0.1807081807081807,-113.59756097560977,-3207.0,3726.0,97.77439024390245,0.012654012654012677,711.0,0.012654012654012677,-0.8612440191387559,180.0,2316.0,6.583732057416268,-1376.0,11.081339712918659,14.663555120476977
4138,1465.0,11.576086956521738,8.565217391304348,1188.0,1.4021739130434783,2124.0,31655.2734375,79026.31578947355,711.0,10578.0,-322.50000000000006,3.0,3.0,7473519.0,0.1855921855921856,-111.06707317073172,-3412.0,3643.0,104.02439024390245,0.012654012654012677,711.0,0.012654012654012677,-0.5741626794258373,120.0,2200.0,6.851674641148325,-1432.0,10.526315789473683,14.46840799354493
4139,1451.0,11.326086956521738,8.717391304347826,1211.0,1.4456521739130435,2120.0,31660.15625,79026.31578947355,711.0,10676.0,-325.4878048780488,3.0,3.0,7473679.0,0.19047619047619047,-108.41463414634147,-3558.0,3556.0,108.47560975609757,0.012654012654012677,711.0,0.012654012654012677,-0.5741626794258373,120.0,2132.0,6.985645933014354,-1460.0,10.200956937799043,14.365342568409236
4140,1444.0,11.184782608695652,8.793478260869565,1224.0,1.6630434782608696,2100.0,31665.0390625,84990.56603773567,709.0,10745.0,-327.5914634146342,3.0,3.0,7473839.0,0.19536019536019536,-104.1158536585366,-3942.0,3415.0,120.1829268292683,0.01176601176601179,709.0,0.011766011766011792,-0.057416267942583726,12.0,2112.0,7.043062200956937,-1472.0,10.105263157894736,14.324466326490224
4141,1432.0,11.41304347826087,8.92391304347826,1203.0,1.4782608695652173,2117.0,31669.921875,79026.31578947355,711.0,10709.0,-326.4939024390244,3.0,3.0,7473999.0,0.20024420024420025,-99.96951219512196,-3952.0,3279.0,120.48780487804879,0.012654012654012677,711.0,0.012654012654012677,-0.6507177033492823,136.0,2168.0,7.157894736842105,-1496.0,10.373205741626794,14.562933792430773
4142,1413.0,11.369565217391305,9.130434782608695,1207.0,1.826086956521739,2085.0,31674.8046875,88323.5294117645,708.0,10749.0,-327.7134146341464,3.0,3.0,7474159.0,0.20512820512820512,-95.70121951219512,-4210.0,3139.0,128.35365853658539,0.011322011322011348,708.0,0.01132201132201135,-0.07655502392344497,16.0,2168.0,7.521531100478469,-1572.0,10.373205741626794,14.695796886346915
4143,1376.0,11.119565217391305,9.532608695652174,1230.0,2.0869565217391304,2061.0,31679.6875,81899.99999999984,710.0,10836.0,-330.3658536585366,3.0,3.0,7474319.0,0.21001221001221002,-91.6158536585366,-4567.0,3005.0,139.2378048780488,0.012210012210012234,710.0,0.012210012210012234,0.0,0.0,2108.0,7.84688995215311,-1640.0,10.086124401913874,14.794280877821384
4144,1361.0,10.869565217391305,9.695652173913043,1253.0,2.1847826086956523,2052.0,31684.5703125,79026.31578947355,711.0,10932.0,-333.2926829268293,3.0,3.0,7474479.0,0.2148962148962149,-87.07317073170732,-4946.0,2856.0,150.7926829268293,0.012654012654012677,711.0,0.012654012654012677,0.3253588516746411,-68.0,2048.0,8.17224880382775,-1708.0,9.799043062200957,14.728421305078374
4145,1332.0,10.66304347826087,10.01086956521739,1272.0,2.3043478260869565,2041.0,31689.453125,79026.31578947355,711.0,11018.0,-335.9146341463415,3.0,3.0,7474639.0,0.21978021978021978,-81.95121951219512,-5348.0,2688.0,163.0487804878049,0.012654012654012677,711.0,0.012654012654012677,0.42105263157894735,-88.0,2000.0,8.516746411483254,-1780.0,9.569377990430622,14.80635081897863
4146,1297.0,10.532608695652174,10.391304347826086,1284.0,2.4130434782608696,2031.0,31694.3359375,88323.5294117645,708.0,11059.0,-337.1646341463415,3.0,3.0,7474799.0,0.22466422466422467,-76.82926829268294,-5714.0,2520.0,174.20731707317074,0.011322011322011348,708.0,0.01132201132201135,0.5741626794258373,-120.0,2004.0,8.861244019138756,-1852.0,9.588516746411482,14.991258479956057
4147,1277.0,10.684782608695652,10.608695652173912,1270.0,2.5217391304347827,2021.0,31699.21875,76347.45762711852,712.0,11038.0,-336.5243902439025,3.0,3.0,7474959.0,0.22954822954822954,-70.85365853658537,-6087.0,2324.0,185.57926829268294,0.013098013098013117,712.0,0.013098013098013119,0.7272727272727273,-152.0,2020.0,9.263157894736842,-1936.0,9.665071770334928,15.266570377052755
4148,1245.0,10.83695652173913,10.956521739130434,1256.0,2.6739130434782608,2007.0,31704.1015625,76347.45762711852,712.0,11012.0,-335.7317073170732,3.0,3.0,7475119.0,0.23443223443223443,-64.78658536585367,-6514.0,2125.0,198.59756097560978,0.013098013098013117,712.0,0.013098013098013119,0.8421052631578947,-176.0,2060.0,9.665071770334928,-2020.0,9.85645933014354,15.64080580527056
4149,1213.0,11.021739130434783,11.304347826086957,1239.0,2.8369565217391304,1992.0,31708.984375,79026.31578947355,711.0,11014.0,-335.7926829268293,3.0,3.0,7475279.0,0.23931623931623933,-58.018292682926834,-6998.0,1903.0,213.35365853658539,0.012654012654012677,711.0,0.012654012654012677,0.9952153110047847,-208.0,2108.0,10.047846889952153,-2100.0,10.086124401913874,16.04105157209939
4150,1180.0,11.239130434782608,11.66304347826087,1219.0,3.010869565217391,1976.0,31713.8671875,81899.99999999984,710.0,11011.0,-335.70121951219517,3.0,3.0,7475439.0,0.2442002442002442,-51.12804878048781,-7490.0,1677.0,228.35365853658539,0.012210012210012234,710.0,0.012210012210012234,1.1483253588516746,-240.0,2160.0,10.373205741626794,-2168.0,10.33492822966507,16.474524929254027
4151,1148.0,11.42391304347826,12.01086956521739,1202.0,3.119565217391304,1966.0,31718.75,76347.45762711852,712.0,10993.0,-335.1524390243903,3.0,3.0,7475599.0,0.2490842490842491,-44.268292682926834,-7960.0,1452.0,242.68292682926833,0.013098013098013117,712.0,0.013098013098013119,1.1483253588516746,-240.0,2216.0,10.736842105263158,-2244.0,10.602870813397129,16.867082263485162
