,Accel_LN_X_UNCAL,Accel_LN_X_CAL,Accel_LN_Y_UNCAL,Accel_LN_Y_CAL,Accel_LN_Z_UNCAL,Accel_LN_Z_CAL,System_Timestamp_Plot_Zeroed_CAL,GSR_Skin_Resistance_UNCAL,GSR_Skin_Resistance_CAL,Gyro_Z_UNCAL,Gyro_Z_CAL,GSR_Range_CAL,GSR_Range_UNCAL,Timestamp_CAL,Timestamp_UNCAL,Gyro_X_UNCAL,Gyro_X_CAL,Gyro_Y_UNCAL,Gyro_Y_CAL,GSR_Skin_Conductance_CAL,GSR_Skin_Conductance_UNCAL,GSR_Skin_Conductance_CAL,Accel_WR_Z_UNCAL,Accel_WR_Z_CAL,Accel_WR_Y_CAL,Accel_WR_Y_UNCAL,Accel_WR_X_CAL,Accel_WR_X_UNCAL,Resultant_Accel
1038,1587.0,5.989130434782608,1702.0,7.239130434782608,2232.0,0.22826086956521738,16933.59375,709.0,84990.56603773567,769.0,-23.445121951219516,3.0,3.0,0.04884004884004884,507915.0,-2272.0,-14.664634146341465,481.0,69.26829268292684,0.01176601176601179,709.0,0.011766011766011792,416.0,-1.9904306220095693,5.588516746411483,920.0,4.401913875598086,-1168.0,9.39823365538492
1039,1577.0,5.565217391304348,1741.0,7.3478260869565215,2219.0,0.3695652173913043,16938.4765625,710.0,81899.99999999984,869.0,-26.493902439024392,3.0,3.0,0.05372405372405373,508075.0,-2158.0,-15.457317073170733,507.0,65.79268292682927,0.012210012210012234,710.0,0.012210012210012234,364.0,-1.7416267942583732,5.665071770334928,824.0,3.942583732057416,-1184.0,9.224899526094614
1040,1570.0,5.33695652173913,1762.0,7.423913043478261,2231.0,0.2391304347826087,16943.359375,708.0,88323.5294117645,935.0,-28.50609756097561,3.0,3.0,0.05860805860805861,508235.0,-2061.0,-14.908536585365855,489.0,62.835365853658544,0.011322011322011348,708.0,0.01132201132201135,392.0,-1.875598086124402,5.779904306220096,804.0,3.8468899521531097,-1208.0,9.14629833084947
1041,1558.0,5.467391304347826,1750.0,7.554347826086956,2259.0,-0.06521739130434782,16948.2421875,709.0,84990.56603773567,981.0,-29.908536585365855,3.0,3.0,0.06349206349206349,508395.0,-1953.0,-13.323170731707318,437.0,59.54268292682927,0.01176601176601179,709.0,0.011766011766011792,480.0,-2.2966507177033493,6.0669856459330145,848.0,4.057416267942584,-1268.0,9.325491518439739
1042,1541.0,5.706521739130435,1728.0,7.739130434782608,2288.0,-0.3804347826086956,16953.125,709.0,84990.56603773567,1018.0,-31.03658536585366,3.0,3.0,0.06837606837606838,508555.0,-1947.0,-10.823170731707318,355.0,59.35975609756098,0.01176601176601179,709.0,0.011766011766011792,532.0,-2.5454545454545454,6.200956937799043,900.0,4.30622009569378,-1296.0,9.623058810459657
1043,1522.0,5.989130434782608,1702.0,7.945652173913043,2331.0,-0.8478260869565217,16958.0078125,709.0,84990.56603773567,1047.0,-31.920731707317078,3.0,3.0,0.07326007326007326,508715.0,-2108.0,-8.26219512195122,271.0,64.26829268292684,0.01176601176601179,709.0,0.011766011766011792,672.0,-3.215311004784689,6.526315789473684,956.0,4.574162679425837,-1364.0,9.986084363121133
1044,1495.0,6.1521739130434785,1687.0,8.23913043478261,2397.0,-1.5652173913043477,16962.890625,705.0,100099.99999999968,1066.0,-32.5,3.0,3.0,0.07814407814407814,508875.0,-2453.0,-5.27439024390244,173.0,74.78658536585367,0.009990009990010021,705.0,0.009990009990010023,800.0,-3.827751196172249,6.832535885167464,972.0,4.650717703349282,-1428.0,10.401077812406527
1045,1460.0,6.293478260869565,1674.0,8.619565217391305,2398.0,-1.576086956521739,16967.7734375,705.0,100099.99999999968,1075.0,-32.774390243902445,3.0,3.0,0.08302808302808302,509035.0,-2992.0,-3.079268292682927,101.0,91.21951219512196,0.009990009990010021,705.0,0.009990009990010023,776.0,-3.712918660287081,7.368421052631579,1048.0,5.0143540669856455,-1540.0,10.788365179739596
1046,1412.0,6.728260869565217,1634.0,9.141304347826086,2384.0,-1.4239130434782608,16972.65625,709.0,84990.56603773567,1092.0,-33.29268292682927,3.0,3.0,0.0879120879120879,509195.0,-3504.0,-0.030487804878048783,1.0,106.82926829268294,0.01176601176601179,709.0,0.011766011766011792,712.0,-3.4066985645933014,8.038277511961722,1184.0,5.665071770334928,-1680.0,11.439426028603625
1047,1371.0,7.206521739130435,1590.0,9.58695652173913,2374.0,-1.315217391304348,16977.5390625,709.0,84990.56603773567,1061.0,-32.34756097560976,3.0,3.0,0.0927960927960928,509355.0,-3824.0,1.981707317073171,-65.0,116.58536585365854,0.01176601176601179,709.0,0.011766011766011792,724.0,-3.464114832535885,8.401913875598085,1280.0,6.124401913875598,-1756.0,12.065383860974562
