,Accel_LN_X_UNCAL,Accel_LN_X_CAL,Accel_LN_Y_CAL,Accel_LN_Y_UNCAL,Accel_LN_Z_CAL,Accel_LN_Z_UNCAL,System_Timestamp_Plot_Zeroed_CAL,GSR_Skin_Resistance_UNCAL,GSR_Skin_Resistance_CAL,Gyro_Z_CAL,Gyro_Z_UNCAL,GSR_Range_CAL,GSR_Range_UNCAL,Timestamp_CAL,Timestamp_UNCAL,Gyro_X_UNCAL,Gyro_X_CAL,Gyro_Y_CAL,Gyro_Y_UNCAL,GSR_Skin_Conductance_UNCAL,GSR_Skin_Conductance_CAL,GSR_Skin_Conductance_CAL,Accel_WR_Z_CAL,Accel_WR_Z_UNCAL,Accel_WR_Y_UNCAL,Accel_WR_Y_CAL,Accel_WR_X_UNCAL,Accel_WR_X_CAL,Resultant_Accel
2079,1668.0,7.554347826086956,6.358695652173913,1558.0,7.804347826086956,1535.0,57290.0390625,709.0,84990.56603773567,34.176829268292686,-1121.0,3.0,3.0,0.13186813186813187,14371913.0,-643.0,19.481707317073173,19.603658536585368,-639.0,709.0,0.011766011766011792,0.01176601176601179,6.181818181818182,-1292.0,1320.0,4.516746411483253,-944.0,6.315789473684211,12.586064772796474
2080,1668.0,7.608695652173913,6.358695652173913,1553.0,7.771739130434782,1538.0,57294.921875,709.0,84990.56603773567,34.93902439024391,-1146.0,3.0,3.0,0.13675213675213677,14372073.0,-743.0,20.152439024390247,22.652439024390247,-661.0,709.0,0.011766011766011792,0.01176601176601179,6.239234449760765,-1304.0,1332.0,4.535885167464115,-948.0,6.373205741626794,12.598618536804613
2081,1666.0,7.608695652173913,6.380434782608695,1553.0,7.8478260869565215,1531.0,57299.8046875,709.0,84990.56603773567,35.487804878048784,-1164.0,3.0,3.0,0.14163614163614163,14372233.0,-806.0,20.79268292682927,24.573170731707318,-682.0,709.0,0.011766011766011792,0.01176601176601179,6.277511961722488,-1312.0,1320.0,4.650717703349282,-972.0,6.315789473684211,12.656641412066962
2082,1665.0,7.510869565217391,6.391304347826087,1562.0,7.869565217391304,1529.0,57304.6875,709.0,84990.56603773567,36.55487804878049,-1199.0,3.0,3.0,0.14652014652014653,14372393.0,-826.0,22.04268292682927,25.182926829268293,-723.0,709.0,0.011766011766011792,0.01176601176601179,6.239234449760765,-1304.0,1276.0,4.574162679425837,-956.0,6.105263157894736,12.61713079915654
2083,1660.0,7.315217391304348,6.445652173913043,1580.0,7.83695652173913,1532.0,57309.5703125,708.0,88323.5294117645,37.926829268292686,-1244.0,3.0,3.0,0.1514041514041514,14372553.0,-880.0,22.34756097560976,26.82926829268293,-733.0,708.0,0.01132201132201135,0.011322011322011348,6.239234449760765,-1304.0,1256.0,4.5933014354066986,-960.0,6.00956937799043,12.509065710625274
2084,1655.0,7.010869565217391,6.5,1608.0,7.913043478260869,1525.0,57314.453125,708.0,88323.5294117645,38.71951219512196,-1270.0,3.0,3.0,0.1562881562881563,14372713.0,-951.0,22.012195121951223,28.993902439024392,-722.0,708.0,0.01132201132201135,0.011322011322011348,6.258373205741626,-1308.0,1184.0,4.688995215311005,-980.0,5.665071770334928,12.41042099001232
2085,1649.0,6.673913043478261,6.565217391304348,1639.0,7.978260869565217,1519.0,57319.3359375,710.0,81899.99999999984,38.32317073170732,-1257.0,3.0,3.0,0.16117216117216118,14372873.0,-960.0,21.34146341463415,29.26829268292683,-700.0,710.0,0.012210012210012234,0.012210012210012234,6.392344497607655,-1336.0,1116.0,4.803827751196172,-1004.0,5.339712918660287,12.300237445262178
2086,1649.0,6.293478260869565,6.565217391304348,1674.0,8.021739130434783,1515.0,57324.21875,710.0,81899.99999999984,37.37804878048781,-1226.0,3.0,3.0,0.16605616605616605,14373033.0,-929.0,21.158536585365855,28.323170731707318,-694.0,710.0,0.012210012210012234,0.012210012210012234,6.430622009569378,-1344.0,1012.0,4.784688995215311,-1000.0,4.842105263157895,12.12675746817225
2087,1651.0,6.054347826086956,6.543478260869565,1696.0,7.978260869565217,1519.0,57329.1015625,711.0,79026.31578947355,36.85975609756098,-1209.0,3.0,3.0,0.17094017094017094,14373193.0,-838.0,21.158536585365855,25.54878048780488,-694.0,711.0,0.012654012654012677,0.012654012654012677,6.373205741626794,-1332.0,960.0,4.803827751196172,-1004.0,4.5933014354066986,11.963481176169083
2088,1653.0,5.880434782608695,6.521739130434782,1712.0,7.989130434782608,1518.0,57333.984375,708.0,88323.5294117645,36.98170731707317,-1213.0,3.0,3.0,0.1758241758241758,14373353.0,-735.0,21.463414634146343,22.408536585365855,-704.0,708.0,0.01132201132201135,0.011322011322011348,6.430622009569378,-1344.0,904.0,4.708133971291866,-984.0,4.325358851674641,11.871764806545325
2089,1651.0,5.793478260869565,6.543478260869565,1720.0,8.01086956521739,1516.0,57338.8671875,708.0,88323.5294117645,37.46951219512196,-1229.0,3.0,3.0,0.1807081807081807,14373513.0,-642.0,21.55487804878049,19.573170731707318,-707.0,708.0,0.01132201132201135,0.011322011322011348,6.430622009569378,-1344.0,888.0,4.822966507177033,-1008.0,4.248803827751196,11.855611721904825
2090,1646.0,5.739130434782608,6.5978260869565215,1725.0,8.021739130434783,1515.0,57343.75,708.0,88323.5294117645,37.40853658536586,-1227.0,3.0,3.0,0.1855921855921856,14373673.0,-548.0,21.493902439024392,16.707317073170735,-705.0,708.0,0.01132201132201135,0.011322011322011348,6.392344497607655,-1336.0,908.0,4.822966507177033,-1008.0,4.344497607655502,11.866643413279114
2091,1642.0,5.815217391304348,6.641304347826087,1718.0,8.032608695652174,1514.0,57348.6328125,712.0,76347.45762711852,37.83536585365854,-1241.0,3.0,3.0,0.19047619047619047,14373833.0,-456.0,21.402439024390247,13.902439024390246,-702.0,712.0,0.013098013098013119,0.013098013098013117,6.4688995215311005,-1352.0,932.0,4.880382775119617,-1020.0,4.45933014354067,11.935094436411015
2092,1641.0,6.010869565217392,6.6521739130434785,1700.0,7.989130434782608,1518.0,57353.515625,711.0,79026.31578947355,38.23170731707317,-1254.0,3.0,3.0,0.19536019536019536,14373993.0,-397.0,22.225609756097562,12.103658536585368,-729.0,711.0,0.012654012654012677,0.012654012654012677,6.392344497607655,-1336.0,988.0,4.899521531100478,-1024.0,4.7272727272727275,12.008670859150177
2093,1642.0,6.228260869565217,6.641304347826087,1680.0,7.923913043478261,1524.0,57358.3984375,709.0,84990.56603773567,38.44512195121951,-1261.0,3.0,3.0,0.20024420024420025,14374153.0,-379.0,22.80487804878049,11.55487804878049,-748.0,709.0,0.011766011766011792,0.01176601176601179,6.296650717703349,-1316.0,1036.0,5.0143540669856455,-1048.0,4.956937799043062,12.070068550775337
2094,1634.0,6.423913043478261,6.728260869565217,1662.0,7.923913043478261,1524.0,57363.28125,709.0,84990.56603773567,39.237804878048784,-1287.0,3.0,3.0,0.20512820512820512,14374313.0,-402.0,23.84146341463415,12.256097560975611,-782.0,709.0,0.011766011766011792,0.01176601176601179,6.3349282296650715,-1324.0,1064.0,4.9952153110047846,-1044.0,5.090909090909091,12.219842512884426
2095,1635.0,6.565217391304348,6.717391304347826,1649.0,7.891304347826087,1527.0,57368.1640625,706.0,95840.42553191462,40.57926829268293,-1331.0,3.0,3.0,0.21001221001221002,14374473.0,-463.0,24.908536585365855,14.115853658536587,-817.0,706.0,0.010434010434010463,0.010434010434010463,6.315789473684211,-1320.0,1120.0,4.956937799043062,-1036.0,5.358851674641148,12.267767100855467
2096,1635.0,6.684782608695652,6.717391304347826,1638.0,7.891304347826087,1527.0,57373.046875,709.0,84990.56603773567,41.82926829268293,-1372.0,3.0,3.0,0.2148962148962149,14374633.0,-506.0,25.731707317073173,15.426829268292684,-844.0,709.0,0.011766011766011792,0.01176601176601179,6.296650717703349,-1316.0,1124.0,4.918660287081339,-1028.0,5.37799043062201,12.332167237402619
2097,1637.0,6.771739130434782,6.695652173913043,1630.0,7.945652173913043,1522.0,57377.9296875,710.0,81899.99999999984,43.170731707317074,-1416.0,3.0,3.0,0.21978021978021978,14374793.0,-555.0,26.79878048780488,16.920731707317074,-879.0,710.0,0.012210012210012234,0.012210012210012234,6.277511961722488,-1312.0,1144.0,4.880382775119617,-1020.0,5.473684210526316,12.402483515550308
2098,1636.0,6.9021739130434785,6.706521739130435,1618.0,7.869565217391304,1529.0,57382.8125,708.0,88323.5294117645,44.08536585365854,-1446.0,3.0,3.0,0.22466422466422467,14374953.0,-586.0,27.83536585365854,17.865853658536587,-913.0,708.0,0.01132201132201135,0.011322011322011348,6.258373205741626,-1308.0,1136.0,5.0143540669856455,-1048.0,5.435406698564593,12.431713287962447
2099,1626.0,6.815217391304348,6.815217391304348,1626.0,7.934782608695652,1523.0,57387.6953125,706.0,95840.42553191462,44.69512195121952,-1466.0,3.0,3.0,0.22954822954822954,14375113.0,-607.0,28.84146341463415,18.50609756097561,-946.0,706.0,0.010434010434010463,0.010434010434010463,6.449760765550239,-1348.0,1132.0,4.976076555023924,-1040.0,5.4162679425837315,12.484196058566745
2100,1632.0,6.695652173913043,6.75,1637.0,8.043478260869565,1513.0,57392.578125,708.0,88323.5294117645,45.76219512195122,-1501.0,3.0,3.0,0.23443223443223443,14375273.0,-629.0,29.29878048780488,19.176829268292686,-961.0,708.0,0.01132201132201135,0.011322011322011348,6.392344497607655,-1336.0,1124.0,5.0143540669856455,-1048.0,5.37799043062201,12.453585851758028
2101,1626.0,6.619565217391304,6.815217391304348,1644.0,8.065217391304348,1511.0,57397.4609375,709.0,84990.56603773567,46.89024390243903,-1538.0,3.0,3.0,0.23931623931623933,14375433.0,-673.0,29.451219512195124,20.51829268292683,-966.0,709.0,0.011766011766011792,0.01176601176601179,6.4688995215311005,-1352.0,1104.0,5.071770334928229,-1060.0,5.282296650717703,12.46248624179911
2102,1621.0,6.554347826086956,6.869565217391304,1650.0,8.076086956521738,1510.0,57402.34375,709.0,84990.56603773567,48.41463414634147,-1588.0,3.0,3.0,0.2442002442002442,14375593.0,-729.0,29.634146341463417,22.225609756097562,-972.0,709.0,0.011766011766011792,0.01176601176601179,6.564593301435407,-1372.0,1084.0,5.110047846889952,-1068.0,5.186602870813397,12.464893991952911
