,Accel_LN_X_CAL,Accel_LN_X_UNCAL,Accel_LN_Y_UNCAL,Accel_LN_Y_CAL,Accel_LN_Z_CAL,Accel_LN_Z_UNCAL,System_Timestamp_Plot_Zeroed_CAL,GSR_Skin_Resistance_CAL,GSR_Skin_Resistance_UNCAL,Gyro_Z_UNCAL,Gyro_Z_CAL,GSR_Range_UNCAL,GSR_Range_CAL,Timestamp_UNCAL,Timestamp_CAL,Gyro_X_UNCAL,Gyro_X_CAL,Gyro_Y_UNCAL,Gyro_Y_CAL,GSR_Skin_Conductance_UNCAL,GSR_Skin_Conductance_CAL,GSR_Skin_Conductance_CAL,Accel_WR_Z_CAL,Accel_WR_Z_UNCAL,Accel_WR_Y_UNCAL,Accel_WR_Y_CAL,Accel_WR_X_UNCAL,Accel_WR_X_CAL,Resultant_Accel
3786,8.684782608695652,2079.0,1454.0,1.891304347826087,6.945652173913043,1614.0,72055.6640625,81899.99999999984,710.0,-867.0,26.432926829268297,3.0,3.0,9898530.0,9.47008547008547,1413.0,-38.62804878048781,1267.0,-43.07926829268293,710.0,0.012210012210012234,0.012210012210012234,5.22488038277512,-1092.0,1576.0,-0.5550239234449761,116.0,7.5406698564593295,11.280273277602422
3787,8.815217391304348,2083.0,1442.0,1.8478260869565217,6.869565217391304,1621.0,72060.546875,91928.57142857119,707.0,-846.0,25.792682926829272,3.0,3.0,9898690.0,9.474969474969475,1422.0,-39.11585365853659,1283.0,-43.35365853658537,707.0,0.010878010878010906,0.010878010878010906,5.205741626794258,-1088.0,1576.0,-0.6507177033492823,136.0,7.5406698564593295,11.327552479665856
3788,8.641304347826086,2073.0,1458.0,1.9565217391304348,6.967391304347826,1612.0,72065.4296875,91928.57142857119,707.0,-818.0,24.939024390243905,3.0,3.0,9898850.0,9.47985347985348,1427.0,-39.69512195121951,1302.0,-43.50609756097561,707.0,0.010878010878010906,0.010878010878010906,5.148325358851674,-1076.0,1584.0,-0.7655502392344498,160.0,7.578947368421052,11.271408950763417
3789,8.771739130434783,2090.0,1446.0,1.7717391304347825,6.858695652173913,1622.0,72070.3125,88323.5294117645,708.0,-812.0,24.75609756097561,3.0,3.0,9899010.0,9.484737484737485,1412.0,-40.36585365853659,1324.0,-43.04878048780488,708.0,0.01132201132201135,0.011322011322011348,5.090909090909091,-1064.0,1588.0,-0.784688995215311,164.0,7.598086124401914,11.274935608147121
3790,8.858695652173912,2093.0,1438.0,1.7391304347826086,6.83695652173913,1624.0,72075.1953125,88323.5294117645,708.0,-824.0,25.121951219512198,3.0,3.0,9899170.0,9.48962148962149,1386.0,-41.4329268292683,1359.0,-42.25609756097561,708.0,0.01132201132201135,0.011322011322011348,5.148325358851674,-1076.0,1608.0,-0.8612440191387559,180.0,7.693779904306219,11.324532564621965
3791,8.847826086956522,2101.0,1439.0,1.6521739130434783,6.793478260869565,1628.0,72080.078125,79026.31578947355,711.0,-812.0,24.75609756097561,3.0,3.0,9899330.0,9.494505494505495,1345.0,-41.920731707317074,1375.0,-41.00609756097561,711.0,0.012654012654012677,0.012654012654012677,4.9952153110047846,-1044.0,1636.0,-0.8995215311004784,188.0,7.827751196172248,11.276748289506028
3792,8.934782608695652,2106.0,1431.0,1.5978260869565217,6.739130434782608,1633.0,72084.9609375,84990.56603773567,709.0,-796.0,24.26829268292683,3.0,3.0,9899490.0,9.4993894993895,1305.0,-41.3719512195122,1357.0,-39.78658536585366,709.0,0.011766011766011792,0.01176601176601179,4.9952153110047846,-1044.0,1624.0,-1.0526315789473684,220.0,7.770334928229665,11.304833810623768
3793,8.92391304347826,2118.0,1432.0,1.467391304347826,6.695652173913043,1637.0,72089.84375,84990.56603773567,709.0,-743.0,22.652439024390247,3.0,3.0,9899650.0,9.504273504273504,1266.0,-41.12804878048781,1349.0,-38.59756097560976,709.0,0.011766011766011792,0.01176601176601179,4.976076555023924,-1040.0,1636.0,-1.1674641148325358,244.0,7.827751196172248,11.25260944322087
3794,9.0,2122.0,1425.0,1.4239130434782608,6.673913043478261,1639.0,72094.7265625,84990.56603773567,709.0,-696.0,21.219512195121954,3.0,3.0,9899810.0,9.50915750915751,1215.0,-41.06707317073171,1347.0,-37.04268292682927,709.0,0.011766011766011792,0.01176601176601179,4.842105263157895,-1012.0,1628.0,-1.186602870813397,248.0,7.789473684210526,11.294628974308841
3795,8.978260869565217,2124.0,1427.0,1.4021739130434783,6.619565217391304,1644.0,72099.609375,88323.5294117645,708.0,-645.0,19.664634146341466,3.0,3.0,9899970.0,9.514041514041514,1168.0,-40.97560975609756,1344.0,-35.60975609756098,708.0,0.01132201132201135,0.011322011322011348,4.880382775119617,-1020.0,1632.0,-1.186602870813397,248.0,7.8086124401913874,11.242504329182283
3796,9.01086956521739,2132.0,1424.0,1.315217391304348,6.608695652173913,1645.0,72104.4921875,88323.5294117645,708.0,-624.0,19.02439024390244,3.0,3.0,9900130.0,9.518925518925519,1119.0,-40.91463414634147,1342.0,-34.11585365853659,708.0,0.01132201132201135,0.011322011322011348,4.937799043062201,-1032.0,1656.0,-1.244019138755981,260.0,7.923444976076555,11.25168544400406
3797,9.108695652173912,2131.0,1415.0,1.326086956521739,6.619565217391304,1644.0,72109.375,88323.5294117645,708.0,-614.0,18.719512195121954,3.0,3.0,9900290.0,9.523809523809524,1085.0,-40.518292682926834,1329.0,-33.07926829268293,708.0,0.01132201132201135,0.011322011322011348,4.918660287081339,-1028.0,1652.0,-1.1674641148325358,244.0,7.904306220095694,11.337790206538742
3798,9.228260869565217,2137.0,1404.0,1.2608695652173914,6.630434782608695,1643.0,72114.2578125,88323.5294117645,708.0,-606.0,18.475609756097562,3.0,3.0,9900450.0,9.528693528693529,1017.0,-40.457317073170735,1327.0,-31.00609756097561,708.0,0.01132201132201135,0.011322011322011348,4.918660287081339,-1028.0,1672.0,-1.186602870813397,248.0,8.0,11.432989816477022
3799,9.16304347826087,2130.0,1410.0,1.3369565217391304,6.6521739130434785,1641.0,72119.140625,84990.56603773567,709.0,-581.0,17.713414634146343,3.0,3.0,9900610.0,9.533577533577533,944.0,-40.33536585365854,1323.0,-28.780487804878053,709.0,0.011766011766011792,0.01176601176601179,4.861244019138756,-1016.0,1688.0,-1.1483253588516746,240.0,8.076555023923445,11.401764613203346
3800,9.206521739130434,2131.0,1406.0,1.326086956521739,6.673913043478261,1639.0,72124.0234375,104755.81395348875,704.0,-540.0,16.463414634146343,3.0,3.0,9900770.0,9.538461538461538,858.0,-40.73170731707317,1336.0,-26.158536585365855,704.0,0.009546009546009513,0.009546009546009511,4.937799043062201,-1032.0,1688.0,-1.186602870813397,248.0,8.076555023923445,11.448129299638767
3801,9.23913043478261,2125.0,1403.0,1.391304347826087,6.673913043478261,1639.0,72128.90625,91928.57142857119,707.0,-512.0,15.609756097560977,3.0,3.0,9900930.0,9.543345543345543,763.0,-40.213414634146346,1319.0,-23.262195121951223,707.0,0.010878010878010906,0.010878010878010906,4.918660287081339,-1028.0,1700.0,-1.2057416267942582,252.0,8.133971291866029,11.482089282491899
3802,9.25,2128.0,1402.0,1.358695652173913,6.619565217391304,1644.0,72133.7890625,88323.5294117645,708.0,-503.0,15.335365853658537,3.0,3.0,9901090.0,9.548229548229548,659.0,-40.1219512195122,1316.0,-20.09146341463415,708.0,0.01132201132201135,0.011322011322011348,4.918660287081339,-1028.0,1704.0,-1.2057416267942582,252.0,8.153110047846889,11.45544401332978
3803,9.23913043478261,2125.0,1403.0,1.391304347826087,6.6521739130434785,1641.0,72138.671875,84990.56603773567,709.0,-499.0,15.213414634146343,3.0,3.0,9901250.0,9.553113553113553,549.0,-39.72560975609756,1303.0,-16.73780487804878,709.0,0.011766011766011792,0.01176601176601179,4.937799043062201,-1032.0,1688.0,-1.2248803827751196,256.0,8.076555023923445,11.469467151903014
3804,9.206521739130434,2124.0,1406.0,1.4021739130434783,6.706521739130435,1636.0,72143.5546875,88323.5294117645,708.0,-498.0,15.182926829268293,3.0,3.0,9901410.0,9.557997557997558,438.0,-39.29878048780488,1289.0,-13.353658536585368,708.0,0.01132201132201135,0.011322011322011348,4.937799043062201,-1032.0,1692.0,-1.2248803827751196,256.0,8.095693779904305,11.476217497630916
3805,9.206521739130434,2131.0,1406.0,1.326086956521739,6.75,1632.0,72148.4375,81899.99999999984,710.0,-475.0,14.481707317073171,3.0,3.0,9901570.0,9.562881562881563,341.0,-38.75,1271.0,-10.396341463414634,710.0,0.012210012210012234,0.012210012210012234,4.976076555023924,-1040.0,1696.0,-1.244019138755981,260.0,8.114832535885167,11.492651963291081
3806,9.228260869565217,2136.0,1404.0,1.2717391304347825,6.684782608695652,1638.0,72153.3203125,84990.56603773567,709.0,-465.0,14.176829268292684,3.0,3.0,9901730.0,9.567765567765568,250.0,-38.47560975609756,1262.0,-7.621951219512196,709.0,0.011766011766011792,0.01176601176601179,5.052631578947368,-1056.0,1700.0,-1.2822966507177034,268.0,8.133971291866029,11.46579424279659
3807,9.195652173913043,2137.0,1407.0,1.2608695652173914,6.6521739130434785,1641.0,72158.203125,84990.56603773567,709.0,-440.0,13.414634146341465,3.0,3.0,9901890.0,9.572649572649572,169.0,-37.713414634146346,1237.0,-5.152439024390245,709.0,0.011766011766011792,0.01176601176601179,4.937799043062201,-1032.0,1688.0,-1.3588516746411483,284.0,8.076555023923445,11.419335739589204
